,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
80,T80,T80,Neal Lancaster,95,20.07
81,T82,T82,Carlos Franco,78,20.0
82,T82,T82,Zach Johnson,96,20.0
83,T82,T82,Scott McCarron,78,20.0
84,T82,T82,Kevin Stadler,96,20.0
85,T86,T86,Chris DiMarco,83,19.9
86,T86,T86,Dudley Hart,84,19.9
87,88,88,Jay Haas,54,19.88
88,89,89,Rod Pampling,89,19.84
89,90,90,Olin Browne,99,19.83
90,91,91,Mark Hensby,70,19.75
91,92,92,Marco Dawson,82,19.72
92,93,93,Jerry Kelly,101,19.71
93,94,94,Larry Mize,54,19.63
94,95,95,Arron Oberholser,65,19.53
95,96,96,Jonathan Byrd,103,19.52
96,97,97,Robert Gamez,91,19.49
97,T98,T98,D.J. Brigman,76,19.47
98,T98,T98,John Daly,78,19.47
99,100,100,Doug Barron,70,19.46
100,101,101,Mike Weir,71,19.42
101,102,102,Justin Rose,99,19.41
102,103,103,Charlie Wi,67,19.4
103,104,104,Tim Petrovic,97,19.39
104,105,105,Pat Perez,89,19.35
105,T106,T106,Daniel Chopra,108,19.31
106,T106,T106,Glen Day,80,19.31
107,108,108,Tom Pernice Jr.,111,19.18
108,109,109,Joey Sindelar,104,19.17
109,110,110,Brett Quigley,96,19.11
110,111,111,Jeff Sluman,94,19.03
111,112,112,Justin Leonard,78,19.02
112,113,113,Scott Gutschewski,86,18.97
113,114,114,Paul Claxton,79,18.95
114,115,115,Stephen Leaney,89,18.91
115,116,116,Richard Johnson,50,18.85
116,117,117,Jeff Hart,63,18.82
117,118,118,Ryuji Imada,78,18.81
118,T119,T119,James Driscoll,73,18.78
119,T119,T119,Phillip Price,77,18.78
120,121,121,Brett Wetterich,76,18.72
121,122,122,Hideto Tanihara,50,18.71
122,123,123,Brian Gay,101,18.7
123,124,124,Greg Owen,84,18.67
124,125,125,Mark Calcavecchia,92,18.63
125,126,126,Jay Williamson,53,18.57
126,127,127,Todd Hamilton,94,18.56
127,128,128,Matt Gogel,78,18.42
128,129,129,Stuart Appleby,84,18.39
129,130,130,Bob Tway,87,18.36
130,131,131,Stewart Cink,98,18.34
131,132,132,J.L. Lewis,98,18.31
132,133,133,Hank Kuehne,84,18.28
133,134,134,Brandt Jobe,96,18.25
134,135,135,John Rollins,97,18.24
135,T136,T136,Mathias Grönberg,60,18.18
136,T136,T136,Steve Lowery,100,18.18
137,138,138,Robert Damron,89,18.11
138,139,139,Tommy Armour III,103,18.09
139,140,140,Bob Estes,92,17.99
140,T141,T141,Billy Andrade,83,17.96
141,T141,T141,Gavin Coles,70,17.96
142,143,143,Joe Durant,81,17.94
143,144,144,Charles Warren,89,17.92
144,145,145,Sean O'Hair,103,17.88
145,146,146,Mark Wilson,74,17.8
146,147,147,Steve Allan,102,17.74
147,148,148,Craig Barlow,81,17.67
148,149,149,Will MacKenzie,75,17.62
149,150,150,Roland Thatcher,75,17.59
150,151,151,Duffy Waldorf,86,17.53
151,152,152,Andrew Magee,82,17.49
152,153,153,Tom Byrum,83,17.34
153,154,154,Jason Bohn,91,17.23
154,155,155,Hidemichi Tanaka,106,17.22
155,156,156,Kenny Perry,82,17.21
156,157,157,Dean Wilson,86,17.17
157,158,158,J.J. Henry,102,17.1
158,159,159,Kevin Na,88,17.0
159,T160,T160,Rich Beem,66,16.97
160,T160,T160,Dennis Paulson,63,16.97
161,T162,T162,Steve Elkington,67,16.87
162,T162,T162,Tjaart van der Walt,56,16.87
163,164,164,Brent Geiberger,61,16.76
164,T165,T165,Arjun Atwal,65,16.67
165,T165,T165,Fred Funk,102,16.67
166,167,167,Rory Sabbatini,81,16.54
167,168,168,Omar Uresti,84,16.53
168,169,169,Rob Rashell,65,16.52
169,170,170,Mark O'Meara,66,16.49
170,171,171,Stephen Ames,82,16.46
171,172,172,Luke Donald,67,16.44
172,173,173,Skip Kendall,80,16.33
173,174,174,Len Mattiace,86,16.28
174,175,175,Paul Gow,78,16.24
175,176,176,Jason Allred,75,16.12
176,177,177,Kevin Sutherland,89,16.04
177,178,178,Peter Lonard,85,15.95
178,179,179,Brendan Jones,81,15.86
179,180,180,John Elliott,58,15.81
180,181,181,Lee Westwood,50,15.76
181,182,182,Michael Allen,90,15.7
182,183,183,Billy Mayfair,114,15.63
183,184,184,Chad Campbell,95,15.23
184,185,185,Franklin Langham,91,15.07
185,186,186,Craig Perks,67,15.02
186,187,187,Rocco Mediate,73,14.95
187,188,188,Mark Brooks,72,14.85
188,189,189,Danny Briggs,70,14.81
189,190,190,Bill Glasson,54,14.72
190,191,191,Thomas Levet,54,14.69
191,192,192,Bradley Hughes,52,14.37
192,193,193,José María Olazábal,55,14.29
193,194,194,Shaun Micheel,81,13.93
194,195,195,Tom Lehman,69,13.85
195,196,196,Chris Riley,67,13.3
196,197,197,Kirk Triplett,55,13.01
197,198,198,José Coceres,56,12.88
198,199,199,Ben Curtis,65,12.33
199,200,200,Matt Kuchar,60,11.98
200,201,201,Steve Jones,56,11.48
201,202,202,Jim Carter,62,10.66
