,Final_Round_Scoring_Average_RANK THIS WEEK,Final_Round_Scoring_Average_RANK LAST WEEK,Final_Round_Scoring_Average_PLAYER NAME,Final_Round_Scoring_Average_AVG,Final_Round_Scoring_Average_TOTAL STROKES,Final_Round_Scoring_Average_TOTAL ROUNDS
90,T89,T89,Fred Funk,71.36,1570,22
91,92,92,Hank Kuehne,71.42,857,12
92,T93,T93,Chris Anderson,71.43,500,7
93,T93,T93,Bernhard Langer,71.43,1000,14
94,T93,T93,Tom Pernice Jr.,71.43,1643,23
95,T93,T93,Rob Rashell,71.43,500,7
96,T97,T97,Sergio Garcia,71.44,1143,16
97,T97,T97,Jeff Hart,71.44,643,9
98,T97,T97,Dudley Hart,71.44,1286,18
99,T100,T100,Darron Stiles,71.46,929,13
100,T100,T100,D.J. Trahan,71.46,929,13
101,T102,T102,Carlos Franco,71.47,1072,15
102,T102,T102,Hunter Mahan,71.47,1358,19
103,T104,T104,Tim Clark,71.5,1430,20
104,T104,T104,Ryan Palmer,71.5,1287,18
105,T104,T104,John Senden,71.5,1573,22
106,107,107,Bo Van Pelt,71.52,1645,23
107,108,108,Scott Gutschewski,71.53,1073,15
108,T109,T109,Arjun Atwal,71.56,1145,16
109,T109,T109,Chris DiMarco,71.56,1145,16
110,T111,T111,Tom Byrum,71.6,1074,15
111,T111,T111,Carl Pettersson,71.6,1432,20
112,113,113,Patrick Sheehan,71.62,1504,21
113,114,114,Dennis Paulson,71.63,573,8
114,T115,T115,Ryuji Imada,71.67,1075,15
115,T115,T115,Craig Perks,71.67,430,6
116,T115,T115,Phillip Price,71.67,860,12
117,118,118,Stephen Leaney,71.69,1147,16
118,T119,T119,Jonathan Byrd,71.71,1506,21
119,T119,T119,Brendan Jones,71.71,1004,14
120,121,121,Stuart Appleby,71.72,1291,18
121,122,122,Retief Goosen,71.73,1076,15
122,123,123,Daniel Chopra,71.74,1363,19
123,T124,T124,Billy Andrade,71.75,1148,16
124,T124,T124,Joe Ogilvie,71.75,1435,20
125,T126,T126,Woody Austin,71.76,1507,21
126,T126,T126,Brett Quigley,71.76,1220,17
127,128,128,Kirk Triplett,71.78,646,9
128,129,129,John Rollins,71.79,1364,19
129,130,130,Mark Calcavecchia,71.8,1436,20
130,T131,T131,Tom Gillis,71.83,862,12
131,T131,T131,Frank Lickliter II,71.83,1293,18
132,T131,T131,Joey Sindelar,71.83,1652,23
133,134,134,Joey Snyder III,71.84,1365,19
134,T135,T135,Jeff Maggert,71.87,1078,15
135,T135,T135,Rory Sabbatini,71.87,1078,15
136,T137,T137,Cameron Beckman,71.88,1150,16
137,T137,T137,Skip Kendall,71.88,575,8
138,139,139,Jerry Kelly,71.9,1438,20
139,T140,T140,Lee Janzen,71.91,791,11
140,T140,T140,Geoff Ogilvy,71.91,1582,22
141,T142,T142,Will MacKenzie,71.92,863,12
142,T142,T142,Roland Thatcher,71.92,863,12
143,144,144,Greg Owen,71.94,1295,18
144,T145,T145,Stephen Ames,72.0,1296,18
145,T145,T145,Brian Bateman,72.0,1224,17
146,T145,T145,Mathias Grönberg,72.0,792,11
147,T145,T145,Franklin Langham,72.0,936,13
148,T145,T145,José María Olazábal,72.0,936,13
149,T145,T145,Kevin Sutherland,72.0,1368,19
150,T145,T145,Mario Tiziani,72.0,792,11
151,T152,T152,K.J. Choi,72.06,1153,16
152,T152,T152,Robert Damron,72.06,1153,16
153,T152,T152,Todd Fischer,72.06,1153,16
154,155,155,Chris Smith,72.07,1009,14
155,156,156,Tommy Armour III,72.09,1658,23
156,157,157,David Hearn,72.1,721,10
157,158,158,Scott McCarron,72.13,1082,15
158,159,159,Alex Cejka,72.15,938,13
159,160,160,Mike Weir,72.17,866,12
160,161,161,J.P. Hayes,72.2,722,10
161,162,162,Rod Pampling,72.26,1373,19
162,T163,T163,Ted Purdy,72.29,2024,28
163,T163,T163,Adam Scott,72.29,1229,17
164,T165,T165,Peter Lonard,72.41,1231,17
165,T165,T165,Dean Wilson,72.41,1231,17
166,T167,T167,José Coceres,72.43,507,7
167,T167,T167,Freddie Jacobson,72.43,1014,14
168,169,169,Andrew Magee,72.46,942,13
169,T170,T170,Michael Long,72.5,725,10
170,T170,T170,Hideto Tanihara,72.5,435,6
171,172,172,Shaun Micheel,72.55,798,11
172,T173,T173,Steve Allan,72.56,1306,18
173,T173,T173,Jesper Parnevik,72.56,1306,18
174,175,175,Todd Hamilton,72.75,1164,16
175,T176,T176,John Daly,72.8,1092,15
176,T176,T176,Mark Hensby,72.8,1092,15
177,178,178,Jay Haas,72.82,801,11
178,T179,T179,Jason Allred,72.88,583,8
179,T179,T179,Robert Gamez,72.88,1239,17
180,T179,T179,Larry Mize,72.88,583,8
181,182,182,Mark Brooks,72.9,729,10
182,T183,T183,Pat Perez,73.0,1314,18
183,T183,T183,Chris Riley,73.0,730,10
184,185,185,Kent Jones,73.06,1242,17
185,186,186,Charlie Wi,73.09,804,11
186,187,187,Thomas Levet,73.11,658,9
187,188,188,Steve Jones,73.14,512,7
188,189,189,Paul Azinger,73.2,732,10
189,190,190,Gavin Coles,73.23,952,13
190,191,191,Danny Briggs,73.25,586,8
191,192,192,Ian Poulter,73.3,733,10
192,193,193,Paul Gow,73.33,880,12
193,194,194,Craig Barlow,73.5,1029,14
194,195,195,Scott Hend,73.56,662,9
195,196,196,Steve Flesch,73.73,1106,15
196,197,197,Jim Carter,73.83,443,6
197,198,198,Mark O'Meara,73.92,887,12
198,199,199,Ben Curtis,74.0,666,9
199,200,200,Bill Glasson,74.14,519,7
200,201,201,Lee Westwood,74.36,818,11
201,202,202,Len Mattiace,74.5,745,10
