,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
143,144,144,Brett Quigley,96,18.15,57,314
144,145,145,Matt Davidson,53,18.18,28,154
145,146,146,Steve Flesch,90,18.22,47,258
146,147,147,Tjaart van der Walt,56,18.23,33,181
147,148,148,Steve Lowery,100,18.31,63,344
148,149,149,Patrick Sheehan,114,18.35,71,387
149,150,150,Davis Love III,80,18.38,50,272
150,T151,T151,Hunter Mahan,103,18.41,67,364
151,T151,T151,Mike Weir,71,18.41,37,201
152,153,153,Frank Lickliter II,100,18.42,63,342
153,154,154,Rocco Mediate,73,18.45,43,233
154,155,155,Ryan Palmer,101,18.58,68,366
155,156,156,D.A. Points,94,18.62,54,290
156,T157,T157,Jesper Parnevik,84,18.66,50,268
157,T157,T157,Charlie Wi,67,18.66,39,209
158,T159,T159,Alex Cejka,84,18.78,46,245
159,T159,T159,Ben Curtis,65,18.78,34,181
160,161,161,D.J. Brigman,76,18.81,41,218
161,162,162,John Daly,78,18.82,51,271
162,163,163,David Hearn,68,18.86,43,228
163,164,164,James Driscoll,73,19.07,41,215
164,165,165,Rich Beem,66,19.13,35,183
165,166,166,Paul Gow,78,19.17,46,240
166,167,167,Padraig Harrington,50,19.25,31,161
167,T168,T168,John Cook,72,19.37,43,222
168,T168,T168,Scott Hend,75,19.37,49,253
169,170,170,Charles Howell III,95,19.47,59,303
170,171,171,Lee Janzen,75,19.57,46,235
171,T172,T172,Thomas Levet,54,19.61,30,153
172,T172,T172,Brenden Pappas,51,19.61,40,204
173,174,174,Billy Andrade,83,19.8,58,293
174,175,175,Todd Hamilton,94,19.87,59,297
175,176,176,Matt Gogel,78,19.92,47,236
176,177,177,Brian Bateman,98,20.0,64,320
177,178,178,Tom Byrum,83,20.08,51,254
178,179,179,Charles Warren,89,20.19,64,317
179,180,180,Brett Wetterich,76,20.22,55,272
180,181,181,Michael Allen,90,20.34,60,295
181,182,182,Andrew Magee,82,20.48,51,249
182,183,183,Fred Couples,72,20.65,51,247
183,184,184,Jeff Hart,63,20.67,37,179
184,185,185,Shaun Micheel,81,20.75,50,241
185,186,186,Chris Riley,67,20.79,37,178
186,187,187,Cameron Beckman,96,20.82,66,317
187,188,188,Craig Perks,67,21.2,39,184
188,189,189,Len Mattiace,86,21.46,50,233
189,190,190,Lee Westwood,50,21.48,32,149
190,191,191,Jeff Maggert,79,21.51,54,251
191,192,192,Mark Hensby,70,21.61,51,236
192,193,193,Hank Kuehne,84,21.98,60,273
193,194,194,Rory Sabbatini,81,22.26,59,265
194,195,195,Steve Jones,56,22.3,31,139
195,196,196,Jason Allred,75,22.43,48,214
196,197,197,Bradley Hughes,52,22.67,34,150
197,198,198,Rob Rashell,65,22.91,41,179
198,199,199,Michael Long,72,22.97,48,209
199,200,200,John Elliott,58,23.2,42,181
200,201,201,Hideto Tanihara,50,24.82,34,137
201,202,202,Dennis Paulson,63,26.18,50,191
