,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
84,T83,T83,Adam Scott,72,3.56,242,68
85,T83,T83,Nick Watney,91,3.56,317,89
86,T87,T87,Paul Azinger,66,3.55,234,66
87,T87,T87,Brian Davis,75,3.55,266,75
88,T87,T87,Jeff Maggert,79,3.55,263,74
89,T87,T87,Greg Owen,84,3.55,284,80
90,T91,T91,Doug Barron,70,3.54,248,70
91,T91,T91,J.P. Hayes,63,3.54,223,63
92,T91,T91,Mark Hensby,70,3.54,241,68
93,T91,T91,Shigeki Maruyama,99,3.54,347,98
94,T91,T91,Heath Slocum,103,3.54,350,99
95,T96,T96,Stuart Appleby,84,3.53,282,80
96,T96,T96,Ryuji Imada,78,3.53,275,78
97,T98,T98,Stewart Cink,98,3.52,317,90
98,T98,T98,Kirk Triplett,55,3.52,183,52
99,T100,T100,Hank Kuehne,84,3.51,281,80
100,T100,T100,J.L. Lewis,98,3.51,344,98
101,T100,T100,Rory Sabbatini,81,3.51,274,78
102,T100,T100,Kevin Sutherland,89,3.51,305,87
103,T100,T100,Bob Tway,87,3.51,291,83
104,T105,T105,Chris DiMarco,83,3.49,262,75
105,T105,T105,Joe Durant,81,3.49,283,81
106,T105,T105,Todd Fischer,99,3.49,339,97
107,T105,T105,Omar Uresti,84,3.49,293,84
108,T109,T109,Brian Bateman,98,3.48,327,94
109,T109,T109,K.J. Choi,78,3.48,254,73
110,T109,T109,Tom Pernice Jr.,111,3.48,372,107
111,T112,T112,Jason Bohn,91,3.47,316,91
112,T112,T112,D.J. Trahan,81,3.47,267,77
113,114,114,Michael Allen,90,3.46,311,90
114,T115,T115,J.J. Henry,102,3.45,345,100
115,T115,T115,Stephen Leaney,89,3.45,297,86
116,T117,T117,Justin Bolli,65,3.44,217,63
117,T117,T117,Lee Janzen,75,3.44,251,73
118,119,119,Loren Roberts,54,3.43,182,53
119,T120,T120,Luke Donald,67,3.42,205,60
120,T120,T120,Brendan Jones,81,3.42,270,79
121,T120,T120,Scott McCarron,78,3.42,253,74
122,T123,T123,Bob Estes,92,3.41,314,92
123,T123,T123,Todd Hamilton,94,3.41,310,91
124,T123,T123,Charles Howell III,95,3.41,307,90
125,T123,T123,Arron Oberholser,65,3.41,215,63
126,T123,T123,Joey Snyder III,102,3.41,334,98
127,T123,T123,Roland Thatcher,75,3.41,249,73
128,T129,T129,Steve Allan,102,3.4,333,98
129,T129,T129,Mathias Grönberg,60,3.4,197,58
130,T129,T129,Jerry Kelly,101,3.4,337,99
131,T129,T129,Rocco Mediate,73,3.4,248,73
132,T129,T129,Kevin Na,88,3.4,292,86
133,T129,T129,Corey Pavin,77,3.4,248,73
134,T135,T135,Gavin Coles,70,3.39,237,70
135,T135,T135,Carlos Franco,78,3.39,258,76
136,T135,T135,Paul Gow,78,3.39,251,74
137,T135,T135,Tom Lehman,69,3.39,227,67
138,T135,T135,Tjaart van der Walt,56,3.39,190,56
139,T140,T140,Padraig Harrington,50,3.38,162,48
140,T140,T140,Jeff Sluman,94,3.38,318,94
141,T142,T142,David Hearn,68,3.37,229,68
142,T142,T142,Freddie Jacobson,72,3.37,239,71
143,144,144,Peter Lonard,85,3.36,282,84
144,T145,T145,Stephen Ames,82,3.35,265,79
145,T145,T145,José Coceres,56,3.35,181,54
146,T147,T147,Jesper Parnevik,84,3.34,274,82
147,T147,T147,Charlie Wi,67,3.34,217,65
148,T149,T149,John Cook,72,3.33,233,70
149,T149,T149,Glen Day,80,3.33,260,78
150,T149,T149,Brian Gay,101,3.33,330,99
151,T149,T149,Tom Gillis,77,3.33,250,75
152,T149,T149,Glen Hnatiuk,59,3.33,183,55
153,T149,T149,D.A. Points,94,3.33,300,90
154,T155,T155,John Elliott,58,3.32,186,56
155,T155,T155,Tim Petrovic,97,3.32,309,93
156,T155,T155,Mario Tiziani,67,3.32,216,65
157,158,158,Steve Elkington,67,3.31,222,67
158,T159,T159,Tommy Armour III,103,3.29,339,103
159,T159,T159,Jay Haas,54,3.29,168,51
160,T159,T159,Andrew Magee,82,3.29,257,78
161,T162,T162,Chris Anderson,66,3.26,202,62
162,T162,T162,Mike Weir,71,3.26,215,66
163,164,164,Bernhard Langer,67,3.25,218,67
164,T165,T165,Lee Westwood,50,3.23,155,48
165,T165,T165,Jay Williamson,53,3.23,171,53
166,T167,T167,Robert Damron,89,3.22,287,89
167,T167,T167,Steve Flesch,90,3.22,274,85
168,T167,T167,Matt Gogel,78,3.22,245,76
169,170,170,Alex Cejka,84,3.21,260,81
170,171,171,Paul Claxton,79,3.2,253,79
171,172,172,Tom Byrum,83,3.19,265,83
172,T173,T173,D.J. Brigman,76,3.18,229,72
173,T173,T173,James Driscoll,73,3.18,226,71
174,T173,T173,Shaun Micheel,81,3.18,251,79
175,T173,T173,Ian Poulter,62,3.18,178,56
176,177,177,Larry Mize,54,3.16,158,50
177,178,178,Matt Kuchar,60,3.15,189,60
178,179,179,Dennis Paulson,63,3.14,198,63
179,180,180,Rich Beem,66,3.11,193,62
180,181,181,Bradley Hughes,52,3.1,161,52
181,182,182,Michael Long,72,3.09,216,70
182,183,183,Fred Funk,102,3.08,311,101
183,T184,T184,Jason Allred,75,3.07,224,73
184,T184,T184,Danny Briggs,70,3.07,209,68
185,186,186,Skip Kendall,80,3.06,239,78
186,187,187,Matt Davidson,53,3.04,161,53
187,188,188,Franklin Langham,91,3.03,264,87
188,189,189,Brent Geiberger,61,3.0,177,59
189,190,190,Jeff Hart,63,2.97,181,61
190,191,191,Bill Glasson,54,2.96,154,52
191,192,192,Craig Perks,67,2.95,192,65
192,193,193,Chris Riley,67,2.94,188,64
193,194,194,Mark Brooks,72,2.93,211,72
194,T195,T195,Mark O'Meara,66,2.92,193,66
195,T195,T195,Rob Rashell,65,2.92,190,65
196,T195,T195,Hideto Tanihara,50,2.92,140,48
197,198,198,Thomas Levet,54,2.91,154,53
198,199,199,Len Mattiace,86,2.9,244,84
199,200,200,Ben Curtis,65,2.88,187,65
200,201,201,Jim Carter,62,2.6,156,60
201,202,202,Steve Jones,56,2.57,139,54
