,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
84,T84,T84,Brian Gay,101,35.62,3526,99
85,T84,T84,J.P. Hayes,63,35.62,2244,63
86,T84,T84,Brendan Jones,81,35.62,2814,79
87,T88,T88,Cameron Beckman,96,35.63,3278,92
88,T88,T88,Stephen Leaney,89,35.63,3064,86
89,T88,T88,Omar Uresti,84,35.63,2993,84
90,T91,T91,Chris DiMarco,83,35.65,2674,75
91,T91,T91,Jesper Parnevik,84,35.65,2923,82
92,T93,T93,Marco Dawson,82,35.66,2924,82
93,T93,T93,Lucas Glover,88,35.66,3067,86
94,T95,T95,Tommy Armour III,103,35.67,3674,103
95,T95,T95,Glen Day,80,35.67,2782,78
96,T95,T95,Carlos Franco,78,35.67,2711,76
97,T95,T95,Ryuji Imada,78,35.67,2782,78
98,T95,T95,Peter Lonard,85,35.67,2996,84
99,T95,T95,Steve Lowery,100,35.67,3424,96
100,T95,T95,Chris Smith,93,35.67,3317,93
101,102,102,Hunter Haas,83,35.68,2819,79
102,T103,T103,Mark Calcavecchia,92,35.69,3212,90
103,T103,T103,Todd Fischer,99,35.69,3462,97
104,T105,T105,Robert Gamez,91,35.7,3249,91
105,T105,T105,J.L. Lewis,98,35.7,3499,98
106,T105,T105,Ted Purdy,122,35.7,4356,122
107,T105,T105,Nick Watney,91,35.7,3177,89
108,T109,T109,Billy Andrade,83,35.71,2964,83
109,T109,T109,Aaron Baddeley,84,35.71,2928,82
110,T109,T109,Stewart Cink,98,35.71,3214,90
111,T109,T109,Mark Hensby,70,35.71,2428,68
112,T109,T109,Kent Jones,99,35.71,3464,97
113,T109,T109,Mark Wilson,74,35.71,2500,70
114,115,115,John Huston,90,35.72,3072,86
115,T116,T116,Brian Bateman,98,35.73,3359,94
116,T116,T116,Jonathan Byrd,103,35.73,3537,99
117,T116,T116,Joe Durant,81,35.73,2894,81
118,T116,T116,Brenden Pappas,51,35.73,1822,51
119,T116,T116,Phillip Price,77,35.73,2608,73
120,T121,T121,Freddie Jacobson,72,35.75,2538,71
121,T121,T121,Jay Williamson,53,35.75,1895,53
122,123,123,Scott McCarron,78,35.76,2646,74
123,T124,T124,Brian Davis,75,35.77,2683,75
124,T124,T124,Ryan Palmer,101,35.77,3470,97
125,T124,T124,Tim Petrovic,97,35.77,3327,93
126,T124,T124,Duffy Waldorf,86,35.77,2933,82
127,128,128,Brent Geiberger,61,35.78,2111,59
128,T129,T129,Craig Barlow,81,35.79,2756,77
129,T129,T129,Scott Gutschewski,86,35.79,2935,82
130,T129,T129,David Hearn,68,35.79,2434,68
131,T129,T129,Kevin Na,88,35.79,3078,86
132,T129,T129,Joe Ogilvie,103,35.79,3543,99
133,T129,T129,Lee Westwood,50,35.79,1718,48
134,T135,T135,Todd Hamilton,94,35.8,3258,91
135,T135,T135,Frank Lickliter II,100,35.8,3437,96
136,T135,T135,Brett Wetterich,76,35.8,2649,74
137,T138,T138,Bradley Hughes,52,35.81,1862,52
138,T138,T138,Rory Sabbatini,81,35.81,2793,78
139,T140,T140,Woody Austin,100,35.82,3582,100
140,T140,T140,Robert Damron,89,35.82,3188,89
141,T140,T140,James Driscoll,73,35.82,2543,71
142,T140,T140,Andrew Magee,82,35.82,2794,78
143,144,144,Brad Faxon,75,35.83,2544,71
144,145,145,Stuart Appleby,84,35.85,2868,80
145,T146,T146,Steve Allan,102,35.86,3514,98
146,T146,T146,Larry Mize,54,35.86,1793,50
147,148,148,Justin Bolli,65,35.87,2260,63
148,149,149,Tom Gillis,77,35.88,2691,75
149,150,150,Stephen Ames,82,35.89,2835,79
150,151,151,Steve Elkington,67,35.9,2405,67
151,T152,T152,Tom Byrum,83,35.93,2982,83
152,T152,T152,Bob Heintz,67,35.93,2407,67
153,154,154,Patrick Sheehan,114,35.94,3953,110
154,T155,T155,Matt Gogel,78,35.95,2732,76
155,T155,T155,Glen Hnatiuk,59,35.95,1977,55
156,T155,T155,Lee Janzen,75,35.95,2624,73
157,158,158,Bill Glasson,54,35.96,1870,52
158,159,159,Mark Brooks,72,35.97,2590,72
159,160,160,Franklin Langham,91,35.99,3131,87
160,T161,T161,Alex Cejka,84,36.0,2916,81
161,T161,T161,Matt Kuchar,60,36.0,2160,60
162,T163,T163,John Daly,78,36.01,2737,76
163,T163,T163,Michael Long,72,36.01,2521,70
164,T163,T163,Kevin Stadler,96,36.01,3313,92
165,T166,T166,D.J. Brigman,76,36.03,2594,72
166,T166,T166,Mike Weir,71,36.03,2378,66
167,T168,T168,Rich Beem,66,36.05,2235,62
168,T168,T168,Rod Pampling,89,36.05,3028,84
169,T170,T170,José Coceres,56,36.06,1947,54
170,T170,T170,D.A. Points,94,36.06,3245,90
171,T172,T172,Paul Gow,78,36.07,2669,74
172,T172,T172,Ian Poulter,62,36.07,2020,56
173,174,174,Steve Jones,56,36.09,1949,54
174,175,175,Jay Haas,54,36.1,1841,51
175,176,176,Paul Azinger,66,36.11,2383,66
176,177,177,Danny Briggs,70,36.12,2456,68
177,T178,T178,Paul Claxton,79,36.15,2856,79
178,T178,T178,Shaun Micheel,81,36.15,2856,79
179,180,180,Skip Kendall,80,36.19,2823,78
180,181,181,Chris Riley,67,36.22,2318,64
181,182,182,Hank Kuehne,84,36.23,2898,80
182,183,183,Mark O'Meara,66,36.24,2392,66
183,T184,T184,Padraig Harrington,50,36.25,1740,48
184,T184,T184,Rob Rashell,65,36.25,2356,65
185,T184,T184,Charlie Wi,67,36.25,2356,65
186,187,187,Gavin Coles,70,36.26,2538,70
187,188,188,Will MacKenzie,75,36.27,2648,73
188,189,189,Jeff Hart,63,36.28,2213,61
189,190,190,Len Mattiace,86,36.3,3049,84
190,191,191,Jim Carter,62,36.32,2179,60
191,192,192,Dennis Paulson,63,36.33,2289,63
192,193,193,Matt Davidson,53,36.34,1926,53
193,194,194,Chris Anderson,66,36.37,2255,62
194,195,195,John Elliott,58,36.39,2038,56
195,196,196,Steve Flesch,90,36.4,3094,85
196,197,197,Ben Curtis,65,36.51,2373,65
197,T198,T198,Craig Perks,67,36.58,2378,65
198,T198,T198,Hideto Tanihara,50,36.58,1756,48
199,200,200,Jason Allred,75,36.62,2673,73
200,201,201,Thomas Levet,54,36.68,1944,53
201,202,202,Scott Hend,75,36.73,2681,73
