,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
80,T78,T78,Rocco Mediate,73,+.34,71.03,71.37
81,T78,T78,John Rollins,97,+.34,71.09,71.43
82,T78,T78,Joey Sindelar,104,+.34,70.95,71.29
83,T84,T84,Briny Baird,98,+.33,70.73,71.06
84,T84,T84,Ted Purdy,122,+.33,71.23,71.56
85,T84,T84,Darron Stiles,78,+.33,70.67,71.0
86,T87,T87,Jonathan Kaye,77,+.31,71.14,71.45
87,T87,T87,Stephen Leaney,89,+.31,70.93,71.24
88,T89,T89,Marco Dawson,82,+.29,70.77,71.06
89,T89,T89,Dan Forsman,52,+.29,70.58,70.87
90,T89,T89,Jeff Sluman,94,+.29,70.97,71.26
91,T92,T92,Tommy Armour III,103,+.28,71.07,71.35
92,T92,T92,Daniel Chopra,108,+.28,70.96,71.24
93,T92,T92,Lee Westwood,50,+.28,71.83,72.11
94,T95,T95,Craig Barlow,81,+.27,71.29,71.56
95,T95,T95,D.J. Trahan,81,+.27,70.94,71.21
96,97,97,Jay Williamson,53,+.26,71.45,71.71
97,T98,T98,Rory Sabbatini,81,+.25,71.41,71.66
98,T98,T98,Joey Snyder III,102,+.25,71.06,71.31
99,100,100,Kirk Triplett,55,+.23,71.27,71.5
100,101,101,Ryuji Imada,78,+.22,70.92,71.14
101,102,102,Jeff Maggert,79,+.21,71.27,71.48
102,103,103,Omar Uresti,84,+.18,70.86,71.04
103,104,104,Jay Haas,54,+.17,71.9,72.07
104,105,105,Tag Ridings,93,+.15,71.04,71.19
105,T106,T106,Jonathan Byrd,103,+.14,71.14,71.28
106,T106,T106,Kent Jones,99,+.14,71.15,71.29
107,108,108,Phillip Price,77,+.13,70.84,70.97
108,T109,T109,Robert Gamez,91,+.12,71.04,71.16
109,T109,T109,Steve Stricker,62,+.12,70.76,70.88
110,T109,T109,Charles Warren,89,+.12,71.28,71.4
111,T112,T112,Tim Petrovic,97,+.11,71.25,71.36
112,T112,T112,Mike Weir,71,+.11,71.8,71.91
113,114,114,Duffy Waldorf,86,+.10,71.23,71.33
114,T115,T115,Aaron Baddeley,84,+.09,71.15,71.24
115,T115,T115,Hidemichi Tanaka,106,+.09,70.89,70.98
116,T117,T117,Mark Hensby,70,+.08,71.79,71.87
117,T117,T117,Ryan Palmer,101,+.08,71.02,71.1
118,T119,T119,Neal Lancaster,95,+.06,71.06,71.12
119,T119,T119,Kevin Na,88,+.06,71.4,71.46
120,121,121,Alex Cejka,84,+.03,71.59,71.62
121,T122,T122,Doug Barron,70,+.02,71.0,71.02
122,T122,T122,Brian Gay,101,+.02,71.21,71.23
123,T124,T124,Michael Allen,90,+.01,71.47,71.48
124,T124,T124,Todd Fischer,99,+.01,71.25,71.26
125,T126,T126,Brian Bateman,98,E,71.31,71.31
126,T126,T126,Brett Wetterich,76,E,71.01,71.01
127,T128,T128,Hunter Mahan,103,-.01,71.21,71.2
128,T128,T128,Brenden Pappas,51,-.01,71.0,70.99
129,T130,T130,Todd Hamilton,94,-.02,71.79,71.77
130,T130,T130,Steve Lowery,100,-.02,71.17,71.15
131,T130,T130,Mark Wilson,74,-.02,70.99,70.97
132,133,133,Nick Watney,91,-.05,71.08,71.03
133,T134,T134,J.P. Hayes,63,-.07,71.13,71.06
134,T134,T134,Ian Poulter,62,-.07,72.09,72.02
135,136,136,Matt Kuchar,60,-.08,71.38,71.3
136,T137,T137,Scott McCarron,78,-.09,71.54,71.45
137,T137,T137,Mario Tiziani,67,-.09,71.12,71.03
138,139,139,Lee Janzen,75,-.10,71.56,71.46
139,T140,T140,Cameron Beckman,96,-.12,71.26,71.14
140,T140,T140,Tom Byrum,83,-.12,71.37,71.25
141,T140,T140,Hunter Haas,83,-.12,71.16,71.04
142,T143,T143,Robert Damron,89,-.14,71.56,71.42
143,T143,T143,Shaun Micheel,81,-.14,71.72,71.58
144,T143,T143,Patrick Sheehan,114,-.14,71.45,71.31
145,146,146,Charlie Wi,67,-.16,71.63,71.47
146,T147,T147,James Driscoll,73,-.18,71.51,71.33
147,T147,T147,John Huston,90,-.18,71.13,70.95
148,149,149,John Daly,78,-.20,71.83,71.63
149,T150,T150,John Cook,72,-.22,71.39,71.17
150,T150,T150,Glen Day,80,-.22,71.21,70.99
151,T152,T152,Matt Gogel,78,-.28,71.59,71.31
152,T152,T152,Frank Lickliter II,100,-.28,71.52,71.24
153,154,154,Chris Smith,93,-.29,71.33,71.04
154,155,155,Glen Hnatiuk,59,-.32,71.53,71.21
155,156,156,David Hearn,68,-.33,71.4,71.07
156,T157,T157,Steve Flesch,90,-.37,72.0,71.63
157,T157,T157,Larry Mize,54,-.37,71.6,71.23
158,159,159,D.A. Points,94,-.38,71.37,70.99
159,T160,T160,Paul Azinger,66,-.39,71.86,71.47
160,T160,T160,Brendan Jones,81,-.39,71.34,70.95
161,162,162,Mark O'Meara,66,-.44,72.17,71.73
162,T163,T163,Andrew Magee,82,-.45,71.88,71.43
163,T163,T163,Kevin Stadler,96,-.45,71.46,71.01
164,T163,T163,Roland Thatcher,75,-.45,71.44,70.99
165,166,166,Steve Allan,102,-.47,71.72,71.25
166,167,167,Franklin Langham,91,-.48,71.83,71.35
167,168,168,Bob Heintz,67,-.51,71.45,70.94
168,169,169,Tom Gillis,77,-.52,71.71,71.19
169,170,170,Gavin Coles,70,-.53,71.5,70.97
170,171,171,Tjaart van der Walt,56,-.54,71.46,70.92
171,172,172,Justin Bolli,65,-.60,71.7,71.1
172,173,173,Will MacKenzie,75,-.61,71.62,71.01
173,T174,T174,Bill Glasson,54,-.62,71.9,71.28
174,T174,T174,Paul Gow,78,-.62,71.65,71.03
175,176,176,Michael Long,72,-.64,71.71,71.07
176,T177,T177,Paul Claxton,79,-.65,71.66,71.01
177,T177,T177,Skip Kendall,80,-.65,71.96,71.31
178,T179,T179,Brent Geiberger,61,-.72,71.58,70.86
179,T179,T179,Steve Jones,56,-.72,72.37,71.65
180,181,181,Thomas Levet,54,-.74,72.89,72.15
181,182,182,Chris Anderson,66,-.76,71.87,71.11
182,T183,T183,Danny Briggs,70,-.83,72.13,71.3
183,T183,T183,José Coceres,56,-.83,72.0,71.17
184,T185,T185,D.J. Brigman,76,-.84,72.14,71.3
185,T185,T185,Jeff Hart,63,-.84,71.92,71.08
186,T187,T187,Ben Curtis,65,-.92,72.63,71.71
187,T187,T187,Chris Riley,67,-.92,72.45,71.53
188,189,189,Bradley Hughes,52,-.95,72.04,71.09
189,190,190,Hank Kuehne,84,-1.03,72.08,71.05
190,191,191,Scott Hend,75,-1.04,72.45,71.41
191,192,192,Rob Rashell,65,-1.06,72.37,71.31
192,193,193,Rich Beem,66,-1.07,72.32,71.25
193,194,194,Dennis Paulson,63,-1.12,72.41,71.29
194,T195,T195,Jim Carter,62,-1.18,72.38,71.2
195,T195,T195,Len Mattiace,86,-1.18,72.79,71.61
196,197,197,Mark Brooks,72,-1.19,72.17,70.98
197,198,198,Jason Allred,75,-1.23,72.53,71.3
198,199,199,Hideto Tanihara,50,-1.39,72.5,71.11
199,200,200,Matt Davidson,53,-1.42,72.38,70.96
200,201,201,John Elliott,58,-1.49,72.59,71.1
201,202,202,Craig Perks,67,-1.50,72.89,71.39
