,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
97,T96,T96,Steve Lowery,100,1.17,361,308
98,T96,T96,Joe Ogilvie,103,1.17,381,326
99,T96,T96,Rod Pampling,89,1.17,317,270
100,T101,T101,Tommy Armour III,103,1.16,346,299
101,T101,T101,John Huston,90,1.16,326,281
102,T101,T101,Brendan Jones,81,1.16,277,239
103,T101,T101,J.L. Lewis,98,1.16,350,301
104,T101,T101,Hunter Mahan,103,1.16,383,331
105,T101,T101,Jay Williamson,53,1.16,178,154
106,T107,T107,Jonathan Byrd,103,1.15,366,317
107,T107,T107,Kevin Stadler,96,1.15,352,305
108,T107,T107,Mario Tiziani,67,1.15,221,192
109,T107,T107,D.J. Trahan,81,1.15,285,247
110,T107,T107,Charles Warren,89,1.15,337,292
111,T112,T112,K.J. Choi,78,1.14,259,227
112,T112,T112,Brian Gay,101,1.14,331,290
113,T112,T112,Rocco Mediate,73,1.14,255,223
114,T112,T112,Jesper Parnevik,84,1.14,285,251
115,T112,T112,Tim Petrovic,97,1.14,318,279
116,T112,T112,Chris Smith,93,1.14,352,309
117,T112,T112,Joey Snyder III,102,1.14,350,307
118,T119,T119,Craig Barlow,81,1.13,284,251
119,T119,T119,Cameron Beckman,96,1.13,337,299
120,T119,T119,Fred Funk,102,1.13,314,278
121,T119,T119,Frank Lickliter II,100,1.13,360,319
122,T119,T119,John Rollins,97,1.13,351,311
123,T119,T119,Patrick Sheehan,114,1.13,410,363
124,T125,T125,J.P. Hayes,63,1.12,227,203
125,T125,T125,Tom Lehman,69,1.12,232,207
126,T125,T125,Roland Thatcher,75,1.12,254,226
127,128,128,Gavin Coles,70,1.11,242,219
128,T129,T129,Todd Fischer,99,1.1,343,311
129,T129,T129,Will MacKenzie,75,1.1,266,242
130,T129,T129,Kevin Na,88,1.1,299,271
131,T129,T129,D.A. Points,94,1.1,311,282
132,T133,T133,Bernhard Langer,67,1.09,226,208
133,T133,T133,Jeff Maggert,79,1.09,265,243
134,T135,T135,Stephen Ames,82,1.08,268,249
135,T135,T135,Brian Bateman,98,1.08,339,315
136,T135,T135,Lee Janzen,75,1.08,255,237
137,T138,T138,James Driscoll,73,1.07,237,222
138,T138,T138,Freddie Jacobson,72,1.07,245,230
139,T138,T138,Ted Purdy,122,1.07,444,416
140,T138,T138,Tjaart van der Walt,56,1.07,192,179
141,T138,T138,Charlie Wi,67,1.07,224,209
142,T143,T143,David Hearn,68,1.06,237,224
143,T143,T143,Glen Hnatiuk,59,1.06,185,175
144,T143,T143,Matt Kuchar,60,1.06,191,180
145,T146,T146,Michael Allen,90,1.05,319,303
146,T146,T146,Glen Day,80,1.05,265,252
147,T148,T148,Matt Gogel,78,1.04,250,241
148,T148,T148,Peter Lonard,85,1.04,290,280
149,T150,T150,Paul Azinger,66,1.03,237,229
150,T150,T150,Tom Byrum,83,1.03,269,261
151,T150,T150,José Coceres,56,1.03,184,179
152,T150,T150,John Daly,78,1.03,289,280
153,T150,T150,Robert Damron,89,1.03,292,284
154,T150,T150,Tom Gillis,77,1.03,254,246
155,T150,T150,Paul Gow,78,1.03,253,246
156,T150,T150,Scott McCarron,78,1.03,260,253
157,T150,T150,Rory Sabbatini,81,1.03,281,274
158,T159,T159,Justin Bolli,65,1.01,218,215
159,T159,T159,Todd Hamilton,94,1.01,315,313
160,T161,T161,Steve Allan,102,0.99,344,347
161,T161,T161,Alex Cejka,84,0.99,264,267
162,T163,T163,John Cook,72,0.98,235,241
163,T163,T163,Padraig Harrington,50,0.98,168,171
164,T163,T163,Mark Hensby,70,0.98,251,255
165,T163,T163,Hank Kuehne,84,0.98,287,294
166,T163,T163,Shaun Micheel,81,0.98,258,264
167,T168,T168,Paul Claxton,79,0.97,257,266
168,T168,T168,Mike Weir,71,0.97,216,223
169,T170,T170,Brent Geiberger,61,0.96,185,192
170,T170,T170,Jay Haas,54,0.96,170,177
171,T170,T170,Andrew Magee,82,0.96,265,276
172,T173,T173,Chris Anderson,66,0.95,209,221
173,T173,T173,Larry Mize,54,0.95,159,167
174,T175,T175,Bill Glasson,54,0.94,160,171
175,T175,T175,Michael Long,72,0.94,228,243
176,T177,T177,Scott Hend,75,0.93,269,290
177,T177,T177,Skip Kendall,80,0.93,241,260
178,T179,T179,Steve Flesch,90,0.92,280,306
179,T179,T179,Franklin Langham,91,0.92,267,290
180,T179,T179,Mark O'Meara,66,0.92,195,211
181,T179,T179,Lee Westwood,50,0.92,160,173
182,183,183,Jeff Hart,63,0.91,183,202
183,T184,T184,Danny Briggs,70,0.9,210,234
184,T184,T184,Bradley Hughes,52,0.9,163,181
185,186,186,Ian Poulter,62,0.89,183,205
186,187,187,Mark Brooks,72,0.87,214,245
187,188,188,Dennis Paulson,63,0.86,203,235
188,189,189,Rich Beem,66,0.85,197,232
189,T190,T190,D.J. Brigman,76,0.83,233,280
190,T190,T190,Chris Riley,67,0.83,191,230
191,T192,T192,Ben Curtis,65,0.82,192,234
192,T192,T192,John Elliott,58,0.82,188,229
193,T194,T194,Jason Allred,75,0.8,231,290
194,T194,T194,Matt Davidson,53,0.8,164,206
195,T194,T194,Rob Rashell,65,0.8,194,242
196,T194,T194,Hideto Tanihara,50,0.8,146,183
197,198,198,Len Mattiace,86,0.78,247,318
198,199,199,Jim Carter,62,0.75,158,211
199,200,200,Steve Jones,56,0.74,143,194
200,201,201,Craig Perks,67,0.73,196,267
201,202,202,Thomas Levet,54,0.72,159,221
