,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
92,T92,T92,Darron Stiles,78,70.93,1064,15
93,T94,T94,J.J. Henry,102,70.96,1845,26
94,T94,T94,John Rollins,97,70.96,1632,23
95,T96,T96,Aaron Baddeley,84,71.0,1136,16
96,T96,T96,Franklin Langham,91,71.0,1207,17
97,T96,T96,Andrew Magee,82,71.0,1065,15
98,T96,T96,Omar Uresti,84,71.0,1349,19
99,T100,T100,Jonathan Byrd,103,71.05,1492,21
100,T100,T100,Neal Lancaster,95,71.05,1563,22
101,T100,T100,Ted Purdy,122,71.05,1350,19
102,T100,T100,Joey Sindelar,104,71.05,1421,20
103,T104,T104,Kent Jones,99,71.06,1279,18
104,T104,T104,Billy Mayfair,114,71.06,1279,18
105,106,106,Matt Kuchar,60,71.07,995,14
106,107,107,Greg Owen,84,71.1,711,10
107,108,108,Woody Austin,100,71.13,569,8
108,109,109,Fred Funk,102,71.14,1494,21
109,T110,T110,K.J. Choi,78,71.19,1139,16
110,T110,T110,Scott McCarron,78,71.19,1139,16
111,T110,T110,Scott Verplank,87,71.19,1139,16
112,T113,T113,Freddie Jacobson,72,71.2,712,10
113,T113,T113,J.L. Lewis,98,71.2,1068,15
114,115,115,Tag Ridings,93,71.22,1282,18
115,116,116,Chris Smith,93,71.26,1354,19
116,117,117,Dan Forsman,52,71.27,784,11
117,T118,T118,Brenden Pappas,51,71.29,998,14
118,T118,T118,Charlie Wi,67,71.29,998,14
119,120,120,Michael Allen,90,71.3,1640,23
120,121,121,Jeff Hart,63,71.31,927,13
121,122,122,Roland Thatcher,75,71.33,1284,18
122,123,123,Will MacKenzie,75,71.35,1213,17
123,124,124,Olin Browne,99,71.38,1499,21
124,125,125,Scott Hend,75,71.42,1357,19
125,126,126,John Cook,72,71.44,1143,16
126,127,127,Sean O'Hair,103,71.45,1429,20
127,T128,T128,Skip Kendall,80,71.47,1215,17
128,T128,T128,Shaun Micheel,81,71.47,1215,17
129,T130,T130,Rich Beem,66,71.5,715,10
130,T130,T130,Todd Fischer,99,71.5,1573,22
131,132,132,Tim Petrovic,97,71.53,1073,15
132,133,133,Steve Jones,56,71.55,787,11
133,T134,T134,James Driscoll,73,71.56,644,9
134,T134,T134,Joe Ogilvie,103,71.56,1288,18
135,T134,T134,D.A. Points,94,71.56,1145,16
136,137,137,Frank Lickliter II,100,71.57,1503,21
137,138,138,Robert Allenby,95,71.6,1432,20
138,139,139,Nick Watney,91,71.65,1218,17
139,T140,T140,Justin Bolli,65,71.67,1290,18
140,T140,T140,Michael Long,72,71.67,1075,15
141,T140,T140,Mark Wilson,74,71.67,1075,15
142,143,143,Tommy Armour III,103,71.68,1362,19
143,144,144,Larry Mize,54,71.7,717,10
144,145,145,Hunter Mahan,103,71.71,1506,21
145,T146,T146,Peter Lonard,85,71.73,1076,15
146,T146,T146,Mike Weir,71,71.73,789,11
147,148,148,Robert Damron,89,71.74,1363,19
148,149,149,John Daly,78,71.8,718,10
149,T150,T150,Matt Gogel,78,71.81,1149,16
150,T150,T150,Rory Sabbatini,81,71.81,1149,16
151,152,152,Paul Azinger,66,71.83,1293,18
152,153,153,Steve Flesch,90,71.85,934,13
153,154,154,David Hearn,68,71.86,1006,14
154,155,155,Rob Rashell,65,71.88,1222,17
155,156,156,Jay Haas,54,71.9,719,10
156,T157,T157,Steve Allan,102,71.91,1582,22
157,T157,T157,Heath Slocum,103,71.91,1582,22
158,159,159,Doug Barron,70,71.92,863,12
159,160,160,Brian Davis,75,71.94,1223,17
160,T161,T161,Bill Glasson,54,72.0,936,13
161,T161,T161,Jeff Maggert,79,72.0,1008,14
162,T161,T161,Mario Tiziani,67,72.0,792,11
163,164,164,Tom Gillis,77,72.07,1081,15
164,165,165,Stephen Leaney,89,72.1,1514,21
165,T166,T166,Brendan Jones,81,72.12,1226,17
166,T166,T166,Kevin Stadler,96,72.12,1226,17
167,168,168,Lucas Glover,88,72.14,1010,14
168,169,169,Brian Bateman,98,72.15,1443,20
169,170,170,Dennis Paulson,63,72.21,1372,19
170,171,171,Duffy Waldorf,86,72.29,1012,14
171,T172,T172,José Coceres,56,72.33,651,9
172,T172,T172,Steve Stricker,62,72.33,868,12
173,T174,T174,Brian Gay,101,72.38,1520,21
174,T174,T174,Tjaart van der Walt,56,72.38,579,8
175,176,176,Jim Carter,62,72.4,1086,15
176,177,177,Jonathan Kaye,77,72.42,869,12
177,178,178,Gavin Coles,70,72.43,1014,14
178,179,179,Lee Janzen,75,72.45,1449,20
179,180,180,Rod Pampling,89,72.47,1087,15
180,T181,T181,Paul Gow,78,72.5,1160,16
181,T181,T181,Jay Williamson,53,72.5,580,8
182,T183,T183,Jeff Brehaut,71,72.54,943,13
183,T183,T183,Ben Curtis,65,72.54,943,13
184,185,185,Chris Anderson,66,72.58,871,12
185,186,186,Mark Hensby,70,72.73,1091,15
186,187,187,Len Mattiace,86,72.76,1528,21
187,188,188,Bradley Hughes,52,72.78,655,9
188,189,189,Jason Allred,75,72.79,1019,14
189,T190,T190,Glen Hnatiuk,59,72.8,728,10
190,T190,T190,Ian Poulter,62,72.8,728,10
191,192,192,Craig Perks,67,72.82,801,11
192,193,193,Danny Briggs,70,72.83,1311,18
193,194,194,Mark O'Meara,66,72.85,947,13
194,195,195,D.J. Brigman,76,72.88,1166,16
195,196,196,Matt Davidson,53,72.9,729,10
196,T197,T197,John Elliott,58,72.93,1094,15
197,T197,T197,Hank Kuehne,84,72.93,1021,14
198,199,199,Hideto Tanihara,50,73.0,876,12
199,200,200,Mark Brooks,72,73.14,1024,14
200,201,201,Chris Riley,67,73.46,955,13
201,202,202,Thomas Levet,54,75.13,601,8
