,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
78,79,79,Briny Baird,98,70.88600000000001,6790,15.017,96
79,T80,T80,Jeff Brehaut,71,70.90100000000001,4726,24.390,67
80,T80,T80,Jeff Maggert,79,70.90100000000001,5274,- 27.300,74
81,82,82,Joe Durant,81,70.923,5752,- 7.201,81
82,83,83,Freddie Jacobson,72,70.926,5072,- 36.257,71
83,84,84,Tommy Armour III,103,70.968,7320,- 10.320,103
84,85,85,Darron Stiles,78,71.0,5371,25.009,76
85,86,86,Brian Davis,75,71.006,5330,- 4.532,75
86,87,87,Billy Andrade,83,71.01100000000001,5903,- 9.091,83
87,88,88,Stephen Leaney,89,71.014,6100,7.170,86
88,89,89,Dan Forsman,52,71.024,3529,22.210,50
89,90,90,Scott Gutschewski,86,71.028,5805,19.261,82
90,91,91,Omar Uresti,84,71.035,5952,14.911,84
91,92,92,Robert Gamez,91,71.05,6465,.560,91
92,93,93,Daniel Chopra,108,71.051,7380,9.273,104
93,94,94,Joey Snyder III,102,71.058,6964,- .315,98
94,95,95,D.J. Trahan,81,71.059,5462,9.534,77
95,96,96,Jeff Sluman,94,71.072,6671,9.794,94
96,97,97,Marco Dawson,82,71.085,5803,25.953,82
97,98,98,Ryuji Imada,78,71.1,5532,13.838,78
98,99,99,Carlos Franco,78,71.10300000000001,5401,2.864,76
99,100,100,Craig Barlow,81,71.118,5489,- 12.939,77
100,101,101,Mark Hensby,70,71.119,4882,- 45.875,68
101,102,102,Steve Stricker,62,71.13,4387,23.050,62
102,103,103,Jonathan Kaye,77,71.155,5264,1.470,74
103,104,104,Kirk Triplett,55,71.157,3706,- 5.814,52
104,105,105,Jonathan Byrd,103,71.16,7043,1.834,99
105,106,106,Joey Sindelar,104,71.163,7379,21.961,104
106,107,107,Mike Weir,71,71.169,4739,- 41.865,66
107,108,108,Hunter Mahan,103,71.197,7192,- 1.054,101
108,109,109,Michael Allen,90,71.219,6432,- 22.258,90
109,110,110,Kent Jones,99,71.22,6902,6.294,97
110,111,111,Tim Petrovic,97,71.227,6626,- 1.859,93
111,112,112,Charles Warren,89,71.23100000000001,6201,- 3.896,87
112,113,113,Brian Gay,101,71.232,7050,1.960,99
113,114,114,Jay Williamson,53,71.24,3787,- 11.270,53
114,115,115,Alex Cejka,84,71.258,5799,- 27.099,81
115,116,116,Aaron Baddeley,84,71.26100000000001,5834,9.392,82
116,117,117,Brett Wetterich,76,71.263,5255,18.425,74
117,118,118,Ian Poulter,62,71.264,4037,- 46.199,56
118,T119,T119,Brian Bateman,98,71.265,6703,- 4.121,94
119,T119,T119,Ryan Palmer,101,71.265,6889,23.734,97
120,121,121,Tom Byrum,83,71.268,5924,- 8.767,83
121,122,122,Kevin Na,88,71.26899999999999,6140,- 10.875,86
122,T123,T123,Jay Haas,54,71.281,3667,- 31.692,51
123,T123,T123,J.P. Hayes,63,71.281,4481,9.682,63
124,125,125,Tag Ridings,93,71.289,6465,22.289,91
125,126,126,Matt Kuchar,60,71.295,4283,- 5.273,60
126,127,127,Hidemichi Tanaka,106,71.31,7231,42.635,102
127,128,128,Phillip Price,77,71.312,5171,34.810,73
128,129,129,Neal Lancaster,95,71.322,6751,24.625,95
129,130,130,Brenden Pappas,51,71.346,3621,17.662,51
130,131,131,Duffy Waldorf,86,71.34899999999999,5841,9.598,82
131,132,132,Todd Fischer,99,71.365,6911,11.394,97
132,133,133,John Cook,72,71.373,4997,- .896,70
133,134,134,Lee Janzen,75,71.382,5224,- 13.115,73
134,135,135,Mario Tiziani,67,71.38600000000001,4623,17.105,65
135,136,136,Cameron Beckman,96,71.39,6556,11.909,92
136,T137,T137,Doug Barron,70,71.419,4970,29.295,70
137,T137,T137,John Huston,90,71.419,6117,25.026,86
138,139,139,Larry Mize,54,71.431,3580,- 8.463,50
139,140,140,Nick Watney,91,71.433,6326,31.560,89
140,141,141,Steve Lowery,100,71.446,6832,26.780,96
141,142,142,Glen Day,80,71.455,5554,19.477,78
142,143,143,Todd Hamilton,94,71.458,6533,- 30.345,91
143,144,144,Mark Wilson,74,71.473,4969,34.132,70
144,145,145,Scott McCarron,78,71.485,5294,- 4.107,74
145,146,146,Shaun Micheel,81,71.48899999999999,5666,- 18.397,79
146,147,147,Hunter Haas,83,71.501,5622,26.572,79
147,148,148,Patrick Sheehan,114,71.506,7860,5.681,110
148,149,149,John Daly,78,71.516,5459,- 23.804,76
149,150,150,Robert Damron,89,71.543,6369,- 1.683,89
150,151,151,Glen Hnatiuk,59,71.59100000000001,3934,3.531,55
151,152,152,David Hearn,68,71.592,4855,13.272,68
152,153,153,Matt Gogel,78,71.6,5441,.604,76
153,154,154,James Driscoll,73,71.601,5077,6.647,71
154,155,155,Frank Lickliter II,100,71.648,6866,12.223,96
155,156,156,Charlie Wi,67,71.656,4656,1.608,65
156,157,157,Steve Flesch,90,71.697,6120,- 25.732,85
157,158,158,Chris Smith,93,71.70100000000001,6634,34.180,93
158,159,159,D.A. Points,94,71.73899999999999,6423,33.465,90
159,160,160,Steve Jones,56,71.76100000000001,3908,- 32.910,54
160,161,161,Steve Allan,102,71.76899999999999,7029,4.381,98
161,162,162,Brendan Jones,81,71.771,5636,33.930,79
162,163,163,Franklin Langham,91,71.773,6249,- 4.722,87
163,164,164,Paul Azinger,66,71.806,4743,- 3.795,66
164,165,165,Andrew Magee,82,71.819,5607,- 5.124,78
165,166,166,Bob Heintz,67,71.844,4787,26.527,67
166,167,167,Michael Long,72,71.845,5020,9.150,70
167,168,168,Brent Geiberger,61,71.852,4223,16.273,59
168,169,169,Paul Gow,78,71.873,5302,16.592,74
169,170,170,Gavin Coles,70,71.89,5005,27.309,70
170,171,171,Bill Glasson,54,71.898,3739,- .303,52
171,172,172,Paul Claxton,79,71.907,5661,19.672,79
172,173,173,Roland Thatcher,75,71.908,5215,34.283,73
173,174,174,Kevin Stadler,96,71.915,6574,42.215,92
174,175,175,Will MacKenzie,75,71.92699999999999,5228,22.647,73
175,176,176,Tom Gillis,77,71.931,5378,16.816,75
176,177,177,Justin Bolli,65,71.943,4517,15.399,63
177,178,178,Tjaart van der Walt,56,71.957,4002,27.609,56
178,179,179,Thomas Levet,54,71.982,3863,- 47.933,53
179,180,180,D.J. Brigman,76,72.01899999999999,5194,- 8.610,72
180,181,181,Skip Kendall,80,72.05,5613,6.924,78
181,182,182,Mark O'Meara,66,72.09,4763,- 5.036,66
182,183,183,José Coceres,56,72.164,3888,8.877,54
183,184,184,Chris Riley,67,72.167,4637,- 18.296,64
184,185,185,Bradley Hughes,52,72.176,3746,7.130,52
185,186,186,Chris Anderson,66,72.187,4456,19.612,62
186,187,187,Jeff Hart,63,72.20100000000001,4387,17.262,61
187,188,188,Danny Briggs,70,72.244,4905,7.603,68
188,189,189,Rob Rashell,65,72.256,4704,- 7.337,65
189,190,190,Rich Beem,66,72.344,4484,1.307,62
190,191,191,Ben Curtis,65,72.393,4721,- 15.439,65
191,192,192,Hank Kuehne,84,72.396,5766,25.698,80
192,193,193,Jim Carter,62,72.399,4343,.969,60
193,194,194,Len Mattiace,86,72.429,6114,- 29.925,84
194,195,195,Scott Hend,75,72.434,5289,- 1.299,73
195,196,196,Mark Brooks,72,72.514,5196,24.995,72
196,197,197,Jason Allred,75,72.54,5295,.394,73
197,198,198,Dennis Paulson,63,72.564,4562,9.550,63
198,199,199,John Elliott,58,72.581,4065,- .452,56
199,200,200,Hideto Tanihara,50,72.596,3480,4.587,48
200,201,201,Matt Davidson,53,72.645,3836,14.201,53
201,202,202,Craig Perks,67,72.83,4738,- 4.051,65
