,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
101,T101,T101,Rod Pampling,89,71.14,2063,29
102,T101,T101,Joey Snyder III,102,71.14,2632,37
103,104,104,Vaughn Taylor,99,71.18,2420,34
104,T105,T105,John Cook,72,71.19,1495,21
105,T105,T105,Bob Tway,87,71.19,1922,27
106,107,107,Charlie Wi,67,71.2,1424,20
107,T108,T108,Retief Goosen,71,71.21,1353,19
108,T108,T108,Hidemichi Tanaka,106,71.21,2706,38
109,T110,T110,Rocco Mediate,73,71.22,1638,23
110,T110,T110,Patrick Sheehan,114,71.22,2920,41
111,T112,T112,Robert Damron,89,71.23,2137,30
112,T112,T112,John Huston,90,71.23,1852,26
113,T112,T112,Mark O'Meara,66,71.23,1567,22
114,115,115,Kevin Na,88,71.24,1496,21
115,T116,T116,Paul Claxton,79,71.25,1710,24
116,T116,T116,Fred Couples,72,71.25,1425,20
117,T116,T116,Arron Oberholser,65,71.25,1425,20
118,119,119,Jesper Parnevik,84,71.28,2281,32
119,120,120,Mark Hensby,70,71.29,1497,21
120,T121,T121,Cameron Beckman,96,71.31,2567,36
121,T121,T121,Jonathan Byrd,103,71.31,2496,35
122,123,123,Sean O'Hair,103,71.32,2425,34
123,124,124,Sergio Garcia,73,71.33,1070,15
124,125,125,Steve Flesch,90,71.34,2069,29
125,126,126,Ryan Palmer,101,71.35,2426,34
126,127,127,Brendan Jones,81,71.36,1784,25
127,128,128,Ted Purdy,122,71.39,3141,44
128,T129,T129,Marco Dawson,82,71.41,2285,32
129,T129,T129,Roland Thatcher,75,71.41,1214,17
130,T131,T131,Billy Andrade,83,71.42,1357,19
131,T131,T131,Bernhard Langer,67,71.42,1357,19
132,T131,T131,J.L. Lewis,98,71.42,2571,36
133,134,134,D.J. Trahan,81,71.45,1572,22
134,135,135,Jay Williamson,53,71.47,1358,19
135,136,136,Jonathan Kaye,77,71.48,1930,27
136,T137,T137,Alex Cejka,84,71.5,1859,26
137,T137,T137,José Coceres,56,71.5,1144,16
138,T137,T137,Michael Long,72,71.5,1573,22
139,T137,T137,Brenden Pappas,51,71.5,1001,14
140,141,141,Tom Gillis,77,71.52,1645,23
141,T142,T142,Stephen Ames,82,71.54,1717,24
142,T142,T142,Jeff Maggert,79,71.54,1717,24
143,T144,T144,Jerry Kelly,101,71.55,2075,29
144,T144,T144,Scott McCarron,78,71.55,1574,22
145,T146,T146,Lee Janzen,75,71.57,1646,23
146,T146,T146,Pat Perez,89,71.57,2004,28
147,148,148,Will MacKenzie,75,71.61,1647,23
148,149,149,Phillip Price,77,71.64,2006,28
149,T150,T150,Jay Haas,54,71.67,1075,15
150,T150,T150,Mike Weir,71,71.67,1720,24
151,152,152,Matt Davidson,53,71.68,1362,19
152,153,153,Brandt Jobe,96,71.69,2294,32
153,154,154,Todd Fischer,99,71.7,1936,27
154,155,155,Tim Petrovic,97,71.78,2297,32
155,156,156,Bradley Hughes,52,71.8,1436,20
156,157,157,Paul Gow,78,71.81,1867,26
157,158,158,K.J. Choi,78,71.82,1221,17
158,T159,T159,Jason Allred,75,71.83,1724,24
159,T159,T159,Joe Durant,81,71.83,1724,24
160,T159,T159,Larry Mize,54,71.83,1293,18
161,T159,T159,D.A. Points,94,71.83,2155,30
162,163,163,Paul Azinger,66,71.85,1437,20
163,164,164,Hank Kuehne,84,71.89,1941,27
164,165,165,Joe Ogilvie,103,71.91,2445,34
165,166,166,Andrew Magee,82,71.92,1726,24
166,167,167,Michael Allen,90,71.93,2014,28
167,T168,T168,Chris Anderson,66,71.94,1223,17
168,T168,T168,Tom Byrum,83,71.94,2302,32
169,170,170,Glen Day,80,71.96,1871,26
170,T171,T171,Bill Glasson,54,72.0,1152,16
171,T171,T171,Skip Kendall,80,72.0,1872,26
172,173,173,Franklin Langham,91,72.04,2017,28
173,174,174,James Driscoll,73,72.07,1946,27
174,175,175,D.J. Brigman,76,72.08,1874,26
175,176,176,Lee Westwood,50,72.09,793,11
176,177,177,John Elliott,58,72.13,1154,16
177,T178,T178,Rich Beem,66,72.14,1515,21
178,T178,T178,Padraig Harrington,50,72.14,1010,14
179,180,180,Charles Warren,89,72.18,2021,28
180,T181,T181,Ian Poulter,62,72.19,1516,21
181,T181,T181,Chris Riley,67,72.19,1516,21
182,183,183,David Hearn,68,72.22,1661,23
183,184,184,Len Mattiace,86,72.3,1663,23
184,185,185,Aaron Baddeley,84,72.42,1738,24
185,T186,T186,Jeff Hart,63,72.44,1304,18
186,T186,T186,Hideto Tanihara,50,72.44,1159,16
187,188,188,Kirk Triplett,55,72.46,942,13
188,189,189,Shaun Micheel,81,72.47,1377,19
189,190,190,Matt Gogel,78,72.52,1813,25
190,191,191,Steve Jones,56,72.63,1162,16
191,192,192,Jim Carter,62,72.67,1308,18
192,193,193,Todd Hamilton,94,72.7,2181,30
193,194,194,Mark Brooks,72,72.71,2036,28
194,195,195,Rob Rashell,65,72.74,1382,19
195,196,196,Ben Curtis,65,72.75,1164,16
196,197,197,Dennis Paulson,63,72.95,1386,19
197,198,198,Thomas Levet,54,73.0,1460,20
198,199,199,Brent Geiberger,61,73.29,1246,17
199,200,200,Steve Allan,102,73.34,2127,29
200,201,201,Craig Perks,67,73.52,1544,21
201,202,202,Scott Hend,75,73.53,1250,17
