,Late_Scoring_Average_RANK THIS WEEK,Late_Scoring_Average_RANK LAST WEEK,Late_Scoring_Average_PLAYER NAME,Late_Scoring_Average_ROUNDS,Late_Scoring_Average_AVG,Late_Scoring_Average_TOTAL STROKES,Late_Scoring_Average_TOTAL LATE ROUNDS
66,T65,T65,Bo Van Pelt,112,70.87,3827,54
67,T68,T68,Todd Fischer,99,70.88,3402,48
68,T68,T68,Jerry Kelly,101,70.88,3615,51
69,70,70,D.J. Trahan,81,70.9,2765,39
70,T71,T71,Luke Donald,67,70.91,2269,32
71,T71,T71,Steve Elkington,67,70.91,2340,33
72,T71,T71,Dan Forsman,52,70.91,1631,23
73,T74,T74,Zach Johnson,96,70.92,3475,49
74,T74,T74,Pat Perez,89,70.92,3404,48
75,76,76,Ryan Palmer,101,70.93,3121,44
76,77,77,Dudley Hart,84,70.94,3334,47
77,78,78,Chris DiMarco,83,70.95,2980,42
78,T79,T79,Lee Janzen,75,70.97,2129,30
79,T79,T79,Brendan Jones,81,70.97,2626,37
80,T81,T81,Tim Herron,100,70.98,3478,49
81,T81,T81,D.A. Points,94,70.98,3123,44
82,T81,T81,Justin Rose,99,70.98,3478,49
83,T84,T84,Brent Geiberger,61,71.0,2130,30
84,T84,T84,Bernhard Langer,67,71.0,2485,35
85,T84,T84,Tag Ridings,93,71.0,3337,47
86,T84,T84,Kevin Sutherland,89,71.0,2911,41
87,88,88,Stephen Leaney,89,71.02,3125,44
88,89,89,Jonathan Byrd,103,71.05,3055,43
89,T90,T90,James Driscoll,73,71.06,2487,35
90,T90,T90,Mathias Grönberg,60,71.06,2203,31
91,T90,T90,Shigeki Maruyama,99,71.06,3624,51
92,T90,T90,Tom Pernice Jr.,111,71.06,3553,50
93,T94,T94,Jeff Sluman,94,71.07,3198,45
94,T94,T94,Mario Tiziani,67,71.07,1990,28
95,T96,T96,Brian Davis,75,71.09,2488,35
96,T96,T96,Paul Gow,78,71.09,2275,32
97,98,98,Scott Gutschewski,86,71.11,2489,35
98,T99,T99,Neal Lancaster,95,71.12,2987,42
99,T99,T99,Jay Williamson,53,71.12,1849,26
100,101,101,Brett Quigley,96,71.13,3343,47
101,102,102,Kirk Triplett,55,71.14,2063,29
102,103,103,Dean Wilson,86,71.15,3415,48
103,T104,T104,Glen Day,80,71.16,2633,37
104,T104,T104,Duffy Waldorf,86,71.16,2704,38
105,106,106,Ted Purdy,122,71.17,4199,59
106,107,107,Doug Barron,70,71.18,2420,34
107,108,108,Daniel Chopra,108,71.19,3346,47
108,T109,T109,Tommy Armour III,103,71.2,3204,45
109,T109,T109,Mark Brooks,72,71.2,2136,30
110,111,111,John Rollins,97,71.21,3347,47
111,112,112,Robert Gamez,91,71.22,2920,41
112,113,113,Michael Allen,90,71.23,2778,39
113,T114,T114,Brad Faxon,75,71.25,2565,36
114,T114,T114,John Huston,90,71.25,3135,44
115,T116,T116,Rocco Mediate,73,71.27,2352,33
116,T116,T116,Joey Snyder III,102,71.27,3207,45
117,118,118,Jesper Parnevik,84,71.28,2780,39
118,119,119,Hunter Mahan,103,71.3,3351,47
119,120,120,Carlos Franco,78,71.31,2781,39
120,T121,T121,Stephen Ames,82,71.35,2426,34
121,T121,T121,Charles Howell III,95,71.35,3282,46
122,T123,T123,Billy Andrade,83,71.36,3140,44
123,T123,T123,Larry Mize,54,71.36,1570,22
124,T125,T125,Tom Byrum,83,71.38,2784,39
125,T125,T125,Gavin Coles,70,71.38,2284,32
126,T127,T127,Stuart Appleby,84,71.39,3498,49
127,T127,T127,Cameron Beckman,96,71.39,3141,44
128,129,129,Kevin Stadler,96,71.43,3143,44
129,130,130,Brian Gay,101,71.46,3573,50
130,131,131,Briny Baird,98,71.47,3216,45
131,T132,T132,John Cook,72,71.48,2359,33
132,T132,T132,Kent Jones,99,71.48,3145,44
133,T134,T134,Shaun Micheel,81,71.49,3074,43
134,T134,T134,Chris Smith,93,71.49,3646,51
135,T136,T136,Padraig Harrington,50,71.5,1716,24
136,T136,T136,Peter Lonard,85,71.5,3146,44
137,T136,T136,Roland Thatcher,75,71.5,2717,38
138,139,139,Greg Owen,84,71.53,3362,47
139,140,140,Adam Scott,72,71.55,2719,38
140,141,141,Brett Wetterich,76,71.56,2791,39
141,142,142,Chris Anderson,66,71.58,2362,33
142,143,143,Rory Sabbatini,81,71.62,2793,39
143,144,144,Todd Hamilton,94,71.63,3080,43
144,145,145,Steve Lowery,100,71.64,3367,47
145,146,146,Ryuji Imada,78,71.65,2651,37
146,147,147,J.P. Hayes,63,71.66,2293,32
147,T148,T148,Craig Barlow,81,71.68,2652,37
148,T148,T148,Tom Gillis,77,71.68,2652,37
149,T150,T150,Mark Hensby,70,71.69,2294,32
150,T150,T150,Scott McCarron,78,71.69,2581,36
151,152,152,Brian Bateman,98,71.7,3155,44
152,T153,T153,Matt Kuchar,60,71.72,2295,32
153,T153,T153,Ian Poulter,62,71.72,1793,25
154,155,155,Robert Damron,89,71.73,2869,40
155,156,156,Freddie Jacobson,72,71.74,3085,43
156,157,157,Kevin Na,88,71.75,3444,48
157,158,158,Will MacKenzie,75,71.76,2368,33
158,T159,T159,Bill Glasson,54,71.78,1651,23
159,T159,T159,Frank Lickliter II,100,71.78,3302,46
160,161,161,D.J. Brigman,76,71.8,2154,30
161,162,162,Tjaart van der Walt,56,71.83,1724,24
162,163,163,Jeff Hart,63,71.87,2156,30
163,164,164,Michael Long,72,71.88,2372,33
164,165,165,Paul Azinger,66,71.89,2013,28
165,166,166,Hank Kuehne,84,71.9,2804,39
166,167,167,Patrick Sheehan,114,71.92,3524,49
167,168,168,Mike Weir,71,71.94,2230,31
168,169,169,Bradley Hughes,52,71.96,1655,23
169,170,170,Bob Heintz,67,71.97,2519,35
170,171,171,Glen Hnatiuk,59,72.0,1728,24
171,172,172,Franklin Langham,91,72.02,3025,42
172,173,173,Jay Haas,54,72.04,1873,26
173,174,174,Charlie Wi,67,72.06,2234,31
174,175,175,Thomas Levet,54,72.08,1802,25
175,176,176,Justin Bolli,65,72.11,1947,27
176,T177,T177,Alex Cejka,84,72.13,2741,38
177,T177,T177,Hunter Haas,83,72.13,2741,38
178,179,179,Dennis Paulson,63,72.16,1804,25
179,T180,T180,José Coceres,56,72.17,2093,29
180,T180,T180,Skip Kendall,80,72.17,2526,35
181,T182,T182,Jim Carter,62,72.19,1949,27
182,T182,T182,Tom Lehman,69,72.19,2310,32
183,T182,T182,Lee Westwood,50,72.19,1949,27
184,185,185,Chris Riley,67,72.2,2166,30
185,186,186,Andrew Magee,82,72.21,2816,39
186,187,187,Hideto Tanihara,50,72.25,1445,20
187,188,188,Danny Briggs,70,72.36,2605,36
188,T189,T189,Paul Claxton,79,72.41,2679,37
189,T189,T189,Rob Rashell,65,72.41,2100,29
190,T191,T191,Steve Flesch,90,72.49,3117,43
191,T191,T191,Scott Hend,75,72.49,2682,37
192,193,193,Craig Perks,67,72.52,2393,33
193,194,194,Mark O'Meara,66,72.55,2249,31
194,195,195,Steve Jones,56,72.56,1959,27
195,196,196,Ben Curtis,65,72.61,2614,36
196,197,197,John Daly,78,72.63,2978,41
197,198,198,John Elliott,58,72.68,1817,25
198,T199,T199,Rich Beem,66,72.71,2254,31
199,T199,T199,Matt Davidson,53,72.71,1745,24
200,201,201,Jason Allred,75,72.91,2552,35
201,202,202,Len Mattiace,86,73.08,2923,40
