,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
82,83,83,Cameron Tringale,81,0.057,4.002,70
83,84,84,David Lingmerth,84,0.055,3.2880000000000003,60
84,T85,T85,Scott Langley,65,0.045,2.4090000000000003,53
85,T85,T85,Steve Marino,72,0.045,2.479,55
86,87,87,D.H. Lee,61,0.042,1.949,46
87,88,88,Jason Bohn,67,0.032,1.9080000000000001,59
88,T89,T89,Scott Brown,88,0.018000000000000002,1.275,69
89,T89,T89,Henrik Norlander,71,0.018000000000000002,0.9209999999999999,52
90,91,91,Bronson Burgoon,83,0.015,0.971,64
91,92,92,Alex Cejka,71,0.011000000000000001,0.541,51
92,93,93,Blayne Barber,84,0.01,0.7759999999999999,74
93,T94,T94,Andres Gonzales,80,0.008,0.48,64
94,T94,T94,Spencer Levin,104,0.008,0.696,82
95,96,96,Thomas Aiken,70,0.006,0.298,48
96,97,97,Chad Collins,73,-0.004,-0.272,64
97,98,98,Chris Kirk,90,-0.006,-0.451,74
98,99,99,Erik Compton,65,-0.019,-0.958,50
99,100,100,Anirban Lahiri,72,-0.02,-0.9590000000000001,48
100,101,101,Louis Oosthuizen,63,-0.021,-0.897,42
101,102,102,Brian Stuard,66,-0.022000000000000002,-1.325,60
102,103,103,Hideki Matsuyama,76,-0.025,-1.472,58
103,104,104,Willy Wilcox,67,-0.027000000000000003,-1.5330000000000001,57
104,105,105,Charley Hoffman,91,-0.036000000000000004,-2.516,70
105,106,106,Rob Oppenheim,67,-0.046,-2.311,50
106,107,107,Russell Knox,92,-0.054000000000000006,-3.4989999999999997,65
107,108,108,Emiliano Grillo,93,-0.055999999999999994,-4.0569999999999995,73
108,109,109,Cameron Smith,73,-0.057,-2.6189999999999998,46
109,110,110,Brett Stegmaier,87,-0.06,-4.53,75
110,111,111,Dawie van der Walt,72,-0.061,-3.427,56
111,112,112,Scott Pinckney,87,-0.063,-4.499,71
112,113,113,Tom Hoge,81,-0.069,-4.3660000000000005,63
113,114,114,Tyrone Van Aswegen,105,-0.078,-6.811,87
114,115,115,Jason Gore,78,-0.079,-4.677,59
115,116,116,Vijay Singh,72,-0.09300000000000001,-6.075,65
116,117,117,Ryan Palmer,86,-0.094,-7.314,78
117,118,118,Branden Grace,63,-0.105,-4.402,42
118,119,119,Tony Finau,95,-0.10800000000000001,-8.324,77
119,120,120,Si Woo Kim,113,-0.109,-10.674000000000001,98
120,121,121,Tyler Aldridge,83,-0.129,-8.667,67
121,122,122,Gary Woodland,95,-0.13,-9.997,77
122,123,123,Kyle Stanley,92,-0.131,-10.208,78
123,124,124,Charl Schwartzel,73,-0.13699999999999998,-7.649,56
124,125,125,J.B. Holmes,77,-0.153,-9.189,60
125,126,126,Nick Taylor,83,-0.154,-10.158999999999999,66
126,127,127,Mark Wilson,66,-0.155,-8.517000000000001,55
127,128,128,Chesson Hadley,81,-0.165,-10.909,66
128,129,129,Adam Scott,79,-0.168,-9.405,56
129,130,130,Bill Haas,86,-0.174,-11.142000000000001,64
130,131,131,Justin Thomas,99,-0.185,-13.880999999999998,75
131,132,132,Lucas Glover,75,-0.192,-12.850999999999999,67
132,133,133,Patrick Rodgers,89,-0.193,-13.705,71
133,134,134,Justin Rose,65,-0.19699999999999998,-9.639,49
134,T135,T135,Danny Lee,93,-0.207,-14.52,70
135,T135,T135,Rory McIlroy,69,-0.207,-9.937999999999999,48
136,137,137,Graeme McDowell,63,-0.20800000000000002,-9.366,45
137,138,138,John Huh,86,-0.209,-16.267,78
138,139,139,Graham DeLaet,70,-0.21100000000000002,-12.215,58
139,T140,T140,Robert Garrigus,69,-0.213,-11.475,54
140,T140,T140,Michael Thompson,71,-0.213,-11.296,53
141,142,142,Jerry Kelly,76,-0.214,-12.847999999999999,60
142,143,143,Whee Kim,82,-0.21899999999999997,-14.208,65
143,144,144,Carlos Ortiz,79,-0.223,-13.388,60
144,145,145,Boo Weekley,83,-0.225,-15.963,71
145,146,146,J.J. Henry,68,-0.237,-14.194,60
146,147,147,James Hahn,85,-0.245,-16.91,69
147,148,148,Chad Campbell,90,-0.256,-20.244,79
148,T149,T149,Roberto Castro,97,-0.257,-22.627,88
149,T149,T149,Brendan Steele,88,-0.257,-17.442999999999998,68
150,151,151,Chez Reavie,90,-0.262,-19.898,76
151,152,152,Rhein Gibson,58,-0.266,-11.69,44
152,153,153,Jason Kokrak,89,-0.27,-19.96,74
153,154,154,Luke List,79,-0.273,-17.737000000000002,65
154,155,155,Jim Herman,93,-0.278,-19.437,70
155,156,156,Scott Piercy,87,-0.28600000000000003,-18.317999999999998,64
156,157,157,Scott Stallings,74,-0.29100000000000004,-18.067,62
157,158,158,Francesco Molinari,64,-0.29600000000000004,-16.895,57
158,159,159,Matt Jones,83,-0.306,-18.95,62
159,160,160,Kevin Chappell,93,-0.31,-24.195,78
160,161,161,Shawn Stefani,91,-0.336,-25.839000000000002,77
161,162,162,Padraig Harrington,54,-0.342,-15.05,44
162,163,163,Ángel Cabrera,62,-0.35200000000000004,-16.917,48
163,164,164,Jason Dufner,105,-0.353,-27.85,79
164,165,165,Bubba Watson,72,-0.36700000000000005,-18.692,51
165,166,166,Harold Varner III,92,-0.377,-29.76,79
166,167,167,Kevin Streelman,82,-0.38299999999999995,-24.14,63
167,168,168,Sergio Garcia,54,-0.38799999999999996,-12.027999999999999,31
168,169,169,Stewart Cink,61,-0.39799999999999996,-19.497,49
169,170,170,Jeff Overton,69,-0.41600000000000004,-24.119,58
170,171,171,Abraham Ancer,51,-0.42100000000000004,-15.98,38
171,172,172,Vaughn Taylor,72,-0.424,-28.39,67
172,173,173,Robert Streb,87,-0.43200000000000005,-28.089000000000002,65
173,174,174,Geoff Ogilvy,63,-0.43700000000000006,-21.845,50
174,175,175,Rod Pampling,54,-0.475,-17.589000000000002,37
175,176,176,Will MacKenzie,84,-0.479,-31.645,66
176,177,177,Webb Simpson,70,-0.48200000000000004,-27.945,58
177,178,178,George McNeill,51,-0.485,-22.315,46
178,179,179,Robert Allenby,51,-0.491,-20.116,41
179,180,180,Ken Duke,58,-0.524,-25.147,48
180,181,181,Derek Ernst,59,-0.556,-23.906999999999996,43
181,182,182,D.A. Points,55,-0.596,-23.232,39
182,183,183,Keegan Bradley,82,-0.631,-39.747,63
183,184,184,Rory Sabbatini,57,-0.945,-36.835,39
184,185,185,Greg Owen,85,-0.9470000000000001,-64.388,68
