,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
164,T152,T152,Graeme McDowell,21,46
165,T152,T152,Robert Streb,27,46
166,T152,T152,Kevin Streelman,26,46
167,T152,T152,Tyrone Van Aswegen,31,46
168,T152,T152,Harold Varner III,28,46
169,T152,T152,Bubba Watson,19,46
170,T152,T152,Gary Woodland,26,46
171,T172,T172,Kevin Chappell,27,45
172,T172,T172,Jerry Kelly,23,45
173,T172,T172,Will MacKenzie,26,45
174,T172,T172,Geoff Ogilvy,22,45
175,T172,T172,Greg Owen,29,45
176,T172,T172,Scott Stallings,27,45
177,T178,T178,Abraham Ancer,19,44
178,T178,T178,Keegan Bradley,26,44
179,T178,T178,Stewart Cink,19,44
180,T178,T178,Derek Ernst,20,44
181,T178,T178,Bill Haas,24,44
182,T178,T178,Rod Pampling,18,44
183,T178,T178,Shawn Stefani,29,44
184,T178,T178,Vaughn Taylor,24,44
