,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
67,68,68,Freddie Jacobson,86,39.74,186,468
68,69,69,Henrik Norlander,71,39.72,143,360
69,70,70,Scott Brown,88,39.71,193,486
70,71,71,Sergio Garcia,54,39.68,100,252
71,72,72,Steve Marino,72,39.61,164,414
72,73,73,Morgan Hoffmann,71,39.58,171,432
73,74,74,Derek Ernst,59,39.47,135,342
74,75,75,Anirban Lahiri,72,39.44,142,360
75,76,76,Hunter Mahan,61,39.39,156,396
76,77,77,Daniel Berger,92,39.35,170,432
77,78,78,Nick Taylor,83,39.33,177,450
78,79,79,Troy Merritt,77,39.32,184,468
79,80,80,Hiroshi Iwata,85,39.29,198,504
80,81,81,David Lingmerth,84,39.13,162,414
81,T82,T82,Blayne Barber,84,39.1,183,468
82,T82,T82,Jason Gore,78,39.1,183,468
83,T82,T82,Patton Kizzire,93,39.1,183,468
84,85,85,Sung Kang,89,39.09,197,504
85,T86,T86,Zac Blair,99,38.89,210,540
86,T86,T86,Luke Guthrie,57,38.89,126,324
87,T86,T86,D.H. Lee,61,38.89,147,378
88,T86,T86,Luke List,79,38.89,182,468
89,T86,T86,Sean O'Hair,89,38.89,189,486
90,T86,T86,Justin Rose,65,38.89,119,306
91,T86,T86,Adam Scott,79,38.89,133,342
92,T86,T86,Scott Stallings,74,38.89,182,468
93,T86,T86,Jhonattan Vegas,97,38.89,182,468
94,95,95,Steve Wheatcroft,85,38.67,174,450
95,96,96,Cameron Tringale,81,38.66,167,432
96,97,97,Paul Casey,77,38.62,146,378
97,98,98,Robert Garrigus,69,38.61,139,360
98,99,99,Andrew Landry,53,38.56,118,306
99,100,100,Ben Martin,92,38.48,187,486
100,T101,T101,Bill Haas,86,38.41,159,414
101,T101,T101,Jeff Overton,69,38.41,159,414
102,103,103,Martin Piller,59,38.36,145,378
103,104,104,Roberto Castro,97,38.27,186,486
104,T105,T105,Chris Stroud,82,38.25,179,468
105,T105,T105,Boo Weekley,83,38.25,179,468
106,107,107,Spencer Levin,104,38.17,213,558
107,T108,T108,Vijay Singh,72,38.13,151,396
108,T108,T108,Michael Thompson,71,38.13,151,396
109,T110,T110,Jason Bohn,67,38.1,144,378
110,T110,T110,Chad Campbell,90,38.1,192,504
111,112,112,Bubba Watson,72,37.96,123,324
112,113,113,Jim Herman,93,37.93,198,522
113,114,114,D.A. Points,55,37.91,116,306
114,115,115,Scott Pinckney,87,37.9,191,504
115,116,116,Erik Compton,65,37.88,150,396
116,117,117,Louis Oosthuizen,63,37.85,109,288
117,118,118,Chesson Hadley,81,37.82,177,468
118,119,119,Webb Simpson,70,37.78,136,360
119,120,120,Dawie van der Walt,72,37.73,163,432
120,121,121,Jerry Kelly,76,37.68,156,414
121,T122,T122,Chris Kirk,90,37.65,183,486
122,T122,T122,Francesco Molinari,64,37.65,122,324
123,124,124,Scott Langley,65,37.57,142,378
124,125,125,William McGirt,98,37.5,189,504
125,126,126,Brooks Koepka,75,37.43,128,342
126,127,127,Johnson Wagner,86,37.39,175,468
127,T128,T128,Ernie Els,66,37.3,141,378
128,T128,T128,J.B. Holmes,77,37.3,141,378
129,130,130,Kyle Stanley,92,37.24,181,486
130,131,131,Cameron Smith,73,37.2,154,414
131,132,132,Seung-Yul Noh,85,37.04,180,486
132,133,133,Chez Reavie,90,36.97,173,468
133,134,134,Branden Grace,63,36.93,113,306
134,T135,T135,Ken Duke,58,36.84,126,342
135,T135,T135,Kelly Kraft,63,36.84,126,342
136,T137,T137,Kevin Chappell,93,36.83,179,486
137,T137,T137,Smylie Kaufman,91,36.83,179,486
138,139,139,Shane Lowry,57,36.81,106,288
139,140,140,Brendon de Jonge,83,36.78,192,522
140,T141,T141,James Hahn,85,36.75,172,468
141,T141,T141,Matt Jones,83,36.75,172,468
142,143,143,Wes Roach,59,36.67,132,360
143,144,144,John Senden,88,36.63,178,486
144,145,145,Rickie Fowler,80,36.62,145,396
145,146,146,Russell Knox,92,36.57,158,432
146,T147,T147,Bronson Burgoon,83,36.54,171,468
147,T147,T147,Kevin Streelman,82,36.54,171,468
148,T149,T149,Tony Finau,95,36.51,184,504
149,T149,T149,Carlos Ortiz,79,36.51,184,504
150,151,151,Tom Hoge,81,36.44,164,450
151,T152,T152,Abraham Ancer,51,36.42,118,324
152,T152,T152,Jason Dufner,105,36.42,177,486
153,T152,T152,Charl Schwartzel,73,36.42,118,324
154,155,155,Kyle Reifers,115,36.36,216,594
155,156,156,Harold Varner III,92,36.31,183,504
156,157,157,Geoff Ogilvy,63,36.24,137,378
157,158,158,Gary Woodland,95,36.22,163,450
158,159,159,Rhein Gibson,58,35.96,123,342
159,T160,T160,Emiliano Grillo,93,35.88,155,432
160,T160,T160,Brendan Steele,88,35.88,155,432
161,162,162,Mark Wilson,66,35.56,128,360
162,163,163,Shawn Stefani,91,35.52,179,504
163,164,164,Padraig Harrington,54,35.42,102,288
164,165,165,Brett Stegmaier,87,35.39,172,486
165,166,166,K.J. Choi,73,35.35,140,396
166,167,167,Will MacKenzie,84,35.33,159,450
167,168,168,Whee Kim,82,35.26,165,468
168,T169,T169,Keegan Bradley,82,35.04,164,468
169,T169,T169,Chad Collins,73,35.04,164,468
170,171,171,Patrick Rodgers,89,34.98,170,486
171,172,172,Robert Allenby,51,34.54,143,414
172,173,173,David Toms,62,34.5,118,342
173,174,174,Robert Streb,87,34.4,161,468
174,175,175,John Huh,86,34.36,167,486
175,176,176,Rory McIlroy,69,34.31,105,306
176,177,177,Lucas Glover,75,34.3,142,414
177,178,178,Russell Henley,76,34.22,154,450
178,179,179,Greg Owen,85,34.13,172,504
179,180,180,Thomas Aiken,70,33.84,134,396
180,181,181,J.J. Henry,68,33.82,140,414
181,182,182,Jim Furyk,52,33.73,85,252
182,183,183,Graham DeLaet,70,32.5,117,360
183,184,184,Jason Kokrak,89,31.94,161,504
184,185,185,Stewart Cink,61,29.24,100,342
