,Average_Distance_of_Putts_made_RANK THIS WEEK,Average_Distance_of_Putts_made_RANK LAST WEEK,Average_Distance_of_Putts_made_PLAYER NAME,Average_Distance_of_Putts_made_ROUNDS,Average_Distance_of_Putts_made_AVG,Average_Distance_of_Putts_made_TOTAL DIST. (INCHES),Average_Distance_of_Putts_made_TOTAL ROUNDS,Average_Distance_of_Putts_made_AVG DIST.,Average_Distance_of_Putts_made_BEST ROUND
57,58,58,Steve Wheatcroft,85,"74' 3""",62357,70,"4' 2""","148' 11"""
58,59,59,Robert Garrigus,69,"74' 2""",48075,54,"4' 2""","154' 5"""
59,60,60,Billy Horschel,73,"74' 1""",49764,56,"4' 2""","127' 10"""
60,T61,T61,Blayne Barber,84,"74' 0""",65722,74,"4' 2""","122' 11"""
61,T61,T61,Tim Wilkinson,72,"74' 0""",44390,50,"4' 2""","134' 1"""
62,63,63,Brandt Snedeker,93,"73' 11""",65611,74,"4' 2""","120' 7"""
63,T64,T64,Aaron Baddeley,93,"73' 7""",65329,74,"4' 2""","135' 4"""
64,T64,T64,K.J. Choi,73,"73' 7""",58302,66,"4' 2""","133' 1"""
65,T64,T64,Jason Dufner,105,"73' 7""",69739,79,"4' 2""","189' 8"""
66,T64,T64,Hunter Mahan,61,"73' 7""",43254,49,"4' 1""","133' 1"""
67,T64,T64,Cameron Tringale,81,"73' 7""",61786,70,"4' 1""","118' 3"""
68,T64,T64,Jimmy Walker,85,"73' 7""",61820,70,"4' 2""","150' 6"""
69,70,70,Adam Scott,79,"73' 5""",49345,56,"4' 2""","150' 8"""
70,T71,T71,George McNeill,51,"73' 4""",40477,46,"4' 1""","173' 8"""
71,T71,T71,Boo Weekley,83,"73' 4""",62496,71,"4' 1""","178' 7"""
72,T73,T73,Retief Goosen,55,"73' 3""",42215,48,"4' 1""","137' 6"""
73,T73,T73,Shane Lowry,57,"73' 3""",31645,36,"4' 2""","161' 3"""
74,T73,T73,William McGirt,98,"73' 3""",77374,88,"4' 1""","150' 4"""
75,T76,T76,Martin Laird,82,"73' 2""",61469,70,"4' 1""","158' 1"""
76,T76,T76,Bryce Molder,80,"73' 2""",58837,67,"4' 2""","126' 4"""
77,T76,T76,Louis Oosthuizen,63,"73' 2""",36885,42,"4' 1""","116' 1"""
78,79,79,Henrik Norlander,71,"73' 1""",45602,52,"4' 1""","116' 9"""
79,80,80,Emiliano Grillo,93,"72' 10""",63829,73,"4' 1""","134' 5"""
80,81,81,Michael Thompson,71,"72' 9""",46268,53,"4' 1""","151' 11"""
81,T82,T82,Billy Hurley III,66,"72' 8""",51449,59,"4' 1""","119' 8"""
82,T82,T82,Sung Kang,89,"72' 8""",63640,73,"4' 1""","125' 0"""
83,T82,T82,Danny Lee,93,"72' 8""",61038,70,"4' 1""","131' 1"""
84,T82,T82,Rory Sabbatini,57,"72' 8""",33993,39,"4' 1""","157' 11"""
85,T86,T86,Daniel Berger,92,"72' 7""",62731,72,"4' 1""","136' 5"""
86,T86,T86,Ryan Palmer,86,"72' 7""",67911,78,"4' 1""","136' 4"""
87,T88,T88,Bronson Burgoon,83,"72' 5""",55593,64,"4' 1""","132' 11"""
88,T88,T88,Jason Gore,78,"72' 5""",51298,59,"4' 1""","150' 1"""
89,T88,T88,Hiroshi Iwata,85,"72' 5""",57355,66,"4' 1""","152' 1"""
90,T88,T88,Jamie Lovemark,91,"72' 5""",71261,82,"4' 1""","144' 6"""
91,92,92,D.H. Lee,61,"72' 4""",39932,46,"4' 1""","163' 1"""
92,T93,T93,Patrick Reed,105,"72' 3""",67604,78,"4' 1""","149' 1"""
93,T93,T93,Charl Schwartzel,73,"72' 3""",48561,56,"4' 1""","144' 9"""
94,95,95,Jon Curran,99,"72' 1""",72694,84,"4' 1""","153' 3"""
95,96,96,Brian Harman,104,"72' 0""",78611,91,"4' 0""","131' 4"""
96,T97,T97,David Lingmerth,84,"71' 11""",51800,60,"4' 1""","123' 1"""
97,T97,T97,Seung-Yul Noh,85,"71' 11""",59531,69,"4' 0""","138' 11"""
98,99,99,Brian Stuard,66,"71' 9""",51675,60,"4' 1""","175' 7"""
99,100,100,Webb Simpson,70,"71' 8""",49888,58,"4' 0""","133' 11"""
100,T101,T101,Patrick Rodgers,89,"71' 7""",61021,71,"4' 0""","149' 11"""
101,T101,T101,Kyle Stanley,92,"71' 7""",66964,78,"4' 0""","133' 0"""
102,103,103,Ricky Barnes,97,"71' 6""",68669,80,"4' 0""","141' 9"""
103,T104,T104,Chesson Hadley,81,"71' 4""",56488,66,"4' 0""","136' 1"""
104,T104,T104,D.A. Points,55,"71' 4""",33392,39,"4' 0""","121' 9"""
105,T106,T106,Stuart Appleby,71,"71' 3""",56452,66,"4' 0""","149' 5"""
106,T106,T106,Paul Casey,77,"71' 3""",48762,57,"3' 12""","147' 11"""
107,T106,T106,Ben Crane,80,"71' 3""",55595,65,"4' 0""","129' 2"""
108,T109,T109,Robert Allenby,51,"71' 2""",35018,41,"3' 12""","175' 2"""
109,T109,T109,Troy Merritt,77,"71' 2""",55538,65,"4' 0""","134' 10"""
110,T109,T109,Justin Rose,65,"71' 2""",41859,49,"3' 12""","138' 2"""
111,T112,T112,Chad Collins,73,"71' 1""",54600,64,"4' 0""","168' 2"""
112,T112,T112,Russell Knox,92,"71' 1""",55416,65,"3' 12""","134' 9"""
113,T112,T112,Chez Reavie,90,"71' 1""",64810,76,"4' 0""","125' 8"""
114,115,115,Marc Leishman,89,"71' 0""",55386,65,"4' 0""","172' 10"""
115,116,116,Scott Brown,88,"70' 11""",58737,69,"3' 12""","134' 2"""
116,117,117,Mark Wilson,66,"70' 10""",46755,55,"3' 12""","128' 0"""
117,T118,T118,Alex Cejka,71,"70' 9""",43322,51,"4' 0""","168' 11"""
118,T118,T118,Tony Finau,95,"70' 9""",65366,77,"3' 12""","127' 10"""
119,T120,T120,Thomas Aiken,70,"70' 8""",40689,48,"3' 12""","107' 0"""
120,T120,T120,Rhein Gibson,58,"70' 8""",37332,44,"3' 11""","188' 8"""
121,T122,T122,Vijay Singh,72,"70' 7""",55048,65,"3' 12""","126' 11"""
122,T122,T122,Willy Wilcox,67,"70' 7""",48279,57,"3' 12""","139' 0"""
123,T124,T124,Erik Compton,65,"70' 6""",42303,50,"3' 12""","117' 2"""
124,T124,T124,Brett Stegmaier,87,"70' 6""",63464,75,"3' 12""","141' 1"""
125,126,126,Dawie van der Walt,72,"70' 5""",47323,56,"3' 12""","146' 2"""
126,T127,T127,Kelly Kraft,63,"70' 4""",37125,44,"3' 12""","132' 8"""
127,T127,T127,Cameron Smith,73,"70' 4""",38804,46,"3' 11""","124' 3"""
128,T129,T129,Ángel Cabrera,62,"70' 3""",40461,48,"3' 11""","165' 3"""
129,T129,T129,Nick Taylor,83,"70' 3""",55644,66,"3' 11""","145' 4"""
130,131,131,Carlos Ortiz,79,"70' 2""",50508,60,"3' 11""","120' 7"""
131,T132,T132,Si Woo Kim,113,"70' 1""",82427,98,"3' 12""","145' 9"""
132,T132,T132,Justin Thomas,99,"70' 1""",63049,75,"3' 11""","129' 1"""
133,T134,T134,Tyler Aldridge,83,"70' 0""",56254,67,"3' 11""","131' 5"""
134,T134,T134,Chris Kirk,90,"70' 0""",62133,74,"3' 11""","128' 3"""
135,136,136,Graham DeLaet,70,"69' 11""",48637,58,"3' 11""","131' 9"""
136,137,137,Jeff Overton,69,"69' 9""",48562,58,"3' 11""","134' 9"""
137,T138,T138,Brendon de Jonge,83,"69' 8""",54372,65,"3' 11""","111' 4"""
138,T138,T138,Scott Langley,65,"69' 8""",44332,53,"3' 11""","156' 11"""
139,T140,T140,Jim Furyk,52,"69' 7""",36742,44,"3' 11""","143' 8"""
140,T140,T140,Brendan Steele,88,"69' 7""",56785,68,"3' 11""","145' 11"""
141,142,142,David Toms,62,"69' 6""",45017,54,"3' 11""","106' 3"""
142,143,143,Rickie Fowler,80,"69' 5""",53325,64,"3' 11""","215' 0"""
143,T144,T144,Roberto Castro,97,"69' 4""",73179,88,"3' 11""","164' 11"""
144,T144,T144,J.J. Henry,68,"69' 4""",49906,60,"3' 11""","142' 10"""
145,T144,T144,Luke List,79,"69' 4""",54102,65,"3' 11""","152' 4"""
146,T144,T144,Scott Piercy,87,"69' 4""",53232,64,"3' 11""","128' 9"""
147,148,148,Anirban Lahiri,72,"69' 2""",39847,48,"3' 10""","101' 7"""
148,149,149,Ken Duke,58,"69' 1""",39803,48,"3' 11""","135' 4"""
149,150,150,Jason Kokrak,89,"68' 11""",61181,74,"3' 11""","124' 9"""
150,T151,T151,Chad Campbell,90,"68' 9""",65191,79,"3' 10""","197' 4"""
151,T151,T151,Sergio Garcia,54,"68' 9""",25575,31,"3' 11""","164' 5"""
152,T153,T153,Jim Herman,93,"68' 8""",57685,70,"3' 10""","120' 2"""
153,T153,T153,Francesco Molinari,64,"68' 8""",46958,57,"3' 11""","119' 5"""
154,T153,T153,Kevin Streelman,82,"68' 8""",51888,63,"3' 10""","132' 4"""
155,T153,T153,Harold Varner III,92,"68' 8""",65126,79,"3' 10""","124' 2"""
156,T157,T157,Lucas Glover,75,"68' 7""",55131,67,"3' 10""","159' 10"""
157,T157,T157,James Hahn,85,"68' 7""",56801,69,"3' 10""","117' 5"""
158,T159,T159,Whee Kim,82,"68' 6""",53449,65,"3' 10""","137' 10"""
159,T159,T159,Spencer Levin,104,"68' 6""",67378,82,"3' 10""","114' 9"""
160,T159,T159,Tyrone Van Aswegen,105,"68' 6""",71485,87,"3' 10""","114' 6"""
161,162,162,Luke Donald,81,"68' 5""",48440,59,"3' 10""","110' 11"""
162,T163,T163,Jason Bohn,67,"68' 4""",48403,59,"3' 10""","143' 10"""
163,T163,T163,Matt Jones,83,"68' 4""",50838,62,"3' 10""","161' 0"""
164,T163,T163,Robert Streb,87,"68' 4""",53313,65,"3' 10""","133' 11"""
165,T163,T163,Gary Woodland,95,"68' 4""",63164,77,"3' 10""","122' 10"""
166,167,167,Branden Grace,63,"68' 2""",34358,42,"3' 10""","105' 0"""
167,168,168,Graeme McDowell,63,"68' 1""",36759,45,"3' 10""","120' 10"""
168,169,169,Bubba Watson,72,"68' 0""",41611,51,"3' 10""","158' 1"""
169,T170,T170,Padraig Harrington,54,"67' 11""",35845,44,"3' 10""","131' 11"""
170,T170,T170,John Huh,86,"67' 11""",63586,78,"3' 10""","154' 5"""
171,172,172,Greg Owen,85,"67' 7""",55156,68,"3' 9""","126' 10"""
172,173,173,Geoff Ogilvy,63,"67' 0""",40217,50,"3' 9""","109' 7"""
173,174,174,Will MacKenzie,84,"66' 11""",52966,66,"3' 9""","106' 5"""
174,175,175,Scott Stallings,74,"66' 10""",49753,62,"3' 9""","99' 9"""
175,176,176,Jerry Kelly,76,"66' 8""",47993,60,"3' 9""","158' 6"""
176,177,177,Kevin Chappell,93,"66' 7""",62284,78,"3' 9""","138' 9"""
177,178,178,Rod Pampling,54,"65' 10""",29213,37,"3' 9""","110' 9"""
178,179,179,Shawn Stefani,91,"65' 8""",60648,77,"3' 8""","120' 4"""
179,T180,T180,Abraham Ancer,51,"65' 4""",29773,38,"3' 8""","109' 8"""
180,T180,T180,Keegan Bradley,82,"65' 4""",49389,63,"3' 8""","137' 10"""
181,T180,T180,Derek Ernst,59,"65' 4""",33721,43,"3' 8""","107' 1"""
182,183,183,Bill Haas,86,"65' 3""",50104,64,"3' 8""","132' 5"""
183,184,184,Vaughn Taylor,72,"65' 2""",52420,67,"3' 8""","114' 10"""
184,185,185,Stewart Cink,61,"64' 10""",38115,49,"3' 8""","130' 7"""
