,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
36,37,37,Brandt Snedeker,93,1.5919999999999999,2551,1602
37,T38,T38,Chris Kirk,90,1.5930000000000002,2437,1530
38,T38,T38,Steve Wheatcroft,85,1.5930000000000002,2322,1458
39,40,40,Zac Blair,99,1.594,2726,1710
40,41,41,Padraig Harrington,54,1.595,1550,972
41,42,42,Dicky Pride,55,1.5959999999999999,1523,954
42,T43,T43,Mark Hubbard,101,1.597,2789,1746
43,T43,T43,Willy Wilcox,67,1.597,1868,1170
44,45,45,Brian Stuard,66,1.598,1898,1188
45,46,46,Jimmy Walker,85,1.599,2360,1476
46,T47,T47,Jason Bohn,67,1.6,1929,1206
47,T47,T47,Chad Collins,73,1.6,2103,1314
48,T49,T49,Ernie Els,66,1.601,1902,1188
49,T49,T49,Colt Knost,90,1.601,2479,1548
50,T49,T49,Brooks Koepka,75,1.601,2017,1260
51,T49,T49,Hideki Matsuyama,76,1.601,2104,1314
52,T49,T49,Camilo Villegas,83,1.601,2276,1422
53,T54,T54,K.J. Choi,73,1.6019999999999999,2105,1314
54,T54,T54,Tom Hoge,81,1.6019999999999999,2220,1386
55,T54,T54,J.B. Holmes,77,1.6019999999999999,2134,1332
56,T54,T54,Kevin Na,96,1.6019999999999999,2682,1674
57,T54,T54,Martin Piller,59,1.6019999999999999,1644,1026
58,59,59,Marc Leishman,89,1.6030000000000002,2481,1548
59,T60,T60,Harris English,97,1.604,2801,1746
60,T60,T60,Patton Kizzire,93,1.604,2570,1602
61,62,62,Anirban Lahiri,72,1.605,1993,1242
62,T63,T63,Jamie Lovemark,91,1.6059999999999999,2630,1638
63,T63,T63,Seung-Yul Noh,85,1.6059999999999999,2341,1458
64,T65,T65,Ryan Palmer,86,1.607,2487,1548
65,T65,T65,Wes Roach,59,1.607,1591,990
66,T67,T67,Luke Donald,81,1.608,2345,1458
67,T67,T67,Ken Duke,58,1.608,1563,972
68,T67,T67,Morgan Hoffmann,71,1.608,1939,1206
69,T70,T70,Andrew Landry,53,1.609,1419,882
70,T70,T70,D.H. Lee,61,1.609,1651,1026
71,72,72,Vaughn Taylor,72,1.61,2087,1296
72,T73,T73,Spencer Levin,104,1.611,2900,1800
73,T73,T73,Nick Taylor,83,1.611,2291,1422
74,T75,T75,Matt Kuchar,100,1.6119999999999999,2786,1728
75,T75,T75,Sean O'Hair,89,1.6119999999999999,2583,1602
76,T75,T75,Vijay Singh,72,1.6119999999999999,2089,1296
77,T78,T78,Kevin Chappell,93,1.614,2701,1674
78,T78,T78,Sung Kang,89,1.614,2528,1566
79,T78,T78,Jeff Overton,69,1.614,1888,1170
80,T78,T78,Chez Reavie,90,1.614,2498,1548
81,T82,T82,Abraham Ancer,51,1.615,1395,864
82,T82,T82,Daniel Berger,92,1.615,2588,1602
83,T82,T82,Fabián Gómez,82,1.615,2296,1422
84,T82,T82,Charles Howell III,91,1.615,2646,1638
85,T82,T82,John Huh,86,1.615,2471,1530
86,T87,T87,David Hearn,95,1.6159999999999999,2763,1710
87,T87,T87,William McGirt,98,1.6159999999999999,2850,1764
88,T87,T87,Rod Pampling,54,1.6159999999999999,1454,900
89,T90,T90,Matt Jones,83,1.617,2329,1440
90,T90,T90,Scott Stallings,74,1.617,2038,1260
91,T92,T92,Danny Lee,93,1.618,2621,1620
92,T92,T92,Cameron Tringale,81,1.618,2243,1386
93,T94,T94,Scott Langley,65,1.619,1836,1134
94,T94,T94,Luke List,79,1.619,2244,1386
95,T94,T94,Rob Oppenheim,67,1.619,1836,1134
96,T94,T94,Tyrone Van Aswegen,105,1.619,2973,1836
97,T98,T98,Rickie Fowler,80,1.62,2245,1386
98,T98,T98,Hunter Mahan,61,1.62,1779,1098
99,T100,T100,Charley Hoffman,91,1.621,2567,1584
100,T100,T100,Smylie Kaufman,91,1.621,2568,1584
101,T100,T100,Jerry Kelly,76,1.621,2217,1368
102,T100,T100,Kelly Kraft,63,1.621,1721,1062
103,T100,T100,Rory McIlroy,69,1.621,1809,1116
104,T100,T100,Francesco Molinari,64,1.621,1867,1152
105,T100,T100,D.A. Points,55,1.621,1488,918
106,T100,T100,Sam Saunders,69,1.621,1897,1170
107,T108,T108,Tony Finau,95,1.6219999999999999,2774,1710
108,T108,T108,Chris Stroud,82,1.6219999999999999,2335,1440
109,T110,T110,Scott Brown,88,1.6230000000000002,2571,1584
110,T110,T110,Graeme McDowell,63,1.6230000000000002,1753,1080
111,T110,T110,Cameron Smith,73,1.6230000000000002,2016,1242
112,T110,T110,David Toms,62,1.6230000000000002,1811,1116
113,114,114,Jason Gore,78,1.624,2163,1332
114,T115,T115,Roberto Castro,97,1.625,2837,1746
115,T115,T115,Brendon de Jonge,83,1.625,2369,1458
116,T115,T115,Chesson Hadley,81,1.625,2311,1422
117,T118,T118,Ben Martin,92,1.626,2575,1584
118,T118,T118,Geoff Ogilvy,63,1.626,1727,1062
119,T118,T118,Gary Woodland,95,1.626,2663,1638
120,T121,T121,Branden Grace,63,1.6269999999999998,1757,1080
121,T121,T121,Justin Thomas,99,1.6269999999999998,2811,1728
122,T121,T121,Michael Thompson,71,1.6269999999999998,1992,1224
123,T124,T124,Bronson Burgoon,83,1.6280000000000001,2315,1422
124,T124,T124,Russell Henley,76,1.6280000000000001,2227,1368
125,T124,T124,Martin Laird,82,1.6280000000000001,2286,1404
126,T127,T127,Kyle Reifers,115,1.63,3257,1998
127,T127,T127,Charl Schwartzel,73,1.63,2054,1260
128,T129,T129,Blayne Barber,84,1.631,2349,1440
129,T129,T129,Webb Simpson,70,1.631,2055,1260
130,T131,T131,Steve Marino,72,1.632,1997,1224
131,T131,T131,Johnson Wagner,86,1.632,2526,1548
132,133,133,Chad Campbell,90,1.633,2645,1620
133,T134,T134,Tyler Aldridge,83,1.635,2325,1422
134,T134,T134,Jim Herman,93,1.635,2737,1674
135,T134,T134,George McNeill,51,1.635,1501,918
136,T134,T134,Boo Weekley,83,1.635,2442,1494
137,138,138,Bill Haas,86,1.636,2414,1476
138,T139,T139,James Hahn,85,1.6369999999999998,2505,1530
139,T139,T139,Carlos Ortiz,79,1.6369999999999998,2210,1350
140,T139,T139,Kyle Stanley,92,1.6369999999999998,2623,1602
141,T142,T142,Henrik Norlander,71,1.6380000000000001,1975,1206
142,T142,T142,Scott Piercy,87,1.6380000000000001,2476,1512
143,T142,T142,John Senden,88,1.6380000000000001,2535,1548
144,T142,T142,Hudson Swafford,104,1.6380000000000001,3066,1872
145,T142,T142,Dawie van der Walt,72,1.6380000000000001,2064,1260
146,T142,T142,Mark Wilson,66,1.6380000000000001,1828,1116
147,T148,T148,Andres Gonzales,80,1.639,2301,1404
148,T148,T148,Billy Horschel,73,1.639,2065,1260
149,T148,T148,Adam Scott,79,1.639,2242,1368
150,T151,T151,Russell Knox,92,1.64,2627,1602
151,T151,T151,Brett Stegmaier,87,1.64,2509,1530
152,T153,T153,Whee Kim,82,1.642,2306,1404
153,T153,T153,Shane Lowry,57,1.642,1596,972
154,T155,T155,Robert Garrigus,69,1.643,1922,1170
155,T155,T155,Will MacKenzie,84,1.643,2366,1440
156,T155,T155,Justin Rose,65,1.643,1834,1116
157,T158,T158,Jason Dufner,105,1.6440000000000001,3018,1836
158,T158,T158,Shawn Stefani,91,1.6440000000000001,2574,1566
159,T160,T160,Derek Ernst,59,1.6469999999999998,1690,1026
160,T160,T160,Jason Kokrak,89,1.6469999999999998,2638,1602
161,T162,T162,Ángel Cabrera,62,1.6480000000000001,1839,1116
162,T162,T162,Emiliano Grillo,93,1.6480000000000001,2670,1620
163,T164,T164,Paul Casey,77,1.649,2197,1332
164,T164,T164,Jhonattan Vegas,97,1.649,2760,1674
165,166,166,Louis Oosthuizen,63,1.65,1663,1008
166,167,167,Jim Furyk,52,1.651,1545,936
167,T168,T168,Graham DeLaet,70,1.652,1963,1188
168,T168,T168,Harold Varner III,92,1.652,2735,1656
169,T170,T170,Sergio Garcia,54,1.653,1517,918
170,T170,T170,Patrick Rodgers,89,1.653,2529,1530
171,T170,T170,Rory Sabbatini,57,1.653,1607,972
172,173,173,Kevin Streelman,82,1.6540000000000001,2441,1476
173,T174,T174,Brendan Steele,88,1.655,2503,1512
174,T174,T174,Bubba Watson,72,1.655,2055,1242
175,176,176,Lucas Glover,75,1.656,2235,1350
176,177,177,Robert Streb,87,1.661,2512,1512
177,T178,T178,Rhein Gibson,58,1.665,1618,972
178,T178,T178,Scott Pinckney,87,1.665,2547,1530
179,180,180,Thomas Aiken,70,1.671,1985,1188
180,181,181,Keegan Bradley,82,1.673,2469,1476
181,182,182,Stewart Cink,61,1.6769999999999998,1841,1098
182,183,183,Greg Owen,85,1.685,2457,1458
183,184,184,Robert Allenby,51,1.69,1551,918
184,185,185,J.J. Henry,68,1.692,2010,1188
