,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
58,T59,T59,Jason Kokrak,89,5.6,339,19
59,T59,T59,Bryce Molder,80,5.6,232,13
60,61,61,Rory Sabbatini,57,5.59,161,9
61,62,62,Charley Hoffman,91,5.58,269,15
62,63,63,Steve Wheatcroft,85,5.57,305,17
63,64,64,Patrick Reed,105,5.56,288,16
64,65,65,Vijay Singh,72,5.53,253,14
65,66,66,Jeff Overton,69,5.51,236,13
66,T67,T67,Zac Blair,99,5.49,346,19
67,T67,T67,Billy Hurley III,66,5.49,237,13
68,69,69,Emiliano Grillo,93,5.47,329,18
69,T70,T70,Morgan Hoffmann,71,5.46,238,13
70,T70,T70,Hiroshi Iwata,85,5.46,238,13
71,T72,T72,Harris English,97,5.45,330,18
72,T72,T72,Robert Streb,87,5.45,275,15
73,74,74,Si Woo Kim,113,5.44,386,21
74,75,75,Hudson Swafford,104,5.4,389,21
75,76,76,Chris Stroud,82,5.38,260,14
76,77,77,Matt Jones,83,5.37,242,13
77,78,78,Jason Gore,78,5.35,243,13
78,79,79,Kyle Stanley,92,5.33,300,16
79,80,80,Ricky Barnes,97,5.3,321,17
80,81,81,Steve Stricker,53,5.29,189,10
81,T82,T82,Chad Campbell,90,5.26,342,18
82,T82,T82,Andrew Landry,53,5.26,114,6
83,84,84,Freddie Jacobson,86,5.21,288,15
84,85,85,Louis Oosthuizen,63,5.18,193,10
85,T86,T86,Roberto Castro,97,5.16,349,18
86,T86,T86,J.J. Henry,68,5.16,310,16
87,T88,T88,James Hahn,85,5.15,291,15
88,T88,T88,Jim Herman,93,5.15,291,15
89,90,90,Adam Hadwin,93,5.1,353,18
90,91,91,Jim Furyk,52,5.05,198,10
91,92,92,Scott Langley,65,5.04,238,12
92,T93,T93,Blayne Barber,84,5.03,318,16
93,T93,T93,Cameron Smith,73,5.03,199,10
94,95,95,Stuart Appleby,71,5.02,239,12
95,96,96,Brian Stuard,66,5.0,240,12
96,T97,T97,Peter Malnati,85,4.98,281,14
97,T97,T97,Vaughn Taylor,72,4.98,241,12
98,T99,T99,Robert Allenby,51,4.97,161,8
99,T99,T99,Ángel Cabrera,62,4.97,181,9
100,101,101,David Hearn,95,4.92,325,16
101,102,102,Scott Piercy,87,4.91,265,13
102,103,103,D.H. Lee,61,4.88,164,8
103,104,104,Dustin Johnson,87,4.83,207,10
104,105,105,Ryan Palmer,86,4.81,291,14
105,T106,T106,Paul Casey,77,4.78,272,13
106,T106,T106,Tony Finau,95,4.78,335,16
107,108,108,Branden Grace,63,4.76,168,8
108,109,109,Dawie van der Walt,72,4.74,232,11
109,110,110,Andres Gonzales,80,4.73,275,13
110,T111,T111,Ben Crane,80,4.71,255,12
111,T111,T111,Retief Goosen,55,4.71,191,9
112,113,113,Jamie Lovemark,91,4.69,341,16
113,114,114,Graham DeLaet,70,4.68,235,11
114,115,115,David Lingmerth,84,4.67,214,10
115,116,116,Rhein Gibson,58,4.64,194,9
116,T117,T117,Padraig Harrington,54,4.6,174,8
117,T117,T117,Nick Taylor,83,4.6,261,12
118,119,119,Thomas Aiken,70,4.59,218,10
119,T120,T120,Spencer Levin,104,4.58,349,16
120,T120,T120,Justin Thomas,99,4.58,284,13
121,T122,T122,Aaron Baddeley,93,4.53,287,13
122,T122,T122,Jonas Blixt,79,4.53,243,11
123,124,124,Fabián Gómez,82,4.51,288,13
124,T125,T125,Lucas Glover,75,4.5,289,13
125,T125,T125,Mark Hubbard,101,4.5,311,14
126,T125,T125,Martin Laird,82,4.5,333,15
127,T125,T125,Phil Mickelson,75,4.5,222,10
128,129,129,Martin Piller,59,4.49,178,8
129,T130,T130,Sergio Garcia,54,4.48,134,6
130,T130,T130,Hunter Mahan,61,4.48,201,9
131,132,132,Sean O'Hair,89,4.47,358,16
132,133,133,Luke Donald,81,4.46,224,10
133,134,134,Shawn Stefani,91,4.42,317,14
134,135,135,Andrew Loupe,75,4.4,250,11
135,T136,T136,Derek Ernst,59,4.38,160,7
136,T136,T136,John Huh,86,4.38,320,14
137,138,138,Henrik Norlander,71,4.35,207,9
138,139,139,Jon Curran,99,4.31,325,14
139,140,140,Chad Collins,73,4.22,237,10
140,141,141,Alex Cejka,71,4.21,190,8
141,142,142,Harold Varner III,92,4.18,335,14
142,143,143,David Toms,62,4.15,217,9
143,144,144,Kevin Chappell,93,4.1,317,13
144,T145,T145,Erik Compton,65,4.02,174,7
145,T145,T145,Carlos Ortiz,79,4.02,224,9
146,147,147,Patrick Rodgers,89,4.01,324,13
147,148,148,Patton Kizzire,93,4.0,325,13
148,149,149,Seung-Yul Noh,85,3.91,281,11
149,150,150,Gary Woodland,95,3.89,334,13
150,T151,T151,Tyler Aldridge,83,3.83,261,10
151,T151,T151,Jerry Kelly,76,3.83,261,10
152,153,153,Webb Simpson,70,3.81,236,9
153,T154,T154,Chesson Hadley,81,3.75,240,9
154,T154,T154,Brendan Steele,88,3.75,293,11
155,156,156,Bronson Burgoon,83,3.7,270,10
156,157,157,Scott Brown,88,3.69,271,10
157,T158,T158,Greg Owen,85,3.68,272,10
158,T158,T158,Cameron Tringale,81,3.68,272,10
159,160,160,Justin Rose,65,3.63,193,7
160,161,161,Brian Harman,104,3.62,359,13
161,162,162,Marc Leishman,89,3.52,256,9
162,163,163,Brandt Snedeker,93,3.49,315,11
163,164,164,Hideki Matsuyama,76,3.47,202,7
164,165,165,Rickie Fowler,80,3.44,291,10
165,166,166,Whee Kim,82,3.42,263,9
166,167,167,Troy Merritt,77,3.36,238,8
167,168,168,Sung Kang,89,3.33,330,11
168,169,169,Russell Knox,92,3.32,271,9
169,170,170,Tyrone Van Aswegen,105,3.3,333,11
170,T171,T171,Chris Kirk,90,3.23,279,9
171,T171,T171,Willy Wilcox,67,3.23,217,7
172,173,173,Brendon de Jonge,83,3.2,281,9
173,174,174,Steve Marino,72,3.1,226,7
174,175,175,Keegan Bradley,82,2.8,250,7
175,176,176,Abraham Ancer,51,2.74,146,4
176,177,177,Bill Haas,86,2.64,303,8
177,178,178,Charl Schwartzel,73,2.62,229,6
178,T179,T179,Kelly Kraft,63,2.37,169,4
179,T179,T179,Scott Stallings,74,2.37,211,5
180,181,181,Jason Bohn,67,2.31,216,5
181,182,182,Stewart Cink,61,2.17,230,5
182,183,183,Geoff Ogilvy,63,2.13,188,4
183,184,184,Anirban Lahiri,72,1.2,166,2
184,185,185,Graeme McDowell,63,0.56,180,1
