,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
68,T60,T60,Peter Malnati,85,16,560,2.9
69,T60,T60,Francesco Molinari,64,16,390,4.1
70,T60,T60,Dicky Pride,55,16,315,5.1
71,T60,T60,Adam Scott,79,16,382,4.2
72,T60,T60,Kevin Streelman,82,16,409,3.9
73,T74,T74,Stuart Appleby,71,15,521,2.9
74,T74,T74,Jason Gore,78,15,413,3.6
75,T74,T74,Brian Harman,104,15,690,2.2
76,T74,T74,Matt Jones,83,15,424,3.5
77,T74,T74,Will MacKenzie,84,15,444,3.4
78,T74,T74,Bubba Watson,72,15,331,4.5
79,T74,T74,Tim Wilkinson,72,15,379,4.0
80,T74,T74,Mark Wilson,66,15,371,4.0
81,T74,T74,Gary Woodland,95,15,518,2.9
82,T83,T83,Steven Bowditch,71,14,421,3.3
83,T83,T83,Paul Casey,77,14,392,3.6
84,T83,T83,Jon Curran,99,14,641,2.2
85,T83,T83,Robert Garrigus,69,14,371,3.8
86,T83,T83,Andres Gonzales,80,14,430,3.3
87,T83,T83,Morgan Hoffmann,71,14,439,3.2
88,T83,T83,Tom Hoge,81,14,468,3.0
89,T83,T83,John Huh,86,14,533,2.6
90,T83,T83,Billy Hurley III,66,14,457,3.1
91,T83,T83,Hiroshi Iwata,85,14,496,2.8
92,T83,T83,Sung Kang,89,14,528,2.7
93,T83,T83,Andrew Loupe,75,14,494,2.8
94,T83,T83,Ryan Palmer,86,14,558,2.5
95,T83,T83,Scott Piercy,87,14,426,3.3
96,T83,T83,D.A. Points,55,14,268,5.2
97,T83,T83,Patrick Rodgers,89,14,459,3.1
98,T83,T83,Vijay Singh,72,14,466,3.0
99,T83,T83,Shawn Stefani,91,14,509,2.8
100,T83,T83,Chris Stroud,82,14,486,2.9
101,T83,T83,Brian Stuard,66,14,437,3.2
102,T83,T83,Nick Taylor,83,14,460,3.0
103,T104,T104,Tyler Aldridge,83,13,450,2.9
104,T104,T104,Jonas Blixt,79,13,528,2.5
105,T104,T104,Kevin Chappell,93,13,531,2.4
106,T104,T104,Ben Crane,80,13,477,2.7
107,T104,T104,Lucas Glover,75,13,437,3.0
108,T104,T104,Scott Langley,65,13,368,3.5
109,T104,T104,Rory McIlroy,69,13,353,3.7
110,T104,T104,Bryce Molder,80,13,525,2.5
111,T104,T104,Jeff Overton,69,13,411,3.2
112,T104,T104,Wes Roach,59,13,317,4.1
113,T104,T104,Sam Saunders,69,13,368,3.5
114,T104,T104,Vaughn Taylor,72,13,464,2.8
115,T104,T104,Justin Thomas,99,13,510,2.5
116,T117,T117,Graham DeLaet,70,12,392,3.1
117,T117,T117,Jerry Kelly,76,12,402,3.0
118,T117,T117,Marc Leishman,89,12,464,2.6
119,T117,T117,David Lingmerth,84,12,438,2.7
120,T117,T117,Shane Lowry,57,12,250,4.8
121,T117,T117,George McNeill,51,12,315,3.8
122,T117,T117,Phil Mickelson,75,12,466,2.6
123,T117,T117,Seung-Yul Noh,85,12,500,2.4
124,T117,T117,Rob Oppenheim,67,12,364,3.3
125,T117,T117,Brandt Snedeker,93,12,553,2.2
126,T117,T117,Brendan Steele,88,12,434,2.8
127,T117,T117,Steve Stricker,53,12,344,3.5
128,T117,T117,Brendon Todd,66,12,437,2.7
129,T117,T117,Tyrone Van Aswegen,105,12,628,1.9
130,T131,T131,Thomas Aiken,70,11,306,3.6
131,T131,T131,Scott Brown,88,11,486,2.3
132,T131,T131,Bronson Burgoon,83,11,436,2.5
133,T131,T131,Chesson Hadley,81,11,459,2.4
134,T131,T131,Whee Kim,82,11,439,2.5
135,T131,T131,Chris Kirk,90,11,555,2.0
136,T131,T131,Russell Knox,92,11,453,2.4
137,T131,T131,Carlos Ortiz,79,11,410,2.7
138,T131,T131,Cameron Smith,73,11,327,3.4
139,T131,T131,Cameron Tringale,81,11,502,2.2
140,T131,T131,Dawie van der Walt,72,11,358,3.1
141,T142,T142,Ángel Cabrera,62,10,333,3.0
142,T142,T142,Alex Cejka,71,10,357,2.8
143,T142,T142,Chad Collins,73,10,462,2.2
144,T142,T142,Brendon de Jonge,83,10,436,2.3
145,T142,T142,Luke Donald,81,10,417,2.4
146,T142,T142,Ken Duke,58,10,352,2.8
147,T142,T142,Rickie Fowler,80,10,433,2.3
148,T142,T142,Jim Furyk,52,10,277,3.6
149,T142,T142,Retief Goosen,55,10,365,2.7
150,T142,T142,Dustin Johnson,87,10,484,2.1
151,T142,T142,Steve Marino,72,10,377,2.7
152,T142,T142,Henrik Norlander,71,10,358,2.8
153,T142,T142,Louis Oosthuizen,63,10,275,3.6
154,T142,T142,Greg Owen,85,10,422,2.4
155,T142,T142,Martin Piller,59,10,331,3.0
156,T142,T142,Justin Rose,65,10,349,2.9
157,T142,T142,Rory Sabbatini,57,10,260,3.8
158,T159,T159,Robert Allenby,51,9,258,3.5
159,T159,T159,Rhein Gibson,58,9,296,3.0
160,T159,T159,Hunter Mahan,61,9,359,2.5
161,T159,T159,Troy Merritt,77,9,478,1.9
162,T159,T159,Rod Pampling,54,9,256,3.5
163,T159,T159,Webb Simpson,70,9,394,2.3
164,T159,T159,David Toms,62,9,380,2.4
165,T166,T166,Keegan Bradley,82,8,405,2.0
166,T166,T166,Erik Compton,65,8,362,2.2
167,T166,T166,Branden Grace,63,8,296,2.7
168,T166,T166,Bill Haas,86,8,416,1.9
169,T166,T166,Padraig Harrington,54,8,315,2.5
170,T166,T166,D.H. Lee,61,8,330,2.4
171,T166,T166,Charl Schwartzel,73,8,407,2.0
172,T166,T166,Willy Wilcox,67,8,411,1.9
173,T174,T174,Derek Ernst,59,7,292,2.4
174,T174,T174,Hideki Matsuyama,76,7,427,1.6
175,T176,T176,Abraham Ancer,51,6,252,2.4
176,T176,T176,Stewart Cink,61,6,294,2.0
177,T176,T176,Sergio Garcia,54,6,199,3.0
178,T176,T176,Andrew Landry,53,6,246,2.4
179,T180,T180,Jason Bohn,67,5,419,1.2
180,T180,T180,Kelly Kraft,63,5,311,1.6
181,T180,T180,Geoff Ogilvy,63,5,336,1.5
182,T180,T180,Scott Stallings,74,5,431,1.2
183,T184,T184,Anirban Lahiri,72,3,352,0.9
184,T184,T184,Graeme McDowell,63,3,305,1.0
