,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
52,T49,T49,Andrew Landry,53,"10' 0""",1032.417,103,36,"7"""
53,T49,T49,Ryan Moore,86,"10' 0""",2316.917,231,44,"2"""
54,T49,T49,D.A. Points,55,"10' 0""",1315.4170000000001,131,50,"4"""
55,T49,T49,Wes Roach,59,"10' 0""",1466.1670000000001,147,52,"10"""
56,T49,T49,Sam Saunders,69,"10' 0""",1670.1670000000001,167,45,"6"""
57,T49,T49,Boo Weekley,83,"10' 0""",2510.5,251,61,"1"""
58,T59,T59,Ben Crane,80,"9' 11""",1996.3329999999999,202,50,"2"""
59,T59,T59,Derek Fathauer,94,"9' 11""",2384.75,241,44,"2"""
60,T59,T59,Jason Gore,78,"9' 11""",1823.5829999999999,184,44,"3"""
61,T59,T59,Jim Herman,93,"9' 11""",2109.583,213,65,"2"""
62,T59,T59,Billy Hurley III,66,"9' 11""",1922.0829999999999,194,59,"2"""
63,T59,T59,Kevin Kisner,97,"9' 11""",2630.833,265,50,"2"""
64,T59,T59,Vijay Singh,72,"9' 11""",2155.5,217,60,"2"""
65,T59,T59,Kyle Stanley,92,"9' 11""",2596.667,262,46,"1"""
66,T59,T59,Camilo Villegas,83,"9' 11""",2100.083,211,53,"3"""
67,T68,T68,Blayne Barber,84,"9' 10""",2485.75,252,52,"2"""
68,T68,T68,Ángel Cabrera,62,"9' 10""",1451.3329999999999,147,52,"3"""
69,T68,T68,David Hearn,95,"9' 10""",2633.25,268,43,"8"""
70,T68,T68,D.H. Lee,61,"9' 10""",1349.9170000000001,137,41,"10"""
71,T68,T68,Brian Stuard,66,"9' 10""",1900.0,193,43,"2"""
72,T68,T68,Steve Wheatcroft,85,"9' 10""",2227.833,226,49,"2"""
73,T74,T74,Alex Cejka,71,"9' 9""",1677.5829999999999,172,85,"3"""
74,T74,T74,Chad Collins,73,"9' 9""",1830.75,188,53,"3"""
75,T74,T74,Jon Curran,99,"9' 9""",2682.583,276,48,"2"""
76,T74,T74,Billy Horschel,73,"9' 9""",2069.75,213,53,"3"""
77,T74,T74,Brooks Koepka,75,"9' 9""",2394.0,245,42,"3"""
78,T74,T74,Matt Kuchar,100,"9' 9""",2927.583,300,50,"2"""
79,T74,T74,David Lingmerth,84,"9' 9""",1907.6670000000001,196,39,"6"""
80,T74,T74,Greg Owen,85,"9' 9""",2138.0,219,57,"3"""
81,T74,T74,Tim Wilkinson,72,"9' 9""",1721.4170000000001,176,42,"1"""
82,T83,T83,Steven Bowditch,71,"9' 8""",1522.9170000000001,158,50,"6"""
83,T83,T83,Chad Campbell,90,"9' 8""",2532.0,261,53,"3"""
84,T83,T83,Martin Piller,59,"9' 8""",1331.9170000000001,138,44,"10"""
85,T83,T83,Rory Sabbatini,57,"9' 8""",1129.083,117,58,"9"""
86,T83,T83,Kevin Streelman,82,"9' 8""",2079.417,215,66,"5"""
87,T88,T88,Paul Casey,77,"9' 7""",1940.5,203,49,"4"""
88,T88,T88,Hiroshi Iwata,85,"9' 7""",1837.9170000000001,192,57,"4"""
89,T88,T88,Spencer Levin,104,"9' 7""",2555.417,266,39,"3"""
90,T88,T88,Patrick Rodgers,89,"9' 7""",2365.083,246,55,"2"""
91,T88,T88,Adam Scott,79,"9' 7""",2099.167,220,60,"4"""
92,T93,T93,Bronson Burgoon,83,"9' 6""",1848.3329999999999,195,57,"4"""
93,T93,T93,Luke Donald,81,"9' 6""",1671.3329999999999,176,48,"2"""
94,T93,T93,Robert Garrigus,69,"9' 6""",2050.5,215,51,"1"""
95,T93,T93,Fabián Gómez,82,"9' 6""",2381.167,251,38,"3"""
96,T93,T93,Adam Hadwin,93,"9' 6""",3053.5,322,54,"1"""
97,T93,T93,Russell Knox,92,"9' 6""",2067.083,218,67,"4"""
98,T93,T93,Will MacKenzie,84,"9' 6""",1982.8329999999999,209,37,"5"""
99,T93,T93,Jeff Overton,69,"9' 6""",1637.25,172,41,"7"""
100,T93,T93,Brett Stegmaier,87,"9' 6""",2293.167,241,65,"2"""
101,T93,T93,Cameron Tringale,81,"9' 6""",2263.5,238,49,"4"""
102,T93,T93,Dawie van der Walt,72,"9' 6""",1686.8329999999999,178,64,"3"""
103,T104,T104,Ken Duke,58,"9' 5""",1417.5,150,43,"3"""
104,T104,T104,Hideki Matsuyama,76,"9' 5""",2218.5,236,43,"8"""
105,T104,T104,Seung-Yul Noh,85,"9' 5""",2200.167,233,46,"2"""
106,T104,T104,Hudson Swafford,104,"9' 5""",3151.333,334,56,"1"""
107,T108,T108,Stuart Appleby,71,"9' 4""",1994.5829999999999,214,47,"2"""
108,T108,T108,Daniel Berger,92,"9' 4""",2366.417,253,41,"1"""
109,T108,T108,Scott Brown,88,"9' 4""",2090.167,224,45,"4"""
110,T108,T108,John Huh,86,"9' 4""",2255.667,242,50,"5"""
111,T108,T108,Danny Lee,93,"9' 4""",2251.75,242,40,"3"""
112,T108,T108,Hunter Mahan,61,"9' 4""",1451.9170000000001,155,46,"3"""
113,T108,T108,Brandt Snedeker,93,"9' 4""",2566.0,276,52,"4"""
114,T115,T115,Jason Bohn,67,"9' 3""",1916.3329999999999,207,31,"8"""
115,T115,T115,Lucas Glover,75,"9' 3""",2223.583,241,53,"3"""
116,T115,T115,Chesson Hadley,81,"9' 3""",2076.25,225,56,"1"""
117,T115,T115,Morgan Hoffmann,71,"9' 3""",1885.5,204,52,"3"""
118,T115,T115,Smylie Kaufman,91,"9' 3""",2434.583,264,47,"3"""
119,T115,T115,Scott Piercy,87,"9' 3""",1996.9170000000001,216,64,"2"""
120,T115,T115,Charl Schwartzel,73,"9' 3""",1925.3329999999999,209,64,"3"""
121,T115,T115,Nick Taylor,83,"9' 3""",1969.1670000000001,212,57,"2"""
122,T123,T123,Aaron Baddeley,93,"9' 2""",2270.417,247,40,"2"""
123,T123,T123,Ricky Barnes,97,"9' 2""",2653.333,290,42,"2"""
124,T123,T123,Jonas Blixt,79,"9' 2""",2172.0,237,54,"2"""
125,T123,T123,James Hahn,85,"9' 2""",2060.75,224,50,"6"""
126,T123,T123,Brian Harman,104,"9' 2""",2839.417,311,41,"3"""
127,T123,T123,J.B. Holmes,77,"9' 2""",2165.667,236,49,"4"""
128,T123,T123,Jason Kokrak,89,"9' 2""",2360.0,258,53,"3"""
129,T123,T123,Jamie Lovemark,91,"9' 2""",2733.667,297,51,"4"""
130,T123,T123,Rory McIlroy,69,"9' 2""",1907.4170000000001,209,80,"2"""
131,T123,T123,Sean O'Hair,89,"9' 2""",2875.167,314,46,"5"""
132,T123,T123,Patrick Reed,105,"9' 2""",2525.667,276,49,"1"""
133,T123,T123,Webb Simpson,70,"9' 2""",1922.5,209,35,"6"""
134,T123,T123,Shawn Stefani,91,"9' 2""",2016.8329999999999,221,45,"1"""
135,T136,T136,Tyler Aldridge,83,"9' 1""",1873.9170000000001,206,45,"2"""
136,T136,T136,Abraham Ancer,51,"9' 1""",1062.417,117,43,"2"""
137,T136,T136,Brendon de Jonge,83,"9' 1""",1828.0,201,36,"3"""
138,T136,T136,Rhein Gibson,58,"9' 1""",1289.333,142,36,"2"""
139,T136,T136,Luke List,79,"9' 1""",2077.833,229,54,"4"""
140,T136,T136,Cameron Smith,73,"9' 1""",1333.6670000000001,147,35,"3"""
141,T142,T142,Roberto Castro,97,"9' 0""",2630.833,292,55,"2"""
142,T142,T142,Kevin Chappell,93,"9' 0""",2302.417,257,60,"3"""
143,T142,T142,Tony Finau,95,"9' 0""",2421.75,269,40,"2"""
144,T142,T142,Emiliano Grillo,93,"9' 0""",2457.583,272,49,"2"""
145,T142,T142,Bill Haas,86,"9' 0""",1698.9170000000001,189,45,"4"""
146,T142,T142,Whee Kim,82,"9' 0""",1747.0,194,50,"3"""
147,T142,T142,Marc Leishman,89,"9' 0""",1923.5,214,56,"2"""
148,T142,T142,Andrew Loupe,75,"9' 0""",2204.25,246,42,"1"""
149,T142,T142,Brendan Steele,88,"9' 0""",2045.75,228,77,"7"""
150,T151,T151,Thomas Aiken,70,"8' 11""",1399.6670000000001,157,41,"4"""
151,T151,T151,Sung Kang,89,"8' 11""",2074.25,233,62,"1"""
152,T151,T151,Si Woo Kim,113,"8' 11""",2993.167,335,54,"2"""
153,T151,T151,Chris Kirk,90,"8' 11""",2247.5,251,57,"2"""
154,T151,T151,Martin Laird,82,"8' 11""",2202.917,248,55,"2"""
155,T151,T151,Phil Mickelson,75,"8' 11""",2021.0,227,52,"3"""
156,T151,T151,Willy Wilcox,67,"8' 11""",1620.75,181,45,"9"""
157,T158,T158,Erik Compton,65,"8' 10""",1258.5,142,46,"3"""
158,T158,T158,Ryan Palmer,86,"8' 10""",2631.25,297,51,"1"""
159,T158,T158,Tyrone Van Aswegen,105,"8' 10""",2447.5,276,60,"4"""
160,T161,T161,Sergio Garcia,54,"8' 9""",938.75,107,31,"2"""
161,T161,T161,Branden Grace,63,"8' 9""",1186.667,136,33,"9"""
162,T161,T161,Padraig Harrington,54,"8' 9""",1178.917,135,54,"3"""
163,T161,T161,Kelly Kraft,63,"8' 9""",1352.1670000000001,154,42,"6"""
164,T161,T161,Steve Marino,72,"8' 9""",1618.5,185,48,"2"""
165,T161,T161,Justin Thomas,99,"8' 9""",2283.417,262,54,"3"""
166,T161,T161,Bubba Watson,72,"8' 9""",1683.8329999999999,192,58,"2"""
167,T168,T168,Graham DeLaet,70,"8' 8""",1831.1670000000001,211,45,"5"""
168,T168,T168,Jerry Kelly,76,"8' 8""",1493.8329999999999,172,38,"8"""
169,T168,T168,Justin Rose,65,"8' 8""",1619.5,186,56,"3"""
170,T171,T171,Derek Ernst,59,"8' 7""",1133.083,132,42,"1"""
171,T171,T171,Troy Merritt,77,"8' 7""",1896.4170000000001,221,52,"6"""
172,T171,T171,Jimmy Walker,85,"8' 7""",2345.917,274,61,"2"""
173,T174,T174,Stewart Cink,61,"8' 6""",1300.083,153,45,"1"""
174,T174,T174,Geoff Ogilvy,63,"8' 6""",1263.25,148,47,"3"""
175,T174,T174,Harold Varner III,92,"8' 6""",2330.833,274,44,"1"""
176,177,177,Carlos Ortiz,79,"8' 5""",1708.5,202,39,"2"""
177,T178,T178,Rickie Fowler,80,"8' 4""",1975.0829999999999,237,45,"3"""
178,T178,T178,Dustin Johnson,87,"8' 4""",2303.75,276,69,"4"""
179,T178,T178,Anirban Lahiri,72,"8' 4""",1331.0,160,32,"4"""
180,T178,T178,Scott Stallings,74,"8' 4""",1683.75,202,44,"1"""
181,T178,T178,Vaughn Taylor,72,"8' 4""",1876.4170000000001,225,56,"2"""
182,183,183,Keegan Bradley,82,"8' 3""",1811.9170000000001,220,49,"2"""
183,T184,T184,Graeme McDowell,63,"8' 1""",1150.417,143,25,"7"""
184,T184,T184,Gary Woodland,95,"8' 1""",2174.083,269,48,"2"""
