,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
121,122,122,Branden Grace,63,28.43,205,721
122,T123,T123,Steve Marino,72,28.38,229,807
123,T123,T123,Brendan Steele,88,28.38,294,1036
124,125,125,Roberto Castro,97,28.37,341,1202
125,126,126,D.H. Lee,61,28.34,174,614
126,127,127,Russell Knox,92,28.32,316,1116
127,128,128,Scott Stallings,74,28.28,235,831
128,129,129,Tom Hoge,81,28.26,243,860
129,130,130,Dawie van der Walt,72,28.23,236,836
130,131,131,Chez Reavie,90,28.18,295,1047
131,132,132,Kyle Stanley,92,28.16,303,1076
132,133,133,Kevin Streelman,82,28.12,286,1017
133,134,134,John Senden,88,28.08,299,1065
134,135,135,David Hearn,95,28.03,326,1163
135,136,136,Chris Kirk,90,28.02,274,978
136,T137,T137,Erik Compton,65,28.01,186,664
137,T137,T137,Henrik Norlander,71,28.01,230,821
138,139,139,Brian Stuard,66,27.96,210,751
139,140,140,Tyrone Van Aswegen,105,27.92,332,1189
140,141,141,Shane Lowry,57,27.88,174,624
141,142,142,Dicky Pride,55,27.85,161,578
142,143,143,George McNeill,51,27.84,164,589
143,144,144,James Hahn,85,27.79,274,986
144,145,145,Russell Henley,76,27.76,259,933
145,146,146,Johnson Wagner,86,27.66,296,1070
146,147,147,Chad Campbell,90,27.59,304,1102
147,148,148,Abraham Ancer,51,27.58,147,533
148,149,149,Brett Stegmaier,87,27.52,281,1021
149,150,150,Louis Oosthuizen,63,27.49,188,684
150,T151,T151,Keegan Bradley,82,27.46,282,1027
151,T151,T151,Stewart Cink,61,27.46,212,772
152,153,153,Andrew Landry,53,27.42,156,569
153,154,154,Brendon Todd,66,27.36,168,614
154,155,155,Francesco Molinari,64,27.25,203,745
155,156,156,Colt Knost,90,27.21,274,1007
156,157,157,Zac Blair,99,27.14,289,1065
157,158,158,Tyler Aldridge,83,27.13,252,929
158,159,159,Jim Herman,93,27.06,296,1094
159,160,160,Will MacKenzie,84,26.99,258,956
160,161,161,Greg Owen,85,26.9,273,1015
161,162,162,Rhein Gibson,58,26.89,178,662
162,163,163,Robert Streb,87,26.85,268,998
163,164,164,Brendon de Jonge,83,26.78,256,956
164,165,165,Bronson Burgoon,83,26.65,250,938
165,166,166,Rob Oppenheim,67,26.64,191,717
166,167,167,Jeff Overton,69,26.51,198,747
167,168,168,Ángel Cabrera,62,26.46,186,703
168,169,169,John Huh,86,26.39,266,1008
169,170,170,Whee Kim,82,26.38,243,921
170,171,171,Martin Piller,59,26.14,172,658
171,172,172,Chad Collins,73,25.95,212,817
172,173,173,Luke Donald,81,25.93,244,941
173,174,174,Jerry Kelly,76,25.85,235,909
174,175,175,Scott Langley,65,25.83,187,724
175,176,176,David Toms,62,25.58,187,731
176,177,177,Rod Pampling,54,25.57,147,575
177,178,178,Derek Ernst,59,25.48,173,679
178,179,179,Shawn Stefani,91,25.43,264,1038
179,180,180,Thomas Aiken,70,25.21,209,829
180,181,181,Bill Haas,86,25.1,248,988
181,182,182,Mark Wilson,66,25.0,181,724
182,183,183,Jim Furyk,52,24.29,155,638
183,184,184,Robert Allenby,51,23.29,136,584
184,185,185,J.J. Henry,68,21.88,175,800
