,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
60,T61,T61,Branden Grace,63,8.29,15,181,91.7
61,T61,T61,Tim Wilkinson,72,8.29,17,205,91.7
62,63,63,Vijay Singh,72,8.3,22,265,91.7
63,64,64,Camilo Villegas,83,8.31,26,313,91.6
64,65,65,Tony Finau,95,8.36,30,359,91.6
65,66,66,Patrick Reed,105,8.39,26,310,91.6
66,67,67,Willy Wilcox,67,8.47,20,236,91.5
67,68,68,Sam Saunders,69,8.49,18,212,91.5
68,69,69,Freddie Jacobson,86,8.6,27,314,91.4
69,70,70,Zach Johnson,90,8.62,25,290,91.3
70,71,71,Luke Guthrie,57,8.63,17,197,91.3
71,72,72,J.J. Henry,68,8.7,28,322,91.3
72,73,73,Peter Malnati,85,8.72,26,298,91.2
73,74,74,Geoff Ogilvy,63,8.74,18,206,91.2
74,75,75,Bubba Watson,72,8.8,19,216,91.2
75,76,76,Ernie Els,66,8.82,21,238,91.1
76,77,77,Derek Fathauer,94,8.9,25,281,91.1
77,78,78,Si Woo Kim,113,8.91,36,404,91.0
78,79,79,Aaron Baddeley,93,8.92,28,314,91.0
79,80,80,Bill Haas,86,8.95,28,313,91.0
80,81,81,Thomas Aiken,70,8.97,21,234,91.0
81,82,82,Scott Langley,65,8.98,22,245,91.0
82,T83,T83,Chad Collins,73,9.02,23,255,90.9
83,T83,T83,Johnson Wagner,86,9.02,34,377,90.9
84,85,85,Troy Merritt,77,9.06,23,254,90.9
85,86,86,Anirban Lahiri,72,9.09,17,187,90.9
86,87,87,Sung Kang,89,9.12,32,351,90.8
87,88,88,Brendan Steele,88,9.15,29,317,90.8
88,89,89,Kevin Streelman,82,9.16,25,273,90.8
89,90,90,Mark Hubbard,101,9.17,31,338,90.8
90,T91,T91,James Hahn,85,9.21,29,315,90.7
91,T91,T91,Seung-Yul Noh,85,9.21,28,304,90.7
92,T93,T93,John Huh,86,9.25,31,335,90.7
93,T93,T93,Nick Taylor,83,9.25,26,281,90.7
94,95,95,Lucas Glover,75,9.27,28,302,90.7
95,96,96,Rod Pampling,54,9.29,13,140,90.7
96,97,97,Dustin Johnson,87,9.33,21,225,90.6
97,98,98,Jamie Lovemark,91,9.34,34,364,90.6
98,99,99,Paul Casey,77,9.39,26,277,90.6
99,100,100,Zac Blair,99,9.41,35,372,90.5
100,101,101,Martin Laird,82,9.42,34,361,90.5
101,102,102,Jason Kokrak,89,9.44,34,360,90.5
102,103,103,Keegan Bradley,82,9.51,25,263,90.4
103,T104,T104,Billy Horschel,73,9.58,25,261,90.4
104,T104,T104,Shane Lowry,57,9.58,16,167,90.4
105,106,106,Dawie van der Walt,72,9.6,24,250,90.4
106,107,107,Jimmy Walker,85,9.63,29,301,90.3
107,108,108,Blayne Barber,84,9.68,33,341,90.3
108,T109,T109,Bronson Burgoon,83,9.69,28,289,90.3
109,T109,T109,Sean O'Hair,89,9.69,37,382,90.3
110,111,111,Robert Allenby,51,9.71,17,175,90.2
111,T112,T112,Carlos Ortiz,79,9.76,24,246,90.2
112,T112,T112,Webb Simpson,70,9.76,24,246,90.2
113,114,114,Morgan Hoffmann,71,9.81,26,265,90.1
114,T115,T115,Abraham Ancer,51,9.82,16,163,90.1
115,T115,T115,Brian Harman,104,9.82,38,387,90.1
116,117,117,David Toms,62,9.83,23,234,90.1
117,118,118,Hudson Swafford,104,9.86,41,416,90.1
118,119,119,Chad Campbell,90,9.92,35,353,90.0
119,T120,T120,Jonas Blixt,79,10.0,27,270,90.0
120,T120,T120,Sergio Garcia,54,10.0,14,140,90.0
121,T120,T120,Chesson Hadley,81,10.0,26,260,90.0
122,T120,T120,Tom Hoge,81,10.0,22,220,90.0
123,T120,T120,Justin Rose,65,10.0,21,210,90.0
124,125,125,Michael Kim,100,10.03,37,369,89.9
125,T126,T126,Scott Piercy,87,10.04,28,279,89.9
126,T126,T126,Scott Stallings,74,10.04,23,229,89.9
127,128,128,Rob Oppenheim,67,10.05,21,209,89.9
128,129,129,Patrick Rodgers,89,10.09,35,347,89.9
129,130,130,Justin Thomas,99,10.1,31,307,89.9
130,131,131,Cameron Smith,73,10.19,22,216,89.8
131,132,132,Hideki Matsuyama,76,10.23,22,215,89.7
132,133,133,Chris Kirk,90,10.26,31,302,89.7
133,134,134,Kyle Stanley,92,10.28,33,321,89.7
134,135,135,Ben Martin,92,10.29,36,350,89.7
135,136,136,Steven Bowditch,71,10.3,24,233,89.7
136,137,137,Brooks Koepka,75,10.33,25,242,89.6
137,138,138,Ángel Cabrera,62,10.45,21,201,89.5
138,139,139,Shawn Stefani,91,10.48,35,334,89.5
139,T140,T140,Charley Hoffman,91,10.49,30,286,89.5
140,T140,T140,Andrew Loupe,75,10.49,30,286,89.5
141,142,142,Will MacKenzie,84,10.51,27,257,89.4
142,143,143,Charl Schwartzel,73,10.66,26,244,89.3
143,144,144,Henrik Norlander,71,10.71,24,224,89.2
144,145,145,Andres Gonzales,80,10.74,32,298,89.2
145,146,146,Emiliano Grillo,93,10.86,38,350,89.1
146,147,147,Jason Gore,78,10.89,28,257,89.1
147,148,148,Robert Streb,87,10.96,33,301,89.0
148,149,149,Kevin Chappell,93,11.04,37,335,88.9
149,150,150,Graeme McDowell,63,11.05,21,190,88.9
150,T151,T151,Tyler Aldridge,83,11.11,31,279,88.8
151,T151,T151,Padraig Harrington,54,11.11,20,180,88.8
152,T151,T151,Brian Stuard,66,11.11,29,261,88.8
153,T151,T151,Cameron Tringale,81,11.11,33,297,88.8
154,155,155,George McNeill,51,11.17,21,188,88.8
155,156,156,Adam Scott,79,11.24,28,249,88.7
156,157,157,Boo Weekley,83,11.26,34,302,88.7
157,158,158,Steve Wheatcroft,85,11.31,37,327,88.6
158,159,159,Jason Dufner,105,11.53,37,321,88.4
159,160,160,Dicky Pride,55,11.63,20,172,88.3
160,161,161,Danny Lee,93,11.64,32,275,88.3
161,162,162,Graham DeLaet,70,11.67,30,257,88.3
162,163,163,Russell Knox,92,11.68,34,291,88.3
163,164,164,Ryan Palmer,86,11.71,37,316,88.2
164,165,165,Scott Pinckney,87,11.73,42,358,88.2
165,166,166,Chez Reavie,90,11.88,38,320,88.1
166,167,167,Mark Wilson,66,12.02,31,258,87.9
167,168,168,D.A. Points,55,12.03,19,158,87.9
168,169,169,Stewart Cink,61,12.05,30,249,87.9
169,170,170,Jim Herman,93,12.1,38,314,87.9
170,171,171,Fabián Gómez,82,12.15,39,321,87.8
171,172,172,Steve Marino,72,12.2,31,254,87.8
172,173,173,Rhein Gibson,58,12.26,26,212,87.7
173,174,174,Rory McIlroy,69,12.29,22,179,87.7
174,175,175,Tyrone Van Aswegen,105,12.71,45,354,87.2
175,176,176,Luke List,79,12.79,38,297,87.2
176,177,177,Michael Thompson,71,13.03,31,238,86.9
177,178,178,Ken Duke,58,13.37,23,172,86.6
178,179,179,Robert Garrigus,69,13.46,28,208,86.5
179,180,180,Greg Owen,85,13.75,40,291,86.2
180,181,181,Rory Sabbatini,57,13.79,24,174,86.2
181,182,182,Derek Ernst,59,14.46,24,166,85.5
182,183,183,J.B. Holmes,77,14.53,34,234,85.4
183,184,184,Jeff Overton,69,14.75,36,244,85.2
184,185,185,Harold Varner III,92,14.99,55,367,85.0
