,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
41,T42,T42,Jonas Blixt,79,270,528,51.1
42,T42,T42,Harris English,97,270,534,50.6
43,T42,T42,Jimmy Walker,85,270,529,51.0
44,45,45,Tony Finau,95,268,526,51.0
45,T46,T46,Fabián Gómez,82,264,539,49.0
46,T46,T46,Jim Herman,93,264,476,55.5
47,T46,T46,Martin Laird,82,264,481,54.9
48,T46,T46,Ben Martin,92,264,555,47.6
49,50,50,Patton Kizzire,93,263,525,50.1
50,51,51,Zach Johnson,90,262,542,48.3
51,52,52,Vaughn Taylor,72,260,464,56.0
52,53,53,Camilo Villegas,83,257,511,50.3
53,T54,T54,Freddie Jacobson,86,256,523,48.9
54,T54,T54,John Senden,88,256,518,49.4
55,56,56,Johnson Wagner,86,255,509,50.1
56,57,57,Kevin Kisner,97,254,539,47.1
57,58,58,Boo Weekley,83,253,484,52.3
58,T59,T59,Andrew Loupe,75,252,494,51.0
59,T59,T59,Seung-Yul Noh,85,252,500,50.4
60,T61,T61,Hiroshi Iwata,85,251,496,50.6
61,T61,T61,Nick Taylor,83,251,460,54.6
62,T63,T63,Danny Lee,93,250,497,50.3
63,T63,T63,Justin Thomas,99,250,510,49.0
64,T65,T65,K.J. Choi,73,249,489,50.9
65,T65,T65,Jhonattan Vegas,97,249,542,45.9
66,67,67,Brett Stegmaier,87,248,499,49.7
67,68,68,James Hahn,85,246,458,53.7
68,69,69,Ryan Moore,86,245,482,50.8
69,T70,T70,Jason Dufner,105,244,517,47.2
70,T70,T70,Jason Kokrak,89,244,470,51.9
71,T70,T70,Vijay Singh,72,244,466,52.4
72,73,73,Jordan Spieth,80,243,462,52.6
73,T74,T74,Scott Brown,88,242,486,49.8
74,T74,T74,Charley Hoffman,91,242,505,47.9
75,T76,T76,Daniel Berger,92,239,489,48.9
76,T76,T76,Billy Hurley III,66,239,457,52.3
77,T78,T78,Dustin Johnson,87,238,484,49.2
78,T78,T78,Smylie Kaufman,91,238,498,47.8
79,T80,T80,Will MacKenzie,84,237,444,53.4
80,T80,T80,Cameron Tringale,81,237,502,47.2
81,T82,T82,Troy Merritt,77,236,478,49.4
82,T82,T82,Phil Mickelson,75,236,466,50.6
83,T82,T82,Brendon Todd,66,236,437,54.0
84,T85,T85,Ben Crane,80,235,477,49.3
85,T85,T85,Tom Hoge,81,235,468,50.2
86,T85,T85,Scott Stallings,74,235,431,54.5
87,T88,T88,Chesson Hadley,81,234,459,51.0
88,T88,T88,Patrick Rodgers,89,234,459,51.0
89,T88,T88,Chris Stroud,82,234,486,48.1
90,T91,T91,Chad Collins,73,233,462,50.4
91,T91,T91,Russell Knox,92,233,453,51.4
92,T91,T91,Brian Stuard,66,233,437,53.3
93,94,94,Rickie Fowler,80,232,433,53.6
94,T95,T95,Blayne Barber,84,230,500,46.0
95,T95,T95,Bronson Burgoon,83,230,436,52.8
96,T95,T95,Matt Jones,83,230,424,54.2
97,T95,T95,David Lingmerth,84,230,438,52.5
98,T99,T99,Luke Donald,81,228,417,54.7
99,T99,T99,Marc Leishman,89,228,464,49.1
100,T99,T99,Scott Piercy,87,228,426,53.5
101,T102,T102,Emiliano Grillo,93,227,486,46.7
102,T102,T102,Whee Kim,82,227,439,51.7
103,104,104,Kevin Na,96,226,488,46.3
104,T105,T105,Lucas Glover,75,224,437,51.3
105,T105,T105,Willy Wilcox,67,224,411,54.5
106,T107,T107,Keegan Bradley,82,221,405,54.6
107,T107,T107,Morgan Hoffmann,71,221,439,50.3
108,T107,T107,J.B. Holmes,77,221,441,50.1
109,T107,T107,Francesco Molinari,64,221,390,56.7
110,T111,T111,Hideki Matsuyama,76,219,427,51.3
111,T111,T111,Greg Owen,85,219,422,51.9
112,113,113,Robert Streb,87,218,412,52.9
113,114,114,Jason Bohn,67,216,419,51.6
114,115,115,Jason Gore,78,215,413,52.1
115,T116,T116,Bill Haas,86,214,416,51.4
116,T116,T116,Jeff Overton,69,214,411,52.1
117,118,118,Russell Henley,76,213,467,45.6
118,T119,T119,Tyler Aldridge,83,212,450,47.1
119,T119,T119,Jerry Kelly,76,212,402,52.7
120,T119,T119,Kevin Streelman,82,212,409,51.8
121,122,122,Andres Gonzales,80,211,430,49.1
122,123,123,Brendon de Jonge,83,210,436,48.2
123,124,124,Scott Langley,65,209,368,56.8
124,T125,T125,Steven Bowditch,71,207,421,49.2
125,T125,T125,Ernie Els,66,207,418,49.5
126,127,127,Graham DeLaet,70,206,392,52.6
127,128,128,Charl Schwartzel,73,205,407,50.4
128,T129,T129,Carlos Ortiz,79,204,410,49.8
129,T129,T129,Brendan Steele,88,204,434,47.0
130,131,131,Scott Pinckney,87,202,455,44.4
131,T132,T132,Paul Casey,77,201,392,51.3
132,T132,T132,Retief Goosen,55,201,365,55.1
133,134,134,Erik Compton,65,199,362,55.0
134,135,135,Mark Wilson,66,198,371,53.4
135,136,136,Jason Day,76,197,436,45.2
136,137,137,Billy Horschel,73,196,390,50.3
137,138,138,Webb Simpson,70,193,394,49.0
138,139,139,Brooks Koepka,75,192,445,43.1
139,T140,T140,David Toms,62,191,380,50.3
140,T140,T140,Tim Wilkinson,72,191,379,50.4
141,142,142,Rob Oppenheim,67,190,364,52.2
142,T143,T143,Ken Duke,58,188,352,53.4
143,T143,T143,Adam Scott,79,188,382,49.2
144,T145,T145,Ángel Cabrera,62,186,333,55.9
145,T145,T145,Justin Rose,65,186,349,53.3
146,147,147,Rory McIlroy,69,185,353,52.4
147,148,148,Sam Saunders,69,184,368,50.0
148,149,149,Michael Thompson,71,182,354,51.4
149,T150,T150,Alex Cejka,71,181,357,50.7
150,T150,T150,Luke Guthrie,57,181,346,52.3
151,T150,T150,Padraig Harrington,54,181,315,57.5
152,T150,T150,Geoff Ogilvy,63,181,336,53.9
153,154,154,Dawie van der Walt,72,178,358,49.7
154,155,155,Anirban Lahiri,72,177,352,50.3
155,156,156,Steve Marino,72,175,377,46.4
156,T157,T157,Robert Garrigus,69,174,371,46.9
157,T157,T157,D.H. Lee,61,174,330,52.7
158,T159,T159,Hunter Mahan,61,173,359,48.2
159,T159,T159,Henrik Norlander,71,173,358,48.3
160,T159,T159,Bubba Watson,72,173,331,52.3
161,162,162,Cameron Smith,73,171,327,52.3
162,163,163,George McNeill,51,169,315,53.7
163,164,164,Steve Stricker,53,167,344,48.5
164,T165,T165,Branden Grace,63,166,296,56.1
165,T165,T165,J.J. Henry,68,166,346,48.0
166,T167,T167,Kelly Kraft,63,162,311,52.1
167,T167,T167,Martin Piller,59,162,331,48.9
168,169,169,Dicky Pride,55,160,315,50.8
169,170,170,Derek Ernst,59,158,292,54.1
170,171,171,Graeme McDowell,63,157,305,51.5
171,172,172,Wes Roach,59,155,317,48.9
172,173,173,Thomas Aiken,70,153,306,50.0
173,174,174,Rhein Gibson,58,149,296,50.3
174,175,175,Stewart Cink,61,148,294,50.3
175,176,176,Rod Pampling,54,147,256,57.4
176,T177,T177,Jim Furyk,52,143,277,51.6
177,T177,T177,D.A. Points,55,143,268,53.4
178,179,179,Louis Oosthuizen,63,138,275,50.2
179,180,180,Rory Sabbatini,57,136,260,52.3
180,181,181,Robert Allenby,51,133,258,51.6
181,T182,T182,Abraham Ancer,51,122,252,48.4
182,T182,T182,Shane Lowry,57,122,250,48.8
183,184,184,Andrew Landry,53,117,246,47.6
184,185,185,Sergio Garcia,54,98,199,49.2
