,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
60,T60,T60,Tyrone Van Aswegen,79,170.38,7837.38,46,176.12,159.33
61,T62,T62,Andres Romero,81,170.34,10390.75,61,176.08,161.89
62,T62,T62,John Senden,99,170.34,15501.21,91,177.4,162.79
63,64,64,Jim Herman,62,170.01,8160.68,48,175.19,157.72
64,65,65,Davis Love III,74,169.67,9671.05,57,174.06,162.88
65,66,66,Russell Henley,92,169.57,13395.98,79,174.51,164.66
66,67,67,Brendon de Jonge,109,169.47,16269.12,96,173.96,165.34
67,68,68,James Driscoll,71,169.28,8971.68,53,179.41,164.28
68,T69,T69,Morgan Hoffmann,103,169.21,15397.87,91,173.95,163.98
69,T69,T69,Camilo Villegas,95,169.21,15906.04,94,174.15,162.74
70,71,71,Geoff Ogilvy,84,169.18,12011.49,71,173.14,161.87
71,72,72,Gonzalo Fernandez-Castaño,83,169.16,12686.84,75,176.53,159.27
72,73,73,Josh Teater,90,169.11,13528.75,80,174.52,162.07
73,74,74,Brad Fritsch,50,169.04,6254.49,37,174.47,160.17
74,75,75,Hideki Matsuyama,82,168.94,11319.18,67,177.59,156.53
75,76,76,Tommy Gainey,73,168.88,10301.5,61,173.46,163.79
76,77,77,Justin Rose,70,168.79,9114.75,54,176.47,164.49
77,78,78,Michael Thompson,74,168.74,9955.46,59,173.43,161.97
78,79,79,Troy Matteson,62,168.68,8433.97,50,172.61,164.85
79,80,80,Pat Perez,84,168.61,12814.64,76,173.14,161.84
80,81,81,J.J. Henry,91,168.59,12644.25,75,174.06,162.17
81,82,82,Kevin Stadler,90,168.52,11290.73,67,176.8,162.35
82,83,83,Billy Horschel,92,168.47,11624.46,69,173.6,162.4
83,84,84,Bill Haas,107,168.31,13633.11,81,176.09,162.48
84,85,85,James Hahn,82,168.28,12284.72,73,176.62,154.79
85,86,86,Freddie Jacobson,91,167.98,13102.3,78,173.21,159.56
86,87,87,Carl Pettersson,91,167.97,15284.97,91,175.24,162.83
87,T88,T88,Luke Guthrie,85,167.79,13758.78,82,172.61,159.46
88,T88,T88,Boo Weekley,73,167.79,9228.28,55,173.66,159.97
89,90,90,Bo Van Pelt,83,167.73,12244.4,73,172.29,163.58
90,91,91,Sangmoon Bae,76,167.59,11395.95,68,172.24,160.31
91,92,92,Chesson Hadley,84,167.49,13399.04,80,171.89,162.53
92,93,93,Jonathan Byrd,76,167.16,11199.73,67,171.25,161.87
93,94,94,Erik Compton,88,167.13,13871.71,83,173.92,162.04
94,95,95,Matt Every,85,167.11,11196.27,67,172.16,158.14
95,96,96,Rory Sabbatini,82,167.09,11362.37,68,172.13,161.9
96,97,97,Kevin Streelman,79,166.71,11169.3,67,170.12,160.95
97,98,98,Hunter Mahan,88,166.53,12989.37,78,170.88,151.83
98,99,99,Jason Dufner,57,166.46,6991.4,42,171.19,161.9
99,100,100,David Lingmerth,80,166.38,11979.52,72,172.02,159.86
100,101,101,John Peterson,62,166.36,9814.95,59,176.17,158.42
101,102,102,Johnson Wagner,69,166.25,9642.39,58,172.93,160.54
102,103,103,Troy Merritt,62,166.21,10138.66,61,170.14,162.36
103,104,104,Ernie Els,85,166.19,10802.41,65,171.72,161.97
104,105,105,Will MacKenzie,82,166.12,13289.83,80,174.21,160.39
105,106,106,Jim Renner,61,166.07,8801.74,53,172.52,161.38
106,107,107,Ian Poulter,57,166.04,6973.56,42,169.34,160.02
107,108,108,Wes Roach,67,166.02,8964.82,54,172.38,156.55
108,109,109,Bud Cauley,56,165.86,8127.09,49,171.79,157.52
109,110,110,Brice Garnett,92,165.79,13594.81,82,171.43,160.74
110,111,111,Bronson La'Cassie,51,165.76,6630.24,40,171.76,160.36
111,112,112,Chris Kirk,105,165.73,14087.24,85,169.42,160.19
112,113,113,Scott Brown,100,165.72,13754.69,83,175.12,156.34
113,114,114,Kevin Kisner,85,165.68,12426.04,75,170.04,157.83
114,115,115,Jordan Spieth,102,165.55,14402.83,87,171.52,156.34
115,T116,T116,Chad Campbell,57,165.34,7605.51,46,171.49,161.92
116,T116,T116,Andrew Svoboda,77,165.34,12400.2,75,170.06,159.65
117,118,118,Robert Allenby,83,165.2,10572.88,64,169.12,160.49
118,119,119,Vijay Singh,83,165.18,12388.6,75,171.33,160.34
119,120,120,Retief Goosen,94,165.15,14533.55,88,170.45,155.85
120,121,121,John Merrick,87,164.87,12365.47,75,171.43,160.87
121,T122,T122,D.A. Points,75,164.68,8892.62,54,171.06,156.06
122,T122,T122,Nicholas Thompson,85,164.68,11692.18,71,167.72,160.28
123,T124,T124,Richard Lee,80,164.64,11360.0,69,169.91,156.46
124,T124,T124,Webb Simpson,87,164.64,12018.48,73,171.11,158.13
125,T126,T126,Jonas Blixt,64,164.63,6255.76,38,170.64,159.55
126,T126,T126,Jeff Overton,80,164.63,11359.43,69,170.57,159.64
127,128,128,Kevin Na,94,164.59,14319.47,87,169.1,157.23
128,129,129,Ryan Moore,86,164.36,11176.41,68,168.92,159.41
129,130,130,Briny Baird,50,164.2,6403.8,39,167.92,156.95
130,131,131,Russell Knox,92,163.94,15902.18,97,168.39,159.3
131,132,132,Cameron Tringale,111,163.85,17368.43,106,170.64,158.5
132,133,133,Danny Lee,84,163.59,11124.04,68,170.12,157.24
133,134,134,John Huh,87,163.55,11612.37,71,166.96,158.76
134,135,135,William McGirt,96,163.41,15524.4,95,168.03,157.69
135,136,136,Brandt Snedeker,89,163.23,10936.1,67,169.56,150.72
136,137,137,Luke Donald,57,163.11,6850.83,42,169.48,157.02
137,138,138,Y.E. Yang,79,162.92,10101.27,62,168.9,157.27
138,139,139,Chris Stroud,88,162.9,11891.88,73,167.5,157.67
139,140,140,Brian Harman,111,162.86,17425.61,107,169.36,154.46
140,141,141,Graeme McDowell,66,162.79,8139.62,50,166.59,157.1
141,142,142,Jim Furyk,84,162.78,12370.97,76,168.62,154.25
142,143,143,Roberto Castro,76,162.75,9764.93,60,168.78,158.1
143,144,144,Justin Hicks,103,162.67,16917.58,104,167.14,157.88
144,145,145,Greg Chalmers,85,162.45,13158.35,81,170.11,156.08
145,146,146,Daniel Summerhays,98,162.38,16237.82,100,170.32,156.52
146,147,147,Stuart Appleby,92,162.05,14746.44,91,168.55,150.63
147,148,148,Scott Langley,95,162.02,13447.81,83,167.52,153.14
148,149,149,Brian Stuard,91,161.99,13607.04,84,168.36,156.46
149,150,150,"Ted Potter, Jr.",68,161.8,10193.71,63,167.51,156.36
150,151,151,Bryce Molder,77,161.79,11163.31,69,165.72,155.34
151,152,152,Ken Duke,80,161.71,10187.51,63,168.51,155.77
152,153,153,Matt Kuchar,91,161.68,12934.34,80,165.82,156.7
153,154,154,Charlie Wi,72,161.51,10982.55,68,168.83,151.01
154,155,155,Woody Austin,63,161.46,9526.09,59,168.4,153.18
155,156,156,Jason Bohn,81,161.01,13524.98,84,166.45,155.62
156,157,157,Spencer Levin,59,160.94,8368.96,52,165.04,155.2
157,158,158,Chad Collins,78,160.73,9000.65,56,164.04,156.25
158,159,159,David Hearn,97,160.18,14736.42,92,165.78,154.47
159,160,160,Tim Wilkinson,86,160.09,12486.92,78,167.89,151.25
160,161,161,Brendon Todd,108,160.08,14727.46,92,165.0,147.35
161,162,162,Zach Johnson,97,159.84,14545.04,91,166.4,155.08
162,163,163,Billy Hurley III,86,159.36,12430.26,78,165.26,155.01
163,164,164,Jerry Kelly,80,158.73,11269.58,71,163.16,151.27
164,165,165,Ben Curtis,77,158.64,11104.65,70,164.34,149.08
165,166,166,K.J. Choi,80,158.56,11257.82,71,164.34,149.46
166,167,167,D.H. Lee,54,158.53,7768.06,49,165.23,146.06
167,168,168,Ben Crane,81,158.29,13454.25,85,168.32,154.11
168,169,169,Mark Wilson,69,158.23,9810.47,62,163.98,151.95
169,170,170,Brian Davis,93,158.16,14550.9,92,164.48,150.94
170,171,171,Mike Weir,69,157.77,8835.3,56,163.21,152.64
171,172,172,Heath Slocum,71,156.41,10010.24,64,161.73,150.41
172,173,173,Jeff Maggert,54,156.01,7020.39,45,160.42,152.24
173,174,174,Justin Leonard,75,154.94,10535.67,68,159.61,149.85
174,175,175,David Toms,64,154.39,8800.14,57,159.2,149.65
175,176,176,Tim Clark,75,153.55,10134.54,66,156.9,148.11
176,177,177,Brian Gay,81,153.51,9978.47,65,156.92,149.99
