,Spin_Rate_RANK THIS WEEK,Spin_Rate_RANK LAST WEEK,Spin_Rate_PLAYER NAME,Spin_Rate_ROUNDS,Spin_Rate_AVG.,Spin_Rate_TOTAL SPIN SPEED,Spin_Rate_TOTAL ATTEMPTS,Spin_Rate_HIGHEST SPIN RATE,Spin_Rate_LOWEST SPIN RATE
87,88,88,Charley Hoffman,93,2616.3,193609,74,3847,1878
88,89,89,Robert Garrigus,80,2615.1,156907,60,3985,1833
89,90,90,Graham DeLaet,80,2608.6,125214,48,3836,1793
90,91,91,John Huh,87,2603.9,174459,67,3402,1689
91,92,92,Brendan Steele,89,2603.6,182254,70,3903,1711
92,93,93,Seung-Yul Noh,92,2599.5,171566,66,3660,1535
93,94,94,Jim Renner,61,2598.4,116927,45,3304,1994
94,95,95,Charles Howell III,106,2598.3,231246,89,3908,1607
95,96,96,Troy Matteson,62,2596.0,124609,48,3913,1776
96,97,97,Justin Hicks,103,2593.6,241205,93,3607,1812
97,98,98,Y.E. Yang,79,2592.6,152966,59,3574,1822
98,99,99,Keegan Bradley,89,2591.7,137360,53,3585,1725
99,100,100,Erik Compton,88,2587.5,191476,74,3852,1563
100,101,101,Jamie Lovemark,64,2586.3,98278,38,3516,1879
101,102,102,Ben Curtis,77,2584.7,168004,65,3512,1880
102,103,103,Louis Oosthuizen,50,2584.4,59441,23,3775,1569
103,104,104,Johnson Wagner,69,2583.0,136901,53,3999,1674
104,105,105,Russell Henley,92,2573.1,182692,71,3942,1691
105,106,106,Kyle Stanley,87,2571.8,167164,65,3872,1692
106,107,107,Charlie Wi,72,2571.7,169734,66,3825,1650
107,108,108,Billy Horschel,92,2570.2,154211,60,3927,1704
108,109,109,Will MacKenzie,82,2570.0,182469,71,3643,1688
109,110,110,Phil Mickelson,71,2569.0,107898,42,3953,1760
110,111,111,Justin Rose,70,2567.0,133486,52,3724,2056
111,112,112,Spencer Levin,59,2563.0,120459,47,3898,1974
112,113,113,Martin Flores,85,2562.2,166545,65,3865,1711
113,114,114,Jason Dufner,57,2558.8,97236,38,3763,1999
114,115,115,Russell Knox,92,2557.1,202013,79,3707,1825
115,116,116,D.A. Points,75,2545.6,122188,48,3582,1791
116,117,117,Chris Stroud,88,2544.8,142507,56,3941,1692
117,118,118,Shawn Stefani,60,2543.6,127181,50,3621,1709
118,119,119,Nicholas Thompson,85,2542.4,165253,65,3997,1730
119,120,120,D.H. Lee,54,2538.8,116784,46,3952,1655
120,121,121,Jonas Blixt,64,2534.1,83624,33,3862,1631
121,122,122,Brandt Snedeker,89,2533.0,154513,61,3428,1776
122,123,123,Brice Garnett,92,2530.4,189782,75,3979,1800
123,124,124,Tyrone Van Aswegen,79,2523.9,93385,37,3852,1683
124,125,125,Lucas Glover,68,2523.5,113556,45,3557,1575
125,126,126,Camilo Villegas,95,2523.2,204382,81,3954,1828
126,127,127,Jason Kokrak,65,2521.2,133623,53,4451,1581
127,128,128,Chad Campbell,57,2519.5,110856,44,3422,1773
128,129,129,J.B. Holmes,86,2513.5,103052,41,3882,1780
129,130,130,Steven Bowditch,93,2511.3,170768,68,3808,1583
130,131,131,David Toms,64,2506.9,135370,54,3916,1782
131,132,132,John Merrick,87,2504.4,170301,68,3960,1759
132,133,133,Ryan Palmer,85,2492.6,147065,59,3950,1648
133,134,134,Scott Stallings,77,2491.3,144496,58,3439,1746
134,135,135,Jason Day,54,2481.9,69494,28,3323,1871
135,136,136,Brian Davis,93,2480.2,213297,86,3861,1843
136,137,137,Brendon Todd,108,2475.8,207965,84,3599,1834
137,138,138,Mark Wilson,69,2473.4,148403,60,3445,1807
138,139,139,Bud Cauley,56,2469.6,116071,47,3881,1769
139,140,140,Martin Laird,66,2465.9,108501,44,3438,1773
140,141,141,Justin Leonard,75,2464.1,165098,67,3664,1734
141,142,142,Dustin Johnson,58,2455.9,93323,38,3754,1782
142,143,143,Heath Slocum,71,2449.1,146947,60,3316,1591
143,144,144,Vijay Singh,83,2446.3,166348,68,3901,1719
144,145,145,K.J. Choi,80,2444.4,146665,60,3895,1792
145,146,146,Morgan Hoffmann,103,2441.2,192852,79,3977,1576
146,147,147,Matt Kuchar,91,2426.1,174682,72,3287,1689
147,148,148,Ryo Ishikawa,75,2424.0,106655,44,3963,1679
148,149,149,Ben Crane,81,2422.2,188934,78,3129,1542
149,150,150,Scott Brown,100,2415.2,173897,72,3403,1517
150,151,151,Andres Romero,81,2403.3,132179,55,3709,1612
151,152,152,Brian Harman,111,2403.0,233095,97,3950,1702
152,153,153,Carl Pettersson,91,2402.2,199381,83,3708,1686
153,154,154,Retief Goosen,94,2399.5,196762,82,3242,1519
154,155,155,Webb Simpson,87,2388.3,167178,70,3565,1707
155,156,156,Bo Van Pelt,83,2386.2,155102,65,3867,1681
156,157,157,Scott Langley,95,2385.4,155051,65,3894,1758
157,158,158,Rory McIlroy,66,2383.4,95336,40,3250,1592
158,159,159,Tim Wilkinson,86,2380.4,159485,67,3920,1727
159,160,160,Jerry Kelly,80,2368.3,132627,56,3635,1562
160,161,161,Jeff Overton,80,2357.9,150907,64,3958,1579
161,162,162,Chris Kirk,105,2355.9,169626,72,3863,1557
162,163,163,Ernie Els,85,2353.4,143558,61,3905,1572
163,164,164,Zach Johnson,97,2346.3,201782,86,3715,1581
164,165,165,David Hearn,97,2343.1,206189,88,3973,1631
165,166,166,Wes Roach,67,2342.1,126475,54,3388,1651
166,167,167,Brian Gay,81,2337.8,147281,63,3258,1670
167,168,168,Tommy Gainey,73,2337.1,114517,49,3865,1505
168,169,169,Robert Allenby,83,2337.0,116848,50,3998,1586
169,170,170,Chesson Hadley,84,2332.1,167914,72,4437,1581
170,171,171,Hunter Mahan,88,2301.5,172609,75,3204,1572
171,172,172,Jordan Spieth,102,2299.4,172456,75,4111,1543
172,173,173,Davis Love III,74,2273.9,120515,53,3404,1509
173,174,174,Tim Clark,75,2239.2,134349,60,3662,1615
174,175,175,Rory Sabbatini,82,2211.3,137102,62,3473,1508
175,176,176,Sean O'Hair,77,2211.1,119400,54,3947,1635
176,177,177,Jeff Maggert,54,2203.4,85932,39,3401,1658
