,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
104,105,105,Pat Perez,84,60.05,702,1169
105,T106,T106,Harris English,95,59.95,771,1286
106,T106,T106,Camilo Villegas,95,59.95,795,1326
107,T108,T108,Gonzalo Fernandez-Castaño,83,59.93,688,1148
108,T108,T108,Rickie Fowler,91,59.93,712,1188
109,T108,T108,Rory McIlroy,66,59.93,537,896
110,111,111,Justin Rose,70,59.92,568,948
111,112,112,David Lingmerth,80,59.83,633,1058
112,113,113,John Rollins,84,59.8,668,1117
113,114,114,Bronson La'Cassie,51,59.76,392,656
114,115,115,Chad Collins,78,59.67,614,1029
115,116,116,Robert Streb,75,59.62,592,993
116,T117,T117,Brendan Steele,89,59.51,707,1188
117,T117,T117,Tim Wilkinson,86,59.51,682,1146
118,T119,T119,Bryce Molder,77,59.49,605,1017
119,T119,T119,Gary Woodland,93,59.49,765,1286
120,T121,T121,Stewart Cink,91,59.45,755,1270
121,T121,T121,Charl Schwartzel,64,59.45,516,868
122,123,123,Freddie Jacobson,91,59.35,752,1267
123,124,124,Davis Love III,74,59.04,591,1001
124,125,125,Charlie Beljan,76,59.02,592,1003
125,126,126,Luke Guthrie,85,58.99,699,1185
126,127,127,Kevin Tway,64,58.95,494,838
127,128,128,Brice Garnett,92,58.91,724,1229
128,T129,T129,Carl Pettersson,91,58.79,746,1269
129,T129,T129,Jordan Spieth,102,58.79,806,1371
130,131,131,Jason Day,54,58.72,394,671
131,132,132,Charley Hoffman,93,58.69,760,1295
132,133,133,Ryan Palmer,85,58.55,695,1187
133,T134,T134,Greg Chalmers,85,58.51,660,1128
134,T134,T134,Geoff Ogilvy,84,58.51,653,1116
135,T136,T136,Trevor Immelman,84,58.5,654,1118
136,T136,T136,Matt Jones,83,58.5,678,1159
137,138,138,Erik Compton,88,58.48,717,1226
138,139,139,Ángel Cabrera,69,58.4,563,964
139,140,140,Phil Mickelson,71,58.01,576,993
140,141,141,Marc Leishman,81,57.97,647,1116
141,142,142,Tommy Gainey,73,57.92,556,960
142,143,143,Charlie Wi,72,57.74,563,975
143,144,144,Bud Cauley,56,57.54,450,782
144,145,145,Jeff Overton,80,57.36,608,1060
145,T146,T146,Robert Garrigus,80,57.18,637,1114
146,T146,T146,Dustin Johnson,58,57.18,458,801
147,148,148,Chesson Hadley,84,57.01,667,1170
148,149,149,Johnson Wagner,69,56.95,516,906
149,150,150,Brooks Koepka,56,56.91,445,782
150,151,151,Matt Every,85,56.72,671,1183
151,152,152,Martin Flores,85,56.71,672,1185
152,153,153,Jim Renner,61,56.5,465,823
153,154,154,Jonas Blixt,64,56.16,488,869
154,155,155,Scott Stallings,77,56.04,594,1060
155,156,156,Retief Goosen,94,55.9,701,1254
156,157,157,Jason Kokrak,65,55.64,503,904
157,158,158,Patrick Reed,92,55.59,701,1261
158,159,159,Rory Sabbatini,82,55.48,602,1085
159,160,160,Steven Bowditch,93,55.13,715,1297
160,161,161,Seung-Yul Noh,92,55.02,707,1285
161,162,162,Ricky Barnes,92,54.85,673,1227
162,163,163,Andres Romero,81,54.79,589,1075
163,164,164,J.B. Holmes,86,54.71,656,1199
164,165,165,Morgan Hoffmann,103,54.09,747,1381
165,166,166,Jamie Lovemark,64,53.94,452,838
166,167,167,Sean O'Hair,77,53.73,576,1072
167,168,168,Tyrone Van Aswegen,79,53.54,583,1089
168,T169,T169,Ernie Els,85,53.26,588,1104
169,T169,T169,Ryo Ishikawa,75,53.26,556,1044
170,171,171,Troy Matteson,62,53.09,430,810
171,172,172,Charles Howell III,106,52.77,780,1478
172,173,173,Mike Weir,69,52.76,478,906
173,174,174,James Driscoll,71,52.68,520,987
174,175,175,Aaron Baddeley,74,52.29,525,1004
175,176,176,Jimmy Walker,98,51.67,696,1347
176,177,177,Andrew Loupe,65,50.0,426,852
