,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
80,T78,T78,Brendan Steele,89,2.556,299.639,117.23299999999999,74,3.05
81,T78,T78,Tyrone Van Aswegen,79,2.556,293.76099999999997,114.936,46,2.987
82,T83,T83,Keegan Bradley,89,2.555,298.82099999999997,116.93700000000001,65,2.8289999999999997
83,T83,T83,Jason Kokrak,65,2.555,308.122,120.573,60,3.153
84,85,85,Rory Sabbatini,82,2.553,287.503,112.613,68,2.9810000000000003
85,T86,T86,Chad Campbell,57,2.552,285.17900000000003,111.76,46,2.957
86,T86,T86,Charley Hoffman,93,2.552,297.123,116.439,83,2.963
87,T86,T86,Danny Lee,84,2.552,283.411,111.051,68,2.898
88,T86,T86,Charlie Wi,72,2.552,278.673,109.19200000000001,68,2.9019999999999997
89,T90,T90,D.H. Lee,54,2.551,273.723,107.28299999999999,49,2.875
90,T90,T90,William McGirt,96,2.551,282.434,110.696,95,3.016
91,T90,T90,Bryce Molder,77,2.551,278.006,108.984,69,2.9019999999999997
92,93,93,Troy Merritt,62,2.55,285.745,112.06,61,3.0439999999999996
93,94,94,John Merrick,87,2.549,283.124,111.053,75,2.991
94,95,95,Billy Hurley III,86,2.548,276.041,108.344,78,2.9760000000000004
95,96,96,Chad Collins,78,2.5469999999999997,275.932,108.35600000000001,56,2.9760000000000004
96,T97,T97,Russell Knox,92,2.546,282.008,110.775,97,3.1630000000000003
97,T97,T97,Marc Leishman,81,2.546,296.77099999999996,116.54799999999999,70,2.9419999999999997
98,99,99,Kevin Streelman,79,2.545,288.58,113.37799999999999,67,2.8939999999999997
99,T100,T100,John Huh,87,2.544,280.982,110.445,71,3.0410000000000004
100,T100,T100,David Toms,64,2.544,269.204,105.822,56,2.897
101,102,102,Jason Bohn,81,2.542,276.836,108.92299999999999,84,3.0010000000000003
102,103,103,Russell Henley,92,2.541,293.967,115.69200000000001,78,3.0860000000000003
103,T104,T104,Matt Jones,83,2.54,300.413,118.26799999999999,70,3.155
104,T104,T104,Spencer Levin,59,2.54,275.606,108.494,52,2.9330000000000003
105,T104,T104,Kyle Stanley,87,2.54,293.454,115.522,75,2.923
106,107,107,Andrew Loupe,65,2.539,311.866,122.809,48,2.943
107,108,108,Rickie Fowler,91,2.5380000000000003,299.279,117.912,63,2.9130000000000003
108,T109,T109,Graham DeLaet,80,2.537,303.945,119.795,56,2.969
109,T109,T109,Y.E. Yang,79,2.537,283.267,111.671,62,2.9339999999999997
110,T111,T111,Martin Kaymer,65,2.535,296.769,117.051,52,2.947
111,T111,T111,Johnson Wagner,69,2.535,284.245,112.137,58,2.8680000000000003
112,113,113,Henrik Stenson,56,2.533,304.887,120.36,27,2.862
113,T114,T114,Greg Chalmers,85,2.532,277.215,109.463,81,2.917
114,T114,T114,Ken Duke,80,2.532,277.056,109.405,63,2.949
115,T114,T114,Robert Garrigus,80,2.532,302.387,119.40799999999999,70,2.971
116,T117,T117,Woody Austin,63,2.531,277.862,109.772,59,2.859
117,T117,T117,D.A. Points,75,2.531,281.298,111.134,54,2.958
118,119,119,Brad Fritsch,50,2.528,288.432,114.08,37,2.79
119,T120,T120,Harris English,95,2.5269999999999997,300.737,119.021,64,2.859
120,T120,T120,Lee Westwood,57,2.5269999999999997,291.839,115.48299999999999,42,3.233
121,122,122,Luke Guthrie,85,2.526,285.69599999999997,113.084,82,2.9539999999999997
122,123,123,Andrew Svoboda,77,2.525,285.993,113.26,75,2.892
123,124,124,Ángel Cabrera,69,2.524,298.881,118.42299999999999,67,2.847
124,T125,T125,Retief Goosen,94,2.523,285.487,113.133,87,2.9760000000000004
125,T125,T125,Graeme McDowell,66,2.523,276.996,109.76899999999999,50,3.068
126,T125,T125,Robert Streb,75,2.523,299.02099999999996,118.53399999999999,70,3.0189999999999997
127,T125,T125,Mike Weir,69,2.523,269.345,106.73700000000001,56,3.134
128,129,129,Shawn Stefani,60,2.522,292.665,116.065,56,2.949
129,130,130,Adam Scott,68,2.521,301.48900000000003,119.585,54,2.873
130,T131,T131,Sangmoon Bae,76,2.52,285.938,113.479,68,2.823
131,T131,T131,Jim Renner,61,2.52,282.782,112.23700000000001,53,2.989
132,T133,T133,Ben Martin,80,2.5180000000000002,289.416,114.95100000000001,62,2.912
133,T133,T133,Michael Thompson,74,2.5180000000000002,286.259,113.665,59,2.998
134,T133,T133,Willy Wilcox,51,2.5180000000000002,297.297,118.05799999999999,43,2.853
135,136,136,Patrick Reed,92,2.515,295.79400000000004,117.62799999999999,67,2.8080000000000003
136,137,137,Jonathan Byrd,76,2.5140000000000002,284.416,113.131,67,2.948
137,138,138,Boo Weekley,73,2.513,285.252,113.52799999999999,55,2.8560000000000003
138,T139,T139,Kevin Chappell,100,2.511,292.89,116.63600000000001,90,3.0389999999999997
139,T139,T139,Bronson La'Cassie,51,2.511,281.86,112.241,40,2.965
140,T139,T139,"Ted Potter, Jr.",68,2.511,276.035,109.93299999999999,63,2.8280000000000003
141,142,142,Erik Compton,88,2.508,282.565,112.675,83,2.8
142,T143,T143,Kevin Na,94,2.5069999999999997,281.288,112.215,87,2.8960000000000004
143,T143,T143,John Peterson,62,2.5069999999999997,283.63599999999997,113.12100000000001,59,2.761
144,T143,T143,Michael Putnam,106,2.5069999999999997,291.421,116.24700000000001,93,3.022
145,T143,T143,John Senden,99,2.5069999999999997,289.02299999999997,115.26700000000001,91,2.975
146,T147,T147,Ricky Barnes,92,2.503,290.309,115.98,79,2.9410000000000003
147,T147,T147,Trevor Immelman,84,2.503,295.371,118.024,67,2.8560000000000003
148,T149,T149,George McNeill,79,2.502,289.945,115.87100000000001,69,2.8819999999999997
149,T149,T149,Nick Watney,80,2.502,294.121,117.535,56,2.8989999999999996
150,151,151,Martin Flores,85,2.499,292.767,117.137,74,2.943
151,152,152,Aaron Baddeley,74,2.498,293.63599999999997,117.541,58,2.9189999999999996
152,153,153,Phil Mickelson,71,2.497,294.598,117.98299999999999,49,2.8930000000000002
153,154,154,Hudson Swafford,75,2.496,297.892,119.324,53,3.0989999999999998
154,T155,T155,Stuart Appleby,92,2.494,273.803,109.781,91,2.911
155,T155,T155,Jason Dufner,57,2.494,280.873,112.601,42,2.841
156,157,157,Kevin Tway,64,2.49,296.175,118.927,48,2.94
157,158,158,Derek Ernst,80,2.487,296.507,119.208,61,2.929
158,159,159,Jhonattan Vegas,77,2.484,302.349,121.73700000000001,67,2.858
159,160,160,Brooks Koepka,56,2.4819999999999998,303.567,122.32600000000001,40,2.855
160,T161,T161,Luke Donald,57,2.48,272.699,109.95299999999999,42,2.9
161,T161,T161,John Rollins,84,2.48,289.297,116.63799999999999,64,3.09
162,T163,T163,Briny Baird,50,2.479,277.666,111.993,39,2.82
163,T163,T163,Matt Every,85,2.479,284.772,114.859,67,3.029
164,165,165,Seung-Yul Noh,92,2.477,297.238,119.978,74,2.991
165,166,166,Gary Woodland,93,2.474,307.72900000000004,124.384,65,2.81
166,167,167,Charl Schwartzel,64,2.4730000000000003,292.275,118.20700000000001,52,3.003
167,168,168,Gonzalo Fernandez-Castaño,83,2.469,284.105,115.04799999999999,75,2.908
168,T169,T169,Ryo Ishikawa,75,2.467,290.384,117.727,57,2.906
169,T169,T169,Pat Perez,84,2.467,285.563,115.73,76,2.852
170,171,171,Paul Casey,56,2.463,290.119,117.79700000000001,44,2.8160000000000003
171,172,172,Brendon de Jonge,109,2.456,282.25,114.90700000000001,96,2.8339999999999996
172,173,173,Stewart Cink,91,2.455,293.401,119.535,67,2.9139999999999997
173,174,174,Freddie Jacobson,91,2.447,280.195,114.508,78,2.8489999999999998
174,T175,T175,Charlie Beljan,76,2.445,305.311,124.897,71,2.787
175,T175,T175,Sergio Garcia,61,2.445,293.025,119.825,37,2.734
176,177,177,James Driscoll,71,2.42,282.658,116.787,52,2.995
