,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
75,T76,T76,Billy Horschel,92,291.6,47828,164
76,T76,T76,Kevin Stadler,90,291.6,49281,169
77,78,78,Bo Van Pelt,83,291.3,43695,150
78,79,79,Ernie Els,85,291.2,41354,142
79,T80,T80,Ryo Ishikawa,75,291.0,41328,142
80,T80,T80,Chris Kirk,105,291.0,58203,200
81,T82,T82,Ricky Barnes,92,290.7,51170,176
82,T82,T82,J.J. Henry,91,290.7,50590,174
83,T84,T84,Chesson Hadley,84,290.6,48814,168
84,T84,T84,Will MacKenzie,82,290.6,47666,164
85,86,86,John Rollins,84,290.1,44101,152
86,87,87,Tyrone Van Aswegen,79,290.0,45234,156
87,88,88,David Lingmerth,80,289.8,41729,144
88,T89,T89,Vijay Singh,83,289.7,48093,166
89,T89,T89,Jordan Spieth,102,289.7,54470,188
90,91,91,James Hahn,82,289.6,46337,160
91,92,92,Brice Garnett,92,289.3,50915,176
92,93,93,Michael Thompson,74,289.2,38172,132
93,94,94,Brian Harman,111,289.0,64149,222
94,95,95,John Senden,99,288.9,57207,198
95,96,96,Retief Goosen,94,288.8,49665,172
96,97,97,Kevin Streelman,79,288.6,40121,139
97,T98,T98,Sangmoon Bae,76,288.5,41549,144
98,T98,T98,Webb Simpson,87,288.5,48462,168
99,100,100,Boo Weekley,73,288.3,36614,127
100,101,101,Jim Renner,61,288.2,34013,118
101,T102,T102,Jonathan Byrd,76,288.1,41481,144
102,T102,T102,Gonzalo Fernandez-Castaño,83,288.1,44938,156
103,T102,T102,John Peterson,62,288.1,34574,120
104,T102,T102,Ian Poulter,57,288.1,29963,104
105,106,106,Brendon de Jonge,109,287.9,59893,208
106,T107,T107,Chad Campbell,57,287.8,30510,106
107,T107,T107,Kevin Kisner,85,287.8,48933,170
108,109,109,Luke Guthrie,85,287.6,48889,170
109,110,110,Jeff Overton,80,287.5,41396,144
110,111,111,Andrew Svoboda,77,287.4,44261,154
111,112,112,Scott Brown,100,287.2,55140,192
112,113,113,Johnson Wagner,69,287.1,37322,130
113,114,114,Nicholas Thompson,85,287.0,44203,154
114,115,115,Pat Perez,84,286.4,48114,168
115,116,116,Matt Every,85,286.3,46373,162
116,T117,T117,Jonas Blixt,64,286.1,30899,108
117,T117,T117,George McNeill,79,286.1,45200,158
118,119,119,Chris Stroud,88,285.8,48020,168
119,120,120,Russell Knox,92,285.7,52566,184
120,121,121,Brandt Snedeker,89,285.6,47126,165
121,T122,T122,Jason Dufner,57,285.3,28526,100
122,T122,T122,John Merrick,87,285.3,42797,150
123,124,124,Troy Merritt,62,285.2,35359,124
124,T125,T125,Justin Hicks,103,285.1,56456,198
125,T125,T125,Richard Lee,80,285.1,42188,148
126,T127,T127,Robert Allenby,83,284.9,46157,162
127,T127,T127,Bronson La'Cassie,51,284.9,26779,94
128,129,129,Ryan Moore,86,284.7,43280,152
129,130,130,Freddie Jacobson,91,284.6,51797,182
130,131,131,D.A. Points,75,284.5,36982,130
131,T132,T132,James Driscoll,71,284.2,40353,142
132,T132,T132,Danny Lee,84,284.2,45471,160
133,T134,T134,Roberto Castro,76,283.9,39746,140
134,T134,T134,John Huh,87,283.9,44849,158
135,136,136,Matt Kuchar,91,283.8,49943,176
136,137,137,Brian Stuard,91,283.4,49310,174
137,138,138,Erik Compton,88,283.3,49864,176
138,139,139,Cameron Tringale,111,282.9,60534,214
139,140,140,Tim Wilkinson,86,282.4,46321,164
140,T141,T141,Zach Johnson,97,282.2,54182,192
141,T141,T141,Daniel Summerhays,98,282.2,53054,188
142,143,143,Y.E. Yang,79,281.9,43973,156
143,144,144,Briny Baird,50,281.6,28159,100
144,145,145,Scott Langley,95,281.3,52320,186
145,146,146,Charlie Wi,72,281.0,39335,140
146,147,147,Greg Chalmers,85,280.7,45469,162
147,T148,T148,Kevin Na,94,280.3,52700,188
148,T148,T148,Brendon Todd,108,280.3,60260,215
149,150,150,Spencer Levin,59,280.1,33051,118
150,151,151,Jason Bohn,81,280.0,45363,162
151,152,152,K.J. Choi,80,279.8,42535,152
152,153,153,Mark Wilson,69,279.6,36346,130
153,154,154,Ben Curtis,77,279.5,40811,146
154,155,155,Jim Furyk,84,279.3,44681,160
155,156,156,David Hearn,97,279.1,51918,186
156,157,157,Ben Crane,81,279.0,45204,162
157,158,158,Bryce Molder,77,278.7,38458,138
158,159,159,Stuart Appleby,92,278.6,50148,180
159,T160,T160,Woody Austin,63,278.5,32861,118
160,T160,T160,William McGirt,96,278.5,53472,192
161,162,162,"Ted Potter, Jr.",68,278.4,37864,136
162,163,163,Brian Davis,93,278.2,49511,178
163,164,164,Luke Donald,57,278.1,28926,104
164,165,165,Graeme McDowell,66,278.0,32253,116
165,166,166,Heath Slocum,71,277.8,38340,138
166,167,167,Jerry Kelly,80,277.5,42183,152
167,168,168,Billy Hurley III,86,276.7,47597,172
168,169,169,Jeff Maggert,54,276.6,29877,108
169,170,170,D.H. Lee,54,276.2,27616,100
170,171,171,Ken Duke,80,275.5,40775,148
171,172,172,Chad Collins,78,275.4,40764,148
172,173,173,David Toms,64,275.1,34110,124
173,174,174,Tim Clark,75,272.2,38655,142
174,175,175,Brian Gay,81,271.6,38570,142
175,176,176,Mike Weir,69,271.2,35252,130
176,177,177,Justin Leonard,75,270.3,40539,150
