,Distance_from_Center_of_Fairway_RANK THIS WEEK,Distance_from_Center_of_Fairway_RANK LAST WEEK,Distance_from_Center_of_Fairway_PLAYER NAME,Distance_from_Center_of_Fairway_EVENTS,Distance_from_Center_of_Fairway_AVG,Distance_from_Center_of_Fairway_TOTAL DISTANCE (FEET),Distance_from_Center_of_Fairway_TOTAL STROKES
30,T28,T28,Ben Martin,26,"23' 11""",13411.167,561
31,T28,T28,Tim Wilkinson,25,"23' 11""",13676.167,571
32,T33,T33,Paul Casey,16,"24' 0""",8745.0,365
33,T33,T33,Morgan Hoffmann,32,"24' 0""",15684.083,653
34,T33,T33,Troy Matteson,23,"24' 0""",8704.083,363
35,T33,T33,Kevin Na,27,"24' 0""",16464.167,687
36,T33,T33,Y.E. Yang,28,"24' 0""",12939.5,540
37,T38,T38,Kevin Chappell,28,"24' 1""",18690.75,775
38,T38,T38,Brendon de Jonge,31,"24' 1""",20387.583,848
39,T38,T38,Bill Haas,28,"24' 1""",16819.333,699
40,T38,T38,Daniel Summerhays,27,"24' 1""",19272.0,799
41,T38,T38,Brendon Todd,29,"24' 1""",19404.667,805
42,T38,T38,Camilo Villegas,29,"24' 1""",16450.167,682
43,T44,T44,Steven Bowditch,30,"24' 2""",13880.583,574
44,T44,T44,Chad Campbell,18,"24' 2""",9680.0,401
45,T44,T44,Stewart Cink,25,"24' 2""",13975.917,578
46,T44,T44,Graham DeLaet,24,"24' 2""",12635.583,523
47,T44,T44,Luke Guthrie,26,"24' 2""",14648.333,606
48,T44,T44,Matt Kuchar,24,"24' 2""",16913.5,701
49,T44,T44,D.H. Lee,20,"24' 2""",9885.25,409
50,T44,T44,Bo Van Pelt,25,"24' 2""",14172.917,586
51,T52,T52,John Senden,27,"24' 3""",17210.667,709
52,T52,T52,Lee Westwood,18,"24' 3""",8599.25,355
53,T54,T54,Jim Furyk,21,"24' 4""",15888.25,652
54,T54,T54,Brice Garnett,28,"24' 4""",15397.833,633
55,T54,T54,Richard Lee,27,"24' 4""",12371.25,509
56,T54,T54,Davis Love III,22,"24' 4""",12228.5,503
57,T54,T54,Andres Romero,26,"24' 4""",13207.583,543
58,T54,T54,Justin Rose,19,"24' 4""",9825.25,404
59,T54,T54,Kyle Stanley,28,"24' 4""",14746.417,606
60,T61,T61,Stuart Appleby,29,"24' 5""",17100.167,701
61,T61,T61,Erik Compton,28,"24' 5""",14616.167,598
62,T61,T61,Wes Roach,22,"24' 5""",10079.333,413
63,T64,T64,Keegan Bradley,26,"24' 6""",13932.5,568
64,T64,T64,Greg Chalmers,27,"24' 6""",14165.5,578
65,T64,T64,Tim Clark,26,"24' 6""",15535.667,635
66,T64,T64,George McNeill,24,"24' 6""",14816.75,605
67,T64,T64,Troy Merritt,20,"24' 6""",11473.25,469
68,T64,T64,David Toms,20,"24' 6""",13545.75,553
69,T70,T70,Charley Hoffman,25,"24' 7""",14886.0,605
70,T70,T70,Justin Leonard,22,"24' 7""",13321.833,541
71,T70,T70,Jamie Lovemark,20,"24' 7""",8351.833,340
72,T70,T70,Heath Slocum,23,"24' 7""",15415.0,627
73,T74,T74,Rickie Fowler,26,"24' 8""",12547.583,509
74,T74,T74,Tommy Gainey,26,"24' 8""",11783.0,477
75,T74,T74,Chesson Hadley,29,"24' 8""",13688.833,555
76,T77,T77,Chad Collins,28,"24' 9""",12259.583,496
77,T77,T77,Ben Curtis,24,"24' 9""",14183.417,574
78,T77,T77,Danny Lee,28,"24' 9""",15121.833,610
79,T77,T77,Rory Sabbatini,26,"24' 9""",11924.417,482
80,T77,T77,Chris Stroud,25,"24' 9""",15341.417,619
81,T82,T82,William McGirt,29,"24' 10""",18672.25,751
82,T82,T82,Jeff Overton,24,"24' 10""",12897.083,519
83,T82,T82,Brian Stuard,29,"24' 10""",16461.833,664
84,T82,T82,Boo Weekley,24,"24' 10""",13216.083,533
85,T86,T86,Ben Crane,25,"24' 11""",17578.667,706
86,T86,T86,Matt Every,26,"24' 11""",12711.5,510
87,T86,T86,J.B. Holmes,24,"24' 11""",14249.167,572
88,T86,T86,Charles Howell III,29,"24' 11""",16543.75,665
89,T86,T86,Marc Leishman,24,"24' 11""",13638.333,548
90,T86,T86,John Merrick,25,"24' 11""",16791.75,673
91,T86,T86,Vijay Singh,25,"24' 11""",15643.75,628
92,T86,T86,Johnson Wagner,24,"24' 11""",11439.167,459
93,T86,T86,Charlie Wi,25,"24' 11""",12967.5,521
94,T95,T95,Billy Horschel,27,"25' 0""",15807.333,633
95,T95,T95,Bronson La'Cassie,18,"25' 0""",7168.9169999999995,287
96,T95,T95,Scott Stallings,28,"25' 0""",12156.5,487
97,T95,T95,Hudson Swafford,26,"25' 0""",12592.5,503
98,T95,T95,Kevin Tway,23,"25' 0""",9185.083,368
99,T100,T100,Jonathan Byrd,24,"25' 1""",13663.833,544
100,T100,T100,Bud Cauley,19,"25' 1""",9090.5,362
101,T100,T100,Luke Donald,17,"25' 1""",9516.917,379
102,T100,T100,Jim Herman,21,"25' 1""",10225.5,408
103,T100,T100,Will MacKenzie,27,"25' 1""",15893.167,634
104,T100,T100,Robert Streb,21,"25' 1""",13257.5,528
105,T106,T106,Robert Garrigus,25,"25' 2""",14309.25,569
106,T106,T106,Trevor Immelman,28,"25' 2""",13761.167,547
107,T108,T108,Derek Ernst,28,"25' 3""",14138.0,559
108,T108,T108,Jerry Kelly,23,"25' 3""",15020.583,595
109,T110,T110,Scott Brown,30,"25' 4""",19053.167,753
110,T110,T110,Ken Duke,25,"25' 4""",16175.0,639
111,T110,T110,Russell Henley,29,"25' 4""",16709.667,659
112,T110,T110,Sean O'Hair,25,"25' 4""",12464.333,492
113,T114,T114,Ángel Cabrera,23,"25' 5""",12237.75,482
114,T114,T114,James Hahn,27,"25' 5""",15757.583,619
115,T114,T114,Freddie Jacobson,27,"25' 5""",16573.417,653
116,T114,T114,Matt Jones,25,"25' 5""",11776.417,464
117,T114,T114,Scott Langley,29,"25' 5""",16489.167,649
118,T114,T114,Tyrone Van Aswegen,25,"25' 5""",12138.833,477
119,T120,T120,Sergio Garcia,16,"25' 6""",8450.833,331
120,T120,T120,Zach Johnson,26,"25' 6""",20676.333,811
121,T120,T120,Henrik Stenson,15,"25' 6""",9040.75,355
122,T123,T123,Gonzalo Fernandez-Castaño,25,"25' 7""",14430.417,564
123,T123,T123,Louis Oosthuizen,16,"25' 7""",6424.0,251
124,T123,T123,Jim Renner,25,"25' 7""",10221.333,400
125,T126,T126,J.J. Henry,28,"25' 8""",17721.75,690
126,T126,T126,Hideki Matsuyama,24,"25' 8""",13618.083,531
127,T126,T126,Bryce Molder,25,"25' 8""",13129.083,512
128,T129,T129,Jonas Blixt,21,"25' 9""",8458.083,329
129,T129,T129,Lucas Glover,26,"25' 9""",10595.25,411
130,T129,T129,Webb Simpson,25,"25' 9""",16181.583,629
131,T129,T129,Nick Watney,25,"25' 9""",12799.583,497
132,T133,T133,Jason Dufner,17,"25' 10""",9572.0,371
133,T133,T133,Brad Fritsch,18,"25' 10""",8178.3330000000005,317
134,T133,T133,Martin Laird,20,"25' 10""",12069.083,467
135,T136,T136,Briny Baird,17,"26' 0""",10215.167,393
136,T136,T136,Andrew Loupe,22,"26' 0""",8749.0,336
137,T136,T136,Pat Perez,25,"26' 0""",16319.667,627
138,T136,T136,Michael Putnam,30,"26' 0""",19922.417,766
139,T136,T136,Kevin Streelman,24,"26' 0""",14398.083,553
140,T136,T136,Willy Wilcox,16,"26' 0""",8460.75,325
141,T136,T136,Gary Woodland,25,"26' 0""",15185.25,584
142,T143,T143,Martin Flores,26,"26' 1""",13744.0,527
143,T143,T143,Chris Kirk,28,"26' 1""",19056.5,730
144,T145,T145,Sangmoon Bae,24,"26' 2""",14454.083,553
145,T145,T145,John Huh,28,"26' 2""",16901.5,646
146,147,147,Ryan Palmer,23,"26' 3""",13921.583,531
147,T148,T148,Ernie Els,24,"26' 4""",11744.083,446
148,T148,T148,Ian Poulter,17,"26' 4""",8831.5,335
149,T150,T150,Jason Day,15,"26' 5""",6789.6669999999995,257
150,T150,T150,James Driscoll,25,"26' 5""",10579.0,401
151,T150,T150,Brian Gay,26,"26' 5""",14230.167,538
152,T153,T153,Woody Austin,22,"26' 6""",12896.917,487
153,T153,T153,Brendan Steele,26,"26' 6""",14669.917,553
154,155,155,Seung-Yul Noh,27,"26' 7""",15034.083,565
155,T156,T156,Phil Mickelson,21,"26' 8""",10515.417,394
156,T156,T156,Jimmy Walker,27,"26' 8""",13260.833,498
157,158,158,Jhonattan Vegas,23,"26' 9""",14236.667,532
158,T159,T159,Charlie Beljan,26,"26' 10""",14416.75,537
159,T159,T159,Harris English,28,"26' 10""",15970.833,595
160,T159,T159,Charl Schwartzel,18,"26' 10""",11765.583,439
161,T159,T159,Kevin Stadler,26,"26' 10""",15285.167,569
162,T159,T159,Mike Weir,25,"26' 10""",10017.75,373
163,164,164,Patrick Reed,28,"26' 11""",15134.833,562
164,165,165,Ryan Moore,24,"27' 0""",15897.333,588
165,166,166,Brandt Snedeker,25,"27' 1""",15795.75,584
166,167,167,Jordan Spieth,27,"27' 3""",16960.417,623
167,168,168,D.A. Points,27,"27' 4""",12809.25,468
168,169,169,Rory McIlroy,17,"27' 6""",10583.583,385
169,170,170,Adam Scott,17,"27' 10""",13110.167,471
170,171,171,Jason Kokrak,19,"28' 1""",12937.833,461
171,T172,T172,Graeme McDowell,17,"28' 2""",12412.167,441
172,T172,T172,Bubba Watson,21,"28' 2""",12890.917,458
173,174,174,Brooks Koepka,16,"28' 6""",9135.25,321
174,175,175,Michael Thompson,22,"29' 0""",14755.583,509
175,176,176,Aaron Baddeley,24,"29' 3""",12703.75,434
176,177,177,Dustin Johnson,17,"30' 0""",9535.583,318
