,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
86,T87,T87,Will MacKenzie,82,282.0,286558,1016
87,T87,T87,John Senden,99,282.0,318139,1128
88,T89,T89,Ben Martin,80,281.8,247731,879
89,T89,T89,Boo Weekley,73,281.8,221175,785
90,T91,T91,Jonas Blixt,64,281.5,169758,603
91,T91,T91,J.J. Henry,91,281.5,306242,1088
92,93,93,Michael Putnam,106,281.4,356876,1268
93,T94,T94,Luke Guthrie,85,281.2,297768,1059
94,T94,T94,John Rollins,84,281.2,262918,935
95,96,96,Scott Brown,100,281.1,326648,1162
96,97,97,Ryan Moore,86,281.0,245051,872
97,T98,T98,Matt Every,85,280.9,253953,904
98,T98,T98,Retief Goosen,94,280.9,305360,1087
99,T98,T98,Kevin Kisner,85,280.9,274120,976
100,101,101,Chesson Hadley,84,280.7,277570,989
101,T102,T102,Ricky Barnes,92,280.5,305199,1088
102,T102,T102,Bronson La'Cassie,51,280.5,141069,503
103,104,104,Troy Merritt,62,280.4,215603,769
104,T105,T105,Aaron Baddeley,74,280.3,230726,823
105,T105,T105,Trevor Immelman,84,280.3,262632,937
106,T107,T107,Erik Compton,88,280.2,292520,1044
107,T107,T107,Brice Garnett,92,280.2,305420,1090
108,T107,T107,Jim Renner,61,280.2,203457,726
109,T107,T107,Bo Van Pelt,83,280.2,261705,934
110,111,111,Matt Kuchar,91,280.0,297944,1064
111,112,112,Andrew Svoboda,77,279.9,258046,922
112,113,113,Brendon de Jonge,109,279.8,359324,1284
113,114,114,James Hahn,82,279.6,284072,1016
114,115,115,Gonzalo Fernandez-Castaño,83,279.5,269971,966
115,116,116,Danny Lee,84,279.4,269026,963
116,117,117,Tyrone Van Aswegen,79,279.3,253592,908
117,118,118,Pat Perez,84,279.1,291429,1044
118,119,119,Michael Thompson,74,279.0,234369,840
119,120,120,Richard Lee,80,278.8,237233,851
120,T121,T121,John Merrick,87,278.6,280268,1006
121,T121,T121,Chris Stroud,88,278.6,280527,1007
122,123,123,Johnson Wagner,69,278.5,225047,808
123,124,124,Daniel Summerhays,98,278.4,341323,1226
124,125,125,Justin Hicks,103,278.3,348956,1254
125,126,126,Roberto Castro,76,278.2,228679,822
126,T127,T127,Freddie Jacobson,91,278.1,313694,1128
127,T127,T127,Russell Knox,92,278.1,321460,1156
128,T127,T127,George McNeill,79,278.1,271453,976
129,T130,T130,Brandt Snedeker,89,278.0,256348,922
130,T130,T130,Cameron Tringale,111,278.0,379713,1366
131,T132,T132,Robert Allenby,83,277.8,270870,975
132,T132,T132,Jonathan Byrd,76,277.8,251123,904
133,134,134,Paul Casey,56,277.5,170415,614
134,135,135,Chad Campbell,57,277.2,177961,642
135,136,136,Y.E. Yang,79,277.1,235255,849
136,T137,T137,Zach Johnson,97,276.8,326120,1178
137,T137,T137,D.A. Points,75,276.8,213682,772
138,T137,T137,Nicholas Thompson,85,276.8,269607,974
139,140,140,William McGirt,96,276.6,324129,1172
140,141,141,Greg Chalmers,85,276.4,281139,1017
141,142,142,Tim Wilkinson,86,276.3,274377,993
142,T143,T143,James Driscoll,71,276.0,222471,806
143,T143,T143,Kevin Na,94,276.0,299736,1086
144,145,145,Brian Stuard,91,275.8,284577,1032
145,146,146,John Huh,87,275.7,269653,978
146,T147,T147,Jason Bohn,81,275.3,279658,1016
147,T147,T147,Charlie Wi,72,275.3,249455,906
148,T149,T149,Brendon Todd,108,275.2,348951,1268
149,T149,T149,Mark Wilson,69,275.2,218823,795
150,151,151,Heath Slocum,71,275.0,238388,867
151,152,152,David Hearn,97,274.9,314201,1143
152,153,153,Scott Langley,95,274.8,302225,1100
153,154,154,Brian Davis,93,274.6,310279,1130
154,155,155,Stuart Appleby,92,274.0,320613,1170
155,T156,T156,K.J. Choi,80,273.9,255783,934
156,T156,T156,Spencer Levin,59,273.9,190640,696
157,T156,T156,"Ted Potter, Jr.",68,273.9,228685,835
158,159,159,Jeff Maggert,54,273.8,168410,615
159,160,160,Ben Crane,81,273.6,297107,1086
160,161,161,Jerry Kelly,80,273.4,250940,918
161,T162,T162,Ben Curtis,77,273.3,243525,891
162,T162,T162,Jim Furyk,84,273.3,251459,920
163,T164,T164,Briny Baird,50,273.2,171324,627
164,T164,T164,Graeme McDowell,66,273.2,175917,644
165,T166,T166,Woody Austin,63,273.1,217914,798
166,T166,T166,Bryce Molder,77,273.1,243629,892
167,168,168,Billy Hurley III,86,272.5,273910,1005
168,169,169,D.H. Lee,54,272.2,170389,626
169,170,170,Ken Duke,80,271.9,250941,923
170,171,171,David Toms,64,271.5,204439,753
171,172,172,Chad Collins,78,270.8,229632,848
172,173,173,Tim Clark,75,269.4,233063,865
173,174,174,Luke Donald,57,269.0,164647,612
174,175,175,Brian Gay,81,268.9,237160,882
175,176,176,Mike Weir,69,267.0,197340,739
176,177,177,Justin Leonard,75,266.6,229795,862
