,Distance_to_Apex_RANK THIS WEEK,Distance_to_Apex_RANK LAST WEEK,Distance_to_Apex_PLAYER NAME,Distance_to_Apex_ROUNDS,Distance_to_Apex_AVG.,Distance_to_Apex_TOTAL APEX RANGE,Distance_to_Apex_TOTAL ATTEMPTS,Distance_to_Apex_LONGEST DIST. TO APEX,Distance_to_Apex_SHORTEST DIST. TO APEX
23,24,24,Nick Watney,80,194.5,10502.7,54,206.8,182.4
24,25,25,Jason Day,54,194.4,5444.5,28,210.2,173.9
25,26,26,Aaron Baddeley,74,194.2,10681.1,55,213.9,167.3
26,27,27,Matt Jones,83,194.1,13201.0,68,209.5,166.1
27,28,28,Kevin Tway,64,193.6,9291.0,48,206.5,157.9
28,29,29,Charl Schwartzel,64,193.5,9482.9,49,213.9,155.4
29,30,30,Robert Garrigus,80,193.4,12766.0,66,209.0,164.2
30,31,31,Brendan Steele,89,193.3,14301.6,74,205.2,175.3
31,32,32,Jimmy Walker,98,192.9,12730.0,66,209.4,166.1
32,33,33,Charley Hoffman,93,192.7,15609.5,81,211.1,168.1
33,T34,T34,Keegan Bradley,89,192.5,12125.9,63,205.0,172.6
34,T34,T34,Marc Leishman,81,192.5,12897.4,67,209.8,171.6
35,36,36,Paul Casey,56,192.4,8464.5,44,209.9,165.1
36,T37,T37,Stewart Cink,91,192.1,12867.5,67,208.1,169.8
37,T37,T37,Seung-Yul Noh,92,192.1,14020.0,73,209.7,152.3
38,T37,T37,Willy Wilcox,51,192.1,7874.8,41,215.3,147.8
39,40,40,Scott Stallings,77,191.0,11648.0,61,207.9,175.8
40,41,41,Michael Putnam,106,190.9,17371.9,91,208.9,161.0
41,42,42,Martin Kaymer,65,190.7,9533.8,50,203.8,172.4
42,43,43,Kyle Stanley,87,190.5,14096.9,74,212.0,164.2
43,44,44,Billy Horschel,92,190.2,13123.9,69,206.2,176.2
44,45,45,Geoff Ogilvy,84,189.5,13266.6,70,205.4,167.6
45,T46,T46,Martin Flores,85,189.3,13626.6,72,206.8,161.6
46,T46,T46,Martin Laird,66,189.3,8328.3,44,206.4,169.7
47,T46,T46,Josh Teater,90,189.3,14575.9,77,205.9,166.7
48,T49,T49,Ricky Barnes,92,189.2,14189.8,75,206.3,161.8
49,T49,T49,Lucas Glover,68,189.2,9080.8,48,202.5,165.4
50,T49,T49,Sean O'Hair,77,189.2,11162.4,59,205.1,158.4
51,T52,T52,Kevin Chappell,100,189.0,16820.3,89,206.4,164.3
52,T52,T52,Ben Martin,80,189.0,11720.8,62,207.9,169.2
53,T52,T52,George McNeill,79,189.0,13042.1,69,205.7,160.7
54,55,55,Trevor Immelman,84,188.8,12081.5,64,210.9,163.9
55,56,56,Russell Henley,92,188.7,14527.9,77,202.2,160.4
56,57,57,Lee Westwood,57,188.5,7727.3,41,200.8,171.3
57,58,58,Justin Rose,70,188.3,9793.2,52,203.4,174.0
58,59,59,Louis Oosthuizen,50,188.2,5081.6,27,199.9,169.4
59,60,60,John Rollins,84,188.1,11662.0,62,201.6,165.5
60,61,61,Hideki Matsuyama,82,187.3,12359.9,66,205.3,166.8
61,62,62,Steven Bowditch,93,187.2,14599.7,78,202.7,145.3
62,63,63,Shawn Stefani,60,187.1,10102.0,54,199.9,161.2
63,64,64,Patrick Reed,92,186.9,12519.3,67,201.4,163.6
64,T65,T65,Brad Fritsch,50,186.6,6343.8,34,199.5,166.8
65,T65,T65,Bill Haas,107,186.6,14928.7,80,199.0,154.6
66,67,67,Phil Mickelson,71,186.5,8765.8,47,207.4,169.2
67,68,68,Gonzalo Fernandez-Castaño,83,186.2,13404.7,72,204.9,155.9
68,T69,T69,Brendon de Jonge,109,186.0,16924.3,91,199.2,168.8
69,T69,T69,David Lingmerth,80,186.0,12834.9,69,197.1,159.4
70,T71,T71,J.J. Henry,91,185.9,13570.8,73,203.9,170.4
71,T71,T71,Kevin Streelman,79,185.9,12454.1,67,201.7,166.5
72,73,73,Davis Love III,74,185.7,10026.8,54,201.4,170.2
73,74,74,Hunter Mahan,88,185.5,14285.8,77,198.5,163.8
74,T75,T75,James Driscoll,71,185.4,8901.1,48,200.7,154.2
75,T75,T75,Morgan Hoffmann,103,185.4,16316.2,88,201.6,162.3
76,77,77,Andres Romero,81,185.3,10564.2,57,201.4,150.3
77,78,78,Luke Guthrie,85,185.2,15182.7,82,201.3,147.0
78,79,79,Kevin Stadler,90,185.0,12210.8,66,201.9,148.8
79,T80,T80,James Hahn,82,184.9,12759.1,69,200.6,150.5
80,T80,T80,Troy Matteson,62,184.9,8874.8,48,201.1,162.1
81,82,82,Tyrone Van Aswegen,79,184.5,8302.0,45,201.2,147.3
82,T83,T83,Michael Thompson,74,184.3,10134.2,55,199.4,161.3
83,T83,T83,Boo Weekley,73,184.3,9770.2,53,202.9,164.2
84,85,85,Jonathan Byrd,76,184.2,12157.5,66,195.8,149.6
85,T86,T86,Pat Perez,84,184.0,13614.1,74,195.8,156.9
86,T86,T86,Camilo Villegas,95,184.0,16743.7,91,202.0,138.3
87,T88,T88,Jim Herman,62,183.9,8641.0,47,202.3,149.3
88,T88,T88,John Senden,99,183.9,16365.4,89,199.8,168.3
89,90,90,Bud Cauley,56,183.2,8610.2,47,202.6,162.1
90,91,91,Will MacKenzie,82,183.1,14462.7,79,194.1,156.8
91,92,92,John Peterson,62,183.0,10616.2,58,197.6,157.1
92,T93,T93,Matt Every,85,182.8,12066.2,66,201.2,158.9
93,T93,T93,Johnson Wagner,69,182.8,10599.7,58,193.5,154.4
94,95,95,Kevin Na,94,182.2,15670.6,86,196.3,166.0
95,96,96,Ryo Ishikawa,75,182.1,10015.4,55,196.4,165.2
96,T97,T97,Richard Lee,80,181.9,12368.0,68,196.8,163.7
97,T97,T97,Wes Roach,67,181.9,9459.4,52,202.5,155.7
98,99,99,Vijay Singh,83,181.8,13268.5,73,194.0,156.2
99,100,100,Tommy Gainey,73,181.7,10718.5,59,201.2,161.3
100,101,101,Bronson La'Cassie,51,181.6,7083.9,39,199.2,151.7
101,T102,T102,Ernie Els,85,181.4,11607.2,64,196.3,165.4
102,T102,T102,Retief Goosen,94,181.4,15786.0,87,195.5,157.1
103,104,104,Ian Poulter,57,181.3,7615.5,42,194.8,160.9
104,T105,T105,Brice Garnett,92,180.9,14470.8,80,200.1,162.4
105,T105,T105,Jordan Spieth,102,180.9,15193.5,84,196.3,153.7
106,107,107,Kevin Kisner,85,180.8,13560.9,75,195.4,155.9
107,108,108,Webb Simpson,87,180.7,13007.4,72,193.3,164.1
108,109,109,Erik Compton,88,180.6,14808.7,82,200.8,129.5
109,T110,T110,Luke Donald,57,180.5,7039.3,39,190.6,165.5
110,T110,T110,Jim Renner,61,180.5,9203.7,51,192.3,156.3
111,112,112,Andrew Svoboda,77,180.0,13316.9,74,194.7,165.2
112,T113,T113,Sangmoon Bae,76,179.6,11855.3,66,192.2,161.0
113,T113,T113,Bo Van Pelt,83,179.6,12390.6,69,202.9,157.3
114,T115,T115,Chris Kirk,105,179.5,15078.0,84,198.8,156.0
115,T115,T115,Rory Sabbatini,82,179.5,12028.2,67,195.1,147.1
116,T117,T117,Chad Campbell,57,179.3,8248.9,46,197.4,158.1
117,T117,T117,Carl Pettersson,91,179.3,15958.2,89,195.1,152.4
118,119,119,Chesson Hadley,84,179.1,14151.5,79,199.1,150.4
119,120,120,William McGirt,96,178.9,16637.4,93,192.0,154.8
120,T121,T121,Scott Brown,100,178.8,14844.1,83,194.9,142.9
121,T121,T121,D.A. Points,75,178.8,8940.3,50,190.8,160.5
122,T123,T123,Ryan Moore,86,178.7,11975.3,67,195.6,153.9
123,T123,T123,Nicholas Thompson,85,178.7,12330.2,69,190.4,160.0
124,T123,T123,Cameron Tringale,111,178.7,18766.3,105,195.5,149.3
125,126,126,Troy Merritt,62,178.6,10895.3,61,196.2,159.4
126,127,127,Roberto Castro,76,178.3,10700.0,60,190.6,157.4
127,T128,T128,Freddie Jacobson,91,178.0,13172.4,74,202.1,144.2
128,T128,T128,Graeme McDowell,66,178.0,8546.1,48,188.6,164.1
129,130,130,Briny Baird,50,177.8,6758.3,38,193.3,160.9
130,131,131,Brandt Snedeker,89,177.5,11715.4,66,188.9,147.7
131,132,132,Brian Harman,111,177.1,18246.2,103,193.9,149.7
132,133,133,Jason Bohn,81,176.9,14862.6,84,194.9,147.1
133,134,134,Danny Lee,84,176.5,11475.7,65,188.9,158.0
134,135,135,Daniel Summerhays,98,176.1,16904.1,96,193.7,153.1
135,T136,T136,Robert Allenby,83,175.8,11072.9,63,192.4,149.2
136,T136,T136,Jim Furyk,84,175.8,13008.6,74,197.0,151.2
137,138,138,John Merrick,87,175.7,13004.5,74,191.5,142.2
138,139,139,Brian Stuard,91,175.4,14561.6,83,189.8,157.8
139,140,140,Jonas Blixt,64,175.3,6485.5,37,190.1,148.5
140,T141,T141,John Huh,87,175.2,12437.7,71,185.0,145.0
141,T141,T141,Russell Knox,92,175.2,16296.7,93,195.7,146.6
142,T141,T141,"Ted Potter, Jr.",68,175.2,11036.0,63,190.8,150.4
143,144,144,Justin Hicks,103,175.0,17499.4,100,189.4,138.1
144,145,145,Chris Stroud,88,174.5,12563.6,72,191.7,140.7
145,T146,T146,Bryce Molder,77,174.3,12025.2,69,188.5,152.4
146,T146,T146,Charlie Wi,72,174.3,11678.5,67,186.8,152.6
147,T148,T148,Ben Crane,81,174.1,14627.4,84,188.4,156.1
148,T148,T148,Tim Wilkinson,86,174.1,13583.1,78,190.0,148.8
149,150,150,Woody Austin,63,174.0,10265.2,59,187.7,148.6
150,151,151,Y.E. Yang,79,173.9,10434.7,60,192.8,157.0
151,152,152,Matt Kuchar,91,173.7,13724.8,79,196.3,146.5
152,153,153,Billy Hurley III,86,173.6,13538.6,78,184.5,160.9
153,154,154,Greg Chalmers,85,173.5,13708.5,79,187.6,138.0
154,155,155,Mark Wilson,69,173.1,10732.8,62,183.1,149.1
155,156,156,Jason Dufner,57,172.4,7241.6,42,190.7,145.7
156,157,157,Ben Curtis,77,172.2,11881.4,69,189.1,156.9
157,158,158,Jeff Overton,80,172.1,11705.4,68,187.3,143.6
158,159,159,D.H. Lee,54,171.9,8249.4,48,191.0,150.8
159,160,160,Brendon Todd,108,171.7,15627.2,91,188.3,153.2
160,161,161,Zach Johnson,97,171.1,15227.6,89,190.4,153.3
161,162,162,Brian Davis,93,170.6,14843.4,87,181.6,135.8
162,163,163,David Hearn,97,170.5,15174.9,89,181.8,156.8
163,164,164,Chad Collins,78,169.9,9172.9,54,183.9,147.4
164,165,165,Stuart Appleby,92,169.7,14767.1,87,189.2,138.9
165,166,166,Spencer Levin,59,169.3,8464.8,50,180.2,145.1
166,167,167,Scott Langley,95,169.0,14029.4,83,190.0,127.7
167,168,168,K.J. Choi,80,168.6,11634.3,69,182.1,148.9
168,169,169,Ken Duke,80,168.5,10281.1,61,186.3,131.8
169,170,170,Heath Slocum,71,168.1,10756.1,64,181.3,145.3
170,171,171,Jerry Kelly,80,166.5,11821.3,71,186.1,128.8
171,172,172,David Toms,64,165.4,9264.6,56,177.8,149.3
172,173,173,Justin Leonard,75,164.3,10847.1,66,177.7,149.2
173,174,174,Jeff Maggert,54,164.1,7383.9,45,173.5,146.2
174,175,175,Brian Gay,81,163.2,10607.3,65,175.8,150.8
175,176,176,Mike Weir,69,161.6,8888.3,55,176.0,125.1
176,177,177,Tim Clark,75,159.3,10353.0,65,175.7,142.9
