,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
99,T99,T99,Ian Poulter,57,82.02,643,784
100,101,101,Spencer Levin,59,81.97,673,821
101,102,102,Freddie Jacobson,91,81.93,1038,1267
102,T103,T103,Vijay Singh,83,81.88,949,1159
103,T103,T103,Josh Teater,90,81.88,1003,1225
104,105,105,John Senden,99,81.87,1129,1379
105,106,106,Kevin Kisner,85,81.86,970,1185
106,107,107,Martin Laird,66,81.84,712,870
107,108,108,K.J. Choi,80,81.79,912,1115
108,109,109,Scott Langley,95,81.7,1058,1295
109,110,110,Phil Mickelson,71,81.67,811,993
110,T111,T111,Jason Kokrak,65,81.64,738,904
111,T111,T111,Troy Merritt,62,81.64,707,866
112,113,113,Webb Simpson,87,81.63,960,1176
113,114,114,David Lingmerth,80,81.57,863,1058
114,115,115,Brian Gay,81,81.54,901,1105
115,116,116,Davis Love III,74,81.42,815,1001
116,117,117,Lee Westwood,57,81.38,638,784
117,118,118,Marc Leishman,81,81.36,908,1116
118,119,119,Charl Schwartzel,64,81.22,705,868
119,120,120,Martin Flores,85,81.18,962,1185
120,121,121,Kevin Tway,64,81.15,680,838
121,122,122,Brian Harman,111,81.06,1254,1547
122,T123,T123,Luke Guthrie,85,81.01,960,1185
123,T123,T123,Rory Sabbatini,82,81.01,879,1085
124,125,125,Woody Austin,63,80.97,668,825
125,126,126,Robert Garrigus,80,80.88,901,1114
126,127,127,Seung-Yul Noh,92,80.86,1039,1285
127,128,128,John Rollins,84,80.84,903,1117
128,T129,T129,Erik Compton,88,80.83,991,1226
129,T129,T129,Bryce Molder,77,80.83,822,1017
130,131,131,Bud Cauley,56,80.82,632,782
131,132,132,Tim Wilkinson,86,80.8,926,1146
132,133,133,Camilo Villegas,95,80.77,1071,1326
133,134,134,Richard Lee,80,80.51,876,1088
134,135,135,Trevor Immelman,84,80.5,900,1118
135,136,136,Jamie Lovemark,64,80.43,674,838
136,137,137,Roberto Castro,76,80.31,828,1031
137,138,138,Rickie Fowler,91,80.3,954,1188
138,139,139,Tommy Gainey,73,80.21,770,960
139,140,140,Luke Donald,57,80.0,624,780
140,141,141,Brice Garnett,92,79.98,983,1229
141,142,142,J.B. Holmes,86,79.82,957,1199
142,143,143,Jeff Overton,80,79.81,846,1060
143,144,144,Jordan Spieth,102,79.8,1094,1371
144,145,145,D.A. Points,75,79.77,816,1023
145,146,146,Gonzalo Fernandez-Castaño,83,79.7,915,1148
146,T147,T147,Justin Leonard,75,79.69,832,1044
147,T147,T147,Johnson Wagner,69,79.69,722,906
148,T149,T149,Brad Fritsch,50,79.67,533,669
149,T149,T149,Brooks Koepka,56,79.67,623,782
150,151,151,Scott Stallings,77,79.62,844,1060
151,152,152,Jason Day,54,79.58,534,671
152,153,153,Bronson La'Cassie,51,79.57,522,656
153,154,154,Charlie Wi,72,79.38,774,975
154,155,155,Ricky Barnes,92,79.22,972,1227
155,156,156,Steven Bowditch,93,79.18,1027,1297
156,157,157,Greg Chalmers,85,79.08,892,1128
157,T158,T158,Jonas Blixt,64,79.06,687,869
158,T158,T158,Jimmy Walker,98,79.06,1065,1347
159,160,160,Matt Jones,83,79.03,916,1159
160,161,161,Andres Romero,81,78.98,849,1075
161,162,162,Chesson Hadley,84,78.8,922,1170
162,163,163,Sean O'Hair,77,78.73,844,1072
163,164,164,Matt Every,85,78.61,930,1183
164,165,165,Chad Collins,78,78.52,808,1029
165,166,166,Morgan Hoffmann,103,78.42,1083,1381
166,167,167,Retief Goosen,94,78.31,982,1254
167,168,168,Ryo Ishikawa,75,78.26,817,1044
168,169,169,Patrick Reed,92,78.11,985,1261
169,170,170,Troy Matteson,62,78.02,632,810
170,171,171,Jim Renner,61,77.89,641,823
171,172,172,Andrew Loupe,65,77.82,663,852
172,173,173,Tyrone Van Aswegen,79,77.59,845,1089
173,174,174,James Driscoll,71,77.2,762,987
174,175,175,Ernie Els,85,76.09,840,1104
175,176,176,Aaron Baddeley,74,75.9,762,1004
176,177,177,Mike Weir,69,75.28,682,906
