,Launch_Angle_RANK THIS WEEK,Launch_Angle_RANK LAST WEEK,Launch_Angle_PLAYER NAME,Launch_Angle_ROUNDS,Launch_Angle_AVG.,Launch_Angle_TOTAL VERT. LAUNCH ANGLE,Launch_Angle_TOTAL ATTEMPTS,Launch_Angle_LOWEST LAUNCH ANGLE,Launch_Angle_STEEPEST LAUNCH ANGLE
49,T48,T48,Bo Van Pelt,83,11.77,859.39,73,8.78,15.83
50,51,51,Kyle Stanley,87,11.75,869.33,74,7.34,16.03
51,52,52,Chris Stroud,88,11.73,856.05,73,7.72,15.97
52,53,53,D.A. Points,75,11.7,632.05,54,8.88,15.27
53,54,54,Jimmy Walker,98,11.69,830.17,71,6.17,15.51
54,55,55,Luke Donald,57,11.68,490.42,42,9.7,14.37
55,56,56,Jeff Overton,80,11.65,803.55,69,3.03,15.59
56,57,57,Brian Harman,111,11.64,1234.03,106,7.63,15.59
57,58,58,Josh Teater,90,11.63,930.49,80,7.95,15.45
58,59,59,Brice Garnett,92,11.61,952.23,82,8.82,14.63
59,T60,T60,Scott Brown,100,11.59,950.0,82,5.89,15.69
60,T60,T60,Cameron Tringale,111,11.59,1228.87,106,8.84,14.72
61,T62,T62,Bill Haas,107,11.58,938.0,81,6.39,15.1
62,T62,T62,Tyrone Van Aswegen,79,11.58,532.87,46,9.58,15.57
63,64,64,David Lingmerth,80,11.56,809.35,70,7.34,18.38
64,65,65,Scott Stallings,77,11.54,738.35,64,8.82,15.85
65,T66,T66,Matt Every,85,11.53,761.18,66,8.54,14.81
66,T66,T66,Rory McIlroy,66,11.53,553.26,48,8.22,15.63
67,T66,T66,Brandt Snedeker,89,11.53,772.62,67,8.8,15.03
68,69,69,J.J. Henry,91,11.49,861.53,75,7.97,14.83
69,70,70,Andres Romero,81,11.48,700.46,61,6.63,15.23
70,T71,T71,Rickie Fowler,91,11.45,721.18,63,8.47,13.8
71,T71,T71,Russell Henley,92,11.45,892.94,78,8.35,14.23
72,73,73,Jordan Spieth,102,11.39,991.16,87,7.18,14.58
73,74,74,Robert Garrigus,80,11.38,796.6,70,6.55,16.76
74,75,75,K.J. Choi,80,11.31,791.62,70,5.67,16.61
75,T76,T76,Brad Fritsch,50,11.29,417.8,37,8.2,15.55
76,T76,T76,Kevin Stadler,90,11.29,756.65,67,7.6,15.1
77,78,78,Mike Weir,69,11.27,631.21,56,6.63,14.76
78,T79,T79,Geoff Ogilvy,84,11.26,799.27,71,8.22,14.37
79,T79,T79,Ian Poulter,57,11.26,473.13,42,9.06,15.09
80,81,81,Stuart Appleby,92,11.25,1012.92,90,6.18,16.67
81,82,82,Billy Horschel,92,11.2,772.66,69,8.51,14.11
82,83,83,Chad Collins,78,11.19,626.56,56,8.31,13.84
83,84,84,Brendon Todd,108,11.18,1028.8,92,6.71,14.98
84,85,85,Dustin Johnson,58,11.14,456.57,41,8.12,14.67
85,86,86,Kevin Kisner,85,11.12,834.16,75,7.49,16.09
86,87,87,Kevin Streelman,79,11.05,740.22,67,7.29,17.05
87,88,88,Troy Merritt,62,11.04,651.07,59,8.55,14.03
88,89,89,Chad Campbell,57,11.01,506.58,46,7.38,16.13
89,90,90,Marc Leishman,81,10.9,752.02,69,8.16,16.19
90,91,91,Ryan Moore,86,10.89,740.23,68,5.47,13.74
91,92,92,Michael Thompson,74,10.88,642.18,59,8.42,14.06
92,93,93,Ángel Cabrera,69,10.87,728.43,67,3.11,19.35
93,T94,T94,Jonathan Byrd,76,10.82,725.2,67,5.02,14.29
94,T94,T94,Justin Leonard,75,10.82,735.8,68,7.3,14.17
95,T96,T96,Roberto Castro,76,10.8,647.9,60,7.28,14.69
96,T96,T96,Charlie Wi,72,10.8,734.63,68,7.69,14.74
97,T98,T98,Patrick Reed,92,10.79,722.94,67,5.34,14.98
98,T98,T98,Rory Sabbatini,82,10.79,734.05,68,6.32,14.88
99,T100,T100,Harris English,95,10.73,686.53,64,7.01,17.18
100,T100,T100,Pat Perez,84,10.73,804.44,75,5.95,14.07
101,102,102,Justin Hicks,103,10.71,1113.99,104,7.11,13.85
102,103,103,Jim Renner,61,10.7,556.55,52,7.23,13.3
103,104,104,Kevin Chappell,100,10.68,961.4,90,4.55,14.08
104,105,105,Shawn Stefani,60,10.66,596.91,56,6.32,14.86
105,106,106,Hudson Swafford,75,10.65,564.21,53,7.89,19.24
106,107,107,Andrew Loupe,65,10.64,500.12,47,7.99,14.02
107,108,108,Graeme McDowell,66,10.62,520.26,49,7.49,13.23
108,T109,T109,Seung-Yul Noh,92,10.59,794.41,75,6.19,13.52
109,T109,T109,John Peterson,62,10.59,625.0,59,5.45,15.95
110,T109,T109,John Rollins,84,10.59,677.57,64,7.15,15.8
111,112,112,Martin Laird,66,10.58,486.84,46,8.12,13.82
112,113,113,Erik Compton,88,10.55,875.31,83,7.09,14.59
113,T114,T114,Briny Baird,50,10.54,411.12,39,5.38,15.93
114,T114,T114,Luke Guthrie,85,10.54,864.46,82,7.95,14.63
115,116,116,Daniel Summerhays,98,10.53,1021.75,97,3.72,16.4
116,117,117,Brian Stuard,91,10.5,871.15,83,5.42,15.53
117,118,118,Brendan Steele,89,10.49,776.09,74,6.56,13.72
118,119,119,Ryo Ishikawa,75,10.43,605.11,58,3.37,16.27
119,120,120,Steven Bowditch,93,10.37,840.01,81,5.31,17.59
120,T121,T121,Billy Hurley III,86,10.31,804.45,78,7.81,12.96
121,T121,T121,Johnson Wagner,69,10.31,597.73,58,3.65,12.51
122,123,123,John Senden,99,10.25,932.92,91,4.98,14.6
123,124,124,Charlie Beljan,76,10.22,725.67,71,5.37,13.16
124,T125,T125,Greg Chalmers,85,10.18,824.51,81,5.17,14.69
125,T125,T125,Bronson La'Cassie,51,10.18,407.35,40,7.14,13.71
126,T127,T127,Woody Austin,63,10.11,596.28,59,6.02,14.11
127,T127,T127,Jason Bohn,81,10.11,849.61,84,3.54,15.67
128,129,129,Martin Kaymer,65,10.09,524.89,52,6.96,12.74
129,T130,T130,Stewart Cink,91,10.08,685.41,68,6.63,13.73
130,T130,T130,Lee Westwood,57,10.08,423.5,42,7.54,12.47
131,132,132,Jim Furyk,84,10.07,765.67,76,7.09,13.19
132,133,133,Bubba Watson,76,10.06,482.94,48,3.96,15.54
133,134,134,Gonzalo Fernandez-Castaño,83,10.04,742.98,74,0.45,16.59
134,135,135,Lucas Glover,68,10.03,501.72,50,5.61,13.7
135,T136,T136,Bryce Molder,77,10.01,690.37,69,2.01,12.96
136,T136,T136,Andrew Svoboda,77,10.01,750.53,75,6.91,14.3
137,138,138,Henrik Stenson,56,10.0,269.91,27,7.94,12.8
138,139,139,Sangmoon Bae,76,9.97,647.75,65,3.23,14.1
139,140,140,Gary Woodland,93,9.95,646.61,65,3.6,14.71
140,141,141,Paul Casey,56,9.92,426.51,43,7.61,15.02
141,142,142,Jim Herman,62,9.86,473.21,48,4.94,15.6
142,143,143,"Ted Potter, Jr.",68,9.82,618.44,63,6.24,12.89
143,144,144,Matt Jones,83,9.81,677.21,69,3.68,16.52
144,T145,T145,Brooks Koepka,56,9.79,381.95,39,6.24,12.23
145,T145,T145,Y.E. Yang,79,9.79,597.37,61,3.0,14.16
146,147,147,Spencer Levin,59,9.71,505.01,52,6.51,11.74
147,T148,T148,Charles Howell III,106,9.68,967.71,100,5.56,12.45
148,T148,T148,Kevin Na,94,9.68,832.75,86,3.24,13.92
149,150,150,Charl Schwartzel,64,9.62,500.2,52,6.6,12.3
150,151,151,Jhonattan Vegas,77,9.59,623.31,65,6.53,13.21
151,152,152,William McGirt,96,9.58,910.46,95,3.02,12.29
152,T153,T153,Aaron Baddeley,74,9.57,555.3,58,2.73,14.12
153,T153,T153,Sergio Garcia,61,9.57,354.03,37,4.04,14.12
154,T153,T153,Michael Putnam,106,9.57,880.75,92,3.87,14.25
155,156,156,Russell Knox,92,9.55,926.42,97,1.51,13.41
156,157,157,Ken Duke,80,9.53,591.04,62,3.02,15.22
157,158,158,Derek Ernst,80,9.51,561.17,59,3.24,12.99
158,159,159,Jason Dufner,57,9.47,397.59,42,1.31,13.85
159,T160,T160,Jason Kokrak,65,9.45,566.86,60,5.15,12.51
160,T160,T160,Camilo Villegas,95,9.45,878.45,93,3.06,13.62
161,162,162,Kevin Tway,64,9.43,452.46,48,5.95,11.78
162,163,163,Martin Flores,85,9.41,687.24,73,4.4,13.27
163,164,164,Willy Wilcox,51,9.39,403.87,43,3.06,15.54
164,T165,T165,John Merrick,87,9.38,703.43,75,4.85,12.52
165,T165,T165,Boo Weekley,73,9.38,515.65,55,3.78,13.56
166,167,167,Ben Martin,80,9.35,579.52,62,3.57,14.67
167,168,168,Adam Scott,68,9.03,487.64,54,3.09,12.79
168,169,169,James Driscoll,71,8.92,473.01,53,4.6,12.09
169,170,170,Scott Langley,95,8.9,738.68,83,2.99,13.76
170,171,171,Nick Watney,80,8.78,491.79,56,3.53,14.6
171,172,172,George McNeill,79,8.73,584.79,67,0.14,14.96
172,173,173,Robert Streb,75,8.65,587.9,68,3.48,12.7
173,174,174,Freddie Jacobson,91,8.54,657.2,77,1.07,12.79
174,175,175,Brendon de Jonge,109,8.48,814.14,96,2.55,12.58
175,176,176,Trevor Immelman,84,7.2,482.34,67,1.3,16.63
176,177,177,Ricky Barnes,92,6.81,504.3,74,1.01,10.92
