,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
51,52,52,Tyrone Van Aswegen,79,280.7,11227.1,40,307.6,234.0
52,53,53,Kevin Tway,64,280.6,12347.2,44,304.4,239.6
53,T54,T54,Stewart Cink,91,280.5,16270.7,58,326.5,250.9
54,T54,T54,Louis Oosthuizen,50,280.5,5889.7,21,309.1,245.2
55,56,56,Lucas Glover,68,280.4,12338.8,44,309.1,244.5
56,57,57,Bill Haas,107,280.3,19904.2,71,306.2,232.3
57,58,58,Kevin Chappell,100,280.1,21567.8,77,309.6,250.8
58,59,59,Martin Kaymer,65,279.9,12313.4,44,303.4,242.2
59,60,60,Andres Romero,81,279.8,14268.2,51,304.3,247.6
60,61,61,Steven Bowditch,93,279.7,19858.1,71,311.6,239.0
61,T62,T62,Martin Flores,85,279.5,17608.6,63,318.9,252.0
62,T62,T62,Shawn Stefani,60,279.5,13415.8,48,309.2,237.9
63,64,64,J.J. Henry,91,278.7,18670.7,67,301.4,251.8
64,65,65,Charl Schwartzel,64,278.5,11420.5,41,307.3,237.3
65,66,66,Brad Fritsch,50,278.2,8901.7,32,305.7,254.4
66,67,67,James Hahn,82,278.0,16959.8,61,310.0,231.3
67,68,68,Paul Casey,56,277.8,10279.9,37,307.9,237.1
68,69,69,Webb Simpson,87,277.6,18046.5,65,293.3,244.8
69,70,70,Michael Putnam,106,277.5,20809.6,75,312.3,247.2
70,71,71,Kevin Stadler,90,277.4,15814.1,57,298.7,222.8
71,72,72,Lee Westwood,57,277.3,8873.9,32,295.3,257.1
72,73,73,Tommy Gainey,73,277.2,14415.1,52,300.4,246.9
73,T74,T74,Ernie Els,85,277.0,15512.4,56,311.1,246.2
74,T74,T74,John Rollins,84,277.0,15236.0,55,296.3,229.3
75,T76,T76,Will MacKenzie,82,276.7,19921.2,72,298.9,246.0
76,T76,T76,Troy Matteson,62,276.7,9960.0,36,302.1,239.8
77,T76,T76,Wes Roach,67,276.7,11621.0,42,311.8,236.9
78,79,79,Vijay Singh,83,276.6,17152.2,62,310.9,248.8
79,80,80,Jim Herman,62,276.2,10772.9,39,301.6,237.9
80,81,81,David Lingmerth,80,276.0,16283.3,59,303.9,232.5
81,82,82,Bo Van Pelt,83,275.9,17105.6,62,307.1,241.9
82,83,83,Chris Kirk,105,275.8,18476.0,67,302.8,231.2
83,84,84,Kevin Streelman,79,275.6,15987.1,58,301.4,239.4
84,85,85,Carl Pettersson,91,275.4,22028.1,80,319.8,229.1
85,86,86,Matt Every,85,275.0,15676.3,57,307.5,222.3
86,87,87,Camilo Villegas,95,274.5,22232.7,81,302.1,227.7
87,88,88,Jonathan Byrd,76,274.4,16186.8,59,305.8,241.1
88,89,89,Ian Poulter,57,274.3,10148.1,37,299.7,238.7
89,T90,T90,Gonzalo Fernandez-Castaño,83,274.2,17823.4,65,302.8,229.7
90,T90,T90,Chesson Hadley,84,274.2,19741.1,72,306.1,232.6
91,92,92,Michael Thompson,74,274.1,13977.8,51,297.3,233.4
92,T93,T93,George McNeill,79,273.9,16981.3,62,300.4,234.6
93,T93,T93,Jordan Spieth,102,273.9,19447.5,71,302.7,228.4
94,95,95,Ryo Ishikawa,75,273.8,12596.8,46,304.7,248.1
95,T96,T96,Trevor Immelman,84,273.3,14213.7,52,297.9,247.8
96,T96,T96,Ben Martin,80,273.3,15304.3,56,295.6,234.4
97,98,98,Brice Garnett,92,272.8,19639.2,72,319.6,239.3
98,T99,T99,John Senden,99,272.7,20724.7,76,307.8,238.0
99,T99,T99,Nicholas Thompson,85,272.7,16907.6,62,322.6,240.4
100,101,101,Luke Guthrie,85,272.6,20174.1,74,307.8,230.3
101,102,102,Richard Lee,80,272.3,16609.2,61,292.8,247.1
102,103,103,John Peterson,62,272.2,13337.3,49,322.6,246.6
103,T104,T104,Scott Brown,100,271.9,19306.4,71,300.8,241.6
104,T104,T104,Pat Perez,84,271.9,17127.9,63,298.0,232.2
105,106,106,Jim Renner,61,271.3,11394.5,42,297.2,232.8
106,T107,T107,Retief Goosen,94,271.1,19520.0,72,302.8,242.7
107,T107,T107,Johnson Wagner,69,271.1,13827.2,51,295.0,237.8
108,T109,T109,Kevin Kisner,85,270.7,19221.1,71,305.3,228.2
109,T109,T109,Brandt Snedeker,89,270.7,16515.3,61,297.8,243.2
110,T111,T111,D.A. Points,75,270.5,11360.3,42,297.9,238.4
111,T111,T111,Rory Sabbatini,82,270.5,14878.2,55,300.3,220.5
112,T113,T113,Jonas Blixt,64,269.8,8904.4,33,293.6,243.5
113,T113,T113,Erik Compton,88,269.8,19427.5,72,302.1,235.7
114,T115,T115,Robert Allenby,83,269.7,15101.6,56,296.6,228.1
115,T115,T115,Chad Campbell,57,269.7,11597.1,43,294.6,234.2
116,117,117,Boo Weekley,73,269.6,12130.7,45,295.5,247.4
117,118,118,Ricky Barnes,92,269.4,16431.9,61,292.5,243.3
118,119,119,Andrew Svoboda,77,269.3,17505.2,65,288.8,242.3
119,120,120,James Driscoll,71,269.2,10228.3,38,290.9,239.5
120,T121,T121,Bronson La'Cassie,51,269.1,8610.5,32,294.2,243.7
121,T121,T121,Troy Merritt,62,269.1,15069.3,56,295.5,231.2
122,T121,T121,Ryan Moore,86,269.1,15874.8,59,295.0,239.7
123,124,124,Sangmoon Bae,76,268.9,15593.8,58,298.0,236.2
124,125,125,Brian Harman,111,268.8,25806.9,96,292.6,238.2
125,126,126,Danny Lee,84,268.6,15579.6,58,291.8,237.5
126,127,127,Cameron Tringale,111,268.4,24964.6,93,313.9,222.7
127,128,128,Roberto Castro,76,267.9,14735.6,55,291.4,234.4
128,T129,T129,Brendon de Jonge,109,267.4,20590.7,77,308.0,237.3
129,T129,T129,Mark Wilson,69,267.4,14174.0,53,297.7,230.4
130,131,131,Kevin Na,94,266.5,19452.2,73,306.4,234.2
131,T132,T132,John Huh,87,266.3,17308.4,65,297.0,224.4
132,T132,T132,Chris Stroud,88,266.3,17307.3,65,292.0,234.7
133,134,134,Zach Johnson,97,264.9,23314.4,88,301.7,235.0
134,135,135,Luke Donald,57,264.7,9794.3,37,283.3,236.6
135,136,136,Graeme McDowell,66,264.5,11639.9,44,283.8,240.6
136,137,137,Tim Wilkinson,86,264.2,16644.5,63,292.3,242.5
137,138,138,David Hearn,97,264.0,21916.0,83,282.3,240.8
138,T139,T139,Ben Crane,81,263.7,20565.0,78,288.7,237.3
139,T139,T139,Justin Hicks,103,263.7,24256.7,92,286.9,226.3
140,T139,T139,Jeff Overton,80,263.7,16610.8,63,295.5,222.0
141,142,142,Daniel Summerhays,98,263.3,23434.9,89,288.2,234.7
142,143,143,Brian Stuard,91,262.9,19453.7,74,300.1,233.5
143,T144,T144,Woody Austin,63,262.7,14183.6,54,299.6,232.5
144,T144,T144,Matt Kuchar,91,262.7,18389.2,70,308.2,222.5
145,146,146,William McGirt,96,262.6,22847.8,87,286.9,235.2
146,147,147,Y.E. Yang,79,262.4,12334.9,47,282.8,226.2
147,T148,T148,Brian Davis,93,262.3,21772.7,83,282.4,235.7
148,T148,T148,D.H. Lee,54,262.3,10492.3,40,288.8,221.0
149,150,150,John Merrick,87,261.8,17019.1,65,288.9,225.3
150,151,151,Briny Baird,50,261.5,9675.9,37,292.3,230.7
151,152,152,Charlie Wi,72,261.4,15423.6,59,281.1,238.3
152,153,153,Freddie Jacobson,91,261.3,16197.8,62,293.9,222.7
153,154,154,Jim Furyk,84,261.2,17760.2,68,296.1,224.2
154,155,155,Russell Knox,92,260.6,19806.6,76,287.6,226.2
155,156,156,Jason Bohn,81,260.5,20057.2,77,284.2,235.5
156,157,157,Ben Curtis,77,260.3,16922.0,65,282.8,235.2
157,158,158,Stuart Appleby,92,259.9,19493.8,75,295.8,227.2
158,159,159,"Ted Potter, Jr.",68,259.8,15070.4,58,293.8,232.6
159,160,160,Brendon Todd,108,259.4,20233.0,78,286.7,230.5
160,161,161,Chad Collins,78,259.2,11403.8,44,282.0,226.8
161,162,162,Bryce Molder,77,258.9,16826.2,65,289.7,230.9
162,163,163,K.J. Choi,80,258.5,17058.8,66,283.6,225.4
163,164,164,Greg Chalmers,85,258.1,18583.4,72,285.1,222.0
164,165,165,Jason Dufner,57,258.0,8771.0,34,299.3,226.1
165,166,166,Heath Slocum,71,257.1,14912.6,58,282.7,226.9
166,167,167,Jeff Maggert,54,256.7,10524.7,41,282.0,231.2
167,168,168,Jerry Kelly,80,256.5,15644.1,61,281.3,228.3
168,169,169,Billy Hurley III,86,256.0,17153.3,67,274.8,230.1
169,170,170,Scott Langley,95,255.7,19689.2,77,293.2,225.3
170,T171,T171,Spencer Levin,59,254.2,11184.1,44,277.6,227.2
171,T171,T171,David Toms,64,254.2,13470.1,53,276.4,226.5
172,173,173,Ken Duke,80,252.8,14156.5,56,280.3,232.5
173,174,174,Brian Gay,81,251.2,14821.0,59,275.9,230.7
174,175,175,Tim Clark,75,250.6,14785.3,59,269.6,222.3
175,176,176,Mike Weir,69,249.3,11466.3,46,277.1,221.3
176,177,177,Justin Leonard,75,248.1,15135.4,61,269.5,226.5
