,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
60,T59,T59,John Rollins,84,+.068
61,T59,T59,Nick Watney,80,+.068
62,T59,T59,Gary Woodland,93,+.068
63,T64,T64,Tommy Gainey,73,+.069
64,T64,T64,Billy Hurley III,86,+.069
65,66,66,Russell Henley,92,+.070
66,67,67,Ben Martin,80,+.072
67,68,68,Matt Every,85,+.073
68,T69,T69,Harris English,95,+.077
69,T69,T69,"Ted Potter, Jr.",68,+.077
70,T69,T69,Cameron Tringale,111,+.077
71,72,72,Brian Gay,81,+.078
72,T73,T73,Jason Bohn,81,+.079
73,T73,T73,Brandt Snedeker,89,+.079
74,T73,T73,Jordan Spieth,102,+.079
75,T76,T76,Stuart Appleby,92,+.081
76,T76,T76,Greg Chalmers,85,+.081
77,T78,T78,Brian Harman,111,+.082
78,T78,T78,John Peterson,62,+.082
79,80,80,Ryo Ishikawa,75,+.083
80,81,81,David Lingmerth,80,+.085
81,T82,T82,Aaron Baddeley,74,+.089
82,T82,T82,Hunter Mahan,88,+.089
83,84,84,Sean O'Hair,77,+.090
84,85,85,Graeme McDowell,66,+.094
85,86,86,Shawn Stefani,60,+.095
86,87,87,Russell Knox,92,+.097
87,88,88,Jonathan Byrd,76,+.098
88,T89,T89,Bill Haas,107,+.099
89,T89,T89,William McGirt,96,+.099
90,T89,T89,Patrick Reed,92,+.099
91,92,92,Marc Leishman,81,+.101
92,T93,T93,Charl Schwartzel,64,+.103
93,T93,T93,Kyle Stanley,87,+.103
94,T93,T93,David Toms,64,+.103
95,96,96,K.J. Choi,80,+.104
96,97,97,Scott Langley,95,+.105
97,98,98,Will MacKenzie,82,+.106
98,99,99,Camilo Villegas,95,+.108
99,100,100,John Merrick,87,+.109
100,101,101,Robert Garrigus,80,+.110
101,102,102,Ernie Els,85,+.112
102,T103,T103,Morgan Hoffmann,103,+.113
103,T103,T103,Boo Weekley,73,+.113
104,T103,T103,Charlie Wi,72,+.113
105,106,106,Jhonattan Vegas,77,+.114
106,107,107,Heath Slocum,71,+.116
107,T108,T108,Trevor Immelman,84,+.118
108,T108,T108,Chris Stroud,88,+.118
109,110,110,Chesson Hadley,84,+.119
110,T111,T111,James Driscoll,71,+.120
111,T111,T111,Danny Lee,84,+.120
112,T111,T111,Bo Van Pelt,83,+.120
113,114,114,Charles Howell III,106,+.121
114,115,115,Chad Collins,78,+.122
115,T116,T116,Briny Baird,50,+.123
116,T116,T116,Wes Roach,67,+.123
117,118,118,Brendan Steele,89,+.124
118,T119,T119,Jim Herman,62,+.125
119,T119,T119,Brendon Todd,108,+.125
120,121,121,James Hahn,82,+.127
121,122,122,Brice Garnett,92,+.128
122,123,123,Richard Lee,80,+.132
123,T124,T124,Jim Furyk,84,+.133
124,T124,T124,Josh Teater,90,+.133
125,126,126,Ken Duke,80,+.135
126,127,127,Scott Brown,100,+.139
127,T128,T128,Chad Campbell,57,+.141
128,T128,T128,John Huh,87,+.141
129,T128,T128,Lee Westwood,57,+.141
130,T131,T131,Jason Dufner,57,+.146
131,T131,T131,D.H. Lee,54,+.146
132,T133,T133,Kevin Kisner,85,+.148
133,T133,T133,Michael Thompson,74,+.148
134,135,135,Spencer Levin,59,+.149
135,T136,T136,Rickie Fowler,91,+.150
136,T136,T136,Billy Horschel,92,+.150
137,T136,T136,Jeff Overton,80,+.150
138,T139,T139,Charlie Beljan,76,+.151
139,T139,T139,Ben Curtis,77,+.151
140,141,141,Robert Allenby,83,+.152
141,142,142,J.J. Henry,91,+.154
142,143,143,Matt Jones,83,+.156
143,144,144,Kevin Tway,64,+.157
144,145,145,Jerry Kelly,80,+.158
145,T146,T146,Zach Johnson,97,+.159
146,T146,T146,Martin Kaymer,65,+.159
147,T146,T146,Willy Wilcox,51,+.159
148,T149,T149,Tim Clark,75,+.160
149,T149,T149,Andrew Svoboda,77,+.160
150,T149,T149,Tyrone Van Aswegen,79,+.160
151,152,152,Steven Bowditch,93,+.162
152,153,153,Nicholas Thompson,85,+.165
153,T154,T154,Bryce Molder,77,+.168
154,T154,T154,Michael Putnam,106,+.168
155,T156,T156,Louis Oosthuizen,50,+.170
156,T156,T156,John Senden,99,+.170
157,T158,T158,Roberto Castro,76,+.173
158,T158,T158,David Hearn,97,+.173
159,T160,T160,Gonzalo Fernandez-Castaño,83,+.175
160,T160,T160,D.A. Points,75,+.175
161,162,162,Lucas Glover,68,+.185
162,163,163,Derek Ernst,80,+.197
163,164,164,Ian Poulter,57,+.200
164,165,165,Brendon de Jonge,109,+.205
165,166,166,Kevin Streelman,79,+.210
166,167,167,Ben Crane,81,+.211
167,168,168,Luke Donald,57,+.216
168,169,169,Martin Laird,66,+.219
169,T170,T170,Woody Austin,63,+.222
170,T170,T170,Troy Matteson,62,+.222
171,172,172,Johnson Wagner,69,+.250
172,T173,T173,Hudson Swafford,75,+.252
173,T173,T173,Mark Wilson,69,+.252
174,175,175,Troy Merritt,62,+.256
175,176,176,Justin Leonard,75,+.264
176,177,177,Jim Renner,61,+.323
