,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
64,65,65,Robert Garrigus,80,2.435,290.5,119.31700000000001,56,2.6689999999999996
65,66,66,Ben Curtis,77,2.434,260.3,106.955,65,2.6060000000000003
66,T67,T67,Jonas Blixt,64,2.432,269.8,110.962,33,2.62
67,T67,T67,Carl Pettersson,91,2.432,275.4,113.197,80,2.7430000000000003
68,69,69,Charles Howell III,106,2.431,288.0,118.48200000000001,88,2.7539999999999996
69,T70,T70,Scott Brown,100,2.43,271.9,111.89399999999999,71,2.636
70,T70,T70,Andres Romero,81,2.43,279.8,115.124,51,2.67
71,T70,T70,Chris Stroud,88,2.43,266.3,109.595,65,2.675
72,T70,T70,Cameron Tringale,111,2.43,268.4,110.471,93,2.841
73,74,74,Chesson Hadley,84,2.4290000000000003,274.2,112.87799999999999,72,2.676
74,T75,T75,Marc Leishman,81,2.428,282.9,116.485,60,2.716
75,T75,T75,Louis Oosthuizen,50,2.428,280.5,115.50399999999999,21,2.657
76,77,77,Kevin Streelman,79,2.427,275.6,113.566,58,2.68
77,T78,T78,Jonathan Byrd,76,2.426,274.4,113.072,59,2.7230000000000003
78,T78,T78,Brooks Koepka,56,2.426,296.0,121.992,32,2.638
79,T78,T78,Ryan Moore,86,2.426,269.1,110.895,59,2.628
80,T81,T81,Harris English,95,2.425,288.5,118.95700000000001,57,2.6430000000000002
81,T81,T81,Troy Matteson,62,2.425,276.7,114.104,36,2.68
82,T81,T81,Patrick Reed,92,2.425,281.1,115.91,54,2.668
83,T84,T84,Robert Allenby,83,2.4219999999999997,269.7,111.32,56,2.627
84,T84,T84,Retief Goosen,94,2.4219999999999997,271.1,111.925,72,2.7119999999999997
85,T86,T86,Brian Gay,81,2.421,251.2,103.743,59,2.614
86,T86,T86,Danny Lee,84,2.421,268.6,110.956,58,2.6210000000000004
87,88,88,Tim Clark,75,2.42,250.6,103.54,59,2.59
88,89,89,Johnson Wagner,69,2.417,271.1,112.17399999999999,51,2.613
89,90,90,Jim Renner,61,2.416,271.3,112.314,42,2.642
90,91,91,Chad Campbell,57,2.415,269.7,111.669,43,2.661
91,92,92,Matt Kuchar,91,2.414,262.7,108.846,70,2.819
92,T93,T93,Kevin Kisner,85,2.4130000000000003,270.7,112.191,71,2.702
93,T93,T93,Michael Thompson,74,2.4130000000000003,274.1,113.57700000000001,51,2.6210000000000004
94,T95,T95,John Huh,87,2.411,266.3,110.444,65,2.667
95,T95,T95,Matt Jones,83,2.411,284.9,118.189,53,2.616
96,97,97,Luke Guthrie,85,2.41,272.6,113.111,74,2.707
97,T98,T98,Aaron Baddeley,74,2.4090000000000003,283.3,117.617,48,2.627
98,T98,T98,Jason Kokrak,65,2.4090000000000003,290.1,120.449,47,2.728
99,T98,T98,Seung-Yul Noh,92,2.4090000000000003,285.0,118.307,57,2.6310000000000002
100,T101,T101,Steven Bowditch,93,2.408,279.7,116.15799999999999,71,2.687
101,T101,T101,Luke Donald,57,2.408,264.7,109.945,37,2.5810000000000004
102,T101,T101,Jim Herman,62,2.408,276.2,114.715,39,2.608
103,T101,T101,Shawn Stefani,60,2.408,279.5,116.046,48,2.633
104,T101,T101,Brian Stuard,91,2.408,262.9,109.19200000000001,74,2.647
105,T101,T101,Camilo Villegas,95,2.408,274.5,114.001,81,2.625
106,T101,T101,Willy Wilcox,51,2.408,284.6,118.205,32,2.736
107,108,108,Justin Hicks,103,2.407,263.7,109.554,92,2.596
108,T109,T109,Graeme McDowell,66,2.406,264.5,109.949,44,2.5989999999999998
109,T109,T109,Rory Sabbatini,82,2.406,270.5,112.448,55,2.665
110,T111,T111,Lucas Glover,68,2.405,280.4,116.589,44,2.654
111,T111,T111,John Peterson,62,2.405,272.2,113.17200000000001,49,2.719
112,T113,T113,Robert Streb,75,2.404,284.9,118.524,53,2.898
113,T113,T113,Nick Watney,80,2.404,282.9,117.68299999999999,43,2.611
114,T115,T115,Kevin Chappell,100,2.4019999999999997,280.1,116.632,77,2.665
115,T115,T115,K.J. Choi,80,2.4019999999999997,258.5,107.60700000000001,66,2.596
116,T115,T115,Troy Merritt,62,2.4019999999999997,269.1,112.009,56,2.638
117,T115,T115,Daniel Summerhays,98,2.4019999999999997,263.3,109.645,89,2.658
118,T119,T119,Bronson La'Cassie,51,2.4,269.1,112.12700000000001,32,2.622
119,T119,T119,Lee Westwood,57,2.4,277.3,115.53,32,2.593
120,121,121,Hudson Swafford,75,2.398,286.2,119.36200000000001,48,2.7310000000000003
121,122,122,Brendon Todd,108,2.396,259.4,108.25299999999999,78,2.673
122,T123,T123,Erik Compton,88,2.395,269.8,112.645,72,2.657
123,T123,T123,Matt Every,85,2.395,275.0,114.82799999999999,57,2.733
124,T123,T123,Jerry Kelly,80,2.395,256.5,107.101,61,2.625
125,T123,T123,Charlie Wi,72,2.395,261.4,109.13799999999999,59,2.605
126,127,127,Woody Austin,63,2.394,262.7,109.723,54,2.682
127,128,128,Jhonattan Vegas,77,2.3930000000000002,291.1,121.66,58,2.582
128,T129,T129,Jason Bohn,81,2.392,260.5,108.884,77,2.6430000000000002
129,T129,T129,Gary Woodland,93,2.392,293.0,122.515,55,2.6460000000000004
130,131,131,Chad Collins,78,2.39,259.2,108.465,44,2.602
131,T132,T132,Derek Ernst,80,2.3890000000000002,284.8,119.197,48,2.685
132,T132,T132,Martin Flores,85,2.3890000000000002,279.5,116.99,63,2.72
133,134,134,Martin Kaymer,65,2.388,279.9,117.178,44,2.6010000000000004
134,135,135,Adam Scott,68,2.387,285.2,119.484,40,2.742
135,136,136,Michael Putnam,106,2.386,277.5,116.26899999999999,75,2.68
136,137,137,Stewart Cink,91,2.385,280.5,117.62,58,2.801
137,138,138,Gonzalo Fernandez-Castaño,83,2.384,274.2,115.022,65,2.639
138,139,139,Henrik Stenson,56,2.383,287.0,120.444,21,2.546
139,140,140,Ben Martin,80,2.379,273.3,114.899,56,2.568
140,141,141,Jeff Overton,80,2.378,263.7,110.87100000000001,63,2.682
141,T142,T142,Justin Leonard,75,2.376,248.1,104.40700000000001,61,2.539
142,T142,T142,Andrew Svoboda,77,2.376,269.3,113.339,65,2.5780000000000003
143,T144,T144,William McGirt,96,2.375,262.6,110.595,87,2.577
144,T144,T144,John Rollins,84,2.375,277.0,116.635,55,2.583
145,T146,T146,Bryce Molder,77,2.374,258.9,109.02,65,2.645
146,T146,T146,Boo Weekley,73,2.374,269.6,113.56299999999999,45,2.6
147,T148,T148,Charlie Beljan,76,2.373,292.7,123.338,56,2.675
148,T148,T148,Kevin Na,94,2.373,266.5,112.29,73,2.716
149,150,150,Jim Furyk,84,2.37,261.2,110.21600000000001,68,2.6430000000000002
150,151,151,Sangmoon Bae,76,2.369,268.9,113.506,58,2.596
151,152,152,Stuart Appleby,92,2.366,259.9,109.87799999999999,75,2.6860000000000004
152,153,153,Ryo Ishikawa,75,2.365,273.8,115.81,46,2.623
153,T154,T154,Billy Hurley III,86,2.364,256.0,108.30799999999999,67,2.541
154,T154,T154,John Senden,99,2.364,272.7,115.34299999999999,76,2.674
155,T156,T156,George McNeill,79,2.363,273.9,115.899,62,2.5610000000000004
156,T156,T156,"Ted Potter, Jr.",68,2.363,259.8,109.958,58,2.605
157,T158,T158,Greg Chalmers,85,2.3609999999999998,258.1,109.29799999999999,72,2.615
158,T158,T158,Kevin Tway,64,2.3609999999999998,280.6,118.84200000000001,44,2.583
159,160,160,John Merrick,87,2.36,261.8,110.962,65,2.563
160,161,161,James Driscoll,71,2.359,269.2,114.095,38,2.513
161,162,162,Paul Casey,56,2.358,277.8,117.803,37,2.54
162,163,163,Charl Schwartzel,64,2.356,278.5,118.244,41,2.5789999999999997
163,164,164,Russell Knox,92,2.355,260.6,110.686,76,2.573
164,T165,T165,Sergio Garcia,61,2.35,282.2,120.086,25,2.615
165,T165,T165,Pat Perez,84,2.35,271.9,115.66799999999999,63,2.5669999999999997
166,T165,T165,Y.E. Yang,79,2.35,262.4,111.665,47,2.529
167,168,168,Spencer Levin,59,2.343,254.2,108.508,44,2.542
168,169,169,Scott Langley,95,2.338,255.7,109.348,77,2.718
169,T170,T170,Briny Baird,50,2.335,261.5,112.00299999999999,37,2.5860000000000003
170,T170,T170,Mike Weir,69,2.335,249.3,106.757,46,2.608
171,172,172,Brendon de Jonge,109,2.327,267.4,114.935,77,2.6630000000000003
172,173,173,Ricky Barnes,92,2.323,269.4,115.96799999999999,61,2.539
173,174,174,Trevor Immelman,84,2.3169999999999997,273.3,117.98100000000001,52,2.519
174,175,175,Ken Duke,80,2.311,252.8,109.387,56,2.555
175,176,176,Jason Dufner,57,2.291,258.0,112.588,34,2.628
176,177,177,Freddie Jacobson,91,2.281,261.3,114.515,62,2.565
