,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
99,T100,T100,Scott Brown,100,51.67,73683.3,142600
100,T100,T100,Brian Harman,111,51.67,84143.6,162841
101,T100,T100,Nicholas Thompson,85,51.67,61683.2,119382
102,T100,T100,Tyrone Van Aswegen,79,51.67,53656.9,103847
103,104,104,George McNeill,79,51.66,59705.2,115565
104,105,105,Lee Westwood,57,51.63,40309.9,78069
105,T106,T106,Robert Allenby,83,51.59,58664.7,113713
106,T106,T106,Webb Simpson,87,51.59,63527.5,123151
107,108,108,Jeff Overton,80,51.57,55400.2,107427
108,109,109,Gonzalo Fernandez-Castaño,83,51.56,57572.7,111666
109,110,110,Ryan Moore,86,51.54,56638.4,109891
110,111,111,Jonathan Byrd,76,51.51,55960.6,108644
111,112,112,Andrew Svoboda,77,51.49,55489.8,107768
112,T113,T113,Bronson La'Cassie,51,51.44,31418.9,61078
113,T113,T113,Michael Thompson,74,51.44,55631.3,108158
114,115,115,Kevin Streelman,79,51.42,54576.6,106135
115,116,116,Ian Poulter,57,51.41,38116.2,74143
116,T117,T117,Sergio Garcia,61,51.38,32834.0,63903
117,T117,T117,Retief Goosen,94,51.38,66956.2,130318
118,T117,T117,Pat Perez,84,51.38,69739.5,135741
119,120,120,D.A. Points,75,51.25,48051.3,93752
120,121,121,Justin Hicks,103,51.24,79488.8,155144
121,122,122,Danny Lee,84,51.23,57252.1,111765
122,123,123,Y.E. Yang,79,51.21,52355.5,102240
123,124,124,Erik Compton,88,51.18,67743.1,132365
124,125,125,James Driscoll,71,51.12,49607.9,97047
125,126,126,Richard Lee,80,51.07,55223.1,108134
126,127,127,John Merrick,87,51.04,67009.3,131281
127,128,128,Jason Dufner,57,51.01,37128.4,72785
128,129,129,Chris Stroud,88,51.0,60214.1,118068
129,T130,T130,Briny Baird,50,50.85,39383.3,77451
130,T130,T130,Troy Merritt,62,50.85,42684.2,83948
131,132,132,John Huh,87,50.84,59341.9,116715
132,133,133,Brian Stuard,91,50.82,62407.3,122809
133,134,134,Brandt Snedeker,89,50.81,57531.4,113229
134,135,135,William McGirt,96,50.8,67590.2,133064
135,136,136,Mark Wilson,69,50.78,46004.9,90601
136,137,137,Brendon de Jonge,109,50.77,78177.3,153985
137,138,138,Scott Langley,95,50.66,67384.7,133002
138,139,139,Freddie Jacobson,91,50.65,70870.3,139914
139,140,140,Zach Johnson,97,50.64,69967.1,138153
140,141,141,Russell Knox,92,50.63,71046.0,140321
141,T142,T142,Roberto Castro,76,50.6,52213.4,103189
142,T142,T142,Cameron Tringale,111,50.6,86346.4,170630
143,T144,T144,Kevin Na,94,50.53,68011.9,134593
144,T144,T144,Daniel Summerhays,98,50.53,78515.0,155373
145,146,146,Jonas Blixt,64,50.52,39785.3,78749
146,147,147,Tim Wilkinson,86,50.5,56535.9,111948
147,T148,T148,"Ted Potter, Jr.",68,50.44,49292.1,97725
148,T148,T148,Charlie Wi,72,50.44,53320.9,105706
149,150,150,Ken Duke,80,50.35,52971.5,105210
150,151,151,Spencer Levin,59,50.34,40368.6,80195
151,152,152,Matt Kuchar,91,50.3,63016.6,125277
152,153,153,Woody Austin,63,50.25,48685.2,96878
153,154,154,Bryce Molder,77,50.24,55681.7,110821
154,155,155,David Hearn,97,50.22,69912.5,139224
155,156,156,Heath Slocum,71,50.18,46399.7,92465
156,157,157,Greg Chalmers,85,50.08,62118.3,124035
157,158,158,Brian Davis,93,49.98,69561.9,139182
158,159,159,Stuart Appleby,92,49.95,69902.2,139943
159,160,160,Graeme McDowell,66,49.91,36852.3,73831
160,161,161,Jason Bohn,81,49.84,62281.1,124963
161,T162,T162,Jim Furyk,84,49.81,57488.6,115425
162,T162,T162,Jeff Maggert,54,49.81,36046.7,72367
163,164,164,Brendon Todd,108,49.8,75252.5,151108
164,165,165,Billy Hurley III,86,49.74,56924.2,114455
165,166,166,Ben Crane,81,49.66,63900.6,128670
166,167,167,Ben Curtis,77,49.59,53810.7,108521
167,168,168,K.J. Choi,80,49.54,57459.1,115984
168,169,169,D.H. Lee,54,49.48,38659.7,78137
169,170,170,Jerry Kelly,80,49.46,52313.4,105773
170,171,171,David Toms,64,49.23,42730.0,86796
171,172,172,Luke Donald,57,49.05,39169.8,79852
172,173,173,Chad Collins,78,48.84,50673.1,103745
173,174,174,Tim Clark,75,48.77,43147.8,88478
174,175,175,Brian Gay,81,48.62,50718.3,104305
175,176,176,Mike Weir,69,48.49,43164.1,89021
176,177,177,Justin Leonard,75,48.24,51102.9,105944
