,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
137,138,138,Jimmy Walker,98,4.49,45,1003,0.27
138,139,139,Tyrone Van Aswegen,79,4.51,40,886,0.93
139,140,140,Martin Laird,66,4.57,35,766,0.74
140,141,141,Troy Merritt,62,4.59,35,762,0.97
141,142,142,Martin Flores,85,4.6,43,934,0.49
142,143,143,Ángel Cabrera,69,4.63,39,842,0.64
143,144,144,Kyle Stanley,87,4.64,46,991,0.85
144,T145,T145,Ernie Els,85,4.65,40,860,0.4
145,T145,T145,Troy Matteson,62,4.65,31,667,0.58
146,T147,T147,Chesson Hadley,84,4.67,46,984,0.67
147,T147,T147,John Rollins,84,4.67,43,920,0.81
148,T149,T149,Harris English,95,4.72,48,1018,0.5
149,T149,T149,Rickie Fowler,91,4.72,40,847,0.63
150,151,151,Charlie Beljan,76,4.76,44,924,0.77
151,T152,T152,Lucas Glover,68,4.78,31,649,0.71
152,T152,T152,Phil Mickelson,71,4.78,33,690,0.21
153,154,154,Pat Perez,84,4.81,50,1039,0.62
154,155,155,Charles Howell III,106,4.82,63,1308,0.32
155,156,156,Matt Every,85,4.85,43,887,0.7
156,157,157,Gonzalo Fernandez-Castaño,83,4.91,47,958,0.57
157,158,158,Michael Thompson,74,4.95,41,829,0.68
158,159,159,Seung-Yul Noh,92,5.05,52,1029,0.48
159,160,160,Dustin Johnson,58,5.06,29,573,0.62
160,161,161,J.B. Holmes,86,5.08,53,1044,0.42
161,162,162,Morgan Hoffmann,103,5.11,63,1232,0.63
162,163,163,Ryo Ishikawa,75,5.2,44,846,0.75
163,164,164,Charley Hoffman,93,5.25,55,1048,0.49
164,165,165,James Driscoll,71,5.29,42,794,0.64
165,166,166,Jason Kokrak,65,5.51,46,835,0.52
166,167,167,Brooks Koepka,56,5.52,32,580,0.28
167,168,168,Robert Garrigus,80,5.58,56,1004,0.46
168,169,169,Andrew Loupe,65,5.74,39,679,0.46
169,170,170,Bud Cauley,56,5.8,37,638,0.7
170,171,171,Rory Sabbatini,82,5.92,53,896,0.77
171,172,172,Martin Kaymer,65,5.99,40,668,0.28
172,173,173,Jonas Blixt,64,6.24,37,593,0.41
173,174,174,Aaron Baddeley,74,6.27,50,797,0.56
174,175,175,Steven Bowditch,93,6.33,68,1074,0.6
175,T176,T176,Jamie Lovemark,64,6.34,41,647,0.56
176,T176,T176,Mike Weir,69,6.34,46,726,0.72
