,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
73,74,74,Brad Fritsch,50,152,65,87
74,75,75,Graeme McDowell,66,153,88,65
75,T76,T76,Jason Dufner,57,154,95,59
76,T76,T76,Kevin Streelman,79,154,17,137
77,78,78,Stewart Cink,91,156,99,57
78,79,79,Marc Leishman,81,159,79,80
79,T80,T80,Robert Allenby,83,164,137,27
80,T80,T80,"Ted Potter, Jr.",68,164,79,85
81,T82,T82,Bud Cauley,56,165,135,30
82,T82,T82,Chris Stroud,88,165,85,80
83,84,84,Jeff Maggert,54,166,99,67
84,T85,T85,George McNeill,79,167,106,61
85,T85,T85,Seung-Yul Noh,92,167,129,38
86,T85,T85,Cameron Tringale,111,167,122,45
87,88,88,John Huh,87,168,62,106
88,89,89,Davis Love III,74,170,70,100
89,90,90,Jason Day,54,171,53,118
90,91,91,Martin Flores,85,172,120,52
91,T92,T92,Russell Henley,92,178,22,156
92,T92,T92,Chris Kirk,105,178,49,129
93,T94,T94,Danny Lee,84,179,75,104
94,T94,T94,Wes Roach,67,179,67,112
95,96,96,Charl Schwartzel,64,180,54,126
96,97,97,Vijay Singh,83,181,108,73
97,98,98,Kevin Kisner,85,187,111,76
98,T99,T99,Jonathan Byrd,76,189,94,95
99,T99,T99,Jerry Kelly,80,189,118,71
100,101,101,Lee Westwood,57,191,68,123
101,102,102,Jamie Lovemark,64,193,99,94
102,103,103,Brian Stuard,91,194,72,122
103,104,104,Tim Clark,75,195,85,110
104,105,105,Kevin Tway,64,206,99,107
105,106,106,Jason Bohn,81,208,111,97
106,107,107,Trevor Immelman,84,215,138,77
107,108,108,Phil Mickelson,71,217,138,79
108,109,109,Kevin Na,94,218,120,98
109,110,110,Rory Sabbatini,82,219,145,74
110,111,111,Spencer Levin,59,220,111,109
111,T112,T112,William McGirt,96,222,117,105
112,T112,T112,Troy Merritt,62,222,135,87
113,114,114,John Rollins,84,223,127,96
114,T115,T115,Matt Jones,83,225,88,137
115,T115,T115,Mark Wilson,69,225,88,137
116,117,117,Brian Harman,111,227,116,111
117,118,118,Jeff Overton,80,228,164,64
118,T119,T119,Brice Garnett,92,230,147,83
119,T119,T119,Brendon Todd,108,230,111,119
120,T121,T121,James Hahn,82,231,111,120
121,T121,T121,Geoff Ogilvy,84,231,131,100
122,T121,T121,Brandt Snedeker,89,231,95,136
123,124,124,Scott Stallings,77,232,92,140
124,T125,T125,Ben Crane,81,235,105,130
125,T125,T125,J.B. Holmes,86,235,72,163
126,127,127,Andrew Loupe,65,236,95,141
127,128,128,Sean O'Hair,77,238,106,132
128,129,129,Steven Bowditch,93,241,108,133
129,T130,T130,Tommy Gainey,73,246,129,117
130,T130,T130,Y.E. Yang,79,246,88,158
131,T132,T132,Sangmoon Bae,76,249,103,146
132,T132,T132,Ricky Barnes,92,249,157,92
133,134,134,Ryo Ishikawa,75,251,159,92
134,135,135,Pat Perez,84,254,147,107
135,136,136,Ian Poulter,57,261,108,153
136,T137,T137,Briny Baird,50,263,133,130
137,T137,T137,Brian Davis,93,263,103,160
138,T137,T137,David Lingmerth,80,263,128,135
139,140,140,Scott Langley,95,268,154,114
140,141,141,Ben Curtis,77,272,122,150
141,T142,T142,D.A. Points,75,273,125,148
142,T142,T142,Patrick Reed,92,273,149,124
143,144,144,Tyrone Van Aswegen,79,277,164,113
144,145,145,Luke Guthrie,85,278,152,126
145,146,146,Johnson Wagner,69,282,167,115
146,147,147,Retief Goosen,94,285,161,124
147,148,148,K.J. Choi,80,287,133,154
148,149,149,Morgan Hoffmann,103,289,142,147
149,150,150,Roberto Castro,76,291,122,169
150,T151,T151,Troy Matteson,62,293,138,155
151,T151,T151,Bryce Molder,77,293,172,121
152,T153,T153,Luke Donald,57,294,150,144
153,T153,T153,Chesson Hadley,84,294,151,143
154,155,155,D.H. Lee,54,297,125,172
155,156,156,Jordan Spieth,102,298,146,152
156,157,157,Richard Lee,80,302,131,171
157,158,158,Matt Every,85,303,169,134
158,159,159,Gonzalo Fernandez-Castaño,83,304,138,166
159,160,160,Jim Renner,61,311,163,148
160,T161,T161,Stuart Appleby,92,312,167,145
161,T161,T161,Andres Romero,81,312,144,168
162,T163,T163,Erik Compton,88,313,171,142
163,T163,T163,Freddie Jacobson,91,313,162,151
164,165,165,Bronson La'Cassie,51,316,155,161
165,166,166,Ernie Els,85,317,158,159
166,167,167,Justin Leonard,75,319,143,176
167,T168,T168,Woody Austin,63,323,156,167
168,T168,T168,Tim Wilkinson,86,323,166,157
169,170,170,Aaron Baddeley,74,326,152,174
170,171,171,Jonas Blixt,64,332,170,162
171,172,172,Brian Gay,81,335,160,175
172,T173,T173,James Driscoll,71,340,176,164
173,T173,T173,Charlie Wi,72,340,175,165
174,175,175,Chad Collins,78,344,174,170
175,176,176,Greg Chalmers,85,346,173,173
176,177,177,Mike Weir,69,354,177,177
