,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
28,29,29,Billy Horschel,96,70.244,6767,- 23.566,96
29,30,30,Matt Jones,83,70.245,5824,6.343,83
30,31,31,Kevin Streelman,86,70.267,6072,- 29.056,86
31,32,32,Charles Howell III,87,70.27199999999999,5956,17.151,85
32,33,33,Bubba Watson,76,70.27600000000001,5161,- 30.820,73
33,34,34,Rory McIlroy,56,70.288,3911,- 45.148,55
34,35,35,K.J. Choi,85,70.322,5946,- 38.979,84
35,36,36,Jimmy Walker,84,70.332,5914,- 6.143,84
36,37,37,Bob Estes,66,70.361,4648,- 4.150,66
37,38,38,Peter Hanson,45,70.368,3066,- 40.167,43
38,39,39,Ian Poulter,59,70.382,3772,- 41.729,53
39,40,40,Harris English,95,70.438,6694,- 2.362,95
40,41,41,Ernie Els,63,70.491,4416,- 45.539,62
41,42,42,Roberto Castro,97,70.494,6824,13.895,97
42,43,43,Charley Hoffman,84,70.497,5947,- 25.274,84
43,44,44,Graeme McDowell,53,70.503,3496,- 41.360,49
44,45,45,Rory Sabbatini,86,70.51100000000001,5761,20.879,82
45,46,46,Bryce Molder,82,70.52,5621,20.597,80
46,47,47,Jerry Kelly,75,70.52199999999999,5291,- 1.868,75
47,48,48,Marc Leishman,77,70.532,5477,- 46.006,77
48,49,49,Chris Stroud,88,70.546,6206,2.036,88
49,50,50,Martin Kaymer,61,70.559,4148,- 55.551,58
50,51,51,Russell Henley,80,70.57,5531,- 26.561,78
51,52,52,Camilo Villegas,79,70.586,5291,2.921,75
52,53,53,Chez Reavie,72,70.6,5081,2.230,72
53,54,54,Boo Weekley,100,70.611,7071,- 9.949,100
54,55,55,Morgan Hoffmann,64,70.613,4506,13.201,64
55,56,56,"Ted Potter, Jr.",65,70.615,4332,- 24.457,61
56,57,57,Kevin Stadler,83,70.632,5558,21.944,79
57,58,58,Stewart Cink,71,70.633,5052,- 37.080,71
58,59,59,Martin Flores,83,70.676,5847,19.119,83
59,60,60,Brian Davis,91,70.69,6440,- 7.182,91
60,61,61,Tim Clark,64,70.693,4330,- 17.754,61
61,62,62,Cameron Tringale,80,70.72399999999999,5651,6.897,80
62,63,63,Gary Woodland,94,70.733,6372,- 6.013,90
63,64,64,John Merrick,79,70.736,5587,1.116,79
64,65,65,David Hearn,88,70.738,6226,- 1.052,88
65,66,66,John Huh,88,70.758,6264,- 37.316,88
66,67,67,John Rollins,77,70.779,5155,11.876,73
67,68,68,Nick Watney,88,70.78,6103,- 15.925,86
68,69,69,Patrick Reed,83,70.807,5870,6.991,83
69,70,70,Daniel Summerhays,83,70.813,5863,14.441,83
70,71,71,Ryan Moore,72,70.825,5058,- 29.410,71
71,72,72,Stuart Appleby,88,70.834,5938,12.053,84
72,73,73,Pat Perez,69,70.835,4888,- .370,69
73,T74,T74,Justin Leonard,86,70.863,6089,5.225,86
74,T74,T74,Jeff Overton,78,70.863,5514,13.287,78
75,76,76,Ben Crane,62,70.86399999999999,4114,- 3.898,58
76,77,77,Brian Stuard,78,70.869,5244,.329,74
77,78,78,George McNeill,68,70.876,4823,- 3.417,68
78,79,79,James Driscoll,76,70.888,5110,- 6.090,72
79,T80,T80,Ángel Cabrera,73,70.89699999999999,5206,- 30.550,73
80,T80,T80,Vaughn Taylor,50,70.89699999999999,3260,1.257,46
81,82,82,Josh Teater,86,70.904,5840,- 25.838,82
82,83,83,Richard Lee,81,70.91199999999999,5452,8.231,77
83,84,84,Mark Wilson,56,70.916,3696,- 8.374,52
84,85,85,Nicholas Thompson,99,70.92,7020,1.109,99
85,86,86,Jason Kokrak,78,70.92399999999999,5522,10.079,78
86,87,87,Kevin Chappell,80,70.92699999999999,5685,- 10.820,80
87,88,88,John Senden,79,70.97,5574,- 38.313,78
88,89,89,J.J. Henry,83,70.992,5757,- 6.622,81
89,90,90,Vijay Singh,61,70.995,4366,- 35.278,61
90,91,91,David Lingmerth,68,70.99600000000001,4848,- 20.285,68
91,92,92,William McGirt,75,71.0,5315,10.010,75
92,93,93,Erik Compton,74,71.01100000000001,5251,3.777,74
93,94,94,David Lynn,70,71.016,4927,- 26.862,69
94,95,95,Padraig Harrington,52,71.017,3522,- 42.165,49
95,96,96,Matt Every,89,71.023,6306,15.013,89
96,97,97,Ken Duke,87,71.025,6198,- 18.811,87
97,98,98,Martin Laird,68,71.029,4880,- 49.995,68
98,99,99,Jim Herman,59,71.045,3912,- 4.510,55
99,100,100,Brendan Steele,86,71.053,5825,1.343,82
100,101,101,Robert Garrigus,69,71.058,4636,- 17.225,65
101,102,102,Bo Van Pelt,72,71.08,5009,- 33.374,70
102,103,103,Brad Fritsch,81,71.085,5465,8.560,77
103,104,104,Nicolas Colsaerts,50,71.08800000000001,3387,- 45.886,47
104,105,105,Robert Streb,75,71.089,5033,14.333,71
105,106,106,Jason Bohn,70,71.101,4967,10.064,70
106,107,107,Cameron Percy,68,71.10600000000001,4678,14.991,66
107,108,108,Jonas Blixt,76,71.11,5425,- 20.675,76
108,109,109,Sangmoon Bae,83,71.111,5909,- 6.789,83
109,110,110,Shawn Stefani,63,71.11399999999999,4483,- 2.796,63
110,111,111,D.A. Points,87,71.116,6216,- 28.940,87
111,112,112,David Toms,49,71.134,3132,- 2.106,44
112,113,113,Scott Stallings,79,71.135,5644,- 24.308,79
113,114,114,Justin Hicks,79,71.138,5350,- 14.614,75
114,115,115,Luke Guthrie,82,71.139,5855,- 21.578,82
115,116,116,Brian Gay,79,71.16,5615,6.642,79
116,117,117,Tag Ridings,69,71.16199999999999,4619,6.537,65
117,118,118,Charlie Wi,75,71.17399999999999,5045,8.355,71
118,119,119,Brandt Jobe,62,71.175,4142,- 13.827,58
119,120,120,D.H. Lee,65,71.187,4608,19.174,65
120,121,121,Jeff Maggert,63,71.208,4465,21.135,63
121,122,122,James Hahn,78,71.222,5261,9.404,74
122,123,123,Greg Chalmers,77,71.22800000000001,5186,13.632,73
123,124,124,Chad Campbell,78,71.234,5387,26.784,76
124,125,125,Scott Brown,65,71.25,4645,- 13.740,65
125,126,126,Andres Romero,63,71.256,4200,4.079,59
126,127,127,Scott Langley,79,71.26899999999999,5351,- 5.800,75
127,T128,T128,Carl Pettersson,82,71.273,5726,- 24.142,80
128,T128,T128,Scott Piercy,78,71.273,5366,- 20.515,75
129,130,130,Brian Harman,89,71.29,6051,8.673,85
130,131,131,Dicky Pride,71,71.293,4758,18.664,67
131,132,132,Michael Thompson,66,71.298,4744,- 38.343,66
132,133,133,Doug LaBelle II,72,71.317,4984,8.186,70
133,134,134,Fabián Gómez,65,71.33,4620,16.434,65
134,135,135,Steven Bowditch,67,71.335,4613,23.802,65
135,136,136,Ricky Barnes,74,71.34100000000001,4980,13.876,70
136,137,137,Y.E. Yang,56,71.348,4013,- 17.512,56
137,138,138,Henrik Norlander,70,71.36,4834,18.467,68
138,139,139,D.J. Trahan,48,71.429,3263,22.738,46
139,140,140,Bud Cauley,67,71.445,4513,- 11.966,63
140,141,141,Stephen Ames,49,71.454,3483,18.251,49
141,142,142,Tim Herron,45,71.479,3224,- 7.444,45
142,143,143,Robert Karlsson,56,71.482,3737,- 19.929,52
143,144,144,Ben Kohles,75,71.488,5070,5.675,71
144,145,145,Trevor Immelman,73,71.491,4949,- 16.102,69
145,146,146,Aaron Baddeley,68,71.503,4724,- 4.822,66
146,147,147,Ryo Ishikawa,72,71.515,5015,- 8.961,70
147,148,148,Ben Curtis,59,71.531,4120,- 42.761,57
148,149,149,Steve LeBrun,66,71.551,4410,26.147,62
149,150,150,Greg Owen,73,71.554,5070,10.369,71
150,151,151,Tom Gillis,69,71.559,4660,- 8.664,65
151,152,152,Lucas Glover,65,71.577,4676,- 23.497,65
152,153,153,Geoff Ogilvy,57,71.58800000000001,4120,- 39.468,57
153,154,154,Seung-Yul Noh,71,71.625,4803,- 4.095,67
154,155,155,Mike Weir,60,71.643,4166,- 10.729,58
155,156,156,Casey Wittenberg,72,71.65899999999999,5024,- 7.897,70
156,157,157,Andrew Svoboda,46,71.747,3140,16.878,44
157,158,158,Aaron Watkins,46,71.77,3137,20.887,44
158,159,159,Jin Park,52,71.777,3580,8.834,50
159,160,160,Lee Williams,62,71.792,4275,32.534,60
160,161,161,Charlie Beljan,62,71.839,4457,- 2.955,62
161,162,162,Kyle Stanley,71,71.842,5119,- 18.200,71
162,T163,T163,Will Claxton,67,71.889,4519,9.991,63
163,T163,T163,Troy Matteson,68,71.889,4720,24.695,66
164,165,165,Tommy Gainey,84,71.892,6047,- 8.105,84
165,166,166,Rod Pampling,46,71.943,3007,14.618,42
166,167,167,Darron Stiles,51,71.947,3509,16.415,49
167,168,168,Alistair Presnell,59,71.95100000000001,4095,6.185,57
168,169,169,Johnson Wagner,64,72.013,4333,- 12.196,60
169,170,170,Justin Bolli,59,72.03399999999999,3961,.845,55
170,171,171,Robert Allenby,58,72.056,4043,- 7.883,56
171,172,172,Scott Gardiner,61,72.082,4239,13.832,59
172,173,173,Sean O'Hair,56,72.107,4042,- 4.009,56
173,174,174,David Mathis,71,72.222,4812,26.868,67
174,175,175,Colt Knost,69,72.264,4671,26.131,65
175,176,176,Derek Ernst,58,72.271,4189,2.710,58
176,177,177,Michael Bradley,56,72.345,3745,16.933,52
177,178,178,Eric Meierdierks,48,72.414,3313,18.031,46
178,179,179,Luke List,65,72.444,4396,23.094,61
179,180,180,Bobby Gates,49,72.59,3249,17.564,45
