,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
55,56,56,Jason Day,86,20.49,295,1440
56,57,57,John Rollins,77,20.4,268,1314
57,58,58,Roberto Castro,97,20.39,356,1746
58,59,59,Jeff Overton,78,20.37,286,1404
59,60,60,Nick Watney,88,20.35,315,1548
60,61,61,Greg Chalmers,77,20.32,267,1314
61,62,62,Nicholas Thompson,99,20.31,362,1782
62,63,63,Zach Johnson,84,20.28,303,1494
63,T64,T64,Aaron Baddeley,68,20.2,240,1188
64,T64,T64,Jason Dufner,78,20.2,280,1386
65,66,66,Josh Teater,86,20.19,298,1476
66,67,67,Chris Stroud,88,20.14,319,1584
67,68,68,Justin Leonard,86,20.09,311,1548
68,69,69,Martin Flores,83,20.08,300,1494
69,70,70,Boo Weekley,100,20.06,361,1800
70,71,71,Kevin Chappell,80,20.0,288,1440
71,T72,T72,Luke Guthrie,82,19.99,295,1476
72,T72,T72,D.A. Points,87,19.99,313,1566
73,74,74,Fabián Gómez,65,19.91,233,1170
74,75,75,Jim Herman,59,19.9,197,990
75,76,76,Stewart Cink,71,19.87,254,1278
76,77,77,Scott Stallings,79,19.83,282,1422
77,78,78,Jim Furyk,80,19.8,278,1404
78,79,79,D.H. Lee,65,19.74,231,1170
79,80,80,D.J. Trahan,48,19.69,163,828
80,81,81,Ryan Moore,72,19.64,251,1278
81,82,82,Justin Hicks,79,19.63,265,1350
82,83,83,Henrik Norlander,70,19.61,240,1224
83,84,84,Doug LaBelle II,72,19.6,247,1260
84,T85,T85,Kevin Streelman,86,19.51,302,1548
85,T85,T85,Cameron Tringale,80,19.51,281,1440
86,87,87,Bud Cauley,67,19.49,221,1134
87,T88,T88,Ángel Cabrera,73,19.48,256,1314
88,T88,T88,William McGirt,75,19.48,263,1350
89,T88,T88,John Merrick,79,19.48,277,1422
90,T91,T91,Bill Haas,85,19.44,294,1512
91,T91,T91,David Toms,49,19.44,154,792
92,T93,T93,Luke List,65,19.4,213,1098
93,T93,T93,"Ted Potter, Jr.",65,19.4,213,1098
94,95,95,Brendan Steele,86,19.38,286,1476
95,96,96,Aaron Watkins,46,19.32,153,792
96,97,97,Steve LeBrun,66,19.27,215,1116
97,T98,T98,Seung-Yul Noh,71,19.24,232,1206
98,T98,T98,Lee Westwood,70,19.24,239,1242
99,100,100,Lucas Glover,65,19.23,225,1170
100,101,101,Bo Van Pelt,72,19.21,242,1260
101,102,102,George McNeill,68,19.2,235,1224
102,103,103,Greg Owen,73,19.17,245,1278
103,T104,T104,Erik Compton,74,19.14,255,1332
104,T104,T104,Chez Reavie,72,19.14,248,1296
105,106,106,Brian Harman,89,19.08,292,1530
106,107,107,Carl Pettersson,82,19.03,274,1440
107,108,108,John Huh,88,19.0,301,1584
108,109,109,Peter Hanson,45,18.99,147,774
109,110,110,Freddie Jacobson,63,18.98,205,1080
110,111,111,Tag Ridings,69,18.97,222,1170
111,T112,T112,Jerry Kelly,75,18.96,256,1350
112,T112,T112,Jeff Maggert,63,18.96,215,1134
113,114,114,Robert Streb,75,18.94,242,1278
114,115,115,Tommy Gainey,84,18.92,286,1512
115,116,116,Charlie Beljan,62,18.91,211,1116
116,T117,T117,Bob Estes,66,18.86,224,1188
117,T117,T117,Cameron Percy,68,18.86,224,1188
118,119,119,Ernie Els,63,18.82,210,1116
119,120,120,Shawn Stefani,63,18.78,213,1134
120,T121,T121,Stuart Appleby,88,18.72,283,1512
121,T121,T121,K.J. Choi,85,18.72,283,1512
122,123,123,Stephen Ames,49,18.71,165,882
123,124,124,Richard Lee,81,18.69,259,1386
124,T125,T125,Ken Duke,87,18.65,292,1566
125,T125,T125,Rod Pampling,46,18.65,141,756
126,127,127,Scott Gardiner,61,18.64,198,1062
127,128,128,Scott Brown,65,18.63,218,1170
128,129,129,Mike Weir,60,18.58,194,1044
129,130,130,Chad Campbell,78,18.57,254,1368
130,T131,T131,Marc Leishman,77,18.54,257,1386
131,T131,T131,Kyle Stanley,71,18.54,237,1278
132,133,133,John Senden,79,18.52,260,1404
133,134,134,Brian Gay,79,18.5,263,1422
134,135,135,Martin Kaymer,61,18.49,193,1044
135,136,136,Dicky Pride,71,18.41,222,1206
136,137,137,Brandt Jobe,62,18.39,192,1044
137,138,138,Brian Stuard,78,18.32,244,1332
138,139,139,Martin Laird,68,18.3,224,1224
139,140,140,Ryo Ishikawa,72,18.25,230,1260
140,141,141,Ian Poulter,59,18.24,174,954
141,142,142,Ben Kohles,75,18.23,233,1278
142,143,143,David Lynn,70,18.2,226,1242
143,144,144,Justin Bolli,59,18.18,180,990
144,145,145,David Mathis,71,18.16,219,1206
145,146,146,Tim Clark,64,18.12,199,1098
146,147,147,Andrew Svoboda,46,18.06,143,792
147,148,148,Y.E. Yang,56,17.96,181,1008
148,149,149,Ricky Barnes,74,17.94,226,1260
149,150,150,Alistair Presnell,59,17.93,184,1026
150,151,151,Ben Crane,62,17.91,187,1044
151,152,152,Eric Meierdierks,48,17.87,148,828
152,T153,T153,Jonas Blixt,76,17.84,244,1368
153,T153,T153,Robert Karlsson,56,17.84,167,936
154,155,155,Jin Park,52,17.78,160,900
155,156,156,Tim Herron,45,17.65,143,810
156,157,157,Scott Langley,79,17.56,237,1350
157,158,158,Geoff Ogilvy,57,17.54,180,1026
158,159,159,Troy Matteson,68,17.51,208,1188
159,160,160,Will Claxton,67,17.46,198,1134
160,161,161,Derek Ernst,58,17.43,182,1044
161,T162,T162,Graeme McDowell,53,17.35,153,882
162,T162,T162,Darron Stiles,51,17.35,153,882
163,164,164,Colt Knost,69,17.26,202,1170
164,165,165,Sean O'Hair,56,17.16,173,1008
165,166,166,J.J. Henry,83,17.15,250,1458
166,167,167,Robert Allenby,58,17.06,172,1008
167,168,168,Lee Williams,62,17.04,184,1080
168,T169,T169,Michael Bradley,56,16.99,159,936
169,T169,T169,Mark Wilson,56,16.99,159,936
170,171,171,Nicolas Colsaerts,50,16.9,143,846
171,172,172,Padraig Harrington,52,16.78,148,882
172,173,173,Ben Curtis,59,16.76,172,1026
173,T174,T174,Tom Gillis,69,16.75,196,1170
174,T174,T174,Michael Thompson,66,16.75,199,1188
175,176,176,Vijay Singh,61,16.58,182,1098
176,177,177,Johnson Wagner,64,16.11,174,1080
177,178,178,Casey Wittenberg,72,15.87,200,1260
178,179,179,Trevor Immelman,73,15.7,195,1242
179,180,180,Bobby Gates,49,15.68,127,810
