,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
48,49,49,Troy Matteson,68,16.5,196,1188
49,50,50,Billy Horschel,96,16.55,286,1728
50,51,51,Ian Poulter,59,16.56,158,954
51,52,52,Lee Williams,62,16.57,179,1080
52,53,53,Tag Ridings,69,16.58,194,1170
53,T54,T54,Jason Dufner,78,16.59,230,1386
54,T54,T54,Bubba Watson,76,16.59,218,1314
55,T56,T56,John Merrick,79,16.6,236,1422
56,T56,T56,Webb Simpson,92,16.6,263,1584
57,58,58,Luke Donald,60,16.67,174,1044
58,59,59,David Hearn,88,16.73,265,1584
59,60,60,Rickie Fowler,75,16.74,223,1332
60,61,61,Lee Westwood,70,16.75,208,1242
61,62,62,Jonas Blixt,76,16.81,230,1368
62,63,63,James Driscoll,76,16.82,218,1296
63,64,64,Fabián Gómez,65,16.84,197,1170
64,65,65,Ricky Barnes,74,16.9,213,1260
65,T66,T66,Trevor Immelman,73,16.91,210,1242
66,T66,T66,George McNeill,68,16.91,207,1224
67,68,68,Justin Leonard,86,16.93,262,1548
68,69,69,Graeme McDowell,53,17.01,150,882
69,70,70,Ryan Palmer,79,17.02,242,1422
70,71,71,D.J. Trahan,48,17.03,141,828
71,T72,T72,Robert Streb,75,17.06,218,1278
72,T72,T72,Casey Wittenberg,72,17.06,215,1260
73,T74,T74,David Lynn,70,17.07,212,1242
74,T74,T74,Rory Sabbatini,86,17.07,252,1476
75,76,76,Dicky Pride,71,17.08,206,1206
76,77,77,D.H. Lee,65,17.09,200,1170
77,T78,T78,John Huh,88,17.11,271,1584
78,T78,T78,Scott Langley,79,17.11,231,1350
79,80,80,Morgan Hoffmann,64,17.19,198,1152
80,81,81,Brendan Steele,86,17.21,254,1476
81,T82,T82,Steven Bowditch,67,17.26,202,1170
82,T82,T82,Camilo Villegas,79,17.26,233,1350
83,84,84,Patrick Reed,83,17.27,258,1494
84,T85,T85,Greg Chalmers,77,17.28,227,1314
85,T85,T85,Boo Weekley,100,17.28,311,1800
86,87,87,"Ted Potter, Jr.",65,17.3,190,1098
87,88,88,Jason Kokrak,78,17.31,243,1404
88,T89,T89,Brian Harman,89,17.32,265,1530
89,T89,T89,Henrik Norlander,70,17.32,212,1224
90,T89,T89,Charl Schwartzel,69,17.32,212,1224
91,92,92,Gary Woodland,94,17.35,281,1620
92,T93,T93,Harris English,95,17.37,297,1710
93,T93,T93,Brian Gay,79,17.37,247,1422
94,95,95,Steve LeBrun,66,17.38,194,1116
95,96,96,Nicholas Thompson,99,17.4,310,1782
96,97,97,James Hahn,78,17.42,232,1332
97,98,98,Kevin Chappell,80,17.43,251,1440
98,99,99,Nick Watney,88,17.44,270,1548
99,100,100,Tim Clark,64,17.49,192,1098
100,101,101,Darron Stiles,51,17.57,155,882
101,102,102,Freddie Jacobson,63,17.59,190,1080
102,103,103,Marc Leishman,77,17.6,244,1386
103,T104,T104,Brian Davis,91,17.64,289,1638
104,T104,T104,Shawn Stefani,63,17.64,200,1134
105,106,106,Vijay Singh,61,17.67,194,1098
106,107,107,Matt Every,89,17.73,284,1602
107,108,108,David Toms,49,17.8,141,792
108,T109,T109,Doug LaBelle II,72,17.86,225,1260
109,T109,T109,Rod Pampling,46,17.86,135,756
110,111,111,Brad Fritsch,81,17.89,248,1386
111,112,112,Stephen Ames,49,17.91,158,882
112,113,113,Aaron Watkins,46,17.93,142,792
113,114,114,Russell Henley,80,17.95,252,1404
114,115,115,Brandt Jobe,62,18.01,188,1044
115,116,116,Josh Teater,86,18.02,266,1476
116,117,117,Andrew Svoboda,46,18.06,143,792
117,118,118,Peter Hanson,45,18.09,140,774
118,119,119,Jason Bohn,70,18.17,229,1260
119,120,120,Ernie Els,63,18.19,203,1116
120,121,121,Scott Brown,65,18.21,213,1170
121,122,122,Jin Park,52,18.22,164,900
122,T123,T123,Ben Kohles,75,18.23,233,1278
123,T123,T123,Ryan Moore,72,18.23,233,1278
124,125,125,Jim Herman,59,18.28,181,990
125,126,126,Charlie Wi,75,18.31,234,1278
126,127,127,Dustin Johnson,71,18.33,231,1260
127,128,128,Tom Gillis,69,18.38,215,1170
128,129,129,Bo Van Pelt,72,18.41,232,1260
129,130,130,Ken Duke,87,18.45,289,1566
130,131,131,Stewart Cink,71,18.47,236,1278
131,T132,T132,Justin Hicks,79,18.59,251,1350
132,T132,T132,John Senden,79,18.59,261,1404
133,134,134,Vaughn Taylor,50,18.6,154,828
134,135,135,Luke Guthrie,82,18.63,275,1476
135,136,136,Scott Stallings,79,18.64,265,1422
136,T137,T137,Ángel Cabrera,73,18.65,245,1314
137,T137,T137,Y.E. Yang,56,18.65,188,1008
138,139,139,Rory McIlroy,56,18.69,185,990
139,T140,T140,Charley Hoffman,84,18.72,283,1512
140,T140,T140,Colt Knost,69,18.72,219,1170
141,T142,T142,Bobby Gates,49,18.77,152,810
142,T142,T142,Michael Thompson,66,18.77,223,1188
143,144,144,David Lingmerth,68,18.79,230,1224
144,145,145,Andres Romero,63,18.83,200,1062
145,146,146,Will Claxton,67,18.96,215,1134
146,147,147,Robert Garrigus,69,18.97,222,1170
147,148,148,Carl Pettersson,82,19.03,274,1440
148,149,149,Martin Laird,68,19.04,233,1224
149,150,150,Ryo Ishikawa,72,19.05,240,1260
150,151,151,Johnson Wagner,64,19.07,206,1080
151,152,152,D.A. Points,87,19.22,301,1566
152,153,153,Seung-Yul Noh,71,19.24,232,1206
153,154,154,Padraig Harrington,52,19.27,170,882
154,155,155,Greg Owen,73,19.33,247,1278
155,156,156,Kyle Stanley,71,19.41,248,1278
156,157,157,Alistair Presnell,59,19.49,200,1026
157,T158,T158,Michael Bradley,56,19.66,184,936
158,T158,T158,Robert Karlsson,56,19.66,184,936
159,160,160,Ben Curtis,59,19.69,202,1026
160,161,161,Justin Bolli,59,19.7,195,990
161,162,162,Mike Weir,60,19.73,206,1044
162,163,163,Charlie Beljan,62,19.8,221,1116
163,164,164,Martin Kaymer,61,19.83,207,1044
164,165,165,Bud Cauley,67,19.84,225,1134
165,T166,T166,Aaron Baddeley,68,19.87,236,1188
166,T166,T166,Scott Gardiner,61,19.87,211,1062
167,168,168,Nicolas Colsaerts,50,20.21,171,846
168,169,169,Tim Herron,45,20.25,164,810
169,170,170,David Mathis,71,20.32,245,1206
170,171,171,Scott Piercy,78,20.37,275,1350
171,172,172,Robert Allenby,58,20.44,206,1008
172,173,173,Lucas Glover,65,20.51,240,1170
173,174,174,Eric Meierdierks,48,20.53,170,828
174,175,175,Sangmoon Bae,83,20.62,308,1494
175,176,176,Tommy Gainey,84,20.63,312,1512
176,177,177,Luke List,65,20.67,227,1098
177,178,178,Sean O'Hair,56,20.73,209,1008
178,179,179,Derek Ernst,58,20.98,219,1044
179,180,180,Geoff Ogilvy,57,21.05,216,1026
