,Birdie_or_Better_Percentage_-_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Rough_%,Birdie_or_Better_Percentage_-_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Rough_TOTAL HOLES
74,75,75,Gary Woodland,94,14.87,47,316
75,76,76,Bud Cauley,67,14.85,30,202
76,77,77,Keegan Bradley,88,14.8,37,250
77,78,78,Henrik Stenson,65,14.75,18,122
78,79,79,Lee Westwood,70,14.74,23,156
79,80,80,Lucas Glover,65,14.67,27,184
80,81,81,John Senden,79,14.64,35,239
81,82,82,D.J. Trahan,48,14.58,21,144
82,83,83,Brian Davis,91,14.41,34,236
83,84,84,Padraig Harrington,52,14.4,18,125
84,T85,T85,Kevin Chappell,80,14.29,32,224
85,T85,T85,Ryo Ishikawa,72,14.29,32,224
86,T85,T85,Johnson Wagner,64,14.29,29,203
87,88,88,D.H. Lee,65,14.21,26,183
88,89,89,Martin Laird,68,14.12,25,177
89,90,90,Justin Leonard,86,14.05,34,242
90,91,91,Michael Bradley,56,14.04,24,171
91,92,92,Tommy Gainey,84,14.01,44,314
92,93,93,Dicky Pride,71,14.0,28,200
93,94,94,Brandt Jobe,62,13.91,21,151
94,T95,T95,Martin Flores,83,13.85,45,325
95,T95,T95,Justin Hicks,79,13.85,27,195
96,97,97,Kyle Stanley,71,13.82,30,217
97,98,98,Brandt Snedeker,79,13.78,27,196
98,99,99,Jin Park,52,13.57,19,140
99,T100,T100,Stewart Cink,71,13.55,29,214
100,T100,T100,Bill Haas,85,13.55,34,251
101,102,102,Martin Kaymer,61,13.53,18,133
102,103,103,Tag Ridings,69,13.49,34,252
103,T104,T104,Scott Stallings,79,13.48,31,230
104,T104,T104,Charlie Wi,75,13.48,31,230
105,106,106,Geoff Ogilvy,57,13.46,21,156
106,T107,T107,Rickie Fowler,75,13.43,29,216
107,T107,T107,Robert Karlsson,56,13.43,18,134
108,109,109,Mike Weir,60,13.4,28,209
109,110,110,William McGirt,75,13.39,32,239
110,111,111,Morgan Hoffmann,64,13.06,29,222
111,112,112,Mark Wilson,56,12.98,17,131
112,113,113,Vaughn Taylor,50,12.95,18,139
113,114,114,John Huh,88,12.93,30,232
114,115,115,Tim Herron,45,12.92,23,178
115,116,116,Chad Campbell,78,12.81,31,242
116,117,117,Steve LeBrun,66,12.68,26,205
117,118,118,Carl Pettersson,82,12.67,28,221
118,T119,T119,Roberto Castro,97,12.61,30,238
119,T119,T119,David Lynn,70,12.61,28,222
120,T121,T121,Brendon de Jonge,110,12.59,37,294
121,T121,T121,Seung-Yul Noh,71,12.59,36,286
122,123,123,Ben Crane,62,12.57,24,191
123,124,124,Justin Bolli,59,12.43,21,169
124,125,125,Nicolas Colsaerts,50,12.42,20,161
125,126,126,Bryce Molder,82,12.39,28,226
126,127,127,Scott Brown,65,12.37,23,186
127,T128,T128,Andrew Svoboda,46,12.31,16,130
128,T128,T128,Aaron Watkins,46,12.31,16,130
129,T130,T130,Ricky Barnes,74,12.3,30,244
130,T130,T130,Erik Compton,74,12.3,31,252
131,132,132,Fabián Gómez,65,12.18,24,197
132,133,133,Derek Ernst,58,12.17,23,189
133,134,134,Jeff Maggert,63,12.15,22,181
134,135,135,Ben Curtis,59,12.05,20,166
135,136,136,"Ted Potter, Jr.",65,12.04,23,191
136,137,137,Ian Poulter,59,11.86,14,118
137,138,138,Trevor Immelman,73,11.5,26,226
138,139,139,Alistair Presnell,59,11.41,21,184
139,140,140,George McNeill,68,11.28,22,195
140,141,141,Ryan Moore,72,11.24,20,178
141,142,142,Brian Harman,89,11.22,34,303
142,143,143,Brad Fritsch,81,11.19,30,268
143,144,144,Jerry Kelly,75,11.05,21,190
144,145,145,Greg Owen,73,11.02,28,254
145,146,146,Sean O'Hair,56,10.96,24,219
146,147,147,Tim Clark,64,10.94,14,128
147,148,148,Lee Williams,62,10.92,19,174
148,149,149,Eric Meierdierks,48,10.91,18,165
149,T150,T150,Stuart Appleby,88,10.8,27,250
150,T150,T150,Boo Weekley,100,10.8,27,250
151,152,152,Ken Duke,87,10.78,25,232
152,153,153,Casey Wittenberg,72,10.51,27,257
153,154,154,Scott Langley,79,10.43,22,211
154,155,155,Doug LaBelle II,72,10.42,20,192
155,156,156,Jim Furyk,80,10.34,18,174
156,157,157,Brendan Steele,86,10.33,28,271
157,158,158,Darron Stiles,51,10.32,13,126
158,159,159,J.J. Henry,83,10.3,24,233
159,T160,T160,David Hearn,88,10.29,25,243
160,T160,T160,Brian Stuard,78,10.29,21,204
161,162,162,Nick Watney,88,10.21,24,235
162,163,163,Jonas Blixt,76,10.2,26,255
163,164,164,Colt Knost,69,10.17,18,177
164,165,165,Steven Bowditch,67,10.13,23,227
165,166,166,Jeff Overton,78,9.84,30,305
166,167,167,Michael Thompson,66,9.73,18,185
167,168,168,Bob Estes,66,9.64,19,197
168,169,169,David Toms,49,9.38,9,96
169,170,170,Brian Gay,79,9.35,20,214
170,171,171,Will Claxton,67,8.92,19,213
171,172,172,Vijay Singh,61,8.89,16,180
172,173,173,Tom Gillis,69,8.59,17,198
173,174,174,Robert Streb,75,8.48,19,224
174,175,175,Rod Pampling,46,8.46,11,130
175,T176,T176,Robert Allenby,58,8.42,16,190
176,T176,T176,Bobby Gates,49,8.42,16,190
177,178,178,David Mathis,71,8.33,19,228
178,179,179,Ben Kohles,75,8.29,16,193
179,180,180,Y.E. Yang,56,7.19,10,139
