,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
46,T46,T46,Jimmy Walker,24,61.11
47,T48,T48,Robert Allenby,24,60.0
48,T48,T48,Justin Bolli,23,60.0
49,T48,T48,Bud Cauley,24,60.0
50,T48,T48,Kevin Chappell,24,60.0
51,T48,T48,Ben Curtis,20,60.0
52,T48,T48,Brendon de Jonge,30,60.0
53,T48,T48,Justin Hicks,25,60.0
54,T48,T48,Jerry Kelly,22,60.0
55,T48,T48,Andres Romero,21,60.0
56,57,57,Billy Horschel,26,59.09
57,T58,T58,Brian Davis,28,58.82
58,T58,T58,Chris Stroud,26,58.82
59,60,60,Freddie Jacobson,19,58.33
60,T61,T61,Zach Johnson,24,57.89
61,T61,T61,Justin Leonard,24,57.89
62,T63,T63,Harris English,26,57.14
63,T63,T63,George McNeill,21,57.14
64,T65,T65,Brad Fritsch,24,56.25
65,T65,T65,Russell Henley,24,56.25
66,T65,T65,J.J. Henry,26,56.25
67,T65,T65,Rory Sabbatini,27,56.25
68,T65,T65,Cameron Tringale,24,56.25
69,T70,T70,Jason Dufner,22,55.56
70,T70,T70,Charles Howell III,26,55.56
71,T70,T70,Robert Karlsson,18,55.56
72,T70,T70,Troy Matteson,24,55.56
73,T70,T70,Carl Pettersson,24,55.56
74,T70,T70,Josh Teater,24,55.56
75,T70,T70,David Toms,16,55.56
76,T70,T70,Nick Watney,26,55.56
77,T78,T78,Chris Kirk,24,55.0
78,T78,T78,Webb Simpson,25,55.0
79,T80,T80,Steven Bowditch,22,54.55
80,T80,T80,D.H. Lee,22,54.55
81,T80,T80,Henrik Norlander,22,54.55
82,T83,T83,Chad Campbell,25,53.85
83,T83,T83,Tommy Gainey,28,53.85
84,T83,T83,Martin Laird,21,53.85
85,T83,T83,David Lynn,22,53.85
86,T83,T83,Pat Perez,22,53.85
87,T88,T88,Scott Piercy,24,53.33
88,T88,T88,D.A. Points,28,53.33
89,T88,T88,Adam Scott,16,53.33
90,T91,T91,David Hearn,26,52.94
91,T91,T91,Matt Jones,24,52.94
92,T91,T91,Brendan Steele,26,52.94
93,T91,T91,Bubba Watson,21,52.94
94,T95,T95,Aaron Baddeley,24,50.0
95,T95,T95,Ricky Barnes,26,50.0
96,T95,T95,Martin Flores,25,50.0
97,T95,T95,Brian Gay,24,50.0
98,T95,T95,Luke Guthrie,27,50.0
99,T95,T95,Bill Haas,25,50.0
100,T95,T95,Peter Hanson,15,50.0
101,T95,T95,Brandt Jobe,19,50.0
102,T95,T95,Ben Kohles,25,50.0
103,T95,T95,Scott Langley,27,50.0
104,T95,T95,John Merrick,23,50.0
105,T95,T95,Jeff Overton,24,50.0
106,T95,T95,Greg Owen,24,50.0
107,T95,T95,Chez Reavie,22,50.0
108,T95,T95,Justin Rose,17,50.0
109,T95,T95,Charl Schwartzel,19,50.0
110,T95,T95,Kevin Stadler,25,50.0
111,T95,T95,Steve Stricker,13,50.0
112,T95,T95,Bo Van Pelt,22,50.0
113,114,114,Roberto Castro,29,47.37
114,T115,T115,Richard Lee,24,47.06
115,T115,T115,Lee Westwood,19,47.06
116,T117,T117,Bob Estes,18,46.67
117,T117,T117,Matt Every,28,46.67
118,119,119,William McGirt,24,46.15
119,T120,T120,David Mathis,24,45.45
120,T120,T120,Vijay Singh,19,45.45
121,T120,T120,Kyle Stanley,24,45.45
122,T120,T120,Shawn Stefani,21,45.45
123,T124,T124,Will Claxton,24,44.44
124,T124,T124,Ben Crane,21,44.44
125,T124,T124,Padraig Harrington,17,44.44
126,T124,T124,Luke List,24,44.44
127,T124,T124,Hunter Mahan,25,44.44
128,T124,T124,Vaughn Taylor,16,44.44
129,T124,T124,Y.E. Yang,19,44.44
130,T131,T131,Sangmoon Bae,26,43.75
131,T131,T131,Ángel Cabrera,21,43.75
132,T131,T131,Rickie Fowler,22,43.75
133,T131,T131,John Huh,28,43.75
134,T135,T135,Charlie Beljan,24,42.86
135,T135,T135,Nicolas Colsaerts,17,42.86
136,T135,T135,James Driscoll,23,42.86
137,T135,T135,Charlie Wi,23,42.86
138,139,139,Stuart Appleby,25,42.11
139,T140,T140,Erik Compton,24,41.67
140,T140,T140,Ryo Ishikawa,23,41.67
141,T142,T142,Ken Duke,28,40.0
142,T142,T142,Sergio Garcia,17,40.0
143,T142,T142,Jim Herman,19,40.0
144,T142,T142,Colt Knost,25,40.0
145,T142,T142,Seung-Yul Noh,25,40.0
146,T142,T142,Jin Park,20,40.0
147,T142,T142,Tag Ridings,24,40.0
148,149,149,Jason Kokrak,25,38.46
149,150,150,Lee Williams,22,37.5
150,T151,T151,Tim Clark,20,36.36
151,T151,T151,David Lingmerth,23,36.36
152,153,153,Gary Woodland,26,35.0
153,T154,T154,Stephen Ames,19,33.33
154,T154,T154,Michael Bradley,21,33.33
155,T154,T154,Robert Garrigus,22,33.33
156,T154,T154,Fabián Gómez,23,33.33
157,T154,T154,Brian Harman,29,33.33
158,T154,T154,Ian Poulter,16,33.33
159,160,160,Charley Hoffman,23,31.58
160,161,161,Cameron Percy,21,30.77
161,T162,T162,Lucas Glover,23,30.0
162,T162,T162,Nicholas Thompson,29,30.0
163,T164,T164,Scott Gardiner,23,28.57
164,T164,T164,Tim Herron,15,28.57
165,T166,T166,Morgan Hoffmann,20,27.27
166,T166,T166,Steve LeBrun,21,27.27
167,T166,T166,Jeff Maggert,21,27.27
168,T169,T169,Ryan Moore,22,26.67
169,T169,T169,John Senden,25,26.67
170,T171,T171,Tom Gillis,22,25.0
171,T171,T171,Trevor Immelman,24,25.0
172,173,173,Greg Chalmers,25,21.43
173,T174,T174,Darron Stiles,20,20.0
174,T174,T174,Andrew Svoboda,18,20.0
175,T176,T176,Sean O'Hair,22,14.29
176,T176,T176,Rod Pampling,16,14.29
177,178,178,Casey Wittenberg,27,12.5
178,T179,T179,Eric Meierdierks,19,0.0
179,T179,T179,Alistair Presnell,23,0.0
