,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
35,T35,T35,Jerry Kelly,75,70.55,5291,75
36,T35,T35,Camilo Villegas,79,70.55,5291,75
37,38,38,Chez Reavie,72,70.57,5081,72
38,39,39,Kevin Streelman,86,70.6,6072,86
39,T40,T40,Hunter Mahan,91,70.62,6003,85
40,T40,T40,John Rollins,77,70.62,5155,73
41,T42,T42,Luke Donald,60,70.64,4097,58
42,T42,T42,Daniel Summerhays,83,70.64,5863,83
43,T42,T42,Cameron Tringale,80,70.64,5651,80
44,T45,T45,Stuart Appleby,88,70.69,5938,84
45,T45,T45,Jeff Overton,78,70.69,5514,78
46,47,47,Bubba Watson,76,70.7,5161,73
47,48,48,Boo Weekley,100,70.71,7071,100
48,T49,T49,John Merrick,79,70.72,5587,79
49,T49,T49,Patrick Reed,83,70.72,5870,83
50,51,51,David Hearn,88,70.75,6226,88
51,52,52,Dustin Johnson,71,70.76,4953,70
52,53,53,Brian Davis,91,70.77,6440,91
53,T54,T54,K.J. Choi,85,70.79,5946,84
54,T54,T54,Jason Kokrak,78,70.79,5522,78
55,T56,T56,Charley Hoffman,84,70.8,5947,84
56,T56,T56,Justin Leonard,86,70.8,6089,86
57,T56,T56,Gary Woodland,94,70.8,6372,90
58,59,59,Richard Lee,81,70.81,5452,77
59,60,60,Pat Perez,69,70.84,4888,69
60,61,61,Matt Every,89,70.85,6306,89
61,62,62,Brian Stuard,78,70.86,5244,74
62,T63,T63,Freddie Jacobson,63,70.87,4252,60
63,T63,T63,Jeff Maggert,63,70.87,4465,63
64,T63,T63,William McGirt,75,70.87,5315,75
65,T63,T63,Vaughn Taylor,50,70.87,3260,46
66,T67,T67,Chad Campbell,78,70.88,5387,76
67,T67,T67,Rickie Fowler,75,70.88,5245,74
68,T67,T67,Cameron Percy,68,70.88,4678,66
69,T70,T70,D.H. Lee,65,70.89,4608,65
70,T70,T70,Robert Streb,75,70.89,5033,71
71,T72,T72,Russell Henley,80,70.91,5531,78
72,T72,T72,Nicholas Thompson,99,70.91,7020,99
73,T74,T74,Ben Crane,62,70.93,4114,58
74,T74,T74,George McNeill,68,70.93,4823,68
75,T74,T74,D.J. Trahan,48,70.93,3263,46
76,T77,T77,Jason Bohn,70,70.96,4967,70
77,T77,T77,Erik Compton,74,70.96,5251,74
78,T79,T79,Steven Bowditch,67,70.97,4613,65
79,T79,T79,James Driscoll,76,70.97,5110,72
80,T79,T79,Brad Fritsch,81,70.97,5465,77
81,T79,T79,Nick Watney,88,70.97,6103,86
82,83,83,Tim Clark,64,70.98,4330,61
83,84,84,Lee Westwood,70,71.0,4899,69
84,85,85,Dicky Pride,71,71.01,4758,67
85,86,86,"Ted Potter, Jr.",65,71.02,4332,61
86,T87,T87,Greg Chalmers,77,71.04,5186,73
87,T87,T87,Brendan Steele,86,71.04,5825,82
88,T89,T89,Kevin Chappell,80,71.06,5685,80
89,T89,T89,Tag Ridings,69,71.06,4619,65
90,T89,T89,Charlie Wi,75,71.06,5045,71
91,92,92,J.J. Henry,83,71.07,5757,81
92,T93,T93,Stephen Ames,49,71.08,3483,49
93,T93,T93,Brian Gay,79,71.08,5615,79
94,T93,T93,Fabián Gómez,65,71.08,4620,65
95,T93,T93,Mark Wilson,56,71.08,3696,52
96,T97,T97,James Hahn,78,71.09,5261,74
97,T97,T97,Henrik Norlander,70,71.09,4834,68
98,99,99,Rory McIlroy,56,71.11,3911,55
99,T100,T100,Jim Herman,59,71.13,3912,55
100,T100,T100,Steve LeBrun,66,71.13,4410,62
101,T100,T100,Marc Leishman,77,71.13,5477,77
102,103,103,Ricky Barnes,74,71.14,4980,70
103,104,104,Stewart Cink,71,71.15,5052,71
104,105,105,Shawn Stefani,63,71.16,4483,63
105,106,106,Ian Poulter,59,71.17,3772,53
106,T107,T107,John Huh,88,71.18,6264,88
107,T107,T107,David Toms,49,71.18,3132,44
108,T109,T109,Sangmoon Bae,83,71.19,5909,83
109,T109,T109,Brian Harman,89,71.19,6051,85
110,T109,T109,Andres Romero,63,71.19,4200,59
111,112,112,Doug LaBelle II,72,71.2,4984,70
112,113,113,Josh Teater,86,71.22,5840,82
113,114,114,Ernie Els,63,71.23,4416,62
114,T115,T115,Ken Duke,87,71.24,6198,87
115,T115,T115,Ryan Moore,72,71.24,5058,71
116,117,117,Lee Williams,62,71.25,4275,60
117,118,118,David Lingmerth,68,71.29,4848,68
118,T119,T119,Peter Hanson,45,71.3,3066,43
119,T119,T119,Aaron Watkins,46,71.3,3137,44
120,T121,T121,Ángel Cabrera,73,71.32,5206,73
121,T121,T121,Robert Garrigus,69,71.32,4636,65
122,123,123,Justin Hicks,79,71.33,5350,75
123,T124,T124,Scott Langley,79,71.35,5351,75
124,T124,T124,Graeme McDowell,53,71.35,3496,49
125,126,126,Andrew Svoboda,46,71.36,3140,44
126,127,127,Jonas Blixt,76,71.38,5425,76
127,128,128,Luke Guthrie,82,71.4,5855,82
128,T129,T129,Brandt Jobe,62,71.41,4142,58
129,T129,T129,Ben Kohles,75,71.41,5070,71
130,T129,T129,David Lynn,70,71.41,4927,69
131,T129,T129,Greg Owen,73,71.41,5070,71
132,133,133,Scott Stallings,79,71.44,5644,79
133,134,134,D.A. Points,87,71.45,6216,87
134,T135,T135,Scott Brown,65,71.46,4645,65
135,T135,T135,John Senden,79,71.46,5574,78
136,T137,T137,Martin Kaymer,61,71.52,4148,58
137,T137,T137,Troy Matteson,68,71.52,4720,66
138,139,139,Scott Piercy,78,71.55,5366,75
139,140,140,Bo Van Pelt,72,71.56,5009,70
140,141,141,Vijay Singh,61,71.57,4366,61
141,T142,T142,Aaron Baddeley,68,71.58,4724,66
142,T142,T142,Carl Pettersson,82,71.58,5726,80
143,T144,T144,Rod Pampling,46,71.6,3007,42
144,T144,T144,Jin Park,52,71.6,3580,50
145,146,146,Darron Stiles,51,71.61,3509,49
146,147,147,Bud Cauley,67,71.63,4513,63
147,T148,T148,Tim Herron,45,71.64,3224,45
148,T148,T148,Ryo Ishikawa,72,71.64,5015,70
149,150,150,Y.E. Yang,56,71.66,4013,56
150,T151,T151,Tom Gillis,69,71.69,4660,65
151,T151,T151,Seung-Yul Noh,71,71.69,4803,67
152,153,153,Trevor Immelman,73,71.72,4949,69
153,154,154,Will Claxton,67,71.73,4519,63
154,155,155,Martin Laird,68,71.76,4880,68
155,156,156,Casey Wittenberg,72,71.77,5024,70
156,157,157,David Mathis,71,71.82,4812,67
157,158,158,Mike Weir,60,71.83,4166,58
158,159,159,Alistair Presnell,59,71.84,4095,57
159,160,160,Scott Gardiner,61,71.85,4239,59
160,161,161,Colt Knost,69,71.86,4671,65
161,162,162,Robert Karlsson,56,71.87,3737,52
162,T163,T163,Padraig Harrington,52,71.88,3522,49
163,T163,T163,Michael Thompson,66,71.88,4744,66
164,165,165,Charlie Beljan,62,71.89,4457,62
165,166,166,Lucas Glover,65,71.94,4676,65
166,167,167,Tommy Gainey,84,71.99,6047,84
167,T168,T168,Justin Bolli,59,72.02,3961,55
168,T168,T168,Michael Bradley,56,72.02,3745,52
169,T168,T168,Eric Meierdierks,48,72.02,3313,46
170,171,171,Nicolas Colsaerts,50,72.06,3387,47
171,172,172,Luke List,65,72.07,4396,61
172,173,173,Kyle Stanley,71,72.1,5119,71
173,174,174,Sean O'Hair,56,72.18,4042,56
174,T175,T175,Robert Allenby,58,72.2,4043,56
175,T175,T175,Bobby Gates,49,72.2,3249,45
176,T177,T177,Derek Ernst,58,72.22,4189,58
177,T177,T177,Johnson Wagner,64,72.22,4333,60
178,T179,T179,Ben Curtis,59,72.28,4120,57
179,T179,T179,Geoff Ogilvy,57,72.28,4120,57
