,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
57,58,58,Brian Gay,70.71,3394,48
58,T59,T59,Peter Hanson,70.72,1768,25
59,T59,T59,Pat Perez,70.72,3041,43
60,T59,T59,Patrick Reed,70.72,3819,54
61,62,62,George McNeill,70.73,2829,40
62,63,63,David Hearn,70.75,3750,53
63,T64,T64,Justin Leonard,70.76,3467,49
64,T64,T64,Cameron Tringale,70.76,3538,50
65,66,66,Henrik Norlander,70.77,3114,44
66,T67,T67,Ben Crane,70.78,2831,40
67,T67,T67,Dustin Johnson,70.78,2902,41
68,T67,T67,William McGirt,70.78,3539,50
69,70,70,Kevin Streelman,70.79,3681,52
70,T71,T71,James Driscoll,70.8,3257,46
71,T71,T71,John Huh,70.8,3965,56
72,73,73,Rickie Fowler,70.83,2975,42
73,74,74,Luke Donald,70.84,2267,32
74,75,75,Nicholas Thompson,70.85,4251,60
75,76,76,Steven Bowditch,70.86,3118,44
76,T77,T77,Steve LeBrun,70.88,2977,42
77,T77,T77,D.H. Lee,70.88,3048,43
78,79,79,Brian Davis,70.89,4041,57
79,80,80,Sangmoon Bae,70.9,3687,52
80,81,81,J.J. Henry,70.92,3617,51
81,82,82,Vaughn Taylor,70.93,2128,30
82,83,83,Fabián Gómez,70.94,3334,47
83,84,84,Jeff Maggert,70.95,2980,42
84,85,85,Chad Campbell,70.96,3477,49
85,T86,T86,Stewart Cink,70.98,3194,45
86,T86,T86,Justin Hicks,70.98,3407,48
87,T88,T88,Martin Kaymer,71.0,2272,32
88,T88,T88,Doug LaBelle II,71.0,3195,45
89,T88,T88,John Senden,71.0,3479,49
90,T91,T91,Erik Compton,71.02,3480,49
91,T91,T91,Matt Every,71.02,4119,58
92,93,93,D.J. Trahan,71.03,2273,32
93,94,94,Greg Chalmers,71.04,3410,48
94,95,95,Shawn Stefani,71.07,2985,42
95,96,96,Carl Pettersson,71.09,3270,46
96,97,97,Jason Bohn,71.1,3413,48
97,T98,T98,Russell Henley,71.11,3342,47
98,T98,T98,Marc Leishman,71.11,3271,46
99,T100,T100,"Ted Potter, Jr.",71.12,3058,43
100,T100,T100,Brian Stuard,71.12,3556,50
101,T102,T102,James Hahn,71.13,3699,52
102,T102,T102,Ian Poulter,71.13,2134,30
103,T104,T104,Ángel Cabrera,71.15,2917,41
104,T104,T104,Tag Ridings,71.15,3415,48
105,106,106,Dicky Pride,71.17,3274,46
106,T107,T107,Stephen Ames,71.19,2634,37
107,T107,T107,Robert Garrigus,71.19,3061,43
108,109,109,Kevin Chappell,71.2,3560,50
109,110,110,Ken Duke,71.22,4131,58
110,T111,T111,Luke Guthrie,71.23,3989,56
111,T111,T111,Graeme McDowell,71.23,2137,30
112,T111,T111,Lee Williams,71.23,3134,44
113,114,114,Ryan Moore,71.26,2993,42
114,T115,T115,Andres Romero,71.27,2922,41
115,T115,T115,Brendan Steele,71.27,3635,51
116,T115,T115,Nick Watney,71.27,3635,51
117,118,118,Scott Langley,71.28,3849,54
118,119,119,Ben Kohles,71.3,3565,50
119,120,120,Robert Streb,71.32,3566,50
120,121,121,Tim Clark,71.33,2853,40
121,T122,T122,Trevor Immelman,71.34,3353,47
122,T122,T122,Rory McIlroy,71.34,2069,29
123,124,124,David Lynn,71.35,3068,43
124,125,125,Brian Harman,71.36,4139,58
125,T126,T126,Jim Herman,71.38,2641,37
126,T126,T126,Vijay Singh,71.38,2784,39
127,128,128,Troy Matteson,71.4,3356,47
128,129,129,Mark Wilson,71.41,2642,37
129,T130,T130,Jonas Blixt,71.42,3428,48
130,T130,T130,Ernie Els,71.42,2571,36
131,T130,T130,Robert Karlsson,71.42,2571,36
132,133,133,Casey Wittenberg,71.43,3857,54
133,134,134,Ricky Barnes,71.46,3716,52
134,135,135,Andrew Svoboda,71.47,2430,34
135,136,136,D.A. Points,71.5,4147,58
136,T137,T137,Seung-Yul Noh,71.53,3505,49
137,T137,T137,Scott Stallings,71.53,3934,55
138,T139,T139,Alistair Presnell,71.55,3148,44
139,T139,T139,David Toms,71.55,2075,29
140,T141,T141,Scott Brown,71.56,3077,43
141,T141,T141,Brandt Jobe,71.56,2576,36
142,143,143,Tom Gillis,71.57,3149,44
143,144,144,Greg Owen,71.58,3436,48
144,145,145,Tim Herron,71.6,2148,30
145,T146,T146,Ryo Ishikawa,71.64,3224,45
146,T146,T146,David Lingmerth,71.64,3367,47
147,T148,T148,Rod Pampling,71.65,2221,31
148,T148,T148,Jin Park,71.65,2866,40
149,150,150,Aaron Watkins,71.66,2723,38
150,151,151,Martin Laird,71.67,3082,43
151,152,152,Bo Van Pelt,71.69,3011,42
152,153,153,Mike Weir,71.73,3156,44
153,154,154,Will Claxton,71.74,3372,47
154,155,155,Colt Knost,71.75,3444,48
155,156,156,Ben Curtis,71.82,2729,38
156,157,157,Darron Stiles,71.85,2874,40
157,T158,T158,Nicolas Colsaerts,71.91,2301,32
158,T158,T158,Scott Gardiner,71.91,3308,46
159,160,160,Y.E. Yang,71.92,2733,38
160,161,161,Tommy Gainey,71.95,4173,58
161,T162,T162,Aaron Baddeley,71.96,3454,48
162,T162,T162,Bud Cauley,71.96,3310,46
163,T162,T162,David Mathis,71.96,3382,47
164,165,165,Sean O'Hair,72.05,3098,43
165,166,166,Michael Bradley,72.07,3027,42
166,167,167,Kyle Stanley,72.08,3532,49
167,168,168,Scott Piercy,72.09,3316,46
168,169,169,Padraig Harrington,72.1,2235,31
169,170,170,Charlie Beljan,72.12,3534,49
170,171,171,Lucas Glover,72.2,3321,46
171,172,172,Eric Meierdierks,72.21,2744,38
172,173,173,Justin Bolli,72.22,3322,46
173,174,174,Michael Thompson,72.27,3180,44
174,175,175,Robert Allenby,72.33,3327,46
175,176,176,Johnson Wagner,72.36,3401,47
176,177,177,Bobby Gates,72.38,2823,39
177,178,178,Geoff Ogilvy,72.43,2897,40
178,T179,T179,Derek Ernst,72.52,3191,44
179,T179,T179,Luke List,72.52,3336,46
