,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
24,25,25,Matt Jones,83,0.885,61.918,51.769,10.147,70
25,26,26,Ryan Palmer,79,0.883,60.897,37.925,22.968000000000004,69
26,27,27,Charles Howell III,87,0.862,68.969,33.91,35.056,80
27,28,28,Kevin Streelman,86,0.858,58.317,41.57899999999999,16.735,68
28,29,29,K.J. Choi,85,0.845,53.225,31.979,21.244,63
29,30,30,Zach Johnson,84,0.8440000000000001,56.552,32.066,24.485,67
30,31,31,Dustin Johnson,71,0.805,41.048,46.187,-5.14,51
31,32,32,Rickie Fowler,75,0.7829999999999999,46.222,21.124000000000002,25.099,59
32,33,33,Bob Estes,66,0.759,47.066,26.293000000000003,20.768,62
33,34,34,Brendon de Jonge,110,0.7559999999999999,73.294,70.355,2.9360000000000004,97
34,35,35,Russell Henley,80,0.754,49.775,9.568,40.205999999999996,66
35,36,36,Brian Davis,91,0.6890000000000001,57.207,37.975,19.227999999999998,83
36,37,37,Billy Horschel,96,0.6559999999999999,54.488,22.866,31.619,83
37,38,38,Chris Stroud,88,0.616,48.083,21.524,26.558000000000003,78
38,39,39,Harris English,95,0.613,50.303999999999995,11.183,39.119,82
39,40,40,Lee Westwood,70,0.604,30.788,55.465,-24.676,51
40,41,41,Jerry Kelly,75,0.5920000000000001,37.893,25.203000000000003,12.687000000000001,64
41,42,42,Jason Dufner,78,0.581,35.441,49.50899999999999,-14.069,61
42,43,43,Charley Hoffman,84,0.578,42.196999999999996,32.843,9.35,73
43,44,44,Graeme McDowell,53,0.5429999999999999,20.089000000000002,15.058,5.027,37
44,45,45,John Merrick,79,0.517,35.165,30.848000000000003,4.317,68
45,46,46,Ian Poulter,59,0.514,20.049,13.142000000000001,6.906000000000001,39
46,47,47,Nick Watney,88,0.512,37.4,36.954,0.445,73
47,48,48,Peter Hanson,45,0.508,16.772000000000002,0.797,15.972999999999999,33
48,49,49,Bryce Molder,82,0.504,35.809,-6.4,42.205,71
49,50,50,Rory Sabbatini,86,0.469,33.794000000000004,53.49100000000001,-19.7,72
50,51,51,Kevin Stadler,83,0.467,32.234,51.808,-19.575,69
51,52,52,Roberto Castro,97,0.466,39.153,78.17,-39.019,84
52,53,53,Gary Woodland,94,0.45899999999999996,38.082,32.972,5.105,83
53,54,54,Camilo Villegas,79,0.45799999999999996,29.333000000000002,38.885999999999996,-9.556000000000001,64
54,55,55,Daniel Summerhays,83,0.45299999999999996,35.336999999999996,18.065,17.267,78
55,56,56,Martin Flores,83,0.426,32.37,26.301,6.065,76
56,57,57,Stewart Cink,71,0.41600000000000004,23.268,36.606,-13.337,56
57,58,58,"Ted Potter, Jr.",65,0.406,22.345,8.777999999999999,13.565,55
58,59,59,James Driscoll,76,0.389,24.49,-16.461,40.948,63
59,60,60,Kevin Chappell,80,0.384,25.745,48.402,-22.66,67
60,61,61,Chez Reavie,72,0.375,25.098000000000003,25.679000000000002,-0.584,67
61,62,62,David Lynn,70,0.361,20.213,-3.957,24.168000000000003,56
62,63,63,Ryan Moore,72,0.35,19.939,21.508000000000003,-1.568,57
63,64,64,David Hearn,88,0.345,25.179000000000002,-10.166,35.344,73
64,65,65,Cameron Tringale,80,0.34299999999999997,25.708000000000002,17.941,7.766,75
65,66,66,Josh Teater,86,0.33799999999999997,20.615,19.246,1.368,61
66,67,67,Jeff Overton,78,0.327,24.165,0.848,23.314,74
67,T68,T68,Morgan Hoffmann,64,0.318,16.859,6.6160000000000005,10.24,53
68,T68,T68,Marc Leishman,77,0.318,20.339000000000002,15.195,5.144,64
69,70,70,Richard Lee,81,0.313,22.543000000000003,-18.08,40.621,72
70,71,71,Ernie Els,63,0.308,14.777999999999999,21.323,-6.547000000000001,48
71,72,72,Mark Wilson,56,0.3,14.989,25.488000000000003,-10.499,50
72,73,73,John Huh,88,0.298,22.353,39.364000000000004,-17.011,75
73,74,74,Matt Every,89,0.293,23.468000000000004,30.838,-7.372000000000001,80
74,75,75,Pat Perez,69,0.284,18.164,20.677,-2.515,64
75,76,76,Stuart Appleby,88,0.24100000000000002,19.039,-8.862,27.895,79
76,77,77,John Rollins,77,0.22699999999999998,15.457,31.974,-16.518,68
77,78,78,Nicholas Thompson,99,0.225,19.333,43.458999999999996,-24.131,86
78,79,79,Ben Crane,62,0.19899999999999998,10.968,9.646,1.321,55
79,80,80,Jason Kokrak,78,0.19,13.668,22.268,-8.601,72
80,81,81,George McNeill,68,0.185,11.847999999999999,13.657,-1.807,64
81,82,82,Tim Clark,64,0.14400000000000002,6.193,3.696,2.497,43
82,83,83,Martin Kaymer,61,0.135,5.6579999999999995,-0.11599999999999999,5.77,42
83,84,84,Patrick Reed,83,0.122,9.062000000000001,-16.817999999999998,25.875,74
84,85,85,Brandt Jobe,62,0.121,6.419,6.497000000000001,-0.08,53
85,86,86,Robert Garrigus,69,0.11599999999999999,5.702999999999999,27.095,-21.395,49
86,87,87,Justin Leonard,86,0.115,8.613,-17.458,26.068,75
87,88,88,Boo Weekley,100,0.099,8.19,64.281,-56.093999999999994,83
88,89,89,John Senden,79,0.078,4.787,13.203,-8.416,61
89,90,90,J.J. Henry,83,0.07200000000000001,5.324,-5.457000000000001,10.78,74
90,91,91,William McGirt,75,0.068,4.845,-11.41,16.250999999999998,71
91,92,92,Ángel Cabrera,73,0.063,3.616,-0.32799999999999996,3.943,57
92,93,93,Jim Herman,59,0.053,2.347,12.427,-10.081,44
93,94,94,Brendan Steele,86,0.023,1.736,-0.386,2.119,77
94,T95,T95,Luke Guthrie,82,0.015,0.95,14.261,-13.312999999999999,65
95,T95,T95,David Lingmerth,68,0.015,0.8270000000000001,1.3530000000000002,-0.526,57
96,97,97,Martin Laird,68,0.009000000000000001,0.496,7.218,-6.723,53
97,98,98,D.A. Points,87,0.0,-0.013000000000000001,10.902999999999999,-10.919,68
98,99,99,Vijay Singh,61,-0.025,-1.193,40.830999999999996,-42.025,48
99,T100,T100,Jason Bohn,70,-0.033,-2.1519999999999997,-14.35,12.192,66
100,T100,T100,Greg Chalmers,77,-0.033,-2.34,-62.31,59.966,70
101,102,102,Vaughn Taylor,50,-0.038,-1.52,-5.641,4.118,40
102,103,103,Chad Campbell,78,-0.044000000000000004,-3.156,14.779000000000002,-17.935,72
103,104,104,Brad Fritsch,81,-0.046,-3.111,11.315999999999999,-14.429,68
104,105,105,Ken Duke,87,-0.065,-4.8839999999999995,-2.968,-1.9169999999999998,75
105,T106,T106,Scott Brown,65,-0.067,-3.673,8.277999999999999,-11.954,55
106,T106,T106,James Hahn,78,-0.067,-4.506,-4.6610000000000005,0.153,67
107,108,108,Brian Stuard,78,-0.068,-4.277,-8.512,4.232,63
108,109,109,Bo Van Pelt,72,-0.07,-3.805,5.968,-9.773,54
109,110,110,Scott Piercy,78,-0.083,-5.148,6.23,-11.378,62
110,111,111,Lucas Glover,65,-0.086,-4.49,39.774,-44.265,52
111,112,112,Padraig Harrington,52,-0.08900000000000001,-3.102,1.482,-4.584,35
112,113,113,Sangmoon Bae,83,-0.11599999999999999,-8.36,-35.101,26.74,72
113,114,114,Carl Pettersson,82,-0.129,-8.264,-6.465,-1.797,64
114,115,115,Justin Hicks,79,-0.139,-9.166,5.256,-14.424000000000001,66
115,116,116,Cameron Percy,68,-0.16699999999999998,-9.516,-16.427,6.9079999999999995,57
116,T117,T117,Scott Langley,79,-0.171,-10.939,-13.523,2.58,64
117,T117,T117,Tag Ridings,69,-0.171,-9.914,-12.997,3.08,58
118,119,119,D.H. Lee,65,-0.17600000000000002,-10.202,-12.338,2.134,58
119,120,120,Erik Compton,74,-0.193,-12.557,-27.773000000000003,15.213,65
120,121,121,Andres Romero,63,-0.2,-10.387,-16.480999999999998,6.0920000000000005,52
121,122,122,Robert Streb,75,-0.231,-14.298,-14.296,-0.003,62
122,T123,T123,Scott Stallings,79,-0.235,-15.534,-25.156,9.62,66
123,T123,T123,Shawn Stefani,63,-0.235,-11.734000000000002,-28.639,16.905,50
124,125,125,Bud Cauley,67,-0.247,-13.818,18.099,-31.916999999999998,56
125,T126,T126,Ben Curtis,59,-0.248,-11.388,-21.076,9.689,46
126,T126,T126,Fabián Gómez,65,-0.248,-13.901,-20.85,6.947,56
127,128,128,Charlie Wi,75,-0.251,-16.56,-28.191999999999997,11.63,66
128,129,129,Henrik Norlander,70,-0.254,-14.998,-5.542000000000001,-9.458,59
129,130,130,Brian Gay,79,-0.266,-18.887,-49.253,30.362,71
130,131,131,Jeff Maggert,63,-0.267,-15.214,2.8080000000000003,-18.022000000000002,57
131,132,132,Nicolas Colsaerts,50,-0.268,-9.63,11.2,-20.83,36
132,133,133,Ricky Barnes,74,-0.278,-18.083,19.895,-37.979,65
133,134,134,Robert Karlsson,56,-0.28600000000000003,-10.585999999999999,1.874,-12.462,37
134,135,135,Trevor Immelman,73,-0.29100000000000004,-18.019000000000002,4.6160000000000005,-22.636999999999997,62
135,136,136,Brian Harman,89,-0.29600000000000004,-22.504,-33.699,11.190999999999999,76
136,137,137,Aaron Baddeley,68,-0.319,-18.803,-57.783,38.976,59
137,138,138,Steven Bowditch,67,-0.32899999999999996,-19.098,-16.426,-2.675,58
138,139,139,Kyle Stanley,71,-0.332,-19.949,21.055999999999997,-41.004,60
139,140,140,Tim Herron,45,-0.33799999999999997,-14.857999999999999,-13.040999999999999,-1.8159999999999998,44
140,141,141,Dicky Pride,71,-0.361,-21.318,-20.666999999999998,-0.652,59
141,142,142,Doug LaBelle II,72,-0.386,-22.802,-54.985,32.18,59
142,143,143,Steve LeBrun,66,-0.39799999999999996,-21.112,-11.517999999999999,-9.599,53
143,144,144,Jonas Blixt,76,-0.40299999999999997,-27.000999999999998,-47.883,20.883000000000003,67
144,145,145,Ben Kohles,75,-0.45899999999999996,-28.432,-31.579,3.1439999999999997,62
145,146,146,Seung-Yul Noh,71,-0.47200000000000003,-29.288,-0.5770000000000001,-28.715,62
146,147,147,Michael Thompson,66,-0.511,-27.086,-20.749000000000002,-6.336,53
147,148,148,Jin Park,52,-0.512,-22.006,-20.868000000000002,-1.14,43
148,149,149,Charlie Beljan,62,-0.524,-28.837,-17.58,-11.257,55
149,150,150,D.J. Trahan,48,-0.531,-20.195,-10.825,-9.373,38
150,151,151,Tom Gillis,69,-0.5429999999999999,-32.589,-42.988,10.395999999999999,60
151,152,152,Ryo Ishikawa,72,-0.547,-30.101999999999997,7.476,-37.58,55
152,153,153,Andrew Svoboda,46,-0.562,-19.666,-22.011999999999997,2.342,35
153,154,154,Y.E. Yang,56,-0.573,-23.506,-20.678,-2.827,41
154,155,155,Stephen Ames,49,-0.584,-25.685,-57.056999999999995,31.372,44
155,156,156,Aaron Watkins,46,-0.589,-20.601,-34.67,14.068,35
156,157,157,Troy Matteson,68,-0.61,-36.005,-36.204,0.196,59
157,158,158,Greg Owen,73,-0.615,-40.571999999999996,3.59,-44.163000000000004,66
158,159,159,Casey Wittenberg,72,-0.62,-37.823,-53.342,15.515999999999998,61
159,160,160,Geoff Ogilvy,57,-0.649,-27.241999999999997,-13.068,-14.174000000000001,42
160,161,161,David Toms,49,-0.679,-21.737,-9.625,-12.112,32
161,162,162,Mike Weir,60,-0.7709999999999999,-36.243,-49.79,13.544,47
162,163,163,Tommy Gainey,84,-0.7809999999999999,-58.571999999999996,-65.253,6.682,75
163,164,164,Lee Williams,62,-0.79,-40.31,-18.559,-21.752,51
164,165,165,Will Claxton,67,-0.804,-45.023,-5.329,-39.696,56
165,166,166,Rod Pampling,46,-0.857,-29.999000000000002,-10.261,-19.74,35
166,167,167,Robert Allenby,58,-0.8590000000000001,-44.678000000000004,-27.146,-17.531,52
167,168,168,Darron Stiles,51,-0.912,-38.286,-20.337,-17.952,42
168,169,169,Johnson Wagner,64,-0.946,-49.207,-63.303000000000004,14.095999999999998,52
169,170,170,Scott Gardiner,61,-0.9790000000000001,-50.905,-33.728,-17.179000000000002,52
170,171,171,Sean O'Hair,56,-1.022,-52.11600000000001,-37.986,-14.130999999999998,51
171,172,172,Alistair Presnell,59,-1.03,-47.367,-46.46,-0.909,46
172,173,173,Derek Ernst,58,-1.075,-52.663000000000004,-42.093,-10.569,49
173,174,174,David Mathis,71,-1.149,-71.25399999999999,-43.464,-27.791,62
174,175,175,Justin Bolli,59,-1.232,-56.67100000000001,-58.419,1.744,46
175,176,176,Colt Knost,69,-1.2790000000000001,-74.164,-99.419,25.252,58
176,177,177,Michael Bradley,56,-1.319,-56.728,-37.361999999999995,-19.368,43
177,178,178,Luke List,65,-1.344,-69.882,-56.019,-13.865,52
178,179,179,Bobby Gates,49,-1.3980000000000001,-53.106,-53.50899999999999,0.401,38
179,180,180,Eric Meierdierks,48,-1.476,-54.625,-18.452,-36.175,37
