,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
59,T59,T59,Chez Reavie,72,+.40,70.57,70.97
60,61,61,Daniel Summerhays,83,+.39,70.64,71.03
61,T62,T62,James Driscoll,76,+.38,70.97,71.35
62,T62,T62,Martin Flores,83,+.38,70.45,70.83
63,T62,T62,"Ted Potter, Jr.",65,+.38,71.02,71.4
64,65,65,John Huh,88,+.37,71.18,71.55
65,66,66,Gary Woodland,94,+.34,70.8,71.14
66,67,67,Richard Lee,81,+.33,70.81,71.14
67,68,68,Boo Weekley,100,+.32,70.71,71.03
68,69,69,John Rollins,77,+.31,70.62,70.93
69,T70,T70,Morgan Hoffmann,64,+.29,70.41,70.7
70,T70,T70,Ryan Moore,72,+.29,71.24,71.53
71,T72,T72,Kevin Chappell,80,+.28,71.06,71.34
72,T72,T72,David Lynn,70,+.28,71.41,71.69
73,T72,T72,Josh Teater,86,+.28,71.22,71.5
74,75,75,Martin Kaymer,61,+.27,71.52,71.79
75,T76,T76,Stuart Appleby,88,+.26,70.69,70.95
76,T76,T76,Justin Leonard,86,+.26,70.8,71.06
77,78,78,Jeff Overton,78,+.25,70.69,70.94
78,T79,T79,Patrick Reed,83,+.22,70.72,70.94
79,T79,T79,Brian Stuard,78,+.22,70.86,71.08
80,T81,T81,Jason Kokrak,78,+.21,70.79,71.0
81,T81,T81,John Senden,79,+.21,71.46,71.67
82,83,83,Tim Clark,64,+.20,70.98,71.18
83,84,84,Nicholas Thompson,99,+.19,70.91,71.1
84,T85,T85,Robert Garrigus,69,+.18,71.32,71.5
85,T85,T85,Martin Laird,68,+.18,71.76,71.94
86,T85,T85,George McNeill,68,+.18,70.93,71.11
87,T85,T85,Mark Wilson,56,+.18,71.08,71.26
88,T89,T89,Ángel Cabrera,73,+.17,71.32,71.49
89,T89,T89,Vaughn Taylor,50,+.17,70.87,71.04
90,91,91,Matt Every,89,+.16,70.85,71.01
91,T92,T92,J.J. Henry,83,+.14,71.07,71.21
92,T92,T92,David Lingmerth,68,+.14,71.29,71.43
93,T94,T94,William McGirt,75,+.13,70.87,71.0
94,T94,T94,Bo Van Pelt,72,+.13,71.56,71.69
95,96,96,Ben Crane,62,+.09,70.93,71.02
96,97,97,Brendan Steele,86,+.07,71.04,71.11
97,98,98,Brad Fritsch,81,+.06,70.97,71.03
98,99,99,James Hahn,78,+.05,71.09,71.14
99,100,100,Scott Brown,65,+.04,71.46,71.5
100,101,101,Luke Guthrie,82,+.03,71.4,71.43
101,T102,T102,Erik Compton,74,+.02,70.96,70.98
102,T102,T102,Vijay Singh,61,+.02,71.57,71.59
103,104,104,Jason Bohn,70,+.01,70.96,70.97
104,105,105,David Toms,49,E,71.18,71.18
105,106,106,Ken Duke,87,-.01,71.24,71.23
106,T107,T107,Cameron Percy,68,-.03,70.88,70.85
107,T107,T107,Scott Stallings,79,-.03,71.44,71.41
108,T109,T109,Greg Chalmers,77,-.04,71.04,71.0
109,T109,T109,Nicolas Colsaerts,50,-.04,72.06,72.02
110,T109,T109,Justin Hicks,79,-.04,71.33,71.29
111,T109,T109,D.A. Points,87,-.04,71.45,71.41
112,T113,T113,Jim Herman,59,-.07,71.13,71.06
113,T113,T113,Brandt Jobe,62,-.07,71.41,71.34
114,T113,T113,Andres Romero,63,-.07,71.19,71.12
115,T116,T116,Padraig Harrington,52,-.08,71.88,71.8
116,T116,T116,Tag Ridings,69,-.08,71.06,70.98
117,118,118,D.H. Lee,65,-.09,70.89,70.8
118,119,119,Sangmoon Bae,83,-.10,71.19,71.09
119,T120,T120,Jonas Blixt,76,-.11,71.38,71.27
120,T120,T120,Robert Streb,75,-.11,70.89,70.78
121,T120,T120,Charlie Wi,75,-.11,71.06,70.95
122,123,123,Brian Harman,89,-.12,71.19,71.07
123,124,124,Chad Campbell,78,-.13,70.88,70.75
124,125,125,Fabián Gómez,65,-.15,71.08,70.93
125,126,126,Jeff Maggert,63,-.17,70.87,70.7
126,T127,T127,Scott Langley,79,-.18,71.35,71.17
127,T127,T127,Carl Pettersson,82,-.18,71.58,71.4
128,T129,T129,Brian Gay,79,-.20,71.08,70.88
129,T129,T129,Scott Piercy,78,-.20,71.55,71.35
130,T129,T129,Shawn Stefani,63,-.20,71.16,70.96
131,T132,T132,Aaron Baddeley,68,-.23,71.58,71.35
132,T132,T132,Henrik Norlander,70,-.23,71.09,70.86
133,T134,T134,Bud Cauley,67,-.25,71.63,71.38
134,T134,T134,Doug LaBelle II,72,-.25,71.2,70.95
135,136,136,Steven Bowditch,67,-.26,70.97,70.71
136,T137,T137,Ricky Barnes,74,-.27,71.14,70.87
137,T137,T137,Trevor Immelman,73,-.27,71.72,71.45
138,T137,T137,Michael Thompson,66,-.27,71.88,71.61
139,140,140,Ben Curtis,59,-.28,72.28,72.0
140,141,141,Steve LeBrun,66,-.29,71.13,70.84
141,142,142,Dicky Pride,71,-.30,71.01,70.71
142,143,143,Ryo Ishikawa,72,-.34,71.64,71.3
143,T144,T144,Lucas Glover,65,-.36,71.94,71.58
144,T144,T144,Ben Kohles,75,-.36,71.41,71.05
145,146,146,Robert Karlsson,56,-.37,71.87,71.5
146,147,147,D.J. Trahan,48,-.38,70.93,70.55
147,148,148,Geoff Ogilvy,57,-.39,72.28,71.89
148,149,149,Seung-Yul Noh,71,-.44,71.69,71.25
149,T150,T150,Tim Herron,45,-.45,71.64,71.19
150,T150,T150,Y.E. Yang,56,-.45,71.66,71.21
151,152,152,Mike Weir,60,-.47,71.83,71.36
152,153,153,Greg Owen,73,-.49,71.41,70.92
153,154,154,Casey Wittenberg,72,-.51,71.77,71.26
154,155,155,Stephen Ames,49,-.55,71.08,70.53
155,156,156,Kyle Stanley,71,-.59,72.1,71.51
156,T157,T157,Charlie Beljan,62,-.62,71.89,71.27
157,T157,T157,Jin Park,52,-.62,71.6,70.98
158,159,159,Tom Gillis,69,-.63,71.69,71.06
159,T160,T160,Aaron Watkins,46,-.64,71.3,70.66
160,T160,T160,Lee Williams,62,-.64,71.25,70.61
161,162,162,Rod Pampling,46,-.66,71.6,70.94
162,163,163,Will Claxton,67,-.68,71.73,71.05
163,T164,T164,Troy Matteson,68,-.70,71.52,70.82
164,T164,T164,Andrew Svoboda,46,-.70,71.36,70.66
165,166,166,Johnson Wagner,64,-.77,72.22,71.45
166,167,167,Robert Allenby,58,-.81,72.2,71.39
167,168,168,Justin Bolli,59,-.84,72.02,71.18
168,169,169,Alistair Presnell,59,-.86,71.84,70.98
169,170,170,Tommy Gainey,84,-.87,71.99,71.12
170,171,171,Darron Stiles,51,-.88,71.61,70.73
171,172,172,Scott Gardiner,61,-.90,71.85,70.95
172,173,173,Sean O'Hair,56,-.98,72.18,71.2
173,174,174,Colt Knost,69,-1.12,71.86,70.74
174,175,175,Eric Meierdierks,48,-1.15,72.02,70.87
175,T176,T176,Derek Ernst,58,-1.16,72.22,71.06
176,T176,T176,David Mathis,71,-1.16,71.82,70.66
177,T178,T178,Michael Bradley,56,-1.19,72.02,70.83
178,T178,T178,Luke List,65,-1.19,72.07,70.88
179,180,180,Bobby Gates,49,-1.41,72.2,70.79
