,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
77,78,78,Marc Leishman,77,22.75,48,211
78,79,79,Bill Haas,85,22.73,60,264
79,80,80,Sergio Garcia,65,22.67,34,150
80,81,81,Sangmoon Bae,83,22.61,59,261
81,82,82,Colt Knost,69,22.6,47,208
82,83,83,Henrik Stenson,65,22.56,30,133
83,84,84,Tommy Gainey,84,22.53,73,324
84,85,85,Luke List,65,22.5,45,200
85,86,86,Josh Teater,86,22.47,51,227
86,87,87,Stephen Ames,49,22.38,32,143
87,88,88,Seung-Yul Noh,71,22.33,48,215
88,89,89,David Lingmerth,68,22.32,50,224
89,90,90,Jin Park,52,22.29,35,157
90,91,91,Bo Van Pelt,72,22.28,43,193
91,92,92,Charlie Wi,75,22.27,49,220
92,93,93,Kevin Chappell,80,22.22,60,270
93,T94,T94,Erik Compton,74,22.18,55,248
94,T94,T94,Russell Henley,80,22.18,53,239
95,96,96,Bob Estes,66,22.17,47,212
96,T97,T97,Fabián Gómez,65,22.11,44,199
97,T97,T97,Shawn Stefani,63,22.11,44,199
98,99,99,Stewart Cink,71,22.1,40,181
99,T100,T100,Brad Fritsch,81,21.98,51,232
100,T100,T100,Richard Lee,81,21.98,60,273
101,102,102,Steven Bowditch,67,21.97,49,223
102,103,103,David Mathis,71,21.92,48,219
103,104,104,Brian Gay,79,21.91,62,283
104,105,105,David Toms,49,21.8,29,133
105,106,106,Jeff Maggert,63,21.79,51,234
106,107,107,Dustin Johnson,71,21.67,39,180
107,108,108,Robert Karlsson,56,21.64,29,134
108,109,109,Steve LeBrun,66,21.62,48,222
109,110,110,Harris English,95,21.6,62,287
110,111,111,Lucas Glover,65,21.51,40,186
111,112,112,Rory Sabbatini,86,21.45,62,289
112,113,113,William McGirt,75,21.38,59,276
113,114,114,Martin Laird,68,21.28,40,188
114,115,115,James Driscoll,76,21.21,49,231
115,116,116,Alistair Presnell,59,21.2,39,184
116,117,117,Ángel Cabrera,73,21.11,42,199
117,118,118,D.H. Lee,65,20.98,43,205
118,119,119,Jeff Overton,78,20.96,61,291
119,120,120,Ricky Barnes,74,20.95,44,210
120,121,121,Jonas Blixt,76,20.93,54,258
121,T122,T122,Ryan Moore,72,20.9,42,201
122,T122,T122,Bubba Watson,76,20.9,56,268
123,124,124,Ben Kohles,75,20.89,47,225
124,T125,T125,Bobby Gates,49,20.83,30,144
125,T125,T125,D.A. Points,87,20.83,50,240
126,127,127,Jerry Kelly,75,20.65,51,247
127,128,128,Patrick Reed,83,20.63,59,286
128,129,129,Peter Hanson,45,20.61,27,131
129,130,130,Justin Bolli,59,20.54,38,185
130,T131,T131,James Hahn,78,20.5,49,239
131,T131,T131,Brian Harman,89,20.5,66,322
132,133,133,Kevin Streelman,86,20.49,50,244
133,134,134,Rod Pampling,46,20.41,30,147
134,135,135,Robert Streb,75,20.26,46,227
135,136,136,Chad Campbell,78,20.16,49,243
136,137,137,Carl Pettersson,82,20.15,54,268
137,138,138,Scott Brown,65,20.1,42,209
138,139,139,Ryo Ishikawa,72,20.09,43,214
139,T140,T140,Scott Stallings,79,20.0,60,300
140,T140,T140,Casey Wittenberg,72,20.0,45,225
141,142,142,Henrik Norlander,70,19.7,39,198
142,143,143,Derek Ernst,58,19.69,38,193
143,144,144,Trevor Immelman,73,19.34,41,212
144,145,145,Martin Flores,83,19.27,58,301
145,146,146,J.J. Henry,83,19.26,52,270
146,147,147,George McNeill,68,19.25,46,239
147,148,148,Geoff Ogilvy,57,18.99,30,158
148,149,149,Tag Ridings,69,18.98,41,216
149,150,150,Brendon de Jonge,110,18.91,66,349
150,151,151,Troy Matteson,68,18.88,44,233
151,152,152,Boo Weekley,100,18.87,60,318
152,153,153,Robert Allenby,58,18.75,36,192
153,T154,T154,Keegan Bradley,88,18.6,45,242
154,T154,T154,Brendan Steele,86,18.6,53,285
155,156,156,Ernie Els,63,18.56,31,167
156,157,157,Nicolas Colsaerts,50,18.47,29,157
157,158,158,Kyle Stanley,71,18.39,41,223
158,159,159,Mark Wilson,56,18.13,35,193
159,160,160,Eric Meierdierks,48,17.69,26,147
160,161,161,Johnson Wagner,64,17.49,32,183
161,162,162,Scott Gardiner,61,17.45,37,212
162,163,163,Vijay Singh,61,17.44,30,172
163,164,164,Charlie Beljan,62,17.41,35,201
164,165,165,Cameron Percy,68,17.39,36,207
165,166,166,Andres Romero,63,17.28,33,191
166,167,167,Tom Gillis,69,17.27,43,249
167,168,168,D.J. Trahan,48,17.12,25,146
168,169,169,Lee Westwood,70,17.02,32,188
169,170,170,Greg Owen,73,17.0,43,253
170,171,171,John Huh,88,16.87,41,243
171,172,172,Jim Herman,59,16.67,23,138
172,173,173,Graeme McDowell,53,16.55,23,139
173,174,174,Andrew Svoboda,46,16.39,20,122
174,175,175,Sean O'Hair,56,16.32,31,190
175,176,176,Will Claxton,67,16.3,37,227
176,177,177,Brian Stuard,78,16.22,36,222
177,178,178,Michael Thompson,66,16.18,28,173
178,179,179,Padraig Harrington,52,16.13,20,124
179,180,180,Martin Kaymer,61,13.25,20,151
