,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
83,T82,T82,Peter Hanson,15,60.0,3.0
84,T82,T82,Graeme McDowell,16,60.0,3.0
85,T82,T82,Jordan Spieth,23,60.0,3.0
86,T82,T82,Kevin Stadler,25,60.0,6.0
87,88,88,Brendon de Jonge,30,58.8,10.0
88,T89,T89,James Driscoll,23,57.1,4.0
89,T89,T89,Charley Hoffman,23,57.1,4.0
90,T89,T89,Robert Karlsson,18,57.1,4.0
91,T89,T89,David Lynn,22,57.1,4.0
92,T89,T89,Pat Perez,22,57.1,4.0
93,T89,T89,Vijay Singh,19,57.1,4.0
94,T89,T89,Shawn Stefani,21,57.1,4.0
95,T96,T96,Steven Bowditch,22,55.6,5.0
96,T96,T96,Ángel Cabrera,21,55.6,5.0
97,T96,T96,Chad Campbell,25,55.6,5.0
98,T96,T96,Roberto Castro,29,55.6,5.0
99,T96,T96,John Huh,28,55.6,5.0
100,T96,T96,Brandt Jobe,19,55.6,5.0
101,T96,T96,D.A. Points,28,55.6,5.0
102,T96,T96,Chez Reavie,22,55.6,5.0
103,T104,T104,Russell Henley,24,54.5,6.0
104,T104,T104,Brendan Steele,26,54.5,6.0
105,T106,T106,Stephen Ames,19,50.0,1.0
106,T106,T106,Charlie Beljan,24,50.0,2.0
107,T106,T106,Justin Bolli,23,50.0,1.0
108,T106,T106,Tim Clark,20,50.0,3.0
109,T106,T106,Erik Compton,24,50.0,3.0
110,T106,T106,Scott Gardiner,23,50.0,2.0
111,T106,T106,David Hearn,26,50.0,7.0
112,T106,T106,Zach Johnson,24,50.0,4.0
113,T106,T106,Chris Kirk,24,50.0,6.0
114,T106,T106,William McGirt,24,50.0,3.0
115,T106,T106,Henrik Norlander,22,50.0,4.0
116,T106,T106,Jin Park,20,50.0,2.0
117,T106,T106,Dicky Pride,23,50.0,4.0
118,T106,T106,Andres Romero,21,50.0,3.0
119,T106,T106,John Senden,25,50.0,4.0
120,T106,T106,Brandt Snedeker,23,50.0,2.0
121,T106,T106,Josh Teater,24,50.0,7.0
122,T106,T106,David Toms,16,50.0,4.0
123,T106,T106,Charlie Wi,23,50.0,5.0
124,T106,T106,Mark Wilson,19,50.0,3.0
125,T106,T106,Tiger Woods,16,50.0,3.0
126,T106,T106,Y.E. Yang,19,50.0,4.0
127,128,128,Brian Gay,24,46.7,7.0
128,129,129,Jeff Overton,24,46.2,6.0
129,T130,T130,Ken Duke,28,45.5,5.0
130,T130,T130,Martin Laird,21,45.5,5.0
131,T130,T130,Richard Lee,24,45.5,5.0
132,T130,T130,Gary Woodland,26,45.5,5.0
133,T134,T134,Charles Howell III,26,44.4,4.0
134,T134,T134,Luke List,24,44.4,4.0
135,T134,T134,David Mathis,24,44.4,4.0
136,137,137,Stuart Appleby,25,43.8,7.0
137,T138,T138,Harris English,26,42.9,6.0
138,T138,T138,Matt Every,28,42.9,3.0
139,T138,T138,Luke Guthrie,27,42.9,3.0
140,T138,T138,Lee Williams,22,42.9,3.0
141,T142,T142,Aaron Baddeley,24,40.0,2.0
142,T142,T142,Ricky Barnes,26,40.0,2.0
143,T142,T142,Michael Bradley,21,40.0,2.0
144,T142,T142,Ben Crane,21,40.0,2.0
145,T142,T142,Fabián Gómez,23,40.0,2.0
146,T142,T142,Jim Herman,19,40.0,2.0
147,T142,T142,Colt Knost,25,40.0,4.0
148,T142,T142,Adam Scott,16,40.0,2.0
149,T142,T142,Vaughn Taylor,16,40.0,2.0
150,151,151,Sangmoon Bae,26,38.5,5.0
151,T152,T152,Tom Gillis,22,37.5,3.0
152,T152,T152,Steve LeBrun,21,37.5,3.0
153,T152,T152,Lee Westwood,19,37.5,3.0
154,T155,T155,Nicolas Colsaerts,17,33.3,1.0
155,T155,T155,Sergio Garcia,17,33.3,1.0
156,T155,T155,Tim Herron,15,33.3,2.0
157,T155,T155,Kyle Stanley,24,33.3,2.0
158,T155,T155,Darron Stiles,20,33.3,1.0
159,T160,T160,Cameron Percy,21,30.0,3.0
160,T160,T160,Nicholas Thompson,29,30.0,3.0
161,T162,T162,Robert Garrigus,22,28.6,2.0
162,T162,T162,Seung-Yul Noh,25,28.6,2.0
163,164,164,Brian Harman,29,27.3,3.0
164,T165,T165,Trevor Immelman,24,25.0,2.0
165,T165,T165,Ryan Moore,22,25.0,1.0
166,T167,T167,David Lingmerth,23,20.0,1.0
167,T167,T167,Rod Pampling,16,20.0,1.0
168,T167,T167,Andrew Svoboda,18,20.0,1.0
169,T170,T170,Lucas Glover,23,16.7,1.0
170,T170,T170,Jason Kokrak,25,16.7,1.0
171,T170,T170,Casey Wittenberg,27,16.7,1.0
172,T173,T173,Greg Chalmers,25,14.3,1.0
173,T173,T173,Jeff Maggert,21,14.3,1.0
174,T175,T175,Morgan Hoffmann,20,0.0,
175,T175,T175,Eric Meierdierks,19,0.0,
176,T175,T175,Sean O'Hair,22,0.0,
177,T175,T175,Alistair Presnell,23,0.0,
178,T175,T175,Justin Rose,17,0.0,
179,T175,T175,Steve Stricker,13,0.0,
