,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
159,T160,T160,Jin Park,52,72.33,868,12
160,T160,T160,Andres Romero,63,72.33,651,9
161,162,162,Colt Knost,69,72.35,1230,17
162,163,163,Tommy Gainey,84,72.42,1376,19
163,T164,T164,Derek Ernst,58,72.5,1160,16
164,T164,T164,Phil Mickelson,78,72.5,145,2
165,166,166,Michael Bradley,56,72.53,1233,17
166,167,167,Nick Watney,88,72.55,798,11
167,168,168,Eric Meierdierks,48,72.58,871,12
168,169,169,Martin Laird,68,72.61,1307,18
169,170,170,Bobby Gates,49,72.67,654,9
170,171,171,Ryo Ishikawa,72,72.73,1091,15
171,172,172,Justin Bolli,59,72.75,873,12
172,173,173,Geoff Ogilvy,57,72.83,874,12
173,T174,T174,Tim Herron,45,73.0,657,9
174,T174,T174,Matt Kuchar,93,73.0,73,1
175,176,176,Justin Hicks,79,73.13,585,8
176,177,177,Charlie Beljan,62,73.28,1319,18
177,178,178,Andrew Svoboda,46,73.33,440,6
