,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
83,84,84,Webb Simpson,92,71.07,3056,43
84,85,85,D.A. Points,87,71.08,1777,25
85,86,86,Bob Estes,66,71.11,1351,19
86,87,87,Brian Davis,91,71.13,2134,30
87,T88,T88,Stewart Cink,71,71.14,1565,22
88,T88,T88,Scott Piercy,78,71.14,1494,21
89,T88,T88,Bubba Watson,76,71.14,2632,37
90,91,91,Henrik Norlander,70,71.15,925,13
91,92,92,Jason Day,86,71.16,2206,31
92,93,93,Justin Hicks,79,71.19,1851,26
93,94,94,Colt Knost,69,71.2,712,10
94,95,95,Gary Woodland,94,71.21,1994,28
95,96,96,Brendan Steele,86,71.22,1282,18
96,T97,T97,Sangmoon Bae,83,71.23,1567,22
97,T97,T97,Scott Brown,65,71.23,926,13
98,T97,T97,Jim Furyk,80,71.23,2493,35
99,T97,T97,Brian Harman,89,71.23,1852,26
100,101,101,Luke Donald,60,71.27,1853,26
101,102,102,Camilo Villegas,79,71.31,1854,26
102,103,103,Luke Guthrie,82,71.32,2211,31
103,T104,T104,Tim Herron,45,71.33,856,12
104,T104,T104,Alistair Presnell,59,71.33,1284,18
105,T104,T104,Jimmy Walker,84,71.33,1498,21
106,107,107,Nick Watney,88,71.34,2283,32
107,T108,T108,David Lingmerth,68,71.35,1427,20
108,T108,T108,David Lynn,70,71.35,1641,23
109,110,110,Steve LeBrun,66,71.36,999,14
110,T111,T111,Ricky Barnes,74,71.38,1142,16
111,T111,T111,"Ted Potter, Jr.",65,71.38,1499,21
112,T111,T111,Ian Poulter,59,71.38,1856,26
113,114,114,John Merrick,79,71.39,1285,18
114,115,115,Freddie Jacobson,63,71.41,1214,17
115,116,116,Charl Schwartzel,69,71.42,2357,33
116,117,117,Jin Park,52,71.45,786,11
117,118,118,Rickie Fowler,75,71.48,2359,33
118,T119,T119,Stephen Ames,49,71.5,1001,14
119,T119,T119,James Driscoll,76,71.5,1716,24
120,T119,T119,Peter Hanson,45,71.5,1001,14
121,T119,T119,Jerry Kelly,75,71.5,1430,20
122,123,123,Bobby Gates,49,71.53,1073,15
123,124,124,J.J. Henry,83,71.6,1432,20
124,T125,T125,Kevin Chappell,80,71.65,1218,17
125,T125,T125,Casey Wittenberg,72,71.65,1433,20
126,T127,T127,Tim Clark,64,71.67,1290,18
127,T127,T127,Derek Ernst,58,71.67,860,12
128,T127,T127,Jim Herman,59,71.67,1505,21
129,T127,T127,John Huh,88,71.67,1935,27
130,131,131,David Toms,49,71.69,932,13
131,T132,T132,Erik Compton,74,71.75,2009,28
132,T132,T132,Aaron Watkins,46,71.75,861,12
133,134,134,Troy Matteson,68,71.79,1364,19
134,135,135,Jonas Blixt,76,71.81,1508,21
135,136,136,Ken Duke,87,71.84,1365,19
136,137,137,Justin Leonard,86,71.85,1437,20
137,T138,T138,Lucas Glover,65,71.86,1509,21
138,T138,T138,Kyle Stanley,71,71.86,1581,22
139,T138,T138,Lee Williams,62,71.86,1006,14
140,141,141,Robert Streb,75,71.89,1294,18
141,T142,T142,Ángel Cabrera,73,71.9,2085,29
142,T142,T142,Tag Ridings,69,71.9,1438,20
143,144,144,Bo Van Pelt,72,71.94,1295,18
144,T145,T145,David Mathis,71,72.0,1296,18
145,T145,T145,Seung-Yul Noh,71,72.0,1080,15
146,147,147,Cameron Percy,68,72.09,793,11
147,T148,T148,Martin Kaymer,61,72.11,1370,19
148,T148,T148,Darron Stiles,51,72.11,649,9
149,150,150,Trevor Immelman,73,72.13,1082,15
150,151,151,Graeme McDowell,53,72.22,1661,23
151,152,152,Will Claxton,67,72.24,1228,17
152,153,153,Rod Pampling,46,72.3,723,10
153,154,154,Aaron Baddeley,68,72.31,940,13
154,155,155,Tommy Gainey,84,72.32,1591,22
155,T156,T156,Nicolas Colsaerts,50,72.33,1302,18
156,T156,T156,Scott Gardiner,61,72.33,868,12
157,T156,T156,D.H. Lee,65,72.33,1302,18
158,T159,T159,Padraig Harrington,52,72.35,1230,17
159,T159,T159,George McNeill,68,72.35,1230,17
160,161,161,Johnson Wagner,64,72.38,1158,16
161,162,162,Ryo Ishikawa,72,72.39,1303,18
162,163,163,Charlie Wi,75,72.41,1593,22
163,164,164,Ben Kohles,75,72.42,1376,19
164,165,165,Sean O'Hair,56,72.44,1159,16
165,T166,T166,Brandt Jobe,62,72.46,942,13
166,T166,T166,Robert Karlsson,56,72.46,942,13
167,T166,T166,Eric Meierdierks,48,72.46,942,13
168,169,169,John Senden,79,72.48,1522,21
169,170,170,Bud Cauley,67,72.56,1161,16
170,171,171,Carl Pettersson,82,72.63,581,8
171,172,172,Y.E. Yang,56,72.77,946,13
172,173,173,Vijay Singh,61,72.81,1165,16
173,174,174,Ben Curtis,59,72.87,1093,15
174,175,175,Tom Gillis,69,72.89,1385,19
175,176,176,Robert Allenby,58,72.9,729,10
176,177,177,Michael Thompson,66,73.07,1096,15
177,178,178,Geoff Ogilvy,57,73.36,807,11
178,179,179,Mike Weir,60,73.38,1174,16
179,180,180,Luke List,65,73.43,1028,14
