,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
72,73,73,Eric Meierdierks,48,207.0,828,4
73,74,74,Ryo Ishikawa,72,210.0,1260,6
74,75,75,Andres Romero,63,212.4,1062,5
75,76,76,Ryan Moore,72,213.0,1278,6
76,T77,T77,Zach Johnson,84,213.4,1494,7
77,T77,T77,Matt Jones,83,213.4,1494,7
78,T79,T79,Bill Haas,85,216.0,1512,7
79,T79,T79,Freddie Jacobson,63,216.0,1080,5
80,T79,T79,Lee Williams,62,216.0,1080,5
81,82,82,Brian Harman,89,218.6,1530,7
82,83,83,Brendon de Jonge,110,220.0,1980,9
83,84,84,Kevin Streelman,86,221.1,1548,7
84,T85,T85,Erik Compton,74,222.0,1332,6
85,T85,T85,Brian Stuard,78,222.0,1332,6
86,87,87,Nicholas Thompson,99,222.8,1782,8
87,88,88,Steve LeBrun,66,223.2,1116,5
88,T89,T89,Jerry Kelly,75,225.0,1350,6
89,T89,T89,Jin Park,52,225.0,900,4
90,T91,T91,Lucas Glover,65,234.0,1170,5
91,T91,T91,Phil Mickelson,78,234.0,1404,6
92,T91,T91,Mark Wilson,56,234.0,936,4
93,94,94,Cameron Percy,68,237.6,1188,5
94,95,95,Carl Pettersson,82,240.0,1440,6
95,96,96,Harris English,95,244.3,1710,7
96,97,97,Pat Perez,69,248.4,1242,5
97,98,98,Roberto Castro,97,249.4,1746,7
98,T99,T99,Robert Allenby,58,252.0,1008,4
99,T99,T99,Bo Van Pelt,72,252.0,1260,5
100,T101,T101,Stewart Cink,71,255.6,1278,5
101,T101,T101,Robert Streb,75,255.6,1278,5
102,T101,T101,Charlie Wi,75,255.6,1278,5
103,104,104,Peter Hanson,45,258.0,774,3
104,T105,T105,Ben Crane,62,261.0,1044,4
105,T105,T105,Ken Duke,87,261.0,1566,6
106,107,107,John Rollins,77,262.8,1314,5
107,108,108,Webb Simpson,92,264.0,1584,6
108,T109,T109,Justin Hicks,79,270.0,1350,5
109,T109,T109,Scott Langley,79,270.0,1350,5
110,T109,T109,William McGirt,75,270.0,1350,5
111,T109,T109,Adam Scott,61,270.0,1080,4
112,T109,T109,Johnson Wagner,64,270.0,1080,4
113,114,114,D.J. Trahan,48,276.0,828,3
114,115,115,Marc Leishman,77,277.2,1386,5
115,116,116,Charlie Beljan,62,279.0,1116,4
116,T117,T117,Jeff Maggert,63,283.5,1134,4
117,T117,T117,Shawn Stefani,63,283.5,1134,4
118,119,119,Bryce Molder,82,288.0,1440,5
119,120,120,J.J. Henry,83,291.6,1458,5
120,T121,T121,Padraig Harrington,52,294.0,882,3
121,T121,T121,Graeme McDowell,53,294.0,882,3
122,T123,T123,Brendan Steele,86,295.2,1476,5
123,T123,T123,Josh Teater,86,295.2,1476,5
124,125,125,Sangmoon Bae,83,298.8,1494,5
125,T126,T126,David Lingmerth,68,306.0,1224,4
126,T126,T126,Hunter Mahan,91,306.0,1530,5
127,T126,T126,Henrik Norlander,70,306.0,1224,4
128,129,129,Justin Leonard,86,309.6,1548,5
129,130,130,Ian Poulter,59,318.0,954,3
130,T131,T131,James Driscoll,76,324.0,1296,4
131,T131,T131,Chez Reavie,72,324.0,1296,4
132,133,133,Brian Davis,91,327.6,1638,5
133,134,134,Graham DeLaet,94,338.4,1692,5
134,135,135,Jonas Blixt,76,342.0,1368,4
135,136,136,Billy Horschel,96,345.6,1728,5
136,137,137,Jason Dufner,78,346.5,1386,4
137,138,138,Derek Ernst,58,348.0,1044,3
138,T139,T139,Jim Furyk,80,351.0,1404,4
139,T139,T139,Jeff Overton,78,351.0,1404,4
140,141,141,Ryan Palmer,79,355.5,1422,4
141,142,142,Justin Rose,62,360.0,1080,3
142,143,143,Will Claxton,67,378.0,1134,3
143,T144,T144,Tom Gillis,69,390.0,1170,3
144,T144,T144,Fabián Gómez,65,390.0,1170,3
145,T146,T146,Bob Estes,66,396.0,1188,3
146,T146,T146,Chris Stroud,88,396.0,1584,4
147,148,148,Seung-Yul Noh,71,402.0,1206,3
148,149,149,Charl Schwartzel,69,408.0,1224,3
149,150,150,David Lynn,70,414.0,1242,3
150,151,151,Ricky Barnes,74,420.0,1260,3
151,152,152,Richard Lee,81,462.0,1386,3
152,153,153,Luke Guthrie,82,492.0,1476,3
153,T154,T154,Stuart Appleby,88,504.0,1512,3
154,T154,T154,K.J. Choi,85,504.0,1512,3
155,T154,T154,Tommy Gainey,84,504.0,1512,3
156,T154,T154,Y.E. Yang,56,504.0,1008,2
157,158,158,Geoff Ogilvy,57,513.0,1026,2
158,T159,T159,Luke Donald,60,522.0,1044,2
159,T159,T159,D.A. Points,87,522.0,1566,3
160,161,161,Steven Bowditch,67,585.0,1170,2
161,T162,T162,David Mathis,71,603.0,1206,2
162,T162,T162,Dicky Pride,71,603.0,1206,2
163,164,164,Lee Westwood,70,621.0,1242,2
164,165,165,Ángel Cabrera,73,657.0,1314,2
165,166,166,John Senden,79,702.0,1404,2
166,167,167,Brian Gay,79,711.0,1422,2
167,168,168,Aaron Watkins,46,792.0,792,1
168,169,169,Bobby Gates,49,810.0,810,1
169,170,170,Vaughn Taylor,50,828.0,828,1
170,171,171,Michael Bradley,56,936.0,936,1
171,172,172,Justin Bolli,59,990.0,990,1
172,173,173,Ben Curtis,59,1026.0,1026,1
173,174,174,Mike Weir,60,1044.0,1044,1
174,175,175,Vijay Singh,61,1098.0,1098,1
175,176,176,Trevor Immelman,73,1242.0,1242,1
176,177,177,Casey Wittenberg,72,1260.0,1260,1
177,178,178,David Hearn,88,1584.0,1584,1
