,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
33,T34,T34,Chez Reavie,72,35.32,2543,72
34,T34,T34,Charl Schwartzel,69,35.32,2402,68
35,36,36,Luke Donald,60,35.33,2049,58
36,37,37,Jimmy Walker,84,35.35,2969,84
37,T38,T38,Keegan Bradley,88,35.36,3076,87
38,T38,T38,John Huh,88,35.36,3112,88
39,T38,T38,Patrick Reed,83,35.36,2935,83
40,T38,T38,David Toms,49,35.36,1556,44
41,42,42,Chris Stroud,88,35.38,3113,88
42,T43,T43,K.J. Choi,85,35.39,2973,84
43,T43,T43,Cameron Tringale,80,35.39,2831,80
44,45,45,Henrik Norlander,70,35.4,2407,68
45,46,46,Bubba Watson,76,35.41,2585,73
46,47,47,John Merrick,79,35.42,2798,79
47,48,48,Boo Weekley,100,35.43,3543,100
48,49,49,Jim Furyk,80,35.44,2764,78
49,50,50,Zach Johnson,84,35.45,2942,83
50,51,51,Bryce Molder,82,35.46,2837,80
51,T52,T52,Jerry Kelly,75,35.47,2660,75
52,T52,T52,Richard Lee,81,35.47,2731,77
53,T52,T52,Daniel Summerhays,83,35.47,2944,83
54,55,55,D.H. Lee,65,35.48,2306,65
55,T56,T56,Jason Dufner,78,35.49,2733,77
56,T56,T56,Rickie Fowler,75,35.49,2626,74
57,T56,T56,David Hearn,88,35.49,3123,88
58,T56,T56,Ryan Moore,72,35.49,2520,71
59,T60,T60,Jason Kokrak,78,35.5,2769,78
60,T60,T60,Josh Teater,86,35.5,2911,82
61,T62,T62,Sergio Garcia,65,35.51,2237,63
62,T62,T62,Chris Kirk,89,35.51,3160,89
63,T64,T64,Ángel Cabrera,73,35.52,2593,73
64,T64,T64,Cameron Percy,68,35.52,2344,66
65,T66,T66,Kevin Chappell,80,35.53,2842,80
66,T66,T66,Matt Every,89,35.53,3162,89
67,T68,T68,Chad Campbell,78,35.54,2701,76
68,T68,T68,Pat Perez,69,35.54,2452,69
69,T68,T68,Shawn Stefani,63,35.54,2239,63
70,T71,T71,Greg Chalmers,77,35.55,2595,73
71,T71,T71,Ben Kohles,75,35.55,2524,71
72,T71,T71,Brian Stuard,78,35.55,2631,74
73,T74,T74,Kevin Stadler,83,35.56,2809,79
74,T74,T74,Charlie Wi,75,35.56,2525,71
75,T76,T76,Martin Kaymer,61,35.57,2063,58
76,T76,T76,Nicholas Thompson,99,35.57,3521,99
77,T78,T78,Sangmoon Bae,83,35.58,2953,83
78,T78,T78,James Driscoll,76,35.58,2562,72
79,T78,T78,Jeff Overton,78,35.58,2775,78
80,T81,T81,J.J. Henry,83,35.59,2883,81
81,T81,T81,Jeff Maggert,63,35.59,2242,63
82,T83,T83,Peter Hanson,45,35.6,1531,43
83,T83,T83,Scott Langley,79,35.6,2670,75
84,T83,T83,David Lingmerth,68,35.6,2421,68
85,T86,T86,Brian Harman,89,35.61,3027,85
86,T86,T86,Marc Leishman,77,35.61,2742,77
87,T86,T86,"Ted Potter, Jr.",65,35.61,2172,61
88,T89,T89,Brian Davis,91,35.62,3241,91
89,T89,T89,Russell Henley,80,35.62,2778,78
90,T89,T89,Charley Hoffman,84,35.62,2992,84
91,T89,T89,Freddie Jacobson,63,35.62,2137,60
92,T89,T89,David Lynn,70,35.62,2458,69
93,94,94,Brendan Steele,86,35.63,2922,82
94,T95,T95,Rory McIlroy,56,35.64,1960,55
95,T95,T95,Nick Watney,88,35.64,3065,86
96,T97,T97,Ernie Els,63,35.65,2210,62
97,T97,T97,Luke Guthrie,82,35.65,2923,82
98,T97,T97,William McGirt,75,35.65,2674,75
99,T97,T97,Tag Ridings,69,35.65,2317,65
100,T97,T97,Darron Stiles,51,35.65,1747,49
101,T97,T97,D.J. Trahan,48,35.65,1640,46
102,103,103,Justin Leonard,86,35.66,3067,86
103,104,104,Ken Duke,87,35.67,3103,87
104,105,105,Steven Bowditch,67,35.68,2319,65
105,106,106,Erik Compton,74,35.69,2641,74
106,T107,T107,Stewart Cink,71,35.7,2535,71
107,T107,T107,Troy Matteson,68,35.7,2356,66
108,109,109,Andres Romero,63,35.71,2107,59
109,T110,T110,Brian Gay,79,35.72,2822,79
110,T110,T110,Lee Williams,62,35.72,2143,60
111,112,112,Jason Bohn,70,35.73,2501,70
112,T113,T113,Fabián Gómez,65,35.74,2323,65
113,T113,T113,George McNeill,68,35.74,2430,68
114,T113,T113,Bo Van Pelt,72,35.74,2502,70
115,116,116,Tim Clark,64,35.75,2181,61
116,T117,T117,Steve LeBrun,66,35.76,2217,62
117,T117,T117,Robert Streb,75,35.76,2539,71
118,T117,T117,Michael Thompson,66,35.76,2360,66
119,T120,T120,Robert Garrigus,69,35.77,2325,65
120,T120,T120,Ian Poulter,59,35.77,1896,53
121,T122,T122,Scott Brown,65,35.78,2326,65
122,T122,T122,Jim Herman,59,35.78,1968,55
123,T122,T122,Martin Laird,68,35.78,2433,68
124,T122,T122,Graeme McDowell,53,35.78,1753,49
125,T126,T126,Justin Hicks,79,35.79,2684,75
126,T126,T126,Rod Pampling,46,35.79,1503,42
127,T126,T126,John Senden,79,35.79,2792,78
128,T126,T126,Mark Wilson,56,35.79,1861,52
129,130,130,Stephen Ames,49,35.8,1754,49
130,T131,T131,Ben Crane,62,35.81,2077,58
131,T131,T131,Scott Piercy,78,35.81,2686,75
132,T131,T131,Dicky Pride,71,35.81,2399,67
133,134,134,Brad Fritsch,81,35.83,2759,77
134,T135,T135,Brandt Jobe,62,35.84,2079,58
135,T135,T135,Andrew Svoboda,46,35.84,1577,44
136,T135,T135,Aaron Watkins,46,35.84,1577,44
137,138,138,D.A. Points,87,35.86,3120,87
138,139,139,Doug LaBelle II,72,35.87,2511,70
139,140,140,Colt Knost,69,35.88,2332,65
140,141,141,Alistair Presnell,59,35.89,2046,57
141,142,142,Tommy Gainey,84,35.9,3016,84
142,143,143,Carl Pettersson,82,35.91,2873,80
143,T144,T144,Will Claxton,67,35.92,2263,63
144,T144,T144,Greg Owen,73,35.92,2550,71
145,T146,T146,Derek Ernst,58,35.93,2084,58
146,T146,T146,Vijay Singh,61,35.93,2192,61
147,148,148,Ricky Barnes,74,35.94,2516,70
148,149,149,Jin Park,52,35.96,1798,50
149,150,150,Aaron Baddeley,68,35.97,2374,66
150,151,151,Bud Cauley,67,35.98,2267,63
151,152,152,Jonas Blixt,76,36.0,2736,76
152,153,153,Trevor Immelman,73,36.06,2488,69
153,T154,T154,Sean O'Hair,56,36.07,2020,56
154,T154,T154,Geoff Ogilvy,57,36.07,2056,57
155,156,156,Lucas Glover,65,36.08,2345,65
156,T157,T157,Eric Meierdierks,48,36.09,1660,46
157,T157,T157,Casey Wittenberg,72,36.09,2526,70
158,T159,T159,Charlie Beljan,62,36.11,2239,62
159,T159,T159,James Hahn,78,36.11,2672,74
160,T161,T161,Robert Allenby,58,36.13,2023,56
161,T161,T161,Tim Herron,45,36.13,1626,45
162,T161,T161,Y.E. Yang,56,36.13,2023,56
163,164,164,Mike Weir,60,36.14,2096,58
164,T165,T165,Justin Bolli,59,36.15,1988,55
165,T165,T165,Nicolas Colsaerts,50,36.15,1699,47
166,T165,T165,Scott Stallings,79,36.15,2856,79
167,168,168,Ryo Ishikawa,72,36.16,2531,70
168,169,169,David Mathis,71,36.18,2424,67
169,170,170,Luke List,65,36.2,2208,61
170,T171,T171,Robert Karlsson,56,36.21,1883,52
171,T171,T171,Seung-Yul Noh,71,36.21,2426,67
172,173,173,Bobby Gates,49,36.22,1630,45
173,174,174,Kyle Stanley,71,36.27,2575,71
174,175,175,Padraig Harrington,52,36.29,1778,49
175,176,176,Tom Gillis,69,36.37,2364,65
176,177,177,Johnson Wagner,64,36.43,2186,60
177,178,178,Michael Bradley,56,36.44,1895,52
178,179,179,Scott Gardiner,61,36.51,2154,59
179,180,180,Ben Curtis,59,36.75,2095,57
