,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
81,T78,T78,Darron Stiles,20,2.73,134,49
82,T78,T78,Lee Williams,22,2.73,164,60
83,84,84,Casey Wittenberg,27,2.74,192,70
84,T85,T85,Kevin Chappell,24,2.75,220,80
85,T85,T85,J.J. Henry,26,2.75,223,81
86,T85,T85,David Lynn,22,2.75,190,69
87,T85,T85,Webb Simpson,25,2.75,242,88
88,T89,T89,Matt Every,28,2.76,246,89
89,T89,T89,Nicholas Thompson,29,2.76,273,99
90,T91,T91,Ricky Barnes,26,2.77,194,70
91,T91,T91,Trevor Immelman,24,2.77,191,69
92,T91,T91,Doug LaBelle II,23,2.77,194,70
93,T91,T91,John Merrick,23,2.77,219,79
94,T91,T91,Boo Weekley,27,2.77,277,100
95,96,96,Brendan Steele,26,2.78,228,82
96,T97,T97,Brad Fritsch,24,2.79,215,77
97,T97,T97,Justin Leonard,24,2.79,240,86
98,T97,T97,Henrik Norlander,22,2.79,190,68
99,T100,T100,Rory McIlroy,16,2.8,154,55
100,T100,T100,Scott Stallings,27,2.8,221,79
101,T100,T100,Robert Streb,25,2.8,199,71
102,T100,T100,David Toms,16,2.8,123,44
103,T100,T100,Y.E. Yang,19,2.8,157,56
104,105,105,Dicky Pride,23,2.81,188,67
105,106,106,Josh Teater,24,2.82,231,82
106,T107,T107,Harris English,26,2.83,269,95
107,T107,T107,Marc Leishman,23,2.83,218,77
108,T109,T109,Stephen Ames,19,2.84,139,49
109,T109,T109,Brian Gay,24,2.84,224,79
110,T109,T109,Jim Herman,19,2.84,156,55
111,T109,T109,Vijay Singh,19,2.84,173,61
112,T109,T109,Bo Van Pelt,22,2.84,199,70
113,T109,T109,Aaron Watkins,19,2.84,125,44
114,T109,T109,Nick Watney,26,2.84,244,86
115,T116,T116,Kyle Stanley,24,2.85,202,71
116,T116,T116,Michael Thompson,22,2.85,188,66
117,T118,T118,Ryan Moore,22,2.86,203,71
118,T118,T118,Rod Pampling,16,2.86,120,42
119,T120,T120,Dustin Johnson,22,2.87,201,70
120,T120,T120,Camilo Villegas,23,2.87,215,75
121,T120,T120,Charlie Wi,23,2.87,204,71
122,T123,T123,Robert Garrigus,22,2.88,187,65
123,T123,T123,Brandt Jobe,19,2.88,167,58
124,T125,T125,Steve LeBrun,21,2.89,179,62
125,T125,T125,Andrew Svoboda,18,2.89,127,44
126,T127,T127,Brian Davis,28,2.9,264,91
127,T127,T127,Freddie Jacobson,19,2.9,174,60
128,T129,T129,Tom Gillis,22,2.91,189,65
129,T129,T129,Luke Guthrie,27,2.91,239,82
130,T129,T129,Justin Hicks,25,2.91,218,75
131,T129,T129,Carl Pettersson,24,2.91,233,80
132,T133,T133,Tim Clark,20,2.92,178,61
133,T133,T133,Jin Park,20,2.92,146,50
134,T135,T135,Bobby Gates,20,2.93,132,45
135,T135,T135,David Lingmerth,23,2.93,199,68
136,137,137,Ben Kohles,25,2.94,209,71
137,T138,T138,Scott Brown,21,2.95,192,65
138,T138,T138,Andres Romero,21,2.95,174,59
139,T140,T140,Jason Bohn,23,2.96,207,70
140,T140,T140,Stewart Cink,22,2.96,210,71
141,T140,T140,Charley Hoffman,23,2.96,249,84
142,143,143,Colt Knost,25,2.97,193,65
143,144,144,Ernie Els,19,2.98,185,62
144,T145,T145,Ángel Cabrera,21,3.0,219,73
145,T145,T145,Martin Laird,21,3.0,204,68
146,T145,T145,Seung-Yul Noh,25,3.0,201,67
147,T145,T145,D.A. Points,28,3.0,261,87
148,T145,T145,Johnson Wagner,24,3.0,180,60
149,150,150,Ken Duke,28,3.01,262,87
150,151,151,Alistair Presnell,23,3.02,172,57
151,152,152,Ryo Ishikawa,23,3.03,212,70
152,153,153,Padraig Harrington,17,3.04,149,49
153,154,154,Scott Gardiner,23,3.05,180,59
154,155,155,Robert Karlsson,18,3.06,159,52
155,156,156,Justin Bolli,23,3.07,169,55
156,157,157,John Senden,25,3.08,240,78
157,158,158,Vaughn Taylor,16,3.09,142,46
158,159,159,Ben Curtis,20,3.11,177,57
159,160,160,Aaron Baddeley,24,3.12,206,66
160,161,161,Michael Bradley,21,3.13,163,52
161,162,162,Bud Cauley,24,3.14,198,63
162,T163,T163,Charlie Beljan,24,3.15,195,62
163,T163,T163,Tommy Gainey,28,3.15,265,84
164,T163,T163,Luke List,24,3.15,192,61
165,T166,T166,Will Claxton,24,3.16,199,63
166,T166,T166,Scott Piercy,24,3.16,237,75
167,T166,T166,Mike Weir,22,3.16,183,58
168,T169,T169,Martin Kaymer,17,3.17,184,58
169,T169,T169,Greg Owen,24,3.17,225,71
170,171,171,Lucas Glover,23,3.23,210,65
171,172,172,Sangmoon Bae,26,3.24,269,83
172,173,173,Sean O'Hair,22,3.27,183,56
173,174,174,David Mathis,24,3.28,220,67
174,175,175,Robert Allenby,24,3.29,184,56
175,176,176,Nicolas Colsaerts,17,3.3,155,47
176,177,177,Derek Ernst,21,3.31,192,58
177,178,178,Geoff Ogilvy,19,3.33,190,57
178,179,179,Eric Meierdierks,19,3.35,154,46
179,180,180,Tim Herron,15,3.4,153,45
