,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
47,T48,T48,Rickie Fowler,75,1.23,274,223
48,T48,T48,William McGirt,75,1.23,263,214
49,T48,T48,Chez Reavie,72,1.23,248,201
50,T48,T48,Gary Woodland,94,1.23,345,281
51,T52,T52,Jason Dufner,78,1.22,280,230
52,T52,T52,Matt Every,89,1.22,347,284
53,T54,T54,James Hahn,78,1.21,281,232
54,T54,T54,Jason Kokrak,78,1.21,294,243
55,T54,T54,Rory McIlroy,56,1.21,223,185
56,T54,T54,Patrick Reed,83,1.21,312,258
57,T54,T54,Kevin Streelman,86,1.21,302,250
58,T54,T54,Camilo Villegas,79,1.21,282,233
59,T60,T60,Steven Bowditch,67,1.2,243,202
60,T60,T60,Charley Hoffman,84,1.2,340,283
61,T62,T62,K.J. Choi,85,1.19,283,237
62,T62,T62,Brian Davis,91,1.19,344,289
63,T62,T62,Dustin Johnson,71,1.19,276,231
64,T62,T62,Justin Leonard,86,1.19,311,262
65,T66,T66,Greg Chalmers,77,1.18,267,227
66,T66,T66,Erik Compton,74,1.18,255,217
67,T66,T66,Fabián Gómez,65,1.18,233,197
68,T66,T66,Brian Stuard,78,1.18,244,206
69,T70,T70,Brad Fritsch,81,1.17,289,248
70,T70,T70,Russell Henley,80,1.17,296,252
71,T70,T70,John Merrick,79,1.17,277,236
72,T70,T70,Nicholas Thompson,99,1.17,362,310
73,T70,T70,Nick Watney,88,1.17,315,270
74,T75,T75,Jason Bohn,70,1.16,265,229
75,T75,T75,D.H. Lee,65,1.16,231,200
76,T75,T75,Jeff Maggert,63,1.16,215,185
77,T75,T75,D.J. Trahan,48,1.16,163,141
78,T75,T75,Boo Weekley,100,1.16,361,311
79,T80,T80,Kevin Chappell,80,1.15,288,251
80,T80,T80,Cameron Percy,68,1.15,224,194
81,T80,T80,Lee Westwood,70,1.15,239,208
82,T80,T80,Charlie Wi,75,1.15,268,234
83,T84,T84,Chad Campbell,78,1.14,254,222
84,T84,T84,Robert Garrigus,69,1.14,253,222
85,T84,T84,George McNeill,68,1.14,235,207
86,T84,T84,Tag Ridings,69,1.14,222,194
87,T84,T84,Vaughn Taylor,50,1.14,175,154
88,T89,T89,Ben Crane,62,1.13,187,166
89,T89,T89,Henrik Norlander,70,1.13,240,212
90,T89,T89,Brendan Steele,86,1.13,286,254
91,T92,T92,"Ted Potter, Jr.",65,1.12,213,190
92,T92,T92,Andres Romero,63,1.12,224,200
93,T92,T92,Josh Teater,86,1.12,298,266
94,T95,T95,John Huh,88,1.11,301,271
95,T95,T95,Steve LeBrun,66,1.11,215,194
96,T95,T95,Robert Streb,75,1.11,242,218
97,T98,T98,Brian Harman,89,1.1,292,265
98,T98,T98,Doug LaBelle II,72,1.1,247,225
99,T98,T98,David Lingmerth,68,1.1,253,230
100,T98,T98,Ian Poulter,59,1.1,174,158
101,T102,T102,Jim Herman,59,1.09,197,181
102,T102,T102,David Toms,49,1.09,154,141
103,T104,T104,Stewart Cink,71,1.08,254,236
104,T104,T104,Freddie Jacobson,63,1.08,205,190
105,T104,T104,Ryan Moore,72,1.08,251,233
106,T104,T104,Dicky Pride,71,1.08,222,206
107,T104,T104,Aaron Watkins,46,1.08,153,142
108,T109,T109,Sangmoon Bae,83,1.07,330,308
109,T109,T109,Luke Guthrie,82,1.07,295,275
110,T109,T109,David Lynn,70,1.07,226,212
111,T109,T109,Shawn Stefani,63,1.07,213,200
112,T109,T109,Mark Wilson,56,1.07,159,148
113,T114,T114,Ricky Barnes,74,1.06,226,213
114,T114,T114,Jonas Blixt,76,1.06,244,230
115,T114,T114,Brian Gay,79,1.06,263,247
116,T114,T114,Justin Hicks,79,1.06,265,251
117,T114,T114,Troy Matteson,68,1.06,208,196
118,T114,T114,Scott Stallings,79,1.06,282,265
119,T120,T120,Peter Hanson,45,1.05,147,140
120,T120,T120,J.J. Henry,83,1.05,250,237
121,T120,T120,Marc Leishman,77,1.05,257,244
122,T123,T123,Stephen Ames,49,1.04,165,158
123,T123,T123,Ángel Cabrera,73,1.04,256,245
124,T123,T123,Tim Clark,64,1.04,199,192
125,T123,T123,Rod Pampling,46,1.04,141,135
126,T123,T123,D.A. Points,87,1.04,313,301
127,T123,T123,Bo Van Pelt,72,1.04,242,232
128,T129,T129,Ernie Els,63,1.03,210,203
129,T129,T129,Scott Langley,79,1.03,237,231
130,T129,T129,Lee Williams,62,1.03,184,179
131,T132,T132,Aaron Baddeley,68,1.02,240,236
132,T132,T132,Scott Brown,65,1.02,218,213
133,T132,T132,Brandt Jobe,62,1.02,192,188
134,T132,T132,Graeme McDowell,53,1.02,153,150
135,T132,T132,Scott Piercy,78,1.02,280,275
136,137,137,Ken Duke,87,1.01,292,289
137,T138,T138,Ben Kohles,75,1.0,233,233
138,T138,T138,Seung-Yul Noh,71,1.0,232,232
139,T138,T138,Carl Pettersson,82,1.0,274,274
140,T138,T138,John Senden,79,1.0,260,261
141,T138,T138,Andrew Svoboda,46,1.0,143,143
142,T143,T143,Greg Owen,73,0.99,245,247
143,T143,T143,Darron Stiles,51,0.99,153,155
144,T145,T145,Bud Cauley,67,0.98,221,225
145,T145,T145,Jin Park,52,0.98,160,164
146,T147,T147,Ryo Ishikawa,72,0.96,230,240
147,T147,T147,Martin Laird,68,0.96,224,233
148,T147,T147,Kyle Stanley,71,0.96,237,248
149,T147,T147,Y.E. Yang,56,0.96,181,188
150,151,151,Charlie Beljan,62,0.95,211,221
151,T152,T152,Scott Gardiner,61,0.94,198,211
152,T152,T152,Lucas Glover,65,0.94,225,240
153,T152,T152,Luke List,65,0.94,214,227
154,T152,T152,Vijay Singh,61,0.94,182,194
155,T152,T152,Mike Weir,60,0.94,194,206
156,T157,T157,Trevor Immelman,73,0.93,195,210
157,T157,T157,Martin Kaymer,61,0.93,193,207
158,T157,T157,Casey Wittenberg,72,0.93,200,215
159,T160,T160,Justin Bolli,59,0.92,180,195
160,T160,T160,Will Claxton,67,0.92,198,215
161,T160,T160,Tommy Gainey,84,0.92,286,312
162,T160,T160,Colt Knost,69,0.92,202,219
163,T160,T160,Alistair Presnell,59,0.92,184,200
164,T165,T165,Tom Gillis,69,0.91,196,215
165,T165,T165,Robert Karlsson,56,0.91,167,184
166,T167,T167,David Mathis,71,0.89,219,245
167,T167,T167,Michael Thompson,66,0.89,199,223
168,T169,T169,Padraig Harrington,52,0.87,148,170
169,T169,T169,Tim Herron,45,0.87,143,164
170,T169,T169,Eric Meierdierks,48,0.87,148,170
171,172,172,Michael Bradley,56,0.86,159,184
172,173,173,Ben Curtis,59,0.85,172,202
173,T174,T174,Nicolas Colsaerts,50,0.84,143,171
174,T174,T174,Bobby Gates,49,0.84,127,152
175,T174,T174,Johnson Wagner,64,0.84,174,206
176,T177,T177,Robert Allenby,58,0.83,172,206
177,T177,T177,Derek Ernst,58,0.83,182,219
178,T177,T177,Sean O'Hair,56,0.83,173,209
179,T177,T177,Geoff Ogilvy,57,0.83,180,216
