,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
109,T109,T109,Lee Janzen,84,85.0,85,100
110,111,111,Woody Austin,94,84.96,96,113
111,112,112,Glen Day,101,84.89,118,139
112,113,113,Davis Love III,85,84.85,84,99
113,114,114,Ken Duke,89,84.76,89,105
114,115,115,Daniel Chopra,108,84.73,111,131
115,T116,T116,John Huston,62,84.62,66,78
116,T116,T116,Dan Olsen,75,84.62,88,104
117,T118,T118,Tim Clark,84,84.47,87,103
118,T118,T118,Danny Ellis,81,84.47,87,103
119,120,120,J.L. Lewis,106,84.44,114,135
120,121,121,Neal Lancaster,106,84.43,141,167
121,122,122,Jason Bohn,98,84.26,91,108
122,123,123,Robert Damron,92,84.25,107,127
123,T124,T124,Jeff Brehaut,106,84.21,96,114
124,T124,T124,Steve Pate,71,84.21,80,95
125,126,126,Tom Pernice Jr.,103,84.13,106,126
126,T127,T127,Hank Kuehne,91,84.09,111,132
127,T127,T127,Shaun Micheel,93,84.09,74,88
128,129,129,Geoff Ogilvy,91,84.04,79,94
129,130,130,Jay Williamson,100,84.03,100,119
130,131,131,Russ Cochran,61,83.95,68,81
131,132,132,Brenden Pappas,111,83.94,115,137
132,133,133,Niclas Fasth,61,83.91,73,87
133,T134,T134,Bo Van Pelt,107,83.87,104,124
134,T134,T134,Mark Wilson,62,83.87,52,62
135,T136,T136,John Cook,57,83.78,62,74
136,T136,T136,Dudley Hart,60,83.78,62,74
137,T138,T138,Bob Estes,73,83.75,67,80
138,T138,T138,Craig Perks,75,83.75,67,80
139,140,140,Chris DiMarco,105,83.64,92,110
140,T141,T141,Mike Heinen,53,83.58,56,67
141,T141,T141,Omar Uresti,85,83.58,112,134
142,T143,T143,Scott Simpson,55,83.56,61,73
143,T143,T143,Esteban Toledo,92,83.56,122,146
144,145,145,Stuart Appleby,84,83.54,66,79
145,146,146,Mathias Grönberg,91,83.48,96,115
146,T147,T147,Luke Donald,72,83.33,60,72
147,T147,T147,Blaine McCallister,68,83.33,80,96
148,T147,T147,Kevin Muncrief,50,83.33,60,72
149,T147,T147,Mike Weir,75,83.33,70,84
150,151,151,Justin Leonard,90,83.16,79,95
151,152,152,Rod Pampling,98,82.98,78,94
152,153,153,Jonathan Kaye,79,82.95,73,88
153,154,154,Ryan Palmer,103,82.93,102,123
154,155,155,Steve Lowery,91,82.91,97,117
155,156,156,Peter Lonard,68,82.86,58,70
156,157,157,Brett Quigley,102,82.81,106,128
157,158,158,Tag Ridings,53,82.61,57,69
158,159,159,Tommy Tolles,67,82.5,66,80
159,160,160,Kent Jones,99,82.46,94,114
160,161,161,Stephen Leaney,84,82.42,75,91
161,T162,T162,Rich Barcelo,67,82.35,70,85
162,T162,T162,Steve Flesch,109,82.35,84,102
163,T162,T162,David Toms,80,82.35,56,68
164,165,165,Gene Sauers,83,82.26,102,124
165,166,166,J.J. Henry,103,82.24,125,152
166,T167,T167,David Gossett,57,82.09,55,67
167,T167,T167,Craig Parry,52,82.09,55,67
168,169,169,Billy Mayfair,109,82.01,114,139
169,170,170,Pat Perez,102,81.97,100,122
170,171,171,Hirofumi Miyase,65,81.94,59,72
171,172,172,José Coceres,68,81.82,72,88
172,173,173,Charles Howell III,104,81.73,85,104
173,174,174,John Rollins,90,81.55,84,103
174,175,175,Sergio Garcia,65,81.48,44,54
175,176,176,Phil Mickelson,83,81.16,56,69
176,177,177,Jason Dufner,79,81.11,73,90
177,178,178,Roger Tambellini,81,80.91,89,110
178,179,179,Scott Hend,81,80.9,72,89
179,180,180,Aaron Baddeley,87,80.77,84,104
180,181,181,Roland Thatcher,66,80.72,67,83
181,182,182,J.P. Hayes,79,80.61,79,98
182,183,183,John Riegger,53,80.52,62,77
183,184,184,Kris Cox,73,80.0,60,75
184,185,185,Spike McRoy,93,79.83,95,119
185,186,186,Robert Allenby,93,79.81,83,104
186,187,187,Jeff Maggert,60,79.73,59,74
187,188,188,Chris Smith,105,79.59,78,98
188,189,189,Briny Baird,100,79.44,85,107
189,190,190,Fred Couples,54,78.69,48,61
190,191,191,D.J. Brigman,79,78.35,76,97
191,192,192,Tripp Isenhour,55,75.86,44,58
192,193,193,Arron Oberholser,77,75.61,62,82
193,T194,T194,Guy Boros,64,73.08,57,78
194,T194,T194,David Branshaw,84,73.08,76,104
195,196,196,Adam Scott,55,69.77,30,43
