,Scrambling_from_the_Sand_RANK THIS WEEK,Scrambling_from_the_Sand_RANK LAST WEEK,Scrambling_from_the_Sand_PLAYER NAME,Scrambling_from_the_Sand_ROUNDS,Scrambling_from_the_Sand_%,Scrambling_from_the_Sand_SUCCESSES,Scrambling_from_the_Sand_ATTEMPTS
110,111,111,Richard Johnson,102,50.76,67,132
111,T112,T112,Robert Allenby,93,50.62,41,81
112,T112,T112,David Peoples,82,50.62,41,81
113,114,114,J.P. Hayes,79,50.57,44,87
114,115,115,Brett Quigley,102,50.49,52,103
115,116,116,Tommy Armour III,87,50.44,57,113
116,T117,T117,Mark Calcavecchia,79,50.0,38,76
117,T117,T117,Daniel Chopra,108,50.0,57,114
118,T117,T117,Fred Couples,54,50.0,22,44
119,T117,T117,Steve Elkington,64,50.0,35,70
120,T117,T117,Lucas Glover,95,50.0,50,100
121,T117,T117,David Gossett,57,50.0,37,74
122,T117,T117,Todd Hamilton,92,50.0,61,122
123,T117,T117,Scott Hend,81,50.0,45,90
124,T117,T117,J.J. Henry,103,50.0,45,90
125,T117,T117,Craig Perks,75,50.0,39,78
126,T117,T117,Tiger Woods,78,50.0,26,52
127,T128,T128,Kenny Perry,79,49.3,35,71
128,T128,T128,Rory Sabbatini,89,49.3,35,71
129,130,130,Mark Wilson,62,49.15,29,59
130,131,131,Steve Stricker,81,49.04,51,104
131,132,132,Robert Damron,92,48.91,67,137
132,133,133,Ted Purdy,114,48.67,55,113
133,134,134,Tom Lehman,70,48.15,26,54
134,135,135,Tim Herron,84,48.05,37,77
135,136,136,David Morland IV,73,48.0,48,100
136,137,137,Peter Lonard,68,47.37,36,76
137,138,138,Notah Begay III,71,47.22,34,72
138,139,139,Steve Lowery,91,47.12,49,104
139,140,140,D.J. Brigman,79,47.06,40,85
140,141,141,Kris Cox,73,46.91,38,81
141,142,142,Tom Carter,113,46.72,57,122
142,143,143,Joe Ogilvie,104,46.61,55,118
143,144,144,Bart Bryant,73,46.58,34,73
144,145,145,Mathias Grönberg,91,46.53,47,101
145,146,146,Danny Briggs,85,46.51,40,86
146,T147,T147,Woody Austin,94,46.46,46,99
147,T147,T147,Jason Bohn,98,46.46,46,99
148,149,149,Kent Jones,99,46.43,52,112
149,150,150,Kirk Triplett,88,46.15,36,78
150,151,151,Jeff Maggert,60,46.03,29,63
151,T152,T152,Ben Curtis,56,45.83,22,48
152,T152,T152,Tommy Tolles,67,45.83,44,96
153,154,154,Harrison Frazar,86,45.78,38,83
154,155,155,Pat Bates,99,45.69,53,116
155,156,156,Blaine McCallister,68,45.56,41,90
156,157,157,Jeff Sluman,98,45.54,46,101
157,158,158,Russ Cochran,61,45.33,34,75
158,T159,T159,Zach Johnson,109,45.3,53,117
159,T159,T159,Spike McRoy,93,45.3,53,117
160,161,161,Jeff Brehaut,106,45.0,45,100
161,162,162,Sergio Garcia,65,44.9,22,49
162,T163,T163,Cliff Kresge,89,44.83,52,116
163,T163,T163,Bernhard Langer,59,44.83,26,58
164,T165,T165,Rocco Mediate,53,44.44,20,45
165,T165,T165,Gene Sauers,83,44.44,52,117
166,T165,T165,Roland Thatcher,66,44.44,28,63
167,168,168,Jonathan Kaye,79,43.84,32,73
168,169,169,Patrick Sheehan,113,43.8,53,121
169,T170,T170,Mark Brooks,72,43.75,42,96
170,T170,T170,Tripp Isenhour,55,43.75,28,64
171,172,172,Bo Van Pelt,107,43.69,45,103
172,173,173,Kevin Muncrief,50,43.55,27,62
173,174,174,Hidemichi Tanaka,89,43.48,40,92
174,175,175,Hirofumi Miyase,65,43.18,38,88
175,176,176,Frank Lickliter II,89,42.53,37,87
176,177,177,Chad Campbell,100,42.22,38,90
177,178,178,David Branshaw,84,42.17,35,83
178,179,179,Grant Waite,79,41.84,41,98
179,180,180,Freddie Jacobson,83,41.79,28,67
180,181,181,Deane Pappas,72,41.56,32,77
181,182,182,John Riegger,53,41.54,27,65
182,183,183,Joe Durant,85,41.33,31,75
183,184,184,Dan Olsen,75,41.25,33,80
184,185,185,Briny Baird,100,41.18,42,102
185,186,186,Arjun Atwal,85,41.07,46,112
186,187,187,Vaughn Taylor,84,40.91,36,88
187,188,188,Duffy Waldorf,79,40.32,25,62
188,189,189,Dicky Pride,66,40.24,33,82
189,T190,T190,Guy Boros,64,39.53,34,86
190,T190,T190,Joey Sindelar,100,39.53,34,86
191,192,192,Niclas Fasth,61,38.96,30,77
192,193,193,Rich Barcelo,67,37.14,26,70
193,194,194,Chris Couch,55,35.44,28,79
194,195,195,Chris Smith,105,28.57,34,119
195,196,196,Mike Heinen,53,28.33,17,60
