,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
64,T62,T62,Scott Hoch,52,"8' 5""",1813.4170000000001,215
65,T62,T62,Jeff Sluman,98,"8' 5""",3327.25,397
66,T62,T62,Steve Stricker,81,"8' 5""",3503.167,418
67,T68,T68,Mark Brooks,72,"8' 6""",3084.667,362
68,T68,T68,Bob Burns,88,"8' 6""",3935.5,461
69,T68,T68,Chad Campbell,100,"8' 6""",3264.417,384
70,T68,T68,K.J. Choi,83,"8' 6""",2638.917,311
71,T68,T68,Tim Herron,84,"8' 6""",2885.417,339
72,T68,T68,David Peoples,82,"8' 6""",3692.667,433
73,T68,T68,Loren Roberts,81,"8' 6""",3091.75,363
74,T68,T68,Scott Simpson,55,"8' 6""",2603.667,307
75,T68,T68,Esteban Toledo,92,"8' 6""",4345.417,511
76,T77,T77,Bart Bryant,73,"8' 7""",2779.083,325
77,T77,T77,Ben Curtis,56,"8' 7""",2035.1670000000001,237
78,T77,T77,Robert Damron,92,"8' 7""",4354.333,509
79,T77,T77,Niclas Fasth,61,"8' 7""",2772.75,323
80,T77,T77,Todd Fischer,104,"8' 7""",4534.083,530
81,T77,T77,Phil Mickelson,83,"8' 7""",2278.5,266
82,T77,T77,Geoff Ogilvy,91,"8' 7""",3220.667,377
83,T77,T77,Carl Pettersson,100,"8' 7""",3707.167,434
84,T77,T77,Bob Tway,90,"8' 7""",3161.75,367
85,T86,T86,Arjun Atwal,85,"8' 8""",3721.667,430
86,T86,T86,Notah Begay III,71,"8' 8""",2995.667,346
87,T86,T86,Tom Carter,113,"8' 8""",4642.917,536
88,T86,T86,Steve Elkington,64,"8' 8""",2553.5,296
89,T86,T86,Steve Flesch,109,"8' 8""",3798.167,437
90,T86,T86,J.J. Henry,103,"8' 8""",4100.917,471
91,T86,T86,Skip Kendall,99,"8' 8""",4105.667,473
92,T86,T86,Stephen Leaney,84,"8' 8""",2737.0,315
93,T86,T86,Len Mattiace,75,"8' 8""",3846.583,442
94,T86,T86,Billy Mayfair,109,"8' 8""",4369.167,502
95,T86,T86,Tom Pernice Jr.,103,"8' 8""",3977.583,457
96,T97,T97,Mark Calcavecchia,79,"8' 9""",2797.75,320
97,T97,T97,Neal Lancaster,106,"8' 9""",4266.083,486
98,T97,T97,Deane Pappas,72,"8' 9""",3095.25,355
99,T97,T97,Hidemichi Tanaka,89,"8' 9""",3621.417,412
100,T97,T97,Bo Van Pelt,107,"8' 9""",3784.333,431
101,T97,T97,Mike Weir,75,"8' 9""",2719.833,312
102,T97,T97,Jay Williamson,100,"8' 9""",4421.75,503
103,T104,T104,Pat Bates,99,"8' 10""",4140.167,468
104,T104,T104,Daniel Chopra,108,"8' 10""",4513.417,513
105,T104,T104,Russ Cochran,61,"8' 10""",2479.083,280
106,T104,T104,Ben Crane,92,"8' 10""",4094.417,464
107,T104,T104,J.P. Hayes,79,"8' 10""",3266.75,370
108,T104,T104,Peter Lonard,68,"8' 10""",2806.833,317
109,T104,T104,Steve Lowery,91,"8' 10""",3675.667,415
110,T104,T104,Brenden Pappas,111,"8' 10""",4922.75,558
111,T104,T104,Craig Parry,52,"8' 10""",1926.6670000000001,219
112,T104,T104,Dennis Paulson,71,"8' 10""",3395.333,383
113,T104,T104,Ted Purdy,114,"8' 10""",4751.917,538
114,T104,T104,John Rollins,90,"8' 10""",3785.083,427
115,T104,T104,John Senden,99,"8' 10""",3602.0,406
116,T117,T117,Mathias Grönberg,91,"8' 11""",3856.0,433
117,T117,T117,Dudley Hart,60,"8' 11""",2364.333,264
118,T117,T117,Joe Ogilvie,104,"8' 11""",4338.917,486
119,T120,T120,Stephen Ames,97,"9' 0""",3646.333,405
120,T120,T120,Woody Austin,94,"9' 0""",3864.083,429
121,T120,T120,Aaron Baddeley,87,"9' 0""",4193.917,468
122,T120,T120,Rich Beem,81,"9' 0""",3110.167,344
123,T120,T120,Danny Ellis,81,"9' 0""",3504.417,389
124,T120,T120,Brent Geiberger,94,"9' 0""",4010.667,445
125,T120,T120,Brian Kortan,65,"9' 0""",2972.75,331
126,T120,T120,Kenny Perry,79,"9' 0""",2708.833,301
127,T120,T120,Brett Quigley,102,"9' 0""",4263.083,474
128,T120,T120,Gene Sauers,83,"9' 0""",3959.583,441
129,T130,T130,David Branshaw,84,"9' 1""",3419.083,376
130,T130,T130,Alex Cejka,76,"9' 1""",2929.417,323
131,T130,T130,Matt Gogel,86,"9' 1""",3671.333,406
132,T130,T130,Mark Hensby,97,"9' 1""",4362.833,479
133,T130,T130,Zach Johnson,109,"9' 1""",4072.917,448
134,T130,T130,Jonathan Kaye,79,"9' 1""",2903.0,319
135,T130,T130,J.L. Lewis,106,"9' 1""",4205.667,462
136,T130,T130,Kevin Muncrief,50,"9' 1""",2506.833,277
137,T130,T130,Pat Perez,102,"9' 1""",4158.25,459
138,T130,T130,Craig Perks,75,"9' 1""",3253.833,359
139,T130,T130,Tag Ridings,53,"9' 1""",2189.333,240
140,T130,T130,Duffy Waldorf,79,"9' 1""",2511.5,276
141,T142,T142,Craig Barlow,80,"9' 2""",3294.333,361
142,T142,T142,Jason Bohn,98,"9' 2""",4175.333,456
143,T142,T142,Greg Chalmers,70,"9' 2""",3632.083,398
144,T142,T142,John Daly,79,"9' 2""",3205.583,351
145,T142,T142,Blaine McCallister,68,"9' 2""",3249.0,356
146,T142,T142,Scott McCarron,88,"9' 2""",3835.333,419
147,T148,T148,Steve Allan,102,"9' 3""",4287.0,464
148,T148,T148,Tommy Armour III,87,"9' 3""",3792.917,411
149,T148,T148,Briny Baird,100,"9' 3""",3374.0,366
150,T148,T148,Jason Dufner,79,"9' 3""",3292.75,356
151,T148,T148,Kent Jones,99,"9' 3""",4188.583,454
152,T148,T148,Matt Kuchar,83,"9' 3""",3748.667,406
153,T148,T148,Rocco Mediate,53,"9' 3""",1818.25,196
154,T155,T155,Olin Browne,92,"9' 4""",3721.333,397
155,T155,T155,Jeff Maggert,60,"9' 4""",2329.417,250
156,T155,T155,Joey Sindelar,100,"9' 4""",4212.083,451
157,T158,T158,Danny Briggs,85,"9' 5""",3570.0,380
158,T158,T158,Steve Pate,71,"9' 5""",3225.083,341
159,T158,T158,Dicky Pride,66,"9' 5""",3285.917,348
160,T161,T161,Rich Barcelo,67,"9' 6""",3099.333,325
161,T161,T161,D.J. Brigman,79,"9' 6""",3605.0,378
162,T161,T161,Spike McRoy,93,"9' 6""",4204.417,441
163,T164,T164,Darren Clarke,54,"9' 7""",1849.0829999999999,193
164,T164,T164,Ryan Palmer,103,"9' 7""",4582.167,477
165,T164,T164,Adam Scott,55,"9' 7""",1927.9170000000001,202
166,T164,T164,Andre Stolz,53,"9' 7""",2504.333,262
167,T164,T164,Vaughn Taylor,84,"9' 7""",3616.167,377
168,T169,T169,Robert Allenby,93,"9' 8""",3196.25,332
169,T169,T169,Craig Bowden,83,"9' 8""",4283.167,445
170,T169,T169,Jeff Brehaut,106,"9' 8""",4768.417,492
171,T169,T169,Jay Delsing,76,"9' 8""",3383.833,351
172,T169,T169,Harrison Frazar,86,"9' 8""",3773.833,392
173,T169,T169,Freddie Jacobson,83,"9' 8""",3217.417,334
174,T169,T169,Dan Olsen,75,"9' 8""",3579.583,371
175,T169,T169,John Riegger,53,"9' 8""",2602.167,269
176,T177,T177,Kris Cox,73,"9' 9""",3314.583,340
177,T177,T177,Ken Duke,89,"9' 9""",4573.667,468
178,T177,T177,Scott Hend,81,"9' 9""",3829.833,393
179,T177,T177,Roger Tambellini,81,"9' 9""",3869.5,397
180,T181,T181,Mike Heinen,53,"9' 10""",2770.167,282
181,T181,T181,Frank Lickliter II,89,"9' 10""",4204.833,428
182,T181,T181,Patrick Sheehan,113,"9' 10""",5544.4169999999995,562
183,T181,T181,Roland Thatcher,66,"9' 10""",2939.917,299
184,185,185,Guy Boros,64,"9' 11""",3579.0,360
185,T186,T186,David Morland IV,73,"10' 0""",3891.417,388
186,T186,T186,Tommy Tolles,67,"10' 0""",3500.833,349
187,T188,T188,Lucas Glover,95,"10' 1""",4169.167,414
188,T188,T188,Richard Johnson,102,"10' 1""",5376.1669999999995,535
189,190,190,Hunter Mahan,94,"10' 2""",4728.417,465
190,191,191,David Gossett,57,"10' 3""",3513.333,342
191,192,192,Brian Bateman,84,"10' 5""",3890.917,375
192,193,193,Tripp Isenhour,55,"10' 7""",2826.25,267
193,194,194,Hirofumi Miyase,65,"10' 11""",3790.333,347
194,195,195,Chris Smith,105,"11' 1""",4728.0,427
195,196,196,Chris Couch,55,"14' 4""",3976.417,277
