,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
59,T56,T56,Loren Roberts,81,"12' 2""",606.3330000000001,50,20
60,T56,T56,Jay Williamson,100,"12' 2""",695.5,57,88
61,T62,T62,Greg Chalmers,70,"12' 3""",794.8330000000001,65,57
62,T62,T62,Deane Pappas,72,"12' 3""",635.4169999999999,52,101
63,T62,T62,Patrick Sheehan,113,"12' 3""",1063.25,87,53
64,T65,T65,Brad Faxon,94,"12' 4""",840.8330000000001,68,25
65,T65,T65,Justin Leonard,90,"12' 4""",603.75,49,26
66,T65,T65,Spike McRoy,93,"12' 4""",728.6669999999999,59,151
67,T65,T65,Kenny Perry,79,"12' 4""",653.8330000000001,53,170
68,69,69,Jeff Sluman,98,"12' 5""",683.0830000000001,55,107
69,T70,T70,John Cook,57,"12' 6""",400.25,32,81
70,T70,T70,Robert Damron,92,"12' 6""",726.8330000000001,58,59
71,T70,T70,Brian Gay,96,"12' 6""",927.8330000000001,74,34
72,T70,T70,Phil Mickelson,83,"12' 6""",461.417,37,3
73,T70,T70,Tim Petrovic,111,"12' 6""",1074.0,86,50
74,T70,T70,Steve Stricker,81,"12' 6""",649.0,52,75
75,T76,T76,Mark Brooks,72,"12' 7""",767.0830000000001,61,144
76,T76,T76,Ben Crane,92,"12' 7""",918.9169999999999,73,22
77,T76,T76,Ernie Els,62,"12' 7""",553.9169999999999,44,7
78,T76,T76,Skip Kendall,99,"12' 7""",984.1669999999999,78,18
79,T76,T76,Len Mattiace,75,"12' 7""",929.9169999999999,74,94
80,T81,T81,Paul Azinger,75,"12' 8""",785.5830000000001,62,92
81,T81,T81,Kris Cox,73,"12' 8""",606.6669999999999,48,179
82,T81,T81,Steve Elkington,64,"12' 8""",393.333,31,136
83,T81,T81,Tripp Isenhour,55,"12' 8""",532.8330000000001,42,192
84,T81,T81,Matt Kuchar,83,"12' 8""",1027.167,81,111
85,T81,T81,Bernhard Langer,59,"12' 8""",329.083,26,24
86,T81,T81,Jeff Maggert,60,"12' 8""",444.5,35,140
87,T81,T81,Joe Ogilvie,104,"12' 8""",749.0,59,47
88,T89,T89,José Coceres,68,"12' 9""",727.25,57,2
89,T89,T89,David Gossett,57,"12' 9""",842.6669999999999,66,194
90,T89,T89,Richard Johnson,102,"12' 9""",1109.917,87,110
91,T92,T92,Rory Sabbatini,89,"12' 10""",872.75,68,13
92,T92,T92,Duffy Waldorf,79,"12' 10""",499.417,39,115
93,T94,T94,Jason Dufner,79,"12' 11""",824.3330000000001,64,161
94,T94,T94,Craig Parry,52,"12' 11""",541.9169999999999,42,99
95,T94,T94,Dean Wilson,99,"12' 11""",811.3330000000001,63,51
96,T97,T97,Rich Barcelo,67,"13' 0""",638.0830000000001,49,168
97,T97,T97,Chris DiMarco,105,"13' 0""",845.9169999999999,65,38
98,T97,T97,Frank Lickliter II,89,"13' 0""",844.4169999999999,65,140
99,T97,T97,Kevin Muncrief,50,"13' 0""",571.5,44,195
100,T97,T97,Tom Pernice Jr.,103,"13' 0""",935.25,72,29
101,T97,T97,Brett Quigley,102,"13' 0""",1053.25,81,124
102,T103,T103,Cliff Kresge,89,"13' 1""",760.8330000000001,58,134
103,T103,T103,David Morland IV,73,"13' 1""",667.8330000000001,51,152
104,T103,T103,Dennis Paulson,71,"13' 1""",652.1669999999999,50,66
105,T103,T103,Omar Uresti,85,"13' 1""",538.0830000000001,41,9
106,T107,T107,D.J. Brigman,79,"13' 2""",867.0,66,165
107,T107,T107,Tim Clark,84,"13' 2""",380.833,29,49
108,T107,T107,Kevin Sutherland,86,"13' 2""",800.8330000000001,61,6
109,T110,T110,Niclas Fasth,61,"13' 3""",689.1669999999999,52,132
110,T110,T110,Robert Gamez,103,"13' 3""",835.3330000000001,63,81
111,T110,T110,Scott Hoch,52,"13' 3""",410.917,31,95
112,T110,T110,Joey Sindelar,100,"13' 3""",836.8330000000001,63,109
113,T114,T114,Ryan Palmer,103,"13' 4""",1121.75,84,126
114,T114,T114,Steve Pate,71,"13' 4""",881.8330000000001,66,97
115,T114,T114,Tag Ridings,53,"13' 4""",465.833,35,122
116,T114,T114,John Rollins,90,"13' 4""",731.25,55,121
117,118,118,Cameron Beckman,99,"13' 5""",896.5830000000001,67,30
118,T119,T119,Tom Carter,113,"13' 6""",1204.75,89,182
119,T119,T119,Danny Ellis,81,"13' 6""",947.1669999999999,70,133
120,T119,T119,Hank Kuehne,91,"13' 6""",1109.0,82,108
121,T119,T119,Bob Tway,90,"13' 6""",998.3330000000001,74,28
122,T123,T123,Jason Bohn,98,"13' 7""",988.9169999999999,73,164
123,T123,T123,Mathias Grönberg,91,"13' 7""",911.0,67,70
124,T125,T125,Stephen Ames,97,"13' 8""",753.4169999999999,55,55
125,T125,T125,Rich Beem,81,"13' 8""",725.25,53,180
126,T125,T125,J.P. Hayes,79,"13' 8""",835.25,61,87
127,T125,T125,Billy Mayfair,109,"13' 8""",1067.667,78,149
128,T125,T125,Chris Riley,78,"13' 8""",739.9169999999999,54,53
129,T125,T125,Adam Scott,55,"13' 8""",492.917,36,144
130,T131,T131,Chris Couch,55,"13' 10""",537.9169999999999,39,196
131,T131,T131,John Huston,62,"13' 10""",512.1669999999999,37,100
132,T131,T131,Scott McCarron,88,"13' 10""",1034.917,75,126
133,T131,T131,Vaughn Taylor,84,"13' 10""",775.75,56,171
134,T135,T135,Bart Bryant,73,"13' 11""",572.1669999999999,41,89
135,T135,T135,Ken Duke,89,"13' 11""",1003.4169999999999,72,172
136,T135,T135,Lucas Glover,95,"13' 11""",1041.25,75,189
137,T135,T135,Kent Jones,99,"13' 11""",1088.167,78,159
138,T135,T135,Hirofumi Miyase,65,"13' 11""",612.3330000000001,44,183
139,T135,T135,Dan Olsen,75,"13' 11""",948.0830000000001,68,190
140,T141,T141,Aaron Baddeley,87,"14' 0""",1090.667,78,153
141,T141,T141,K.J. Choi,83,"14' 0""",673.25,48,116
142,T141,T141,David Frost,78,"14' 0""",868.25,62,44
143,T141,T141,Dudley Hart,60,"14' 0""",476.25,34,158
144,T141,T141,Roland Thatcher,66,"14' 0""",628.9169999999999,45,169
145,T146,T146,Jay Delsing,76,"14' 1""",898.75,64,123
146,T146,T146,Luke Donald,72,"14' 1""",634.9169999999999,45,60
147,T146,T146,David Peoples,82,"14' 1""",858.6669999999999,61,16
148,T146,T146,Andre Stolz,53,"14' 1""",591.75,42,188
149,T150,T150,David Branshaw,84,"14' 2""",795.0830000000001,56,174
150,T150,T150,Glen Day,101,"14' 2""",1162.75,82,68
151,T150,T150,Stephen Leaney,84,"14' 2""",708.75,50,91
152,T150,T150,Steve Lowery,91,"14' 2""",964.9169999999999,68,139
153,T154,T154,Mark Calcavecchia,79,"14' 3""",640.5830000000001,45,71
154,T154,T154,Daniel Chopra,108,"14' 3""",1056.667,74,105
155,T154,T154,José María Olazábal,56,"14' 3""",528.4169999999999,37,8
156,157,157,Mark Wilson,62,"14' 4""",471.667,33,150
157,T158,T158,Olin Browne,92,"14' 5""",794.25,55,67
158,T158,T158,Bob Burns,88,"14' 5""",966.5,67,37
159,T158,T158,Freddie Jacobson,83,"14' 5""",922.3330000000001,64,63
160,T161,T161,Pat Bates,99,"14' 6""",1409.0,97,112
161,T161,T161,Guy Boros,64,"14' 6""",608.6669999999999,42,185
162,T161,T161,Jeff Brehaut,106,"14' 6""",1364.5,94,159
163,T161,T161,Mark Hensby,97,"14' 6""",972.4169999999999,67,75
164,T161,T161,Mark O'Meara,58,"14' 6""",363.0,25,31
165,T161,T161,Brenden Pappas,111,"14' 6""",1173.75,81,117
166,T161,T161,Ted Purdy,114,"14' 6""",988.0,68,98
167,T161,T161,Roger Tambellini,81,"14' 6""",1146.417,79,176
168,T169,T169,Arjun Atwal,85,"14' 7""",903.25,62,137
169,T169,T169,Russ Cochran,61,"14' 7""",729.9169999999999,50,166
170,T169,T169,Scott Hend,81,"14' 7""",1106.833,76,193
171,T169,T169,Pat Perez,102,"14' 7""",964.25,66,167
172,T169,T169,Scott Simpson,55,"14' 7""",669.0,46,83
173,T174,T174,Tommy Armour III,87,"14' 8""",937.5830000000001,64,148
174,T174,T174,Alex Cejka,76,"14' 8""",690.5830000000001,47,135
175,T174,T174,Chris Smith,105,"14' 8""",1219.417,83,191
176,T177,T177,Chad Campbell,100,"14' 9""",928.25,63,86
177,T177,T177,Mike Heinen,53,"14' 9""",560.9169999999999,38,186
178,T179,T179,Todd Fischer,104,"14' 10""",1082.167,73,56
179,T179,T179,Jonathan Kaye,79,"14' 10""",919.6669999999999,62,147
180,T179,T179,Brian Kortan,65,"14' 10""",802.5,54,52
181,T179,T179,Hunter Mahan,94,"14' 10""",1234.333,83,119
182,T179,T179,Geoff Ogilvy,91,"14' 10""",873.6669999999999,59,64
183,T184,T184,Blaine McCallister,68,"15' 0""",796.6669999999999,53,154
184,T184,T184,Tommy Tolles,67,"15' 0""",989.9169999999999,66,174
185,186,186,Harrison Frazar,86,"15' 1""",1012.5,67,119
186,T187,T187,Robert Allenby,93,"15' 3""",809.1669999999999,53,156
187,T187,T187,Danny Briggs,85,"15' 3""",810.25,53,128
188,189,189,J.J. Henry,103,"15' 4""",1151.583,75,118
189,190,190,Dicky Pride,66,"15' 10""",807.5830000000001,51,157
190,191,191,Craig Bowden,83,"15' 11""",829.75,52,74
191,192,192,Fred Funk,97,"16' 0""",544.75,34,39
192,193,193,Hidemichi Tanaka,89,"16' 1""",901.4169999999999,56,131
193,194,194,John Riegger,53,"16' 2""",631.3330000000001,39,154
194,195,195,Brent Geiberger,94,"16' 6""",1070.25,65,46
195,196,196,Brian Bateman,84,"16' 11""",930.25,55,114
