,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
58,T51,T51,Chris Riley,78,"7' 5""",5.452000000000001,61,53
59,T51,T51,Kevin Sutherland,86,"7' 5""",8.709,98,6
60,T61,T61,Woody Austin,94,"7' 6""",7.632000000000001,85,173
61,T61,T61,Paul Azinger,75,"7' 6""",9.675,107,92
62,T61,T61,J.J. Henry,103,"7' 6""",10.877,121,118
63,T61,T61,Mark Hensby,97,"7' 6""",8.169,91,75
64,T61,T61,Frank Lickliter II,89,"7' 6""",9.857999999999999,109,140
65,T61,T61,Blaine McCallister,68,"7' 6""",8.38,93,154
66,T61,T61,Dennis Paulson,71,"7' 6""",9.177999999999999,102,66
67,T61,T61,Vijay Singh,112,"7' 6""",9.18,102,19
68,T69,T69,Bart Bryant,73,"7' 7""",10.499,115,89
69,T69,T69,Justin Leonard,90,"7' 7""",6.754,74,26
70,T69,T69,Len Mattiace,75,"7' 7""",10.422,115,94
71,T69,T69,Rocco Mediate,53,"7' 7""",4.093,45,162
72,T69,T69,Shaun Micheel,93,"7' 7""",9.642000000000001,106,138
73,T69,T69,Patrick Sheehan,113,"7' 7""",12.605,138,53
74,T69,T69,Esteban Toledo,92,"7' 7""",11.402000000000001,125,106
75,T69,T69,Mike Weir,75,"7' 7""",6.636,73,77
76,T77,T77,Guy Boros,64,"7' 8""",8.559,93,185
77,T77,T77,Spike McRoy,93,"7' 8""",9.638,105,151
78,T77,T77,Hirofumi Miyase,65,"7' 8""",8.191,89,183
79,T77,T77,Scott Simpson,55,"7' 8""",8.411,91,83
80,T81,T81,Billy Andrade,104,"7' 9""",10.147,109,73
81,T81,T81,Kris Cox,73,"7' 9""",9.02,97,179
82,T81,T81,Jay Delsing,76,"7' 9""",8.243,89,123
83,T81,T81,Lucas Glover,95,"7' 9""",9.421,101,189
84,T81,T81,Mathias Grönberg,91,"7' 9""",10.094,109,70
85,T81,T81,Scott Hend,81,"7' 9""",12.22,131,193
86,T81,T81,Peter Lonard,68,"7' 9""",7.517,81,129
87,T81,T81,Jesper Parnevik,86,"7' 9""",8.309,89,5
88,T81,T81,Adam Scott,55,"7' 9""",4.761,51,144
89,T90,T90,Mark Brooks,72,"7' 10""",9.374,100,144
90,T90,T90,John Daly,79,"7' 10""",7.725,82,163
91,T90,T90,Robert Gamez,103,"7' 10""",11.968,127,81
92,T90,T90,Matt Gogel,86,"7' 10""",9.857999999999999,105,23
93,T90,T90,Retief Goosen,56,"7' 10""",4.149,44,1
94,T90,T90,Mike Heinen,53,"7' 10""",7.252999999999999,77,186
95,T90,T90,Jerry Kelly,113,"7' 10""",12.292,131,17
96,T90,T90,Matt Kuchar,83,"7' 10""",9.707,103,111
97,T98,T98,Pat Bates,99,"7' 11""",13.366,141,112
98,T98,T98,Jason Bohn,98,"7' 11""",10.883,115,164
99,T98,T98,Tom Byrum,83,"7' 11""",8.199,86,13
100,T98,T98,Chad Campbell,100,"7' 11""",9.135,96,86
101,T98,T98,Steve Elkington,64,"7' 11""",6.46,68,136
102,T98,T98,David Frost,78,"7' 11""",9.366,99,44
103,T98,T98,Sergio Garcia,65,"7' 11""",4.537,48,184
104,T98,T98,Justin Rose,77,"7' 11""",8.363,88,62
105,T106,T106,Rich Beem,81,"8' 0""",10.425,109,180
106,T106,T106,Darren Clarke,54,"8' 0""",4.812,50,58
107,T106,T106,Joe Durant,85,"8' 0""",7.843,82,85
108,T106,T106,Bernhard Langer,59,"8' 0""",4.238,44,24
109,T106,T106,Jeff Maggert,60,"8' 0""",5.007,52,140
110,T111,T111,Daniel Chopra,108,"8' 1""",11.995999999999999,124,105
111,T111,T111,Dan Forsman,79,"8' 1""",8.16,84,32
112,T111,T111,Carlos Franco,99,"8' 1""",11.050999999999998,114,42
113,T111,T111,Brent Geiberger,94,"8' 1""",14.232999999999999,146,46
114,T111,T111,Tom Pernice Jr.,103,"8' 1""",11.27,116,29
115,T111,T111,Rory Sabbatini,89,"8' 1""",10.94,113,13
116,T111,T111,Jeff Sluman,98,"8' 1""",10.719000000000001,111,107
117,T111,T111,Andre Stolz,53,"8' 1""",6.09,63,188
118,T119,T119,Olin Browne,92,"8' 2""",9.605,98,67
119,T119,T119,Ryan Palmer,103,"8' 2""",12.897,132,126
120,T119,T119,John Riegger,53,"8' 2""",5.396,55,154
121,T122,T122,Rich Barcelo,67,"8' 3""",8.131,82,168
122,T122,T122,Tom Carter,113,"8' 3""",12.26,124,182
123,T122,T122,Ben Curtis,56,"8' 3""",7.138,72,113
124,T122,T122,Jason Dufner,79,"8' 3""",9.955,101,161
125,T122,T122,Stephen Leaney,84,"8' 3""",5.857,59,91
126,T122,T122,Steve Lowery,91,"8' 3""",9.695,98,139
127,T122,T122,David Toms,80,"8' 3""",6.82,69,142
128,T129,T129,Steve Allan,102,"8' 4""",11.812000000000001,118,96
129,T129,T129,Ben Crane,92,"8' 4""",11.282,113,22
130,T129,T129,J.P. Hayes,79,"8' 4""",9.902999999999999,99,87
131,T129,T129,Zach Johnson,109,"8' 4""",10.779000000000002,108,69
132,T129,T129,Richard Johnson,102,"8' 4""",14.589,146,110
133,T129,T129,Geoff Ogilvy,91,"8' 4""",7.821000000000001,78,64
134,T129,T129,Brenden Pappas,111,"8' 4""",11.299000000000001,113,117
135,T129,T129,Roland Thatcher,66,"8' 4""",8.231,82,169
136,T137,T137,Brian Bateman,84,"8' 5""",7.6739999999999995,76,114
137,T137,T137,Jeff Brehaut,106,"8' 5""",17.993,179,159
138,T137,T137,Tim Clark,84,"8' 5""",8.042,80,49
139,T137,T137,Harrison Frazar,86,"8' 5""",9.049,90,119
140,T137,T137,Tag Ridings,53,"8' 5""",8.293,82,122
141,T142,T142,Ken Duke,89,"8' 6""",12.304,121,172
142,T142,T142,J.L. Lewis,106,"8' 6""",13.312999999999999,131,125
143,T142,T142,Billy Mayfair,109,"8' 6""",13.72,134,149
144,T142,T142,Rod Pampling,98,"8' 6""",9.717,95,45
145,T142,T142,Ted Purdy,114,"8' 6""",13.625,134,98
146,T147,T147,Cameron Beckman,99,"8' 7""",12.789000000000001,124,30
147,T147,T147,D.J. Brigman,79,"8' 7""",8.691,84,165
148,T147,T147,John Cook,57,"8' 7""",5.886,57,81
149,T147,T147,Joey Sindelar,100,"8' 7""",10.422,101,109
150,T151,T151,Craig Bowden,83,"8' 8""",9.637,93,74
151,T151,T151,Mark Calcavecchia,79,"8' 8""",8.914,86,71
152,T151,T151,Alex Cejka,76,"8' 8""",6.1370000000000005,59,135
153,T151,T151,Dudley Hart,60,"8' 8""",5.109,49,158
154,T151,T151,Freddie Jacobson,83,"8' 8""",8.193,79,63
155,T151,T151,Jonathan Kaye,79,"8' 8""",8.554,82,147
156,T151,T151,Hank Kuehne,91,"8' 8""",11.242,108,108
157,T151,T151,David Peoples,82,"8' 8""",11.728,113,16
158,T159,T159,Danny Ellis,81,"8' 9""",11.145,106,133
159,T159,T159,Brian Kortan,65,"8' 9""",8.8,84,52
160,T159,T159,Dan Olsen,75,"8' 9""",8.889,85,190
161,T159,T159,Scott Verplank,92,"8' 9""",9.169,87,27
162,T163,T163,Stephen Ames,97,"8' 10""",8.283999999999999,78,55
163,T163,T163,Briny Baird,100,"8' 10""",7.3870000000000005,70,178
164,T163,T163,John Huston,62,"8' 10""",7.737,73,100
165,T166,T166,Aaron Baddeley,87,"8' 11""",10.462,98,153
166,T166,T166,Chris DiMarco,105,"8' 11""",12.889000000000001,121,38
167,T166,T166,Carl Pettersson,100,"8' 11""",12.126,113,48
168,T169,T169,Arjun Atwal,85,"9' 0""",12.659,117,137
169,T169,T169,David Branshaw,84,"9' 0""",8.669,80,174
170,T169,T169,Jay Williamson,100,"9' 0""",11.999,111,88
171,172,172,Kent Jones,99,"9' 1""",10.572000000000001,97,159
172,T173,T173,Robert Allenby,93,"9' 2""",9.113,83,156
173,T173,T173,Steve Pate,71,"9' 2""",10.228,93,97
174,T173,T173,Dicky Pride,66,"9' 2""",9.935,90,157
175,T173,T173,Mark Wilson,62,"9' 2""",8.156,74,150
176,T177,T177,Scott McCarron,88,"9' 3""",11.415,103,126
177,T177,T177,Chris Smith,105,"9' 3""",16.502,149,191
178,179,179,Roger Tambellini,81,"9' 4""",11.513,103,176
179,180,180,David Gossett,57,"9' 5""",9.397,83,194
180,T181,T181,Craig Barlow,80,"9' 6""",8.766,77,84
181,T181,T181,Hunter Mahan,94,"9' 6""",12.600999999999999,111,119
182,T181,T181,John Senden,99,"9' 6""",11.960999999999999,105,143
183,T181,T181,Bob Tway,90,"9' 6""",11.987,105,28
184,185,185,Pat Perez,102,"9' 7""",16.303,142,167
185,186,186,K.J. Choi,83,"9' 9""",6.795,58,116
186,T187,T187,Tommy Armour III,87,"9' 10""",10.742,91,148
187,T187,T187,Hidemichi Tanaka,89,"9' 10""",11.66,99,131
188,T189,T189,Russ Cochran,61,"10' 0""",9.491,79,166
189,T189,T189,Craig Parry,52,"10' 0""",5.994,50,99
190,191,191,Chris Couch,55,"10' 1""",8.356,69,196
191,192,192,Danny Briggs,85,"10' 2""",13.794,113,128
192,193,193,Tommy Tolles,67,"10' 3""",9.378,76,174
193,194,194,Tripp Isenhour,55,"10' 4""",6.597,53,192
194,T195,T195,Niclas Fasth,61,"10' 6""",8.662,69,132
195,T195,T195,Kenny Perry,79,"10' 6""",7.587999999999999,60,170
