,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
47,T47,T47,Brian Kortan,65,+.035,86,+3.00
48,T47,T47,Justin Rose,77,+.035,86,+3.00
49,T50,T50,Joe Ogilvie,104,+.038,131,+5.00
50,T50,T50,Rory Sabbatini,89,+.038,106,+4.00
51,52,52,Kevin Sutherland,86,+.040,126,+5.00
52,53,53,Shigeki Maruyama,93,+.041,97,+4.00
53,54,54,Danny Briggs,85,+.043,93,+4.00
54,T55,T55,Chris DiMarco,105,+.045,110,+5.00
55,T55,T55,Zach Johnson,109,+.045,111,+5.00
56,T55,T55,Matt Kuchar,83,+.045,110,+5.00
57,58,58,Rich Beem,81,+.046,87,+4.00
58,59,59,Dan Forsman,79,+.047,106,+5.00
59,T60,T60,Greg Chalmers,70,+.048,83,+4.00
60,T60,T60,Ted Purdy,114,+.048,146,+7.00
61,62,62,Kevin Na,100,+.050,141,+7.00
62,T63,T63,David Frost,78,+.051,98,+5.00
63,T63,T63,John Huston,62,+.051,78,+4.00
64,T63,T63,Tom Lehman,70,+.051,79,+4.00
65,T63,T63,Scott McCarron,88,+.051,117,+6.00
66,67,67,Stewart Cink,103,+.052,115,+6.00
67,68,68,Len Mattiace,75,+.055,109,+6.00
68,T69,T69,Harrison Frazar,86,+.056,107,+6.00
69,T69,T69,Sergio Garcia,65,+.056,54,+3.00
70,T69,T69,Richard Johnson,102,+.056,142,+8.00
71,T72,T72,Mark Brooks,72,+.057,106,+6.00
72,T72,T72,Freddie Jacobson,83,+.057,87,+5.00
73,T72,T72,Duffy Waldorf,79,+.057,87,+5.00
74,T75,T75,Steve Allan,102,+.060,116,+7.00
75,T75,T75,José María Olazábal,56,+.060,50,+3.00
76,T77,T77,Michael Allen,87,+.061,115,+7.00
77,T77,T77,Craig Bowden,83,+.061,115,+7.00
78,T77,T77,Brad Faxon,94,+.061,99,+6.00
79,T80,T80,Woody Austin,94,+.062,113,+7.00
80,T80,T80,Bart Bryant,73,+.062,81,+5.00
81,T80,T80,Russ Cochran,61,+.062,81,+5.00
82,T80,T80,Frank Lickliter II,89,+.062,113,+7.00
83,T84,T84,Retief Goosen,56,+.063,48,+3.00
84,T84,T84,Craig Perks,75,+.063,80,+5.00
85,T86,T86,Cliff Kresge,89,+.065,123,+8.00
86,T86,T86,Vaughn Taylor,84,+.065,77,+5.00
87,T88,T88,Billy Andrade,104,+.066,136,+9.00
88,T88,T88,Joe Durant,85,+.066,106,+7.00
89,T88,T88,Scott Hoch,52,+.066,61,+4.00
90,T88,T88,Brenden Pappas,111,+.066,137,+9.00
91,T88,T88,Kenny Perry,79,+.066,76,+5.00
92,93,93,Brent Geiberger,94,+.067,119,+8.00
93,94,94,Notah Begay III,71,+.069,87,+6.00
94,95,95,Bob Tway,90,+.071,112,+8.00
95,96,96,Arjun Atwal,85,+.072,111,+8.00
96,T97,T97,Lucas Glover,95,+.073,110,+8.00
97,T97,T97,Heath Slocum,92,+.073,123,+9.00
98,T97,T97,Dean Wilson,99,+.073,150,+11.00
99,T100,T100,Paul Azinger,75,+.074,94,+7.00
100,T100,T100,Geoff Ogilvy,91,+.074,94,+7.00
101,102,102,Chris Couch,55,+.075,53,+4.00
102,103,103,Hunter Mahan,94,+.076,119,+9.00
103,104,104,Aaron Baddeley,87,+.077,104,+8.00
104,105,105,Steve Flesch,109,+.078,102,+8.00
105,T106,T106,Lee Janzen,84,+.080,100,+8.00
106,T106,T106,Mark O'Meara,58,+.080,75,+6.00
107,T108,T108,Davis Love III,85,+.081,99,+8.00
108,T108,T108,Tim Petrovic,111,+.081,136,+11.00
109,T110,T110,Scott Simpson,55,+.082,73,+6.00
110,T110,T110,Grant Waite,79,+.082,97,+8.00
111,112,112,Todd Hamilton,92,+.083,96,+8.00
112,113,113,Neal Lancaster,106,+.084,167,+14.00
113,T114,T114,Olin Browne,92,+.087,92,+8.00
114,T114,T114,Tim Clark,84,+.087,103,+9.00
115,T114,T114,Danny Ellis,81,+.087,103,+9.00
116,T114,T114,John Senden,99,+.087,115,+10.00
117,118,118,Tom Carter,113,+.088,148,+13.00
118,T119,T119,Stuart Appleby,84,+.089,79,+7.00
119,T119,T119,Ryan Palmer,103,+.089,123,+11.00
120,121,121,Craig Parry,52,+.090,67,+6.00
121,122,122,Jonathan Kaye,79,+.091,88,+8.00
122,T123,T123,Ken Duke,89,+.095,105,+10.00
123,T123,T123,Dudley Hart,60,+.095,74,+7.00
124,T123,T123,Rocco Mediate,53,+.095,74,+7.00
125,T123,T123,Steve Pate,71,+.095,95,+9.00
126,T123,T123,Dennis Paulson,71,+.095,95,+9.00
127,T128,T128,Bernhard Langer,59,+.096,83,+8.00
128,T128,T128,J.L. Lewis,106,+.096,135,+13.00
129,130,130,Mark Wilson,62,+.097,62,+6.00
130,131,131,Ben Crane,92,+.098,123,+12.00
131,132,132,Daniel Chopra,108,+.099,131,+13.00
132,133,133,Scott Hend,81,+.101,89,+9.00
133,T134,T134,Jason Bohn,98,+.102,108,+11.00
134,T134,T134,Robert Damron,92,+.102,127,+13.00
135,T134,T134,Shaun Micheel,93,+.102,88,+9.00
136,T137,T137,Brian Bateman,84,+.103,97,+10.00
137,T137,T137,Tom Pernice Jr.,103,+.103,126,+13.00
138,T137,T137,Esteban Toledo,92,+.103,146,+15.00
139,140,140,Mike Heinen,53,+.104,67,+7.00
140,141,141,Jay Delsing,76,+.105,86,+9.00
141,T142,T142,Hank Kuehne,91,+.106,132,+14.00
142,T142,T142,Rod Pampling,98,+.106,94,+10.00
143,144,144,Bob Burns,88,+.107,140,+15.00
144,T145,T145,John Cook,57,+.108,74,+8.00
145,T145,T145,Glen Day,101,+.108,139,+15.00
146,147,147,Jay Williamson,100,+.109,119,+13.00
147,148,148,Luke Donald,72,+.111,72,+8.00
148,149,149,Omar Uresti,85,+.112,134,+15.00
149,T150,T150,Bob Estes,73,+.113,80,+9.00
150,T150,T150,Mathias Grönberg,91,+.113,115,+13.00
151,T152,T152,Billy Mayfair,109,+.115,139,+16.00
152,T152,T152,Pat Perez,102,+.115,122,+14.00
153,T152,T152,Andre Stolz,53,+.115,61,+7.00
154,155,155,Justin Leonard,90,+.116,95,+11.00
155,T156,T156,Rich Barcelo,67,+.118,85,+10.00
156,T156,T156,Roger Tambellini,81,+.118,110,+13.00
157,T156,T156,David Toms,80,+.118,68,+8.00
158,159,159,Mike Weir,75,+.119,84,+10.00
159,T160,T160,Steve Lowery,91,+.120,117,+14.00
160,T160,T160,Roland Thatcher,66,+.120,83,+10.00
161,162,162,Bo Van Pelt,107,+.121,124,+15.00
162,T163,T163,J.P. Hayes,79,+.122,98,+12.00
163,T163,T163,Chris Smith,105,+.122,98,+12.00
164,165,165,Kent Jones,99,+.123,114,+14.00
165,T166,T166,Dan Olsen,75,+.125,104,+13.00
166,T166,T166,Brett Quigley,102,+.125,128,+16.00
167,168,168,Niclas Fasth,61,+.126,87,+11.00
168,169,169,Gene Sauers,83,+.129,124,+16.00
169,170,170,Phil Mickelson,83,+.130,69,+9.00
170,T171,T171,Jeff Brehaut,106,+.132,114,+15.00
171,T171,T171,J.J. Henry,103,+.132,152,+20.00
172,173,173,David Gossett,57,+.134,67,+9.00
173,174,174,Robert Allenby,93,+.135,104,+14.00
174,175,175,Tommy Tolles,67,+.138,80,+11.00
175,176,176,Hirofumi Miyase,65,+.139,72,+10.00
176,177,177,Briny Baird,100,+.140,107,+15.00
177,T178,T178,Stephen Leaney,84,+.143,91,+13.00
178,T178,T178,Peter Lonard,68,+.143,70,+10.00
179,180,180,Tag Ridings,53,+.145,69,+10.00
180,T181,T181,Blaine McCallister,68,+.146,96,+14.00
181,T181,T181,John Rollins,90,+.146,103,+15.00
182,183,183,Kris Cox,73,+.147,75,+11.00
183,184,184,Fred Couples,54,+.148,61,+9.00
184,185,185,Kevin Muncrief,50,+.153,72,+11.00
185,186,186,Charles Howell III,104,+.154,104,+16.00
186,187,187,José Coceres,68,+.159,88,+14.00
187,188,188,Jeff Maggert,60,+.162,74,+12.00
188,189,189,D.J. Brigman,79,+.165,97,+16.00
189,190,190,Spike McRoy,93,+.168,119,+20.00
190,191,191,John Riegger,53,+.169,77,+13.00
191,192,192,Arron Oberholser,77,+.195,82,+16.00
192,193,193,Tripp Isenhour,55,+.207,58,+12.00
193,194,194,Guy Boros,64,+.218,78,+17.00
194,195,195,David Branshaw,84,+.221,104,+23.00
195,196,196,Adam Scott,55,+.302,43,+13.00
