,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
50,T46,T46,Roland Thatcher,66,41.67,5.0,12
51,T46,T46,Bob Tway,90,41.67,5.0,12
52,53,53,Hank Kuehne,91,40.74,11.0,27
53,T54,T54,Brian Bateman,84,40.0,4.0,10
54,T54,T54,Chad Campbell,100,40.0,6.0,15
55,T54,T54,Jay Delsing,76,40.0,6.0,15
56,T54,T54,Kent Jones,99,40.0,6.0,15
57,T54,T54,Frank Lickliter II,89,40.0,6.0,15
58,T54,T54,Joe Ogilvie,104,40.0,4.0,10
59,T54,T54,Ryan Palmer,103,40.0,6.0,15
60,T54,T54,John Riegger,53,40.0,4.0,10
61,T54,T54,Patrick Sheehan,113,40.0,6.0,15
62,T54,T54,Joey Sindelar,100,40.0,4.0,10
63,T54,T54,Jay Williamson,100,40.0,8.0,20
64,65,65,Freddie Jacobson,83,39.13,9.0,23
65,T66,T66,Darren Clarke,54,38.46,5.0,13
66,T66,T66,Steve Lowery,91,38.46,5.0,13
67,68,68,Brenden Pappas,111,38.1,8.0,21
68,T69,T69,Craig Barlow,80,37.5,6.0,16
69,T69,T69,D.J. Brigman,79,37.5,3.0,8
70,T69,T69,Jonathan Byrd,85,37.5,3.0,8
71,T69,T69,Tripp Isenhour,55,37.5,3.0,8
72,T73,T73,John Daly,79,36.84,7.0,19
73,T73,T73,Skip Kendall,99,36.84,7.0,19
74,T73,T73,Steve Pate,71,36.84,7.0,19
75,T76,T76,Tommy Armour III,87,36.36,8.0,22
76,T76,T76,David Gossett,57,36.36,4.0,11
77,T76,T76,Justin Leonard,90,36.36,4.0,11
78,T79,T79,Notah Begay III,71,35.71,5.0,14
79,T79,T79,José Coceres,68,35.71,5.0,14
80,T79,T79,Kris Cox,73,35.71,5.0,14
81,T79,T79,Brad Faxon,94,35.71,5.0,14
82,T79,T79,Brent Geiberger,94,35.71,5.0,14
83,T79,T79,J.P. Hayes,79,35.71,5.0,14
84,T79,T79,Scott Verplank,92,35.71,5.0,14
85,T86,T86,Lucas Glover,95,35.29,6.0,17
86,T86,T86,Tim Herron,84,35.29,6.0,17
87,T88,T88,Billy Andrade,104,33.33,4.0,12
88,T88,T88,Olin Browne,92,33.33,2.0,6
89,T88,T88,Chris DiMarco,105,33.33,1.0,3
90,T88,T88,Jason Dufner,79,33.33,2.0,6
91,T88,T88,Joe Durant,85,33.33,3.0,9
92,T88,T88,Fred Funk,97,33.33,3.0,9
93,T88,T88,Todd Hamilton,92,33.33,4.0,12
94,T88,T88,Scott Hend,81,33.33,5.0,15
95,T88,T88,Charles Howell III,104,33.33,6.0,18
96,T88,T88,Jonathan Kaye,79,33.33,4.0,12
97,T88,T88,Bernhard Langer,59,33.33,1.0,3
98,T88,T88,Hunter Mahan,94,33.33,4.0,12
99,T88,T88,Geoff Ogilvy,91,33.33,2.0,6
100,T88,T88,Rod Pampling,98,33.33,5.0,15
101,T88,T88,Chris Riley,78,33.33,6.0,18
102,T88,T88,Jeff Sluman,98,33.33,3.0,9
103,T88,T88,Andre Stolz,53,33.33,3.0,9
104,105,105,Kevin Na,100,31.82,7.0,22
105,T106,T106,Greg Chalmers,70,31.25,5.0,16
106,T106,T106,Steve Flesch,109,31.25,5.0,16
107,T106,T106,Spike McRoy,93,31.25,5.0,16
108,T109,T109,Carlos Franco,99,30.77,4.0,13
109,T109,T109,Harrison Frazar,86,30.77,4.0,13
110,T109,T109,Neal Lancaster,106,30.77,4.0,13
111,T109,T109,Bo Van Pelt,107,30.77,4.0,13
112,T109,T109,Dean Wilson,99,30.77,4.0,13
113,T114,T114,Pat Bates,99,30.0,6.0,20
114,T114,T114,Shaun Micheel,93,30.0,3.0,10
115,T114,T114,Arron Oberholser,77,30.0,3.0,10
116,T114,T114,Brett Quigley,102,30.0,3.0,10
117,T114,T114,Loren Roberts,81,30.0,3.0,10
118,T114,T114,Gene Sauers,83,30.0,3.0,10
119,120,120,Jeff Brehaut,106,29.41,5.0,17
120,T121,T121,David Branshaw,84,28.57,4.0,14
121,T121,T121,Alex Cejka,76,28.57,2.0,7
122,T121,T121,K.J. Choi,83,28.57,4.0,14
123,T121,T121,Niclas Fasth,61,28.57,2.0,7
124,T121,T121,Cliff Kresge,89,28.57,4.0,14
125,T121,T121,Dennis Paulson,71,28.57,2.0,7
126,T121,T121,Steve Stricker,81,28.57,2.0,7
127,T128,T128,Aaron Baddeley,87,27.78,5.0,18
128,T128,T128,Esteban Toledo,92,27.78,5.0,18
129,T130,T130,Stuart Appleby,84,27.27,3.0,11
130,T130,T130,Woody Austin,94,27.27,3.0,11
131,T130,T130,Tom Carter,113,27.27,6.0,22
132,T130,T130,Tim Clark,84,27.27,3.0,11
133,T130,T130,Luke Donald,72,27.27,3.0,11
134,T130,T130,Robert Gamez,103,27.27,3.0,11
135,T130,T130,Scott McCarron,88,27.27,3.0,11
136,T137,T137,Jason Bohn,98,26.67,4.0,15
137,T137,T137,Bob Burns,88,26.67,4.0,15
138,T137,T137,Roger Tambellini,81,26.67,4.0,15
139,T140,T140,Arjun Atwal,85,25.0,3.0,12
140,T140,T140,Briny Baird,100,25.0,3.0,12
141,T140,T140,Danny Briggs,85,25.0,2.0,8
142,T140,T140,Ben Crane,92,25.0,3.0,12
143,T140,T140,Retief Goosen,56,25.0,1.0,4
144,T140,T140,Mike Heinen,53,25.0,3.0,12
145,T140,T140,Mark O'Meara,58,25.0,1.0,4
146,T140,T140,Corey Pavin,83,25.0,2.0,8
147,T140,T140,Ted Purdy,114,25.0,5.0,20
148,T140,T140,Justin Rose,77,25.0,3.0,12
149,T140,T140,Omar Uresti,85,25.0,2.0,8
150,151,151,Lee Janzen,84,22.22,2.0,9
151,152,152,Stewart Cink,103,21.74,5.0,23
152,T153,T153,Todd Fischer,104,21.43,3.0,14
153,T153,T153,Matt Kuchar,83,21.43,3.0,14
154,T155,T155,Michael Allen,87,21.05,4.0,19
155,T155,T155,Tim Petrovic,111,21.05,4.0,19
156,T157,T157,Ernie Els,62,20.0,1.0,5
157,T157,T157,Dudley Hart,60,20.0,2.0,10
158,T157,T157,J.J. Henry,103,20.0,3.0,15
159,T157,T157,Tom Lehman,70,20.0,2.0,10
160,T157,T157,José María Olazábal,56,20.0,1.0,5
161,T157,T157,Tag Ridings,53,20.0,1.0,5
162,T157,T157,John Rollins,90,20.0,3.0,15
163,T157,T157,Scott Simpson,55,20.0,2.0,10
164,T157,T157,Kevin Sutherland,86,20.0,3.0,15
165,166,166,Billy Mayfair,109,19.05,4.0,21
166,167,167,Rich Barcelo,67,18.75,3.0,16
167,T168,T168,Brian Kortan,65,18.18,2.0,11
168,T168,T168,Blaine McCallister,68,18.18,2.0,11
169,T168,T168,Grant Waite,79,18.18,2.0,11
170,T171,T171,Cameron Beckman,99,16.67,2.0,12
171,T171,T171,Guy Boros,64,16.67,2.0,12
172,T171,T171,Craig Bowden,83,16.67,1.0,6
173,T171,T171,Mark Brooks,72,16.67,2.0,12
174,T171,T171,Bart Bryant,73,16.67,1.0,6
175,T171,T171,Tom Byrum,83,16.67,2.0,12
176,T171,T171,Chris Couch,55,16.67,2.0,12
177,T171,T171,Danny Ellis,81,16.67,2.0,12
178,T171,T171,Hidemichi Tanaka,89,16.67,2.0,12
179,180,180,Tommy Tolles,67,15.38,2.0,13
180,T181,T181,Mathias Grönberg,91,14.29,1.0,7
181,T181,T181,Adam Scott,55,14.29,1.0,7
182,T181,T181,Mark Wilson,62,14.29,1.0,7
183,184,184,Steve Allan,102,13.33,2.0,15
184,T185,T185,Stephen Ames,97,12.5,1.0,8
185,T185,T185,Fred Couples,54,12.5,1.0,8
186,T187,T187,Jay Haas,84,11.11,1.0,9
187,T187,T187,Dicky Pride,66,11.11,1.0,9
188,T189,T189,Stephen Leaney,84,8.33,1.0,12
189,T189,T189,Davis Love III,85,8.33,1.0,12
190,191,191,Dan Olsen,75,7.14,1.0,14
191,T192,T192,Ben Curtis,56,0.0,,6
192,T192,T192,Ken Duke,89,0.0,,7
193,T192,T192,Steve Elkington,64,0.0,,5
194,T192,T192,Jeff Maggert,60,0.0,,4
195,T192,T192,Tiger Woods,78,0.0,,4
