,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
51,52,52,Mark Calcavecchia,79,52.27,69,132,45.0
52,T53,T53,Daniel Chopra,108,52.17,96,184,50.0
53,T53,T53,Luke Donald,72,52.17,60,115,25.0
54,T53,T53,Brian Gay,96,52.17,84,161,57.0
55,56,56,Brian Kortan,65,52.13,49,94,24.0
56,57,57,Jesper Parnevik,86,51.92,81,156,32.0
57,58,58,Bob Burns,88,51.88,69,133,49.0
58,59,59,Davis Love III,85,51.85,70,135,28.0
59,60,60,Esteban Toledo,92,51.76,88,170,66.0
60,61,61,Harrison Frazar,86,51.69,61,118,29.0
61,62,62,Paul Azinger,75,51.66,78,151,59.0
62,63,63,Chris Riley,78,51.63,79,153,38.0
63,64,64,Lee Janzen,84,51.54,67,130,34.0
64,65,65,Stuart Appleby,84,51.41,73,142,45.0
65,66,66,Ryan Palmer,103,51.31,98,191,68.0
66,67,67,Jay Delsing,76,51.3,59,115,41.0
67,T68,T68,José María Olazábal,56,51.22,42,82,34.0
68,T68,T68,Scott Simpson,55,51.22,42,82,31.0
69,70,70,Pat Perez,102,51.1,93,182,56.0
70,71,71,Arron Oberholser,77,50.93,55,108,36.0
71,72,72,Aaron Baddeley,87,50.87,88,173,48.0
72,73,73,Vijay Singh,112,50.86,89,175,29.0
73,74,74,Richard Johnson,102,50.82,93,183,59.0
74,75,75,Alex Cejka,76,50.7,72,142,44.0
75,76,76,John Senden,99,50.62,82,162,36.0
76,77,77,Chris DiMarco,105,50.6,84,166,54.0
77,78,78,Billy Andrade,104,50.54,93,184,52.0
78,79,79,Craig Perks,75,50.45,56,111,44.0
79,T80,T80,John Cook,57,50.0,39,78,33.0
80,T80,T80,Scott Hoch,52,50.0,43,86,26.0
81,T80,T80,David Peoples,82,50.0,57,114,32.0
82,83,83,Robert Damron,92,49.7,82,165,58.0
83,84,84,Kevin Na,100,49.69,81,163,43.0
84,85,85,Billy Mayfair,109,49.68,77,155,47.0
85,86,86,Scott McCarron,88,49.66,72,145,50.0
86,87,87,D.J. Brigman,79,49.61,63,127,35.0
87,88,88,Jeff Maggert,60,49.54,54,109,32.0
88,89,89,Justin Rose,77,49.43,43,87,25.0
89,90,90,Tag Ridings,53,49.38,40,81,20.0
90,91,91,Shigeki Maruyama,93,49.37,78,158,63.0
91,92,92,Brent Geiberger,94,49.32,72,146,51.0
92,93,93,Roger Tambellini,81,49.26,67,136,41.0
93,94,94,Kirk Triplett,88,49.25,66,134,47.0
94,95,95,David Morland IV,73,49.24,65,132,53.0
95,96,96,Tim Petrovic,111,49.19,91,185,53.0
96,97,97,J.L. Lewis,106,49.07,79,161,50.0
97,98,98,Steve Flesch,109,48.99,97,198,80.0
98,99,99,Steve Elkington,64,48.96,47,96,36.0
99,100,100,Scott Hend,81,48.95,70,143,51.0
100,101,101,Michael Allen,87,48.94,69,141,41.0
101,102,102,Charles Howell III,104,48.9,89,182,48.0
102,T103,T103,Steve Allan,102,48.85,85,174,58.0
103,T103,T103,Rory Sabbatini,89,48.85,64,131,35.0
104,105,105,Steve Stricker,81,48.84,63,129,60.0
105,106,106,Brian Bateman,84,48.53,66,136,46.0
106,107,107,Steve Pate,71,48.46,63,130,33.0
107,108,108,Lucas Glover,95,48.41,76,157,42.0
108,109,109,Skip Kendall,99,48.28,84,174,67.0
109,110,110,Robert Gamez,103,48.26,83,172,80.0
110,T111,T111,Sergio Garcia,65,48.15,52,108,28.0
111,T111,T111,Mark Wilson,62,48.15,39,81,25.0
112,113,113,Ken Duke,89,47.95,70,146,60.0
113,114,114,Ernie Els,62,47.87,45,94,38.0
114,115,115,Olin Browne,92,47.79,54,113,57.0
115,116,116,Tim Herron,84,47.76,64,134,42.0
116,117,117,David Gossett,57,47.75,53,111,45.0
117,T118,T118,Bernhard Langer,59,47.73,42,88,37.0
118,T118,T118,Joe Ogilvie,104,47.73,84,176,74.0
119,120,120,Andre Stolz,53,47.71,52,109,52.0
120,121,121,Glen Day,101,47.51,86,181,58.0
121,122,122,Cameron Beckman,99,47.29,61,129,36.0
122,123,123,Shaun Micheel,93,47.2,59,125,50.0
123,124,124,Peter Lonard,68,47.11,57,121,44.0
124,125,125,Carlos Franco,99,47.1,65,138,36.0
125,T126,T126,Fred Couples,54,47.06,40,85,21.0
126,T126,T126,Scott Verplank,92,47.06,64,136,60.0
127,128,128,Kevin Muncrief,50,46.99,39,83,44.0
128,129,129,Bob Tway,90,46.94,69,147,64.0
129,130,130,Woody Austin,94,46.85,67,143,49.0
130,131,131,Todd Fischer,104,46.75,79,169,64.0
131,132,132,Matt Kuchar,83,46.61,55,118,44.0
132,133,133,Ted Purdy,114,46.58,75,161,51.0
133,134,134,Kent Jones,99,46.53,67,144,55.0
134,135,135,Robert Allenby,93,46.51,60,129,41.0
135,136,136,Jeff Brehaut,106,46.36,70,151,55.0
136,137,137,Darren Clarke,54,46.24,43,93,45.0
137,138,138,J.P. Hayes,79,46.22,55,119,50.0
138,T139,T139,Chad Campbell,100,46.1,71,154,44.0
139,T139,T139,John Rollins,90,46.1,65,141,52.0
140,141,141,Jeff Sluman,98,45.95,68,148,49.0
141,T142,T142,K.J. Choi,83,45.83,66,144,48.0
142,T142,T142,Hunter Mahan,94,45.83,77,168,62.0
143,T142,T142,Kenny Perry,79,45.83,55,120,37.0
144,145,145,Spike McRoy,93,45.78,76,166,66.0
145,146,146,Russ Cochran,61,45.74,43,94,38.0
146,147,147,Cliff Kresge,89,45.66,79,173,64.0
147,148,148,Danny Briggs,85,45.63,47,103,48.0
148,149,149,Dudley Hart,60,45.61,52,114,39.0
149,150,150,Zach Johnson,109,45.25,81,179,70.0
150,151,151,Rocco Mediate,53,45.0,36,80,22.0
151,152,152,Pat Bates,99,44.97,67,149,65.0
152,153,153,Bob Estes,73,44.76,47,105,43.0
153,154,154,Todd Hamilton,92,44.58,74,166,71.0
154,155,155,Notah Begay III,71,44.21,42,95,40.0
155,156,156,Deane Pappas,72,44.14,49,111,37.0
156,157,157,Tom Lehman,70,44.05,37,84,24.0
157,158,158,Mathias Grönberg,91,43.95,69,157,51.0
158,T159,T159,Freddie Jacobson,83,43.9,54,123,45.0
159,T159,T159,Hirofumi Miyase,65,43.9,54,123,48.0
160,161,161,Grant Waite,79,43.8,53,121,55.0
161,162,162,Steve Lowery,91,43.79,67,153,69.0
162,163,163,Tripp Isenhour,55,43.75,35,80,37.0
163,164,164,Tommy Armour III,87,43.62,65,149,63.0
164,T165,T165,Mark Brooks,72,43.55,54,124,67.0
165,T165,T165,Tommy Tolles,67,43.55,54,124,52.0
166,167,167,Arjun Atwal,85,43.51,67,154,59.0
167,168,168,David Branshaw,84,43.22,51,118,44.0
168,169,169,Bo Van Pelt,107,43.13,69,160,61.0
169,170,170,Patrick Sheehan,113,43.02,77,179,81.0
170,171,171,Tom Carter,113,42.7,79,185,74.0
171,172,172,Gene Sauers,83,42.67,64,150,70.0
172,173,173,Guy Boros,64,42.48,48,113,55.0
173,174,174,Blaine McCallister,68,42.34,47,111,54.0
174,175,175,Roland Thatcher,66,42.27,41,97,31.0
175,176,176,Jonathan Kaye,79,42.19,54,128,46.0
176,177,177,Ben Curtis,56,42.17,35,83,40.0
177,178,178,Briny Baird,100,42.11,64,152,54.0
178,179,179,Jason Bohn,98,41.96,60,143,48.0
179,180,180,Kris Cox,73,41.91,57,136,56.0
180,181,181,Vaughn Taylor,84,41.86,54,129,60.0
181,182,182,J.J. Henry,103,41.73,58,139,46.0
182,183,183,Joe Durant,85,41.67,45,108,41.0
183,184,184,Hidemichi Tanaka,89,41.61,57,137,61.0
184,185,185,Dicky Pride,66,41.51,44,106,53.0
185,186,186,Dan Olsen,75,41.44,46,111,60.0
186,187,187,Duffy Waldorf,79,41.35,43,104,39.0
187,188,188,Frank Lickliter II,89,40.77,53,130,70.0
188,189,189,Niclas Fasth,61,40.74,44,108,46.0
189,190,190,Bart Bryant,73,40.38,42,104,39.0
190,191,191,John Riegger,53,39.58,38,96,35.0
191,192,192,Rich Barcelo,67,35.29,36,102,45.0
192,193,193,Joey Sindelar,100,35.11,46,131,61.0
193,194,194,Chris Couch,55,34.21,39,114,77.0
194,195,195,Chris Smith,105,33.16,64,193,98.0
195,196,196,Mike Heinen,53,31.82,28,88,47.0
