,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
54,T41,T41,Scott Simpson,55,"7' 4""",2647.0,360,83
55,T41,T41,Jeff Sluman,98,"7' 4""",3760.25,510,107
56,T41,T41,David Toms,80,"7' 4""",2462.833,337,142
57,T58,T58,Mark Brooks,72,"7' 5""",3260.833,441,144
58,T58,T58,John Daly,79,"7' 5""",3614.333,485,163
59,T58,T58,Chris DiMarco,105,"7' 5""",3957.167,536,38
60,T58,T58,Dan Forsman,79,"7' 5""",3493.75,470,32
61,T58,T58,Fred Funk,97,"7' 5""",3781.583,509,39
62,T58,T58,Charles Howell III,104,"7' 5""",4007.333,542,61
63,T58,T58,Zach Johnson,109,"7' 5""",4232.583,568,69
64,T58,T58,Brian Kortan,65,"7' 5""",3041.75,408,52
65,T58,T58,Cliff Kresge,89,"7' 5""",4294.833,578,134
66,T58,T58,Phil Mickelson,83,"7' 5""",2699.75,366,3
67,T58,T58,Arron Oberholser,77,"7' 5""",3166.917,426,79
68,T58,T58,Rod Pampling,98,"7' 5""",3976.833,534,45
69,T58,T58,Jesper Parnevik,86,"7' 5""",4017.0,540,5
70,T58,T58,Craig Perks,75,"7' 5""",3273.667,440,65
71,T58,T58,Chris Riley,78,"7' 5""",2717.25,366,53
72,T58,T58,Rory Sabbatini,89,"7' 5""",3895.167,525,13
73,T58,T58,Vijay Singh,112,"7' 5""",4057.667,550,19
74,T58,T58,Scott Verplank,92,"7' 5""",3169.333,425,27
75,T58,T58,Duffy Waldorf,79,"7' 5""",2629.5,356,115
76,T58,T58,Mike Weir,75,"7' 5""",3007.833,405,77
77,T78,T78,Paul Azinger,75,"7' 6""",3606.5,480,92
78,T78,T78,Len Mattiace,75,"7' 6""",4065.75,544,94
79,T78,T78,Geoff Ogilvy,91,"7' 6""",3716.083,498,64
80,T78,T78,Craig Parry,52,"7' 6""",2035.25,271,99
81,T78,T78,Nick Price,51,"7' 6""",2022.5829999999999,270,21
82,T78,T78,Vaughn Taylor,84,"7' 6""",3734.833,498,171
83,T84,T84,Rich Barcelo,67,"7' 7""",3197.5,420,168
84,T84,T84,Cameron Beckman,99,"7' 7""",4397.583,582,30
85,T84,T84,Mark Calcavecchia,79,"7' 7""",3294.417,435,71
86,T84,T84,Ben Crane,92,"7' 7""",4571.917,606,22
87,T84,T84,Jason Dufner,79,"7' 7""",3771.0,499,161
88,T84,T84,Joe Durant,85,"7' 7""",3442.833,453,85
89,T84,T84,Niclas Fasth,61,"7' 7""",3169.167,419,132
90,T84,T84,Carlos Franco,99,"7' 7""",4526.417,599,42
91,T84,T84,J.L. Lewis,106,"7' 7""",4731.833,622,125
92,T84,T84,Shaun Micheel,93,"7' 7""",3510.083,463,138
93,T84,T84,Kevin Muncrief,50,"7' 7""",2629.25,346,195
94,T84,T84,Tom Pernice Jr.,103,"7' 7""",4586.5,606,29
95,T84,T84,Bob Tway,90,"7' 7""",3484.167,460,28
96,T84,T84,Grant Waite,79,"7' 7""",3650.667,479,181
97,T98,T98,Bob Burns,88,"7' 8""",4213.583,548,37
98,T98,T98,K.J. Choi,83,"7' 8""",2975.25,389,116
99,T98,T98,Glen Day,101,"7' 8""",4915.0,642,68
100,T98,T98,Steve Flesch,109,"7' 8""",4238.833,555,130
101,T98,T98,Brent Geiberger,94,"7' 8""",4219.75,549,46
102,T98,T98,J.P. Hayes,79,"7' 8""",3444.333,450,87
103,T98,T98,Mark Hensby,97,"7' 8""",4626.5,605,75
104,T98,T98,Matt Kuchar,83,"7' 8""",4082.083,530,111
105,T98,T98,Neal Lancaster,106,"7' 8""",4900.583,638,104
106,T98,T98,Peter Lonard,68,"7' 8""",3119.667,406,129
107,T98,T98,Shigeki Maruyama,93,"7' 8""",4095.333,537,36
108,T98,T98,Billy Mayfair,109,"7' 8""",4800.5,626,149
109,T98,T98,Carl Pettersson,100,"7' 8""",4468.583,583,48
110,T98,T98,Brett Quigley,102,"7' 8""",4714.667,617,124
111,T98,T98,Gene Sauers,83,"7' 8""",4111.25,538,177
112,T98,T98,Esteban Toledo,92,"7' 8""",4669.667,612,106
113,T114,T114,Steve Allan,102,"7' 9""",4965.917,640,96
114,T114,T114,Stephen Ames,97,"7' 9""",3908.25,507,55
115,T114,T114,Billy Andrade,104,"7' 9""",5124.833,660,73
116,T114,T114,Woody Austin,94,"7' 9""",4482.0,581,173
117,T114,T114,Aaron Baddeley,87,"7' 9""",4641.167,600,153
118,T114,T114,Rich Beem,81,"7' 9""",3543.583,456,180
119,T114,T114,Craig Bowden,83,"7' 9""",3960.583,513,74
120,T114,T114,D.J. Brigman,79,"7' 9""",3815.5,491,165
121,T114,T114,Luke Donald,72,"7' 9""",3018.75,388,60
122,T114,T114,Harrison Frazar,86,"7' 9""",4000.167,515,119
123,T114,T114,Scott Hoch,52,"7' 9""",2175.667,281,95
124,T114,T114,Frank Lickliter II,89,"7' 9""",4224.25,545,140
125,T114,T114,Joey Sindelar,100,"7' 9""",4435.083,570,109
126,T114,T114,Bo Van Pelt,107,"7' 9""",4279.333,555,101
127,T128,T128,Daniel Chopra,108,"7' 10""",5346.8330000000005,686,105
128,T128,T128,Todd Fischer,104,"7' 10""",5211.5,665,56
129,T128,T128,Dudley Hart,60,"7' 10""",2491.583,318,158
130,T128,T128,Skip Kendall,99,"7' 10""",4516.167,576,18
131,T128,T128,Stephen Leaney,84,"7' 10""",3044.417,387,91
132,T128,T128,Jeff Maggert,60,"7' 10""",2623.0,334,140
133,T128,T128,David Morland IV,73,"7' 10""",3642.583,464,152
134,T128,T128,Brenden Pappas,111,"7' 10""",5887.4169999999995,748,117
135,T128,T128,Dicky Pride,66,"7' 10""",3361.083,427,157
136,T128,T128,Ted Purdy,114,"7' 10""",5486.4169999999995,704,98
137,T128,T128,Patrick Sheehan,113,"7' 10""",5582.1669999999995,715,53
138,T128,T128,Jay Williamson,100,"7' 10""",4801.333,616,88
139,T140,T140,Chad Campbell,100,"7' 11""",4017.417,506,86
140,T140,T140,Greg Chalmers,70,"7' 11""",4034.667,512,57
141,T140,T140,Darren Clarke,54,"7' 11""",2006.5,253,58
142,T140,T140,Russ Cochran,61,"7' 11""",2799.833,354,166
143,T140,T140,Mathias Grönberg,91,"7' 11""",4545.667,572,70
144,T140,T140,Mike Heinen,53,"7' 11""",2971.0,374,186
145,T140,T140,J.J. Henry,103,"7' 11""",5076.667,639,118
146,T140,T140,Blaine McCallister,68,"7' 11""",3434.167,435,154
147,T140,T140,Spike McRoy,93,"7' 11""",4317.25,547,151
148,T140,T140,Ryan Palmer,103,"7' 11""",4985.25,630,126
149,T150,T150,Tommy Armour III,87,"8' 0""",4072.75,508,148
150,T150,T150,Craig Barlow,80,"8' 0""",3690.667,462,84
151,T150,T150,Richard Johnson,102,"8' 0""",5359.25,669,110
152,T150,T150,John Rollins,90,"8' 0""",4510.0,561,121
153,T150,T150,John Senden,99,"8' 0""",4500.167,565,143
154,T155,T155,Alex Cejka,76,"8' 1""",3435.167,425,135
155,T155,T155,Kris Cox,73,"8' 1""",3670.917,453,179
156,T155,T155,Ken Duke,89,"8' 1""",4773.333,590,172
157,T155,T155,Freddie Jacobson,83,"8' 1""",3540.0,438,63
158,T155,T155,Steve Lowery,91,"8' 1""",4413.917,548,139
159,T155,T155,Scott McCarron,88,"8' 1""",4477.667,552,126
160,T155,T155,Pat Perez,102,"8' 1""",5033.667,622,167
161,T162,T162,Arjun Atwal,85,"8' 2""",4626.0,568,137
162,T162,T162,Brian Bateman,84,"8' 2""",3990.75,490,114
163,T162,T162,Pat Bates,99,"8' 2""",4773.5,584,112
164,T162,T162,Jason Bohn,98,"8' 2""",5002.667,613,164
165,T162,T162,Bart Bryant,73,"8' 2""",3351.167,411,89
166,T162,T162,David Gossett,57,"8' 2""",3608.0,441,194
167,T162,T162,Hirofumi Miyase,65,"8' 2""",3464.333,425,183
168,T162,T162,Kenny Perry,79,"8' 2""",3331.333,407,170
169,T162,T162,Adam Scott,55,"8' 2""",2223.083,271,144
170,T162,T162,Andre Stolz,53,"8' 2""",2919.25,358,188
171,T162,T162,Roland Thatcher,66,"8' 2""",3421.167,417,169
172,T173,T173,David Branshaw,84,"8' 3""",4019.833,486,174
173,T173,T173,Jeff Brehaut,106,"8' 3""",5407.1669999999995,658,159
174,T173,T173,Lucas Glover,95,"8' 3""",4863.667,588,189
175,T173,T173,Tripp Isenhour,55,"8' 3""",2671.333,323,192
176,T173,T173,Jonathan Kaye,79,"8' 3""",3572.0,433,147
177,T178,T178,Danny Briggs,85,"8' 4""",3967.0,477,128
178,T178,T178,Tom Carter,113,"8' 4""",5873.4169999999995,703,182
179,T178,T178,Dan Olsen,75,"8' 4""",4010.75,483,190
180,T181,T181,Guy Boros,64,"8' 5""",3642.5,434,185
181,T181,T181,Jay Delsing,76,"8' 5""",3881.333,462,123
182,T181,T181,Scott Hend,81,"8' 5""",4611.417,548,193
183,T181,T181,Hidemichi Tanaka,89,"8' 5""",4275.25,509,131
184,T185,T185,Robert Allenby,93,"8' 6""",3774.0,443,156
185,T185,T185,Briny Baird,100,"8' 6""",4038.333,474,178
186,T185,T185,Danny Ellis,81,"8' 6""",4107.833,485,133
187,T185,T185,Rocco Mediate,53,"8' 6""",2199.583,260,162
188,T189,T189,Hunter Mahan,94,"8' 7""",5258.5,612,119
189,T189,T189,Steve Pate,71,"8' 7""",3795.417,443,97
190,T189,T189,Roger Tambellini,81,"8' 7""",4569.917,532,176
191,192,192,Kent Jones,99,"8' 8""",4916.583,570,159
192,193,193,John Riegger,53,"8' 9""",2986.833,340,154
193,194,194,Tommy Tolles,67,"8' 11""",4116.0,460,174
194,195,195,Chris Smith,105,"9' 0""",5387.0830000000005,600,191
195,196,196,Chris Couch,55,"10' 1""",3582.0,356,196
